unique_hash,new,drug
0a0a3a49a9f57a069daafefb88f3effa117c33d1,-0.0625,29
30a680d343908f827613f956dcb44b3841930c3f,0.20972222222222223,66
113dfe8c47fbe6f9421e24607f72fb8dda83933a,0.09816935014303438,56
a7c19bc4ab20ec44c97e3c69d604d1cdb4347056,0.05128915202444614,91
eeed9a8e13ac71f4bf74f727ee1944bfc6b59411,-0.017193362193362188,36
2c55f9de693c235542ae2c98ec7d64420f2f9550,0.08516991341991344,33
da066bb43dc5456bea32ff51c9026bfcb8ae1ef3,0.1121861471861472,78
10ead55d4c3f535ab9b28eee0e9d7dba4c185bcd,0.17939393939393938,45
db64ebe2f86df82983d8d902cd0bff54159fbd93,-0.08888888888888889,39
c53aad8f488668d1a18f2060e2e217bebe8ebf98,0.19175189393939393,67
bb24d77e0a92bbfc611bb15c5fc826735b89e82c,0.12766666666666665,19
74368f0ad084d748b4ff3b9237f25e86484727f4,0.038333333333333344,33
f4fa9c379b4fc900cc3b51652994d96dc73e130a,0.09002942370129871,56
84cf26918785f8877635fca600f72e9be51207ba,0.2547202797202797,30
d16fba57c2233ea1fc13892cbc8ed669081e15b8,0.09821428571428571,45
14a7965fd65d774e75af677a80202278c4f5baa5,0.2,57
5cfdeb301f1dcf709e1054943c6b9b4b75661902,0.27738095238095234,57
73bee492244af86083b00b5e29f4fc3bc3632b29,0.029642857142857148,85
01d204e9818d78e599b98d0c08ddc21639fa9c19,0.12517482517482514,81
71bd6f38f15fcc3882dd1a6f5556874a074616d7,-0.06333333333333332,36
1fb963094fa701fb10fd85952df71d3027e7d8d3,0.049503968253968245,33
3b389a5928c98432d340f2151f82b6f811894d89,0.00014152514152514228,30
4ed2dd32e1944e8ba9e918ea453bd04c86134970,0.06846181341594189,46
431110696d5a5e2c68f11f79b57b5bb4bbba84d2,0.025174825174825173,78
09456abf18dca12e22e116e735b42eb1b4d720bb,0.2426948051948052,39
e9ede82bfa65bb419c8ea47d30f461bafd4bbd66,0.17107769423558894,36
0df386ddf7c97c67528859328fde1824a81446ff,0.04168831168831168,81
dafeb019ebf37d2bd26c37f3d77f3d05a43898f0,0.0759469696969697,82
62dd9116358c650d5cafb851d0546dbf1786db5b,0.07107371794871795,78
c02070c996a64f08edf280fc6fd584086caae6db,0.22025641025641027,29
b92de33d122a26ec11bccf9f3fa4c2a08226671a,0.09791666666666667,19
83521a75c5dddef9fc15818233a81ade7e04bb15,0.15500000000000003,88
7872a39892538da7cc977cc540532c01504c94df,0.0894428759646151,58
cc2d342220b0082fe200c4b262231c4a7b401dbe,0.16944444444444443,39
c748806627116d38e2d4d081d9206d984c1c7ab6,0.12781385281385282,59
e4536beebac83095c151c712c168307805dc15f3,0.14292224702380954,78
859564ba8999727acc79eb01bfab17f35b2d6c30,0.1975,72
000bb4a5804eb9144d276ff3144c7eacacf56c70,0.2736607142857143,59
bf648ce57a8e13d14ede02f536ecec1cce31c635,0.06605477855477855,37
f056ee67fd5a2d49e7c241102be28df188ec3cb2,0.02991666666666666,33
34e3387200d7db187634b28991e034d759e6b620,-0.11499999999999996,82
66a9ad4e2fbec7ca4c1c45e6b5af350fe52d0cd7,0.1347953216374269,72
3c523df09af54d02e904d24b6e892bc02b123b56,0.2708333333333333,59
fe0b268d9d5f0ad2b43d150b77c0d7baf7ab9726,0.18602909345556412,12
02cca3aa4c881fd4a79eb011ed5c0674d6c41b14,0.03938037785260005,78
fb12dd4a68d0d76074c4cd227130137137ed4df7,0.07806009930352914,13
deacd212a3f825eea5af201cbd40ac71698e1316,0.0779513888888889,33
b50b830dad1555b718183c285b83f8503b492277,0.08363636363636365,57
f582a4982842ccaced55e8be5528ef49b9896674,0.07656249999999999,57
2aadc7918f5a21629b0f439a082d47254e0755f7,0.18541666666666667,12
05463ef7f8d40905877dcc5cb652e1e357541ec9,0.07320752164502164,66
9fd02077f6b9acb84bc64756c607315a5c216e22,0.09911465848965849,29
088b0d299bedfc412ddc30bf47a203fed8b08407,0.07083333333333333,85
5ce8f9d312d856aa33d6780d137d6e93122b069d,-0.03194444444444444,39
5d299084e2e6ebb98575fb4d25126995139322e2,0.13192640692640692,1
3d148b68abfcd9c312a171972d7c67c729de42d3,0.1311809024309024,82
ed85b8fef966a9bfc34329e60c795f9d20952fcc,0.16958828340220383,56
4cab477c8ad206dc2fcef794fa8fd17be321b1ae,0.21829993483219284,57
cdb1f8b0bc1fb5a64975cbd9407236f4c128df82,0.16220238095238093,51
bbba217e41801e8c1ded95d08d7748379f44642d,0.055761904761904756,57
3f3e00b2a01ac77b0bed7b4ab4539c52658aa1dc,0.07017543859649124,32
6060ad485aa847b435778b7300004e87793dcb57,0.060005668934240385,33
5428fb715e284c06e4d5c74ffe7341c7c3f30602,0.4,57
8160c884cc357a728eb979655d2731146df121ba,0.2708333333333333,29
dc6852e995be1b492cc2ab2c05305153ff0d5117,0.1623247627793082,19
928bf202c9d0d6b630d749ce5302a93d26175468,0.12852746212121213,82
3846ea13dc6564e1b11d57348a5cd959f2ffd504,0.02586016414141416,78
c19f8362677e5e98f781468595f5b7990a9f0fd6,0.10475499677627338,78
a4d075e629dff8e079df3d8681e1cf998088bce6,0.04514430014430014,60
e77c5e028a736e62abbe216307ae4aea1a02224a,-0.015909090909090907,77
7587a545b08f38c092d519c8f4611a70d433299b,0.2,56
2e093781c2308d2eb2140dd430d19a624978d9fa,0.15476190476190477,45
0ebccf167286070d363bc0ea5925de743d3087e8,0.23373015873015873,25
789bf20b5de0acff3fd4e94cd15c091bff69acf3,0.24556277056277057,78
f6815cf153ad6f2388f8a32b6ec9bb44cb3ca68c,0.12594246031746031,81
c8c644b422c75141df3c24b269e620d2973d56d0,0.1375,56
e8aff5b4804787ee162fc28da53ebc2d47a88fed,0.25,36
85d4df198fecf64d7f4ff67ffaa018aa76a5d8cc,0.21875,19
4fef9e44db14120760e1803d58fded16a54b28ae,0.15481974921630096,40
1f1b2200f24223238a446de2aecc06e1b93eb76d,0.2419047619047619,36
eb4f97db5891eb6c532f3cec30a5968726d7d0b5,0.0,36
d601ed8d31dcf01bc0c15d280d5ae485c1d2f6a6,-0.19,19
58d43065787ee101fb31493efb3e5a04b661bad9,-0.001470588235294119,45
f52e9869225770144eb32378c1846c3865985d17,0.017482517482517484,49
9947cdc82607a00e4db0ae14f3d64b6e8d502c51,0.13794642857142855,67
a41d15ca7106e9a73f256b8bf0fc1b92dc67d976,0.15,57
e9781a54c3d9d5718ac187538bb4bdf6069b07c6,0.20011904761904767,56
72a009d9cccd52de300e5bbb19436d9e9fad0f88,-0.07222222222222219,59
3184037707f32f3b4157a8b3dd89ae0a291d4877,0.06043956043956044,6
2c0515edf0e76ce063b51742d835d340473c15f5,0.0002083333333333326,33
efa78ef5b105fc85380977cb212bf53ee45992d8,0.18571428571428572,57
783385bcb16b54fad9b92451e78b3fd4b90a3236,0.2625,29
bf6aeaf0e112a1dcd7652c0e138a4e2a7d275101,-0.012686965811965805,18
18de7b33e8ac35668e83cb84e8ef37c11b8804a3,0.1370879120879121,77
0ec9da4e6c9c633244f10edde4080d5a441bcdfd,0.001934889434889438,25
72fea0978978201b3e5d88a42a5e1410d49f98ac,0.10198669021037443,36
0dd7b6f4b75a8b3770e5139f06442747a0be20fc,0.15857142857142859,29
2273980dd7b130ac62724f5b9bedbf93c4f712e6,0.04737800078709169,6
9d4227e7647dc5916372b7fc3dee450b25cac8e6,0.6699999999999999,33
18883b7dc6e87642e0a4c75c5f53df78e2168290,0.10544521873790165,39
f44fb253d4798e3fa86f2bf3bba2b889e3278910,0.132,29
2fe2ab2446a49d878e38495633d53776c2aacf9c,0.13571428571428573,45
2dcb90cd5b667a095f009b5d601d54271adac9d2,0.04266917293233083,72
8ac335c959e44e4244db758399fcb975d141503d,0.1821969696969697,56
055bf15e3c5958e7c4c552bb7b10949cea5349ad,0.1586791831357049,36
001f52fa430aee74921c5b0b0698a9c3858f6be3,0.14048923298923296,78
52eb15dda68b44e9d13e025239264c54008d4094,-0.1923809523809524,56
57484bf9749808e03e2f275bf35e82187b67b451,0.10357142857142855,33
4216ccf97a10bb5bfc666aeacdafd6f669f06362,0.06290849673202614,25
20d42d75751d58357d9af6ad556242786002d858,0.04477297895902546,70
37bb1d42aa51f1856578adfed28c1d36c405a109,0.2785714285714286,57
bce047020282dcac91ecea886400ff756869d38b,0.14313663419913422,4
294ba70e6c9aee7ed0325a2ff2e2b1982dd65670,0.0050000000000000044,76
6cd75eefe1e00af6acacaccbf1ceb37053ea87cf,0.10626950174008999,87
1519fe80c9ccc5895dae29d74d53c55b6344c5d2,0.3375,78
27e37dcba7846075e737e27f4f94e33ad58fc5d3,0.09285714285714286,59
5f17f01581290f0492f9934c6221284b80c4da82,0.4055555555555556,72
1c542a1f7368fae5ffed31e213bcbaf9d0b1dddc,0.1947150072150072,55
2c42d1c7ef073fc9aecd652a92de86e4033b2d43,0.02061560579942932,90
fd5324af8f8f8ae929f093eda321d6484c3f2a6d,0.029166666666666674,57
094a9217188223bb526058b0a842001e4814bbc3,0.28029220779220776,6
f4915a15e3969b060153db8ae2fc49e6cb0d6d85,0.10724637681159423,72
5173269c109adc87c400e53964b2e7fc9c35c99a,0.012554112554112554,60
02a387d54feb7dd71be1fb181da1291639d4f5d9,0.2916666666666667,67
10b1d26560f46ecfc450a0c0af2a1c439b07ec0f,0.3376190476190476,19
554383e699d29ef1db8b400465c0f7e7c3118023,0.02764550264550265,39
d1e44d46c1f8206195b6622b921ee2070cf44184,0.263125,6
9a51c773a831f4a2dbc9a5b3e172eba85fb9c727,0.11410839160839162,59
77e8c0e17f244ec57da2e9f9913e7a402f9c180b,0.10472145699418427,81
2f4fc932ee465042decefb088ab35bb905abe3b6,0.03492063492063493,19
6e448f4a8de805e1c482e6dcd10fa6e3bb21c0af,0.22916666666666666,6
b44999ba3e50fd5e3efd483b3e350237a97fad68,-0.075,76
dd895caac33485ed5a048cc27f46b36a45a35520,0.15960022847522848,46
56a24bb0782e785bdc52ea87f7ba6a21dc88cad8,0.24050324675324677,36
6a686effeafd59bbed7d000bbe3ec468b31f51fb,0.07142857142857147,39
0117b211373c25895df2e461a965fcee13104413,0.11740196078431372,29
c51fa5114871414bdf38e9c8a10f614222a2608f,0.0075000000000000015,72
48e807c5c3c96847ea0b8a1cc45832837bf2b565,0.2373346560846561,82
faf43b554b689cfb7f41ac9d0393e37b1d5c1a58,0.002777777777777782,56
18b985a3fa40838d19e60b1f714903a652b93a84,0.18964646464646465,59
71a4f305d155cfd91c41163706c4a3ee2bd91345,-0.0796875,29
3119e07768f3052de7de59766e54946627f29133,0.04981442055212546,49
f3b130e65b19300afebe5883d83aa4734f6a17d3,0.2,11
1ce19e579c51b4ef8cf9efadab87b7f247b513c9,0.1305397727272727,86
fbac8a07109bce7079d56a3300a1f2f67747fff7,-0.05,36
3378dfa9ee785e9b0b4d243c47c96c1dca6d0874,0.1285714285714286,72
d42786787ffcf0b2808bdc843cb8441bc3709339,0.3898809523809524,51
bc0e3c1d9fa73bb8b00f2b3b7b0566e586668d8b,-0.09284016636957813,36
8fc5f1b0f7a47c132b78c8892edd6f7b0449c457,0.13837425595238098,57
c76d2342df88ccb5a7b079f9baaed5a0c21df8e5,0.1964285714285714,59
8fa671fe12d344404f2ac7a3dbf152706699a9d9,0.5611111111111111,78
1fca0e8d66c57c618138e29fcd2c46a8819fb1ea,0.062345759547252085,72
462ae33e825b61517358a7c6155ecd8857951de6,0.20083333333333334,36
7329acf00fb60702b25403c9c8d781a5bf6b668f,0.1949285714285714,81
6a8fce5720e2025981e9a9666484030166899350,0.12021442099567102,42
1713d1c5d9301a0e289660a1a196730984e1122f,0.1701136363636364,30
8e6c3d57eb6f092b38f8a6a4e8f153df6f26a613,0.2908163265306123,57
e026aab0707e8a53df919fd03918943f8b651f9a,-0.125,39
9523032b48a8671712d96183117f44cb52aed34f,0.08874999999999998,78
c25f98ba80c31ab9d800b313c9655b2f256cdffa,-0.015856481481481458,78
a5e4c647217df089ffcb74c212787ac78659f931,0.10555555555555556,76
d59fc38d2137f1cc59b18f4fb034e3dfc347003a,0.11944444444444442,36
cb0d22263d9552fa2bf032c4717449d01ff18746,-0.012999999999999994,29
5bbc7764b7613c5a839b689c58675698e4f4c037,0.12187499999999998,29
c00fe48916ed14b5d8eb037669ea51ae7aedc38e,0.1863636363636364,82
1814ea38a9b1409d1c1e8016f9ab74f2d3d47f19,0.0714005772005772,72
b98c348837dce44201444dfb9f6cdcdd1ba8e892,0.1015151515151515,76
97b6d104046686f780ba4cb8f5638244a984cac0,0.04168831168831168,81
e6fd300e307563fe4ca380c5d53b186d1fa2ac37,0.07511655011655012,39
8decbce2ee4fb56e7dc7e9138cb70ee6caedf693,0.04565217391304348,56
4277aba8757b219e8263d19bfe88687769495b1a,0.11525974025974027,91
e2e0a81a7ce57314e206be91b0803c53543d1f13,0.11810544965786904,78
8fdd38fcc89e89b27c0753722ac76f59b3431be5,-0.08430555555555556,33
7ee02f6fb9bab067afbfa8c62d9aef12e11d06d5,0.07628205128205127,57
b3b89676c26eea3e65bd5a7050a834703de87940,-0.033333333333333326,51
a0548213f899941b23d101515617a46319a00f11,0.05227272727272728,81
6bf24b3311cddc5fd91147f0cbee9e24b1f024fe,0.3770833333333333,72
ed2a5f7a5415121dfbc0c231e8d9934b7473026d,0.11874999999999998,29
cfb6727097b0c1a8dab637e6c848555eeb489bb2,0.07527158376214982,36
4d6e9b806fce36395026a50fd6ba05bfbb45b962,0.0293801652892562,36
1822de7b76bbc7df62a6a78023ece8f3286b7c3c,-0.004999999999999999,29
736f166c4b073099bf0bb97f843b1e20fdebebde,-0.16666666666666666,57
8d6e085c0264710b034a0ebd89576315b78d809b,-0.14436728395061726,72
a36363a8aff7a5548a4049291ff3b8571029b020,0.06442406952022336,53
c752f2acf3328aac32a5a74fef57ffe33aaafdfb,0.19208333333333333,82
eb9954d792718763fa569c55db7f922d378f06c4,0.35868055555555556,57
ca4b473b7d8a0127d02169c13db5c7596f31cbd0,0.14897211443705344,57
ca60590176db81beddbd48a44a446a79cebb8f79,0.03158684282961742,66
2341057ebc9b16975a068b6fd72567bee04c8a34,-0.005555555555555554,18
8b8174538ddcc6e894b1b5d9579bd31eb17bd477,-0.04127251349473572,72
8649415dcf134da3063201db2133e9ea1f2a87b7,0.1866666666666667,57
3db88b9a195de0c9cbc0fa1a0a63591ef3c12cf8,0.0,36
ea5e0ced6435f23064cd7ad4659095a1f55a5d62,0.1095959595959596,39
52cde7e512f6b06c46550f3413cb549005b68fdf,0.27083333333333337,36
e105ef955987bd4fff2d8ae8580fb4fc8fcaf080,0.03520499108734404,55
dbd309cf4a06cf256d034911c55ee0850c11ea33,0.058504037978827896,71
ca2842a2a08df1fe7c3d9e5c95f03ad37dc5154e,-0.006944444444444446,39
bad9c20c0d777155daba2772696c0b5f619b43dc,-0.07121212121212121,39
98c8f9357a210bb02190c8b456dfa1e78050137e,0.15,59
d614f145d243195ff839e551fb217fb3cc867a92,0.19772727272727272,57
7fe6e72cf9cf21eb99693a24e6f20737943637b3,0.0683884297520661,12
2572981d188599ba9bead57f22b216dd878c597b,0.125,45
67745dedac19c8554d4304d8dbc480f4631a7562,0.3753472222222222,59
d9e62c47937695b0dcfa68992eddfc00af2d733f,0.15364752435064932,69
f5ca46bb7b6c608db7930376793081b388e61e05,0.11253787878787881,45
e683d577bbbd586e753daa4740db64f99b946d6f,0.04459699031127603,33
73ff3249747ca0bea546a99de4c1983950694e94,0.08,36
697999d9ebf7ed987672bcb9e56a9909b9045d39,0.19308035714285715,81
ac050121d8d79ecf1c30245173efbf8f283262c8,0.4837121212121212,72
16e25ebb7218c1c9a566482d6d7b5e431f185f2d,0.11725910867248253,57
a8c6f0d8a314e87b6bb3dce00ada3de88b58c98f,0.12294114615543189,13
a8427e823ec6c6822f9ee42784deab481fa0651d,0.1884920634920635,36
df70a47e6657d7cd890787ea0deadad65091053a,0.1638931987383315,87
dccec47f600a5238604e1623637dd4ae30033901,0.04168831168831168,82
66d4f81c4d02cde338377bce244261ab2ee1cf8e,0.03543123543123543,12
5a34e06d7dd646e65e82fe9c435b4535df5ec816,0.09384057971014494,57
1a0be39e6885dee686ad907205258f4a7eda806e,0.1971403596403596,20
3e613fa66c5a5776cfc504ab6dd63f22d66146fe,0.020146520146520148,18
06673d1d8300e0e30f96d6e9e66f66f0c52f2785,0.3214285714285714,25
a36a98a0b432c550abf57efb94f3561a0e3c6dea,-0.014743768601190478,20
4ea970993d3bc0299f2a0e714d4dd2456b9df23a,0.12205729166666666,91
38c2933c7f64c7baece34aa6c367b8a2bcb007a0,0.13351158645276295,12
9b466e2056586d680d770b5fd0823ca832ee03b5,0.06323831535695944,81
a78158899360d7cc33a875786d5ac6a5e4c5dfce,0.0,36
f5949b947965a3acd75b2a21ad4de405a69c2cda,0.19945887445887445,6
77cd584147ec957a872d4b89c30ea09641aa3219,0.1,57
7980267506e3570b78125feac2f0708f7ccbd3af,0.1225625,72
ffec1518b5eded562ff4b7fa29c7bff883b094a5,0.20212121212121215,59
5955d494bbb1e9b7497fa524e94b48f15550fcd4,-0.1208333333333333,43
eee8fe43c627f2c9b253f76c2261552dc89c0235,0.16666666666666666,19
95b4de65d68282b3651f2467e6e4702bf58cba13,0.057589285714285704,33
a1ebd49de713caf6bcda4295c3ba205fba398f58,0.11182883124171007,57
a20883558b4667ab8ec9e44409e43aae075f295d,-0.13333333333333333,81
0ef14f88fd1bb872cb7ab20221818534d184f171,0.12303391053391054,72
fb6f7e5dec993465053247061d8795bb811c007c,-0.020050125313283217,39
f41beb4d50a1b13dc11d58e4476cfa1d4289708a,0.11181972789115648,45
0a782c44cfe6f0dad1586391a20e54b598d1fc04,0.10000000000000002,57
e75e086a078f509949dfc7a6c1d1636c31fbb125,0.10543920214806292,82
23f9e5f1cb3e546fe623994f00a49dc86822b892,0.16239669421487604,36
2c7587acd59290bc3b1be48927c9ec815368f63c,0.5333333333333333,82
ba4607e613bf8300e056c9f7b257e7f6b69ea575,0.1545238095238095,56
830ef565ed60b44f88e1d698330f9a07c4121d3e,0.7000000000000001,36
32d064c54bc65a474ee6bee207e5de37d247f43f,0.16,36
21110bb777d92085991d4d563b494d9aa1ed8ce8,0.125,90
9392570b1551c1feae0da0e1f50d73465fa498dd,0.25357142857142856,19
c30f3f169f09319b76010eb56bbffa3d21cc99bb,0.5,56
a8c20e51ff6301e9c0885da2bfa06886cb7b2685,0.05,39
ac8c5a743a5b0ccf138bd7da0c00f7e3768a8b62,0.075,56
696b38962b354fef1ffefd760d9b56227b5e6d88,0.06002949134199133,45
f1d4461ceefa28675d18fef1bdd085c695c59eb7,0.15,81
d4ef923a9a065e5c6e97b8ce7e7ee201489fa29d,0.29424783549783545,59
e05db9f94b6e90281dab84d5738e8d2560ce4fd6,-0.049999999999999996,91
121cdf556cec22462f92f64ba27e4bbaff7df49f,0.10363636363636364,49
6f4a5aea9d33f4a3936f5ee9198c48f05674a0be,0.05054347826086957,78
ae694718557e564d8fef7acfe07b6091503561d2,0.16813186813186812,8
3675fff15d2ec6d263629b596110d7471a59ae54,0.12356060606060605,81
a98d382b308ccaf5b45a99ee5de1dd6b859a0537,0.25,57
66c445f2bb433e541b2703911382906f1a9172de,0.26275510204081637,72
71590b2133b2b2427e23c417564725cef969a1c7,0.13983091787439614,39
ec20b36818d77827060857834e97b8365da0c479,0.028703703703703717,6
25f7d942397641d24cb8d3bbeb0f78e96c3c26c0,0.04675980585071494,57
e7ae9fa51eee8459abcf4b5cfa7192e9409f978b,0.22149122807017543,56
f77456209e034e4bd361aab4f5fae60af2b13ded,0.04253387533875338,72
b99e46725c4336444b073ca523e82f2635f2c750,0.039508771929824556,81
45bcff109ec3027a2f3632208b07a100ccd4438f,0.12890888047138047,57
adf30ebfa9aa02bc26ea629827669da2df557121,0.1875,36
4221d0f1ea3b47777b1a47841ad156a56eaebe67,0.15695804884453785,57
85b1721e75e5504932c38bcb1537c5545f697cb3,-0.1625,36
21f2c88ffdf00f95487d2db1bdde47919654127d,0.07088521493126757,39
76949ce33ec12f27671d845e51e301bf67585f81,0.12786324786324788,49
e43405601aa8f2c3104d75f55873b160e65c8540,0.17760416666666667,72
d63a8eabf567d35d77fa1b84d799dbec3ba2c13f,0.1602878787878788,4
795242218970f003da2873cfef951af803c7f6ec,0.12037037037037039,4
e200ca33286ea0c3ae10497647de7b0cda0b6457,0.1611111111111111,33
162a7cc40528c9495391204d6b98a83212b4b9b8,-0.09126758658008659,78
3b6f418472f02c6cbe24d62b0e7662d0197aed7e,0.19626623376623378,29
8713a1d2fc0d79ca966ce0af889d8aee870d6c0d,0.16646957378664695,49
7815c37e3eed54a5ec842a59f38421718a0bba5a,0.03175101303735025,45
4db175bcdbbedcf8d07c5dd14bf937a31649421c,0.025524475524475523,82
01e7dff46f8ae0197ef0a11e225ad189d6b5b2e0,-0.017400568181818184,45
961c9f8ad1798b79e00d5c79e85ffdfa9bdadb23,0.22946428571428573,56
5f28bc479fab8eb8a8d6b493bf4a82b85f5f80a7,0.20793650793650795,87
1eb30922e4c333f47bb55112019268fbb510f9fb,-0.18958333333333333,6
6843d95c012f2d523880deddf69c69d278030f33,-0.07133486766398157,56
e99ff8f6a498bac84a1ca2905b55d2a58c4fd92b,0.24670462387853695,36
0bd62c5785b3c0e725981139fc14411490675750,0.07863636363636364,81
9f61faaaa6b9965eec22da162890fe84d512f618,0.2611111111111111,81
ca9d39c09b85fd663707070de5d9a2096502afa1,-0.011011904761904766,39
e722060e7aecf8f7eedcaac1e5343bc882fa8ad7,0.13962121212121212,20
98fa9c6e6b51f1a78c3476b724bfe78cb16493c5,-0.0625,39
9ac668737931fa90bcca295acacf2b8b042e9b8e,0.2610805860805861,57
516e84232f20dadef58317553620d882a0ec5ff8,0.09166666666666666,29
93332e432a8b582d134c1b8376b0485e83bffd00,0.575,56
beb9f9c5261b8f197f1aced251395e6c442581f6,0.07500000000000001,29
02ab8425d76e729288991a8f4a8da5a7dcc4a91d,0.39687500000000003,56
0055c7b6425386911f6dc1ab8df3d25cb1bb671b,0.013636363636363636,6
328c5712c7120d4fb64516f99c3cd87743004c6a,0.07611111111111112,56
effea0c9a1bb961d694be3cc9e99608723cbdcd9,0.046910279263220445,57
4ba0bc5d8fce6d53ba597ec93c8eef494c6d6705,0.12500000000000003,57
1fa91dd9cab8c05bf913aef7546008925069a3d5,0.08272893772893773,59
f9122abe2048c5eb2f89f229d1fe1a81597c8147,0.27745454545454545,57
db20ab5425ce55746df889f3eb6fda2497e69d93,0.6208333333333333,29
b97008695186b2f53f7cc23288ea9d86d46eb6c3,0.14316091954022991,29
ebcf6e75ab55df7c07ecb0ecb9f92301446db971,0.1734375,72
ec085b3b4b7638490ca249d912254cd581f0156c,0.19683103354978357,82
38e4b0d11949ddb44da3509f3f3f47e58a15976a,0.04258021390374332,92
1326ededf21193a196bb377d2e4f1b19ace80e4a,0.05671536796536796,59
de7938ffc96ae374db043826760283c78d3aa73b,0.33437500000000003,39
