unique_hash,new,drug,sentiment
e3a736aafaecd05c3e2d85cd3a1a6b5a2c69a68b,1.0,51,2
768682f05b8ef8e8a12a5f480e4b76d45868e4ee,0.3333333333333333,63,2
fcf8d156285091d1a947076e0217b714bf72e7bc,0.0,20,2
696d5a518430ba77695c4c2f699d6a809ca8e341,0.475,38,0
bf56801eb38f6bf56463defec998020f07abcf2e,0.1070311802019119,29,2
7e1e61a4ffd2ec13ae025586c55b1f2f826c64a9,-0.04444444444444446,38,2
ecf72c4c1ce628e6b963486ea88d35bfe8b35794,0.15340435606060604,38,1
f27a3c821300920cdaf3d3dcaa22bee68a885c1f,0.16999999999999998,64,2
21f91b7402fb22dfeb3dbf7108b8235b3051a959,0.022777777777777796,89,1
80f9653259e24b4dd4bfc0500ebefe4d75ef4358,0.12891662934766382,80,2
b0d585025a479db64199c99e3a83f6864a3a6a86,0.17327028193325658,6,2
f00f8437a12d81b2efa47acce8bebb790be4f960,0.024555555555555556,6,2
b138d51ad09237886de33e3846b08e1584581922,0.25,63,2
0e7d41d2ea4fc3b9a70d1f45f3f1c3844e6ad7b9,0.1516666666666667,43,2
90af15e7f2b3391b4f4a661b4d7adcfc5e7c6c91,0.0,88,2
6416b65b155fba1b4088c0a43925a24b84f90a0e,0.1200263504611331,63,0
db0bed6b8dd8a78fdbc94f5ecd6610f146e33090,0.06346153846153847,33,2
113b50c83ab000efd4a00609ae9fdcf15efdb73c,0.05833333333333333,35,2
3e2d36128d917c533d7b01a220c02ac20e71d3f2,-0.0103030303030303,38,0
152cff9f2f1f7ee96d240bd34866ee5c18bdd024,0.09120370370370369,66,2
db008b3407248e85668c0501933868636ec0d08d,0.5,51,1
c4c9cf171bd93ccd2c623e1d2386cb1626518377,0.06293743890518083,80,2
07b34c4e3726970eb4016a1264ae89e5faace253,0.08264042867701404,38,2
9834e80c9668c2a07ec53253def0e71410fca300,0.0,64,2
befdfeedcacf42b83326a14d071d8ffa6f237097,0.18013157894736845,88,2
7808a575c8988d2eac6304633ee02107324dcc93,0.0,86,2
50f541bfa0a50b7c3fb16c035bb5d7a708a08d4b,0.12999999999999998,88,2
776eb7e0c49d4f5a42cab4f8cf7550d0c9c272f6,0.06999999999999998,38,2
76dbc9bc2a170e441c8966f7f4174e8ef25d9998,0.09538819875776398,61,2
9975fbca57aecbf3e0d538071c5ffe4328fa8ab3,0.16826599326599323,38,2
e911ab731e64d4fad3068926dea1b7d3d4142f4a,0.027994791666666685,43,2
1bdd7422d62204b40ec24432676cf40de9a465c3,0.4666666666666666,35,2
7594dab17d879edaf957e06d0b582e94f98610be,0.20832349468713104,88,1
81474398b05d294bb9898678d9efaddc43a24cd8,0.1751748251748252,88,2
c326c9fe965dbffacd03cce5c4d67a5e6d73364e,0.09919786096256686,88,2
53c2e76ef5ee7e54fa83a6252391dd048012b77d,0.16338383838383835,64,0
ee27034124aceadc9dd16577c8fae5da68b48013,-0.007954545454545466,64,0
6c27d144950d9f0cdbe04fe7c496e3e7a28670c8,0.02724867724867725,88,2
daf8080d97fff0d3a93824b39f426fefbb176b71,0.11158050283050286,38,2
4e96c3ca5f909a61b1c319568ff004dfa6cd06f0,-0.3814285714285715,6,0
6fda88da5894c13cb1773e05e574d29961ef9d4c,0.25957142857142856,51,2
198f78727eb17d4cd136b9f1deab1c84d2e8ff98,0.12593073593073592,38,2
13019bbb1ff7d4e43093b678e5772d39173a0f04,0.275,64,0
f681bafeaaf0c12388c46b7553d2dddc3d1a1b5c,0.1477348484848485,89,1
5a4b1eabfeb42d7b4f8db9db3565d790d6ad8133,0.021899350649350648,21,2
dc2c3b82e02a03ea6238142fcb8deae068ce36a6,0.02960437710437711,66,2
f3e2460a1354c7d436495cbb8f3efcdef8c16c22,0.41,57,2
38f27b243a130e1f8f6a82a4076926e0cedf1f47,0.12666666666666668,64,2
412d4a9415170c9b95d410b3066a1314a88e7e96,0.0,35,2
972ef6b1f9e091fa3fcdc1406f8b1c4b94074a18,0.1324089635854342,89,0
c887fc98a3280a14063bd1fbc8bc5fe7352f55ae,0.3666666666666667,94,1
f2e84c4040411c23a96968165e7a206938ca3b2f,0.10714285714285714,13,2
36a12789e0fce952806e921f39dae973ee758537,0.018222222222222226,55,2
3919e75537d402ad81eccaf4fc69c78405bab1ea,0.1,64,2
73050de3eeaab3bd1e8a27b17e7faff1df0cd1bf,0.08907765151515154,47,2
abe813591f821461e7e2b56a0ac7d08d83807dd5,0.0,20,2
340fc41e3cb7e531eb8527662649e9db258c3b46,0.0,63,2
f27d05adffd12cdc3fe99ce55077125b08b1c730,0.0,41,1
14107b85a53a268e28cb703b8691699a9e97833b,-0.3125,38,2
dbd855a5c3252543ab914d0317c09bd542730720,0.08125,92,2
a9eb64ffc585ff24a5d5db6ba76d88cb940475b4,0.16111111111111112,33,2
030496b68f426e91fbd62795a13c75fe5e805d03,0.03416982323232322,94,2
4480b32d3ffff30eb34abcf1be90f632451d4059,0.12001332001332002,32,2
eacc702d90b62d7d17a3c8b67f513957929b59c7,0.0,20,0
1e392990caeaacdcd925b06db5ca32492fc630f6,0.014814814814814812,63,2
969d12e993bcc84e3f0285d6353b007cb63c5108,-0.010330578512396686,80,2
92d3e663d5e39f31deb9caaa943a62d32b4a2d02,-0.35357142857142854,31,2
fd958602933a9992409b75d384014617c8093761,-0.24954545454545451,31,2
c4c66667c20ef553f6f7830a33cefae430e82ffe,0.2426948051948052,49,2
e8ee3fa0068fccecb7f1b933c58052c364752edb,1.0,51,0
126e4f379352a38e43d766f76cfd66ad7d418629,0.06666666666666668,88,2
1fa5f8871de5e590106253778ba83d38a2ce8ecb,0.1798611111111111,66,0
0ee7459df3170604b71d3339a1c1be5baaf9413c,0.13083333333333333,20,2
9e48f0c3394120a7a280b1e33477c8b1033299d4,0.06562500000000002,80,2
c2cedc37e6ab011a48d797728f615ae1b4a0d073,-0.1125,38,1
2b930cc53226dbf51d893c5571ac6aa702bd6a5e,-0.035925925925925944,20,2
cfdd873b73c7a6405bd30dbd0d82ae22846dc65e,0.032291666666666656,13,2
97e855b9bc17faaa56f06df6a3a120fe8abbed4e,0.06840277777777777,64,2
3610a545ecba251359b57bf974c16ec73054d27b,0.1130127494456763,64,2
fb73ca4f046ada8989ee8606d2851a0a41469831,0.006752664897826198,91,2
5528b749496f475c48a861f8e3259f563c27f17f,0.3376190476190476,35,2
9d7d43bc8c89039a802caa3aa623c9c668ca9b8d,0.03935626102292768,92,2
d64e6d31fa166561163a308323a4292e8fae07b7,0.14971813371813372,79,2
30ef15a1cdc6946cf3a65b5ef1afd166309d4bdf,0.20595730027548206,31,2
c740dd122919725516d0e11fca9ced122471dcf6,0.06666666666666667,66,2
16f8e1a0dc6396e06eec5fc61626b633cdfd390e,0.1331845238095238,86,2
071dbbfb2fa52e4baffc6583b789a1ad18b95470,-0.031150793650793644,43,2
c912dbf2d1b2a3e3fd24e422612b78194063a193,0.09600288600288598,51,2
48f4d340e93ec6fcdd3d8b2c80c1b5c14dddf320,0.06206349206349207,55,2
80a14dc40acd6479caefe56df0fc5ab92a9ec2e5,-0.10323426573426575,90,2
6924f2c2d4feb6f7852240b0f23269b0c697890f,0.07903911564625851,80,2
dcce2d137bcec435236715b646bc63d2ffdbe2f9,0.11764705882352941,32,2
4e2ad2e61f2e6793131a90205365438456ec37fd,0.058499999999999996,66,2
255270447125784796e5cd87c7a2ff2421fde703,0.0,35,2
14aa54579a5de10d8c8018e91e40940f637779be,0.08685897435897437,79,2
1732bce1c6c6245f26cb509d749a3cf3164b882a,0.0,64,2
672c505230c443ab1f87ca664487271ad91b0369,0.0,43,2
18922353ec82b421a6a424e5692945a7855f5b25,0.09559132996632998,86,2
7ba1f19695ed132067f17dc485dc9dc301c542ff,0.0632142857142857,64,1
b3cab23d6a1bcc03d08e85c1b4c5e5b58768a9a9,0.004258494031221302,38,1
c7757a81f98eebe436e982d7b1761c8ebcca3336,0.14404761904761904,0,1
f945299cf3df5fe90f38f53af3a5aff93a4a3975,0.05333333333333334,51,2
73788095df260465558a4a0144001524a37797e0,0.1999278499278499,80,1
c953f3e3a3e877204ce6be8cfed75adf580a4fd5,0.2479978354978355,6,2
ab940f696f71a95a55d86a351083ab434da85dd2,0.13999999999999999,64,2
babe5f49757e8968425bc67990f0432384488a12,0.20581818181818182,95,2
c791db141a672c3b9e35865959032013105cbd90,-0.14732142857142858,89,2
d3d0ce417ba4d6b618d79f85289e1a814a61e1f7,0.07335538293482219,38,0
0606396596d7fc00b0a25f812fe709e96850405e,0.07226984126984128,101,2
dc7f2e5ad7ba4ad8457c0f6823d4933d1b8141cb,0.1069482705846342,3,1
1ba8816f528fb37b8d8c46de637b876be836853c,0.1933389191453708,66,2
eaf41443c3d4f9af5f7ec1436e1588eb348df568,0.10145833333333333,38,1
8c5f2c437a370278c997c6f79d70cf5fbaf19679,0.0735356006840382,43,1
a4c97e482cbdf87e444ec6ba9e42e5e10b68e78d,0.21166666666666664,63,2
92ff5aadd921aef4a3c49f0cec9eb87ed5168f73,0.0032407407407407432,43,2
5334b4fe91308cc7750aa49d034b878c03cbf249,0.22946428571428573,6,2
5e18da434eefd65a62f445628f52b755e158499a,-0.01,61,2
017c61c8fa25c2e960b39e61e900de813327918c,0.13636363636363635,38,1
b2bcd421c7bdcc69a537184240575be9949724f3,0.19771241830065361,64,2
2713b5001e441d7a13756eb8dafae5f0ce78ffb8,0.12777777777777777,31,1
eaba3e1fd048c28bfe5971cafc536a74086bbe3f,0.15015782828282828,66,2
e077873dc95f309b8765c3d1a303be50012c1eee,0.15,20,0
fabb7768640463af1c10740c526744b878a4f7a7,0.2683333333333333,20,2
c2f4e6305d67d802a4dff26ef8d609a48e20e721,0.22039302802460695,66,2
d82322870d363d9a552c7058a8dc4b36fdd9cac0,0.0,20,2
8e01a1385377659a72554296c0223806dd2636cd,0.2,80,2
c079ca9bffaef8eebb25184a46c7272c79fdff7c,0.43333333333333335,64,1
d05658f2d94fd0c9c2d435d810480ba514b43567,0.224788961038961,80,0
410a94077ea4738d132cb88730bb321599404bc0,0.25595238095238093,64,0
84ecf100ab586d0c2fd8ddf93588cf85190785c5,-0.1,63,2
87b6880305e891b07f38d1020e634ea692e0033c,0.053333333333333344,96,2
8b8a684c7128086ce69017f1ea0c1a67a610b636,0.0694000933706816,13,1
fa1a02a1f3cd826b813846d96e6a7b207e6477fe,0.10011160714285713,51,2
b14d9dcb23c1198f2b4dc7ca344262facb071fff,0.07575757575757576,86,2
8cebc867de55073e2e00da908665ba7b19d777af,0.08419856459330143,89,0
4e1d232d0efe86195cfd9ad44fbce6b5e24d640e,0.12837662337662337,89,2
d4adff12931a80754d0033c8d09567aa6a1f6c88,0.15795454545454546,89,1
0d7f32ed1303ce1e8e437f53425075d76881ef87,-0.06290213054918936,6,1
74b91914ca3763800ab40b1ceb3d04ca0fbc5d06,0.21810850439882695,67,2
c9e0ab146dbd63b57533660c49af66c36d7fda24,0.3923076923076923,38,2
cd961fd8609c4b15f4bdcd71699ef5248953c23f,0.07042033235581623,63,2
5397ee3cb6754d4dad53867d4832b20626094b30,0.11908658008658009,99,2
41afb2d7c9f6066256d0a046a9d574e8e8651f9a,-0.003113553113553111,89,2
bcde36ae8d62aa7184d4227c300cbc776db57ff5,0.057614474826388894,38,1
09f87cf5015c4cc5eaa1339d8798ecbe1365a7ad,0.02991666666666666,20,2
fffdb80f7a644eb083d37c8314e893b069970957,0.125,63,2
965ecdbf6adef73852e4a50a94cb485f92d6622c,0.004947916666666663,31,2
d3e09130e0b392f9cc153931fc28c0117c17ec96,0.14661824123588826,38,1
834e8a9d18558322b8a85fa12d6a4474d7133faf,0.08325757575757577,72,2
e54c9a6be419d073ac93fa9cb13a8c0dbf4c0691,0.12159090909090908,66,2
7e13c660cd3fe4fa47e4fc88b473e759c9d158d6,0.22150297619047615,33,2
566ab21e1723fdd4f5c2ebfe4cbe03f369fca411,0.18370535714285716,38,2
0a650af0a45d50652ed9ee905c090d504268baa3,-0.05555555555555555,80,2
fe8d35beaa8e4db10173bdf6c477a11a333b7fa4,-0.07783068783068783,19,2
dd4203715ab13416f6d05beeb63644a1f6126fb4,0.09735347394921863,53,1
eccd5c07671d18ecf6f8078d3890d265479e76ec,0.0,94,2
18c7fa7c4d43d65bffa096bdab45e1cc24943d0a,0.051127976190476196,35,2
541110eed28c7a981d26bd5315cb3be55d6e1287,0.11770833333333332,64,1
d48907991862696be428738e454b9f866b852d4a,-0.054166666666666675,88,2
fbcc6d9cfd11810a0b3e2e24e61970c5797a49e8,0.1859375,38,2
a9c015430158360a0c7d3975f9947b40ace4c545,0.2717045454545455,63,0
0dc645467d4c89fa51d71a9c5973c021ca20f509,0.13304063360881543,38,2
d819e101c12ed494a341423764440aa0b5f7a381,0.15416666666666667,20,2
93b243fa4d0d1ba0151548ea26b24c366d60c17b,0.018571428571428576,19,2
5a54a3a6b6da94ee863b07574f61039979e533d0,0.05002237781458561,64,2
8976f6887cb091d57273594ef7b73b7655264ccd,0.14417989417989416,88,0
6c4e5681371e1a4d93ea8664cd227f227702ed64,0.08218795093795093,86,2
e440023791bff7878e6a602a6d4cbcbeaf1429ee,0.024249188311688305,89,1
fa192ecbdbeacef81f8a5fe173388d3779041db5,-0.06743909685086157,13,2
0b20ecc4cf4404ac98991a520c5cb3fedf53ce43,-0.07135416666666665,38,2
5eecb396c704a7ce1f4084c9741ef67e90e15129,0.27621212121212124,43,2
53239457fa2e8fd70b07ad2c0d5c19cc4b61432a,0.25166365518539435,63,2
22032ae5f8f3d8ebf27cef1ccb246c61d3c5021d,0.038333333333333344,85,2
b75bce30ff9195feef4007d199bc66c14e6a2b8c,0.17168367346938776,66,1
70bb56bcae36a01ed3d9a610ea10ba6afc6cc968,0.10731831300013117,88,2
eaacee83a2552402a3c3631ba9a145d157d86e49,0.08148148148148149,38,2
6aaa08c281b3ba6f6b83894048138a60a5b19cf1,-0.0571875,97,2
329d35b80b9506f9438b5dfe7d8bcf83223da32a,0.09259259259259259,80,2
f8016ad2441df0e35a72982dbcce31781788e62c,0.2547202797202797,67,2
ba1623d71a61e906cf489b86c482df5befd0b4c9,0.004783950617283959,64,2
5d9ce55e58ffc9a4a8aab227458d350c60f66ce7,-0.0375,84,2
90d58c046e5b7e9095f6b8d919bba22a2b58b480,0.2169871794871795,43,2
7ed98265f2f6e7d7eac5bb58ee708b3bafd15fc1,0.1694642857142857,38,1
fb4276d8bad2e57d96f5e7b84be5aa4597535946,0.1030167748917749,89,2
cf3ef023f30502820242d5b1c8c0d5cd2d5815ba,0.1813888888888889,64,1
a8876064cde1baa6cca0fee777cfcc9ffe4df389,0.08610483719179371,64,2
e2428b2a88a7f7c96d2589b86c478fe86b5ea0b0,-0.10940771349862252,38,2
98f33eec3a5d08a2722a2c3e011e7ab2e1096efe,0.08581629098870476,38,1
b437836d3dd17e0e8c0c35ce2b482cef8bd7776e,0.2833333333333333,63,0
9c3c72e165c760055a4ecb16b793b73e5b437600,0.07520661157024794,89,2
3ec068684896020b28309b98abf9d86518404190,0.13997870409160731,38,1
1a3dffd963a7f0aa954f5b56b1f83c35a6a3a032,-0.05899621212121212,90,0
7be85483bc9e48e3fc2673dffdf0b2b67f7ec2ce,-0.3833333333333333,38,2
b99f30b5a448c9063469f2c8b1fa0221ab570532,0.0,38,2
b40efc9469cf810cd5c2758bc31cf52f9db51402,0.07916666666666669,20,2
88a5df7db420ed3503080c9eda9f63241920b6eb,0.08571428571428572,80,2
cab4ec0e17d5a43274a0d28b9deb8aab92519e0b,-0.22022727272727277,38,2
7e257fa0af9149af4beff94fe5045ac3160efc42,0.5051948051948052,88,2
01bdfb48de0f59ec24ec6b51825d22eb851d45a9,0.031578947368421054,33,0
9514e21bcb9ddfce7c8c0742fe8813c31dbf9e96,0.0,45,2
6102104257e7e1c32fa4c7a85630142c7463688b,0.07,89,2
eedc32bc111fe3c2e9a7977a47b92f0e6374697b,-0.05000000000000002,80,2
f13b9f2088799b075bbc83c226529a845b790246,-0.35000000000000003,88,2
a4cfb34455829595765b342adfe6087d066bc912,0.17262648809523806,63,0
fd56d10651f441926deadbfe01b39653f9dc38d2,0.009150619495447078,89,1
b857b23cfeebc06467b7bdb0bea9c81095158649,0.234375,38,1
c39858a812c565182bd7e0cf08648de9dbe1f4cd,0.10363636363636361,30,0
113feb8047385de04ad171046132982649f393c9,-0.07500000000000001,80,2
0a9b01c3fb9a6a98fb5b77459390f33b3e8ebca5,0.35714285714285715,38,1
bf7926f93d634b54b56e0fd326922657712add97,0.022358874458874453,51,1
6869959ac853d9ce7db11ec1b2378d682ab0d6b7,0.08358886345349478,64,2
8e42d4ac157623ba591874f4c0e0e96ab5389898,0.07341269841269843,100,2
ab6b19679b1cfa99b6ae9c1df218cf84925d15ce,0.06980952380952382,97,2
d4f6371cfb4953e4c56fba8ea210aa1525e7d3d4,0.0,35,2
c462ca466331b526657009da8dacf07624ed80f1,0.24360974610974617,64,2
06f01806a778e88308c260c7bc34e9e39d1472f9,0.1969246031746032,63,2
21ab5741b237cf2644ec6067f38fa6464b416134,-0.0200892857142857,80,2
1139a68b32a751b5028e738f6b78573a76939617,0.214032634032634,64,0
9920ae2785e4ad0ae2378cd620d2b7bff908bd5c,0.060085227272727276,6,2
15e2d9fa6ded35f73333bd10ba4c62f2c0c44986,0.15,64,2
d8e2fdc5e9b4742845f575de35c43c7c6280eb27,-0.251948051948052,64,1
1f50ecdd4c67348e80989fe13e944116f1f748c5,0.07714285714285714,63,2
956b2c743d34d6f9b46cacd7b5063e58f73463e6,0.061180351906158344,35,2
b89bd6b1b46b860897d78990229f0d43a58477b6,-0.008854166666666663,80,0
8e2599e3a55945656be316503fb4b44d0d80fd07,0.26796296296296296,38,2
2342b69360e488cb5b00fd844c836635dd4150a8,0.2333333333333333,35,0
5daf7d083694b1169f2fb58798556783dd4bca38,0.0,63,2
05f7c59f779f173c4bbae6bc2ad61da759a55276,0.28270676691729324,38,2
287334040fc3d12e370ce681132a80867d1e142c,0.0647068511198946,63,0
7ac3abf00beea087a5f44f634c2e707996b78b4e,0.25,35,2
f429ee0e159ec170d4af7857551ed393065fe503,0.15766781411359726,43,2
15451606885b249ddc587e2050db11979475ded2,0.11837121212121213,63,2
60f49869a8902096e269f5bbde796a6703a95016,0.2333333333333333,64,1
69e44112f335bc9f06508255f2f66e2a42f60dca,0.25,63,0
e2558d71bc5bc969ee3ffe986d39b011ef1e2536,0.06846181341594189,98,2
6e358fbaa70385b574c12f32a8f88bcdfad69cef,0.11620370370370371,64,0
a8944c1dda45c6389c8e338e9ad2a261ca5a3656,0.1121861471861472,31,2
39cc0725e94074780fa009652890151a4494722c,0.14914772727272727,67,0
6f66340a68a92007758c609fc08559e68e5c1598,0.018367003367003365,88,2
ab6bd2cb114805bdd8a133e42d6ef1095c5da47f,0.06944218975468976,38,2
d1852d586adde9a31b2bb104e171204209656159,0.27175324675324675,51,2
de4ac1936a9d2104ce88bcecc4f670ac14dea9b1,0.09439484126984127,80,0
ce6a8ef37dbd81eeb8d5d770015384afd45fea0d,0.18,90,2
6cd77940a491cd76b8a8d5d9909faa3fc70eaf5d,0.15116730687153224,14,2
2726ef75be689f3f346577b8399e039bce453be1,0.21276515151515152,36,1
833030bf6a633fe1350798c436c692407c9d2daa,0.09393217893217892,89,0
07c6c9ef05f33d5fc489aed446fc807ecda53e75,0.38,31,2
453da5cf542fab623b332fe683a6c740086e3666,0.08952991452991454,63,2
8faafb3007c55a520e9dc4550526096252751a38,0.06666666666666667,63,2
2af833e8918c60f3a7b43be9f0b56a34240180f3,0.1875,92,0
96881ece9d63898f3048dc3c4296c9731bb3fcab,0.0,61,2
a968821ff849f6df41384d41b0d82609633d4230,0.1638888888888889,31,2
98cd021cdc5e88d4a0a779dbd51bd470bcad0373,-0.05151515151515151,38,2
f90971357019d421589d7e4b77eefa42bc94f664,0.3142857142857142,64,0
efb5dcbb78a7bed64385364e7f1c407c665278bd,0.2875,35,2
404fa2f16d42dc5affdfe1ccc490e5aa7d7b28d7,0.07628205128205129,31,2
c26c87938a611997102a755dbd78e4b6d93a4f0c,0.09407407407407409,6,2
287089b951ca2176e8bf94e5d2a81a673c32771a,0.26,63,2
00ff5d5610bb9abd14c14fd2c6adf4cc1208d5bf,0.14791666666666667,38,2
58369dba0688506c6359d0720f182ede697d7d44,0.18809523809523807,66,1
3bac2e82bfdc16ab0d7752e204c5768de2b281b5,0.1747977899293689,66,1
b6e60ef36974f35a089e5fc394176fadb7c17a4d,0.09404761904761905,38,2
