id,cc_cons
46485,3386.625011
22511,1465.825962
43122,1670.849175
26286,2620.38906
42183,1898.063984
38290,2527.29071
19009,1785.561032
16891,1409.030901
40752,2504.935919
24661,3517.362518
35672,2323.781178
26540,4991.95015
46267,2508.396574
6241,1352.727699
9430,2186.238447
9346,1631.789829
14187,2926.153004
43717,1309.846495
33800,3097.539224
13659,1119.774605
34065,1742.32475
20311,935.6168365
14862,12948.00393
32534,1785.954016
45483,1812.456411
17060,1969.293969
22610,1317.95904
5730,8135.592933
11618,3684.639916
32612,1725.36205
37501,3845.88249
20402,5972.019673
25172,6099.98637
29751,3388.625734
28110,4503.633313
9414,1125.942842
36448,4334.429095
43249,1643.961064
27037,3682.385103
45457,1835.702309
2730,2503.317358
15069,6278.3235
37020,4142.83606
11641,5746.504734
21182,6854.167272
40538,1463.89036
37459,2760.492034
38762,1962.472117
36698,1533.580324
44287,4845.915253
748,1975.798162
8029,6560.441052
18867,2784.380989
6783,1452.986275
18325,5626.840617
40462,3698.916423
13380,1778.338891
33060,3490.285337
37739,1580.436312
39637,5359.921989
36528,2955.85742
37258,1128.530441
6826,10512.03691
25874,1089.793658
34733,1818.382239
585,1520.185634
11908,3416.184492
25725,1349.696543
11540,3120.182869
46396,2338.929769
28322,3210.539711
18382,4632.731166
9507,10290.12208
10942,1606.857719
31220,1799.772751
1190,1540.487119
13723,2192.964241
28899,2089.366059
44063,5520.956048
35700,2574.861554
24170,1942.062254
1609,5292.786372
17549,2757.003743
46749,3132.208792
33920,1552.281963
36734,1593.662776
45250,1268.534925
30114,2094.177418
36979,5097.299145
36199,4385.929183
15539,3400.939217
6082,3670.854036
15586,2918.979426
17325,2045.653624
32459,9040.224583
8808,4408.330737
32429,2940.624774
26739,3279.063998
32641,1963.00978
12104,6367.289525
5986,6589.920302
39650,4509.131216
40848,3016.619482
12472,1178.893642
20762,4243.975932
39422,1378.658911
14822,2632.750373
37142,2986.301656
3205,6301.843352
21640,4241.043683
2234,1245.368006
23606,3168.120452
17423,2704.632013
40828,4342.447339
33985,1991.775666
45721,1076.40941
40436,2730.829447
15813,3376.569448
14092,7045.398601
30509,8614.903914
34050,1938.693092
21741,4372.284084
36527,2276.32854
8854,4486.590179
10859,8157.786133
706,1420.239079
43976,3554.170768
43978,5039.525809
7322,7771.797559
28071,2213.381407
12528,2114.260666
26871,2591.974002
24476,1449.351287
422,3108.911318
30157,6401.56073
14281,1855.979868
42520,4487.267457
3625,2955.968227
33366,3182.734699
34675,6949.590665
39319,4095.448466
46573,2538.385573
44389,2107.013164
41395,4484.031272
3809,1728.112885
18331,2166.680123
30478,3118.971262
14623,1442.871186
18825,3792.550655
16354,5327.974859
22670,2127.507991
8387,6716.60769
36491,1043.500613
42008,1849.958945
10573,2585.36039
20914,1973.399422
20255,2237.526374
26022,2252.635401
46674,3600.079332
6023,3014.137289
17266,6846.436879
19131,2244.807292
31503,7416.835187
1337,4166.841717
21281,2683.911671
32933,3081.824179
4650,2375.99948
28357,6774.36972
32764,1276.449312
46028,3743.652084
1228,2795.237368
34211,7102.231169
35195,3182.231132
19995,3732.171946
15691,3522.336649
33450,4343.210643
45389,3728.601033
35560,2908.442954
46012,2388.028992
13108,7883.873794
26849,8422.713989
13047,1065.022872
33233,3561.834689
46211,3956.312505
6624,1628.465106
36355,2562.376621
36856,1753.117427
33234,6412.038868
31069,2692.146919
26844,7814.735931
23253,6683.81571
44965,3405.204251
13042,3229.486571
9988,1443.359859
22827,1839.549243
2521,8332.282888
17211,2857.505738
16912,7826.552054
29291,5004.644401
38895,3129.607655
45744,15754.00102
42705,4627.879546
1427,1159.355522
32682,2471.487504
4771,3430.110634
46180,4855.352856
26801,6936.588622
39359,2001.222191
33709,4613.076214
12042,1770.578584
22838,6229.228857
7529,2765.577341
13296,5363.789283
35618,1707.79583
10447,9042.583818
10,2120.794066
45014,4143.614853
25003,2210.708758
16307,1815.023924
17853,2442.370394
7595,1779.342942
3520,1358.954257
44558,3945.753045
46301,2322.347575
22510,2748.031032
40911,1358.650185
42100,3230.426293
2569,4430.489263
7915,5548.012256
32458,3973.770235
23350,1738.533382
24797,1836.71786
46443,3847.588104
26812,2621.741029
9726,1744.580971
3859,2310.96409
36311,3404.88621
4975,2518.979086
5500,2405.556671
21488,4696.403612
27669,5850.718114
1266,5001.132989
27620,5722.430451
6722,2215.456037
40624,2528.626128
32921,6986.939967
8472,1854.851018
40638,2425.548565
4869,7143.572381
14659,2153.800527
24888,2190.28755
44115,2591.977147
10689,2683.59786
39086,4514.852878
16735,2545.112252
23117,2696.267682
45868,2931.681586
9305,5452.260365
32812,1089.122525
39541,1332.386071
16297,2777.031517
2041,6675.768839
45561,2587.526661
992,1763.763198
12797,1322.153562
22251,5603.941139
44026,2329.428116
32438,1832.613785
24423,3397.377468
39098,2223.737083
42837,1946.024323
7900,1726.171277
4487,1669.247722
7575,4919.72365
45234,1074.906864
36731,3408.4419
40043,4328.354694
32878,2001.229118
5977,1811.571227
14022,1308.917298
1923,1795.107163
33070,1436.452674
15593,1343.594591
34389,6316.728259
32212,2900.830392
44292,3975.248262
32304,2098.054299
30061,2290.492746
25782,4241.622467
832,9062.097188
40517,2919.724487
30503,1520.655372
13209,20044.52305
44530,1862.149091
24637,2015.963671
18401,2412.04175
6728,2278.323526
14705,2951.609302
8777,1284.900397
25659,10913.87232
2871,2172.765617
19124,2204.900692
33704,3322.562298
4286,3242.744954
42808,2038.862606
22198,3813.207711
5953,3581.754328
12452,2629.915591
11088,3759.008758
35742,16363.6744
7853,3266.82154
37453,2856.503769
9945,1138.027446
8761,6980.347826
7030,2704.513164
3255,4675.836638
16560,1921.837423
2530,3495.874948
11596,4806.628176
18769,5328.001412
33689,1907.794059
41196,1711.140494
40770,2911.474581
12420,2879.106346
25559,2778.329495
3298,5957.65967
5204,1042.792628
20490,3397.246114
41382,3203.236405
20451,2821.11768
28236,7673.545211
38043,2894.496108
29763,2625.690895
21188,1707.771117
34957,6185.809425
4679,2963.222329
28971,3218.561831
46132,10279.81087
25284,1521.951775
24822,4030.285254
16166,7253.833659
26004,1793.837178
25200,8017.646657
20567,2792.554819
29350,2258.718123
19282,2431.445268
35613,3450.12702
14894,2002.778194
17055,2149.715505
2899,2304.219312
19099,1992.846561
23374,1750.389501
17906,1361.060625
41710,2757.753825
42916,1249.895052
9679,3262.383806
46683,3296.257945
43085,3187.493822
16775,5866.052835
2251,3644.260491
22619,1030.260314
1785,11516.85259
39536,2327.043464
17087,14521.92637
10673,2056.846936
31558,2233.222433
20718,2812.219714
16408,6178.9881
16436,5797.562048
15145,11802.393
3399,6756.354166
4126,1776.273416
35977,3121.655548
39704,1788.629401
2105,1713.14909
21555,4943.521005
5235,5593.857208
38613,2075.189344
23402,1586.806661
6981,2448.301015
4364,9063.739231
38853,3247.76055
9426,2780.710282
36964,1286.469636
17339,1325.363015
38156,3006.10966
8595,1626.579674
23589,2708.166707
40975,1526.760951
38738,3911.314279
7761,4205.841756
17540,4803.083017
6256,11628.37101
17386,3500.935983
33024,1925.196146
32369,1194.193587
28472,10792.55637
34541,3649.949629
6475,2526.108281
45460,1797.49012
31738,1995.739792
12119,3534.27953
11800,2867.382054
19199,4743.353808
4974,11619.67002
6636,1519.173057
22353,8280.382779
16559,12063.35537
40758,3069.66711
46417,5176.042917
10604,1469.720587
5106,1261.135763
15975,1439.046677
10444,2179.523225
24669,4911.018732
39810,1471.523646
41848,4112.766567
27520,7445.234234
440,1990.607536
15815,1802.514479
17919,3165.511118
37428,3555.812568
19378,3346.610937
8532,5187.64713
26813,1653.533048
38843,13636.14284
14509,3162.813931
29172,7241.858111
14643,3664.983145
44799,1880.31022
26721,3560.293026
40303,12424.62459
42901,8876.410387
7830,2571.011776
45542,3840.047166
37693,1795.285106
28347,1328.809032
10011,1766.449752
30873,1512.425442
46002,3079.383837
10494,3302.041221
46646,3241.211427
13624,11683.907
10730,1634.814548
44446,2245.905481
21026,4988.287424
19630,2653.082017
40599,5331.022584
4540,3522.615639
9060,1735.478442
30645,2798.295799
41371,4428.617691
26493,3351.780523
38033,5213.090801
26773,3427.410715
32636,6642.836909
40173,6370.364977
24215,3453.511574
29702,2821.161673
38671,2743.561351
9101,2426.410727
23614,2296.216584
31354,2165.446726
44054,4379.978713
28585,1334.708116
44804,1164.960935
20539,1354.279956
33325,5767.247413
18130,3571.439986
42036,9058.300635
8380,3122.494573
21129,1398.483096
30953,4330.944346
2015,1621.341581
40200,5438.438055
4499,2843.841334
196,2142.064178
44458,4383.828597
23643,6751.501079
15617,2856.734739
5255,1704.879729
19971,3246.882222
41511,6427.660695
24664,1358.036902
8705,2785.306361
36488,1791.265578
5330,3742.06884
24956,1761.157627
4735,1117.737939
19158,3621.584643
23902,3297.795349
43434,2583.947033
27290,5565.615269
28566,7745.826611
32346,1148.857276
38491,763.9968494
30383,3003.091512
9014,3195.006462
19494,1514.975913
31420,1162.194288
42254,5237.227293
15460,8729.412884
21029,11338.21148
15771,2370.110782
31844,3977.600312
24175,1293.275852
7921,1498.161271
41071,2850.298788
19288,1245.209458
35184,2982.494447
25275,3647.146348
39031,5701.902917
2814,3052.548846
948,3409.335696
5824,4320.844574
18140,885.3245672
8769,1501.583118
11256,2662.480027
16474,2558.500399
33660,7418.675461
42442,2777.211721
46858,4562.175431
44975,3331.821213
4913,2817.749612
35580,1748.018711
29539,2196.772345
6396,2839.192013
27195,1677.916204
1212,6019.539286
4606,5628.385513
10189,3257.279169
19168,2810.379508
2219,3385.534945
6175,3283.140688
12346,4448.074883
9090,2103.021943
7712,7368.913176
13111,5607.764938
26396,4845.368464
21186,1114.256587
32108,3150.738233
18225,1317.439021
844,1379.547263
45450,2309.570146
19317,1472.514304
4216,3850.453546
37432,4328.154829
45671,1913.118922
14547,5110.132271
25020,4684.710502
29251,3357.839242
12590,1663.859287
2566,2156.631743
16075,2352.724818
18848,4263.532813
9311,4627.564716
8477,1575.33857
46208,2764.339428
41115,2136.941375
37322,5372.68923
7935,2223.348589
33583,2156.963171
19447,1661.278141
11666,8972.36754
37307,5256.535946
18679,1937.500599
44346,3578.981594
26363,2627.951882
20794,2135.81756
46295,4449.096911
29804,3416.792964
13869,2025.016689
18635,3322.624495
16906,2534.122879
27735,3169.2188
2886,1658.846877
32139,1685.496782
15792,3531.313413
22104,7758.974531
35498,2218.875166
12291,2181.622518
12834,1440.565047
3259,3569.297144
14054,2038.566263
11960,2502.974598
28239,5005.60559
41525,4917.794189
19528,2159.397697
24429,3255.093024
45539,11569.74494
44141,2839.539874
31954,3610.349716
21663,2270.414057
12281,4813.304684
4888,24119.35237
5404,22539.52809
37159,5427.214216
42596,1293.563007
9128,5511.572223
28112,1241.513108
23617,14873.58007
45876,1224.439486
35264,5382.953228
16146,3582.138276
22130,3215.34035
9956,2700.778826
27273,2977.454767
21842,3251.981351
16518,3351.071474
15828,3984.996723
6309,1411.242543
35093,9915.934016
21873,21196.13474
33972,7613.643222
5556,2799.732083
39852,4664.38886
6423,6814.799187
8075,1727.071973
2039,1671.566614
29971,2566.909157
21717,4154.43596
42886,4394.532329
31494,2390.152304
1851,2623.070569
6130,8526.761916
34700,857.8852256
38127,5550.820211
30477,6523.079302
3997,2962.197685
30181,2703.335723
31925,6272.154178
46155,2354.053246
4011,4671.214902
14653,2489.33325
9238,2228.217974
9265,2732.460145
21561,2358.348533
38789,2277.753066
26134,1615.906821
5763,1815.569009
2885,4315.957084
753,6274.713086
21455,13547.97675
17799,4216.529265
17427,1211.616838
27803,4503.584558
28714,9284.652893
29855,2858.125984
25812,4142.130845
13985,1688.959883
46722,2159.130444
3002,2997.72817
33718,2271.505645
20689,1686.659034
32455,1901.494453
22084,4253.799478
40269,2885.904715
7194,1589.289635
9296,10954.20221
21459,2562.404721
9091,1471.377432
16804,2046.435973
13889,1628.691321
2914,1918.9248
40806,2562.269653
10694,1871.02902
22907,1216.647257
14429,1207.355955
39364,3888.474966
23945,6478.569079
44282,1430.758057
23874,2358.200316
9283,1320.515202
41681,3779.502723
15725,3309.357713
10833,2422.019762
39908,2389.368786
6756,2028.339642
23871,886.4939425
39256,3004.235091
19362,1927.866018
18921,2600.778677
1944,6365.610338
29355,2259.406696
6289,9050.844925
2918,1589.967644
41615,2789.347249
42001,1920.488607
23598,3116.388296
12208,6662.948941
29863,2379.743934
24900,2053.084969
34133,1953.207812
15922,2679.645679
17388,1177.984981
30714,6789.112972
34220,2310.479705
30186,3622.236731
37616,1963.00434
8409,3064.019005
37708,14282.26749
33802,4989.800414
85,3024.740091
34739,3609.21935
33882,3743.60377
6103,3362.991553
10483,9538.654748
113,2523.447092
37206,3548.019466
18961,2512.91383
14828,1902.356654
10169,7647.175859
30269,2126.378823
43046,2204.357272
40789,7156.691406
29016,1614.197912
43677,1283.793336
14269,5487.883076
45106,1658.647212
32321,2108.759948
34488,3079.979683
44813,5418.970447
33429,1691.263596
391,4527.764312
10633,3316.867286
271,2501.87534
20338,3611.880705
7942,2272.490217
18874,4085.734685
45262,2472.170458
4317,2010.788386
1406,2487.257127
8948,13202.73344
22463,1911.461619
22337,2298.307348
2479,3250.57124
19912,1063.588099
38314,3977.355295
31947,4584.991098
10047,1768.420301
1630,2934.683252
36160,4475.246694
30246,2151.050474
20839,3344.614901
46372,2603.132289
21158,3186.010066
46678,2633.285662
9367,2271.626247
16685,1840.955812
14662,3958.890547
14555,2635.06058
8261,3220.029446
13342,4324.369926
24546,1784.582015
15233,2472.766432
17077,7443.488055
4496,10280.25237
25032,6991.086685
32780,3634.904081
1537,5106.459696
12742,892.1329066
9889,4373.361199
34010,3949.162321
530,1244.227136
5494,3174.146775
21423,2446.526414
32407,3243.401578
13988,5285.04439
24743,9200.083449
1618,3751.784452
21426,2732.520459
378,11182.00625
45,1741.568495
4035,1196.798082
27131,1421.383061
14975,4425.322804
43535,1494.955862
24001,4952.49997
42767,7291.675505
36414,2082.474098
31531,1756.588048
14267,1384.071618
28428,1994.920188
8032,2181.284195
35179,2593.123174
35637,2443.842339
2904,2112.091593
18468,2478.803618
41959,2702.485239
1829,2568.427644
10613,1171.967396
8555,6610.200443
16244,3738.431223
36492,2470.567781
3504,1375.783606
26076,4807.561155
20956,2951.537725
28593,2351.72041
36187,1248.742633
40025,3364.417736
34412,3118.877368
43663,5426.717085
45933,1696.70741
8004,7431.332678
6804,5524.623213
38539,4401.681245
23110,3860.674272
17654,1339.609006
2582,6524.29786
45381,9023.941564
46514,2010.55913
18345,1870.298844
39462,1841.795057
9407,1939.020742
16587,1898.868606
9590,4325.621383
38463,3513.19352
11143,3717.599776
10134,2231.525564
28606,2306.128943
29841,3355.41138
35531,3063.811385
44121,2162.35731
21623,2384.815278
5620,1996.195434
21399,2069.02866
26852,2881.074376
29996,1895.612587
30077,8190.228862
35593,4575.201894
44737,6687.112936
13061,3380.332047
6929,3315.870712
1113,6416.986285
12904,2746.550705
31275,9274.094755
3367,1677.170515
34177,2757.711468
28703,9186.688288
6394,3913.866763
45445,3154.149439
19524,1611.955809
42358,3986.487005
22060,1406.3712
42923,4585.666886
31452,3232.308968
20474,2284.350331
12879,2854.478064
37328,4988.46381
26329,2277.413514
6294,5943.722539
29577,2022.988881
25694,2925.868934
41652,4317.309177
27187,4578.218582
41654,12180.89706
22889,2341.892785
23403,5402.789383
42566,877.9643154
35240,2928.711201
835,14067.61807
9830,1487.573854
13066,3597.554595
8735,1300.110884
4563,3018.556219
33694,3383.055543
26656,5926.466735
43462,3861.892542
41343,3562.971633
22677,3256.455837
24558,4316.736628
30633,1676.560349
18728,3406.878445
14874,2674.177295
15143,3858.833523
17702,7587.656153
30353,4293.773737
5628,2072.793788
16754,2287.740925
9592,3798.579824
15372,3006.055187
30126,3372.962374
7035,954.4271859
28990,1726.794768
32535,1219.936717
31491,5526.659171
36112,2833.628499
11868,1937.02251
33363,5947.900996
16435,5428.922974
8194,2152.176785
40066,1740.330547
22124,3854.152354
27531,1714.431836
8806,2437.878598
13375,1932.119536
3963,4626.981477
665,1634.739554
38015,1367.082527
17885,6484.437252
4145,1389.76137
45635,8102.837026
29787,23065.93613
31909,2341.091539
22486,2031.826342
39294,7487.927922
20950,1585.021034
36156,3238.093166
29532,2265.394493
7017,1761.173584
9300,2342.555658
510,2652.002756
17652,3530.526818
23544,3649.71328
7919,2940.24133
26357,6358.424439
21408,3562.382875
35228,4650.51424
3197,4540.411136
37803,3731.948624
44237,5762.914512
40357,7644.908811
21923,1520.422984
18896,1284.678789
38319,2322.8636
19277,7027.43131
25530,2086.509082
27115,2321.260743
25452,4023.898124
10507,2511.074908
11443,1855.610552
31155,1488.245848
44014,1676.47825
20638,1636.958182
40302,4013.932888
23160,6937.558452
26916,2242.586154
34257,1858.010559
36683,2127.37943
11354,6220.66424
21833,1273.308772
43601,2078.923829
25840,1952.053285
22497,1990.609452
38179,2706.267128
35332,10835.89805
19155,1830.449641
19711,4457.38935
28861,1442.365212
36581,3066.330345
42847,1783.851055
33210,2723.289134
29361,12241.23009
24490,3866.320107
42430,4050.353641
42278,1314.623162
37938,2810.478499
27947,3725.924345
20595,2595.873596
12069,2945.233077
1900,4838.33865
14706,10555.05867
46507,2401.104387
9651,2965.14976
3015,6512.962934
6214,2169.060144
46606,2387.747785
20498,8298.981809
7822,2885.365851
16684,2541.383587
31863,9312.232614
35753,1330.988036
1205,3024.677829
7860,7564.267396
25283,2497.723111
32784,5512.443383
2557,3005.824359
30243,3099.58968
929,4186.519451
5485,5998.376006
36165,2112.263879
22034,4160.52179
32788,2088.291082
9670,3295.344498
37903,4154.575524
13429,3510.875982
6140,6143.716038
16840,9643.301801
1928,2189.77187
32499,6344.606669
22411,3010.827417
40866,2550.423755
43207,4053.402215
13841,5198.792917
2107,5748.384008
10846,1971.321444
46376,10607.63169
37752,1329.424507
24689,4795.570932
41528,7095.447056
45974,2220.691598
26217,3637.01216
43902,1956.209337
22514,5133.614884
46405,3353.938638
22574,2322.013867
17984,3914.081623
19166,2510.863049
43818,1231.525506
14104,2449.972163
29188,3419.606098
30837,1740.120273
45301,1131.49539
29839,2144.049617
10869,3575.549207
41340,5921.320932
2723,2738.03769
35735,1489.212952
738,7236.633873
4733,43754.29525
11206,2441.825098
2874,4042.72025
37931,1860.559494
23305,2915.778627
10401,1935.498919
15134,10412.38676
917,9562.699224
46235,2274.782959
38511,3743.234669
42825,3266.129403
36519,4085.593282
42640,2205.322267
23371,4936.081084
11742,3632.704644
19919,1527.255938
33367,2799.153933
35666,4869.492975
24234,1520.968808
22964,1988.61723
39965,2288.533237
8351,2796.279564
44745,3431.649971
16874,1208.570007
12492,2816.735335
23121,2241.454107
13171,7230.45918
32248,1104.942543
43721,4693.506795
37285,2743.442412
36884,2259.615314
12704,2845.743644
40121,3009.544213
22387,1268.433852
46839,3429.246897
44421,4760.553989
17295,1494.289031
28415,922.9977388
6317,1594.325979
16054,4125.67485
43594,1816.268718
37542,1903.418755
35006,4405.470111
26114,1248.363613
12388,3829.378414
7443,3258.031563
12890,1255.280239
33443,1934.733868
25203,1866.438257
15984,1834.927039
13485,1647.739177
10471,1243.713268
7606,1843.955238
4008,6545.681692
17533,10459.83926
31580,3309.574421
8493,1092.437663
3383,4919.308441
41819,1282.614238
41084,2264.978628
25431,1219.264835
31506,3784.404685
31697,1612.027614
7531,1814.68032
13019,9000.526451
46787,10323.37644
28952,1505.825299
45825,3958.418183
419,1779.27841
38560,2102.903248
39201,1448.832885
43157,5008.552013
18903,1210.713395
18931,3446.927713
30356,2019.55253
36663,1072.783892
20738,697.8171022
34401,11158.72099
2169,2752.154727
37652,1229.137675
18853,6666.957299
722,2199.167582
21912,1768.50863
41398,5968.766005
45791,10583.75458
18975,2014.63226
30452,5964.920854
11999,1863.647372
11698,1353.718853
39388,4684.575988
44163,2529.124361
16452,2746.219809
37137,2960.861202
42967,2335.919279
39981,6359.768667
38186,3821.386465
20948,2779.464235
8381,3179.088901
40846,3035.926607
27897,2467.493047
20289,2004.091281
10760,2806.852462
34245,2513.461594
19990,3202.106785
38458,1593.464741
24733,1472.008684
46129,1646.835206
24710,5332.252647
45267,4915.534471
17009,3241.713697
42020,1683.663808
11243,7918.514797
6741,4018.828548
44929,2206.615832
5666,5649.027973
33164,2021.501219
8111,3108.215231
31655,5364.415901
35307,8868.112395
23848,1868.072498
46013,6322.290424
32033,2260.898221
10200,5092.763909
27441,3263.829022
34437,2544.57141
31985,7262.386152
44048,2779.759201
11940,13697.34951
13184,4844.007472
37647,5854.040812
25940,1105.879487
5005,2907.742434
44538,2880.804614
14140,2947.948076
42095,1299.768641
32529,2135.753086
28441,2625.032953
7569,2898.491145
4819,1687.983483
8375,9270.668954
1117,4211.417418
25908,5515.735086
37674,3454.075551
18955,1362.363981
45479,2118.72783
14332,4756.104659
27442,3225.83284
5734,5028.146547
2029,1984.002671
39267,3574.905657
28107,1138.059867
23550,4093.504202
26169,2572.225971
42439,3935.343431
36192,3085.583034
25570,2297.165034
27215,4677.249448
7254,2522.484224
40962,2218.578899
45966,2719.001104
40064,10484.38223
31966,2066.920326
24607,4063.56085
9117,4133.745369
8524,5189.341621
21775,3456.865677
40101,3969.015022
29610,3189.713429
35915,2017.264923
6164,1043.216471
26609,2798.312269
18483,3495.613207
18621,1132.732763
44546,1458.619549
38214,2277.987176
24786,3164.284883
25237,4711.924233
14364,1792.502296
10575,2846.699623
37279,1584.683669
9745,3173.699982
11725,1866.285309
20323,7909.084775
8165,1645.587421
43698,2824.992585
25494,1237.908351
2917,1264.300734
34247,1478.217749
20642,8763.564557
34974,14480.0958
5045,3750.698799
18069,1360.654233
5825,2341.888092
29805,2205.104942
13601,1600.92264
39043,2847.63102
3317,5383.512349
7128,3602.041251
4211,2429.842516
27652,3909.811616
28232,5801.465331
21598,1455.822463
45039,3276.37472
44535,1782.973037
37057,2305.627661
23369,2850.45453
28926,3281.412028
11645,6795.482019
5319,2262.739631
44270,1384.47816
1947,2379.478737
5137,1560.291176
24484,33273.9196
42147,2332.331304
3116,1703.042472
35466,1382.425932
33040,3759.377269
44560,6389.394072
19849,3513.709117
39339,5695.651658
21521,2542.355722
31036,7479.334375
21766,2087.933047
34255,4139.129427
46498,2823.063866
13304,3643.214511
38988,1936.31278
38618,1762.842854
37946,3896.744444
19790,938.6607764
15779,3647.893541
39952,3306.640328
6405,2840.362181
44056,1882.847216
28043,2518.159999
42128,3745.948586
44113,1610.059809
7226,1561.79761
4249,3490.654944
27711,4855.995639
27844,1637.127191
9934,2228.990302
40477,3238.178998
32831,2119.344586
14716,3334.394677
26658,14355.58289
36661,1883.074698
46184,3475.968067
37634,8199.386503
20033,2090.836282
36831,2579.083997
22289,2057.957176
8894,2621.021972
39026,1961.147775
36930,1402.365755
643,2830.370234
40288,2477.949871
1239,3030.723068
14356,6548.125259
17033,3317.781118
44681,2012.879615
43675,4022.615594
1475,1564.050097
40226,2299.467414
39602,2617.511433
31223,2218.839081
40756,6815.414423
16767,2152.080109
31767,6069.703925
20940,2578.202624
43072,2438.562099
13138,2444.063301
44930,5579.94187
30590,2484.459822
18959,2123.617819
11836,3125.99796
19892,2511.119503
25148,6093.419508
17279,1829.567895
13059,3721.520721
41496,1379.599844
13219,3305.881722
30804,1990.816029
3322,7900.522281
45652,3391.787187
39608,2538.300545
37956,3522.752997
4166,4103.474105
22281,8365.627913
42790,1149.417475
45945,2987.180854
28069,2927.164785
20993,2852.299793
7096,16995.36721
41159,9710.939655
1251,2524.743059
36338,4735.528077
24242,1619.446376
34148,7262.838865
44796,7207.831735
23711,7162.350776
29305,1523.795691
39328,2772.33468
39156,4948.412897
15034,10573.59763
9197,2530.210569
5417,3914.363334
21155,1490.91029
8333,13630.64195
11871,2432.787348
30596,9618.777731
37145,3876.762181
2063,3635.226547
29521,821.6377334
7367,7082.807091
21239,5136.438147
38208,1991.395759
14272,2822.959831
4371,2116.971927
16716,5140.374402
25252,2972.104541
8157,9452.487719
43276,2852.801237
17720,1807.208411
17588,6240.701743
10266,4622.016983
11254,1554.914738
20563,2913.359332
21954,3789.483221
33804,2165.942819
4815,7155.900122
46067,1971.728355
3909,1929.271882
2676,7743.599104
23084,2488.586863
8732,1414.610083
35698,1519.558595
15322,6666.83168
16153,1831.789677
7349,2251.634053
26373,1497.38543
45510,925.6711986
134,4074.989674
2484,6351.778602
41093,2116.920768
