video_id,likes,likes
664,46,0.069277108
665,1153,1.733834586
674,127,0.1884273
685,317,0.462773723
686,665,0.969387755
688,118185,171.7805233
698,13150,18.83954155
702,378,0.538461538
705,31812,45.12340426
713,41541,58.26227209
718,626,0.871866295
722,3442,4.767313019
723,3415,4.723374827
724,251,0.346685083
725,5535,7.634482759
726,69812,96.15977961
733,8929,12.18144611
736,9932,13.49456522
740,110,0.148648649
742,18469,24.89083558
744,285,0.383064516
747,1106,1.480589023
749,497,0.663551402
750,544,0.725333333
751,587,0.781624501
754,177,0.234748011
756,300,0.396825397
757,1987,2.624834875
790,1383,1.750632911
792,652,0.823232323
793,967,1.219419924
803,2058,2.562889166
806,12169,15.09801489
811,1069,1.318125771
819,257889,314.8827839
820,10,0.012195122
821,511,0.622411693
825,21965,26.62424242
827,19230,23.25272068
829,18281,22.05186972
832,48281,58.03004808
834,801,0.960431655
840,2212,2.633333333
850,6516,7.665882353
854,795,0.930913349
855,7118,8.325146199
859,62,0.07217695
860,3947,4.589534884
863,25,0.028968714
864,878,1.016203704
874,3326,3.805491991
877,17714,20.19840365
889,561,0.631046119
890,5840,6.561797753
892,2731,3.061659193
893,851,0.952967525
894,455,0.508948546
906,441,0.486754967
913,10239,11.21467689
918,805,0.876906318
922,282,0.305856833
923,24280,26.30552546
926,493,0.532397408
932,2254,2.418454936
933,10915,11.69882101
936,4471,4.776709402
939,5899,6.282215122
960,98,0.102083333
965,600,0.621761658
968,55252,57.0785124
978,20528,20.98977505
984,13978,14.20528455
985,27064,27.47614213
987,2555,2.588652482
988,1932,1.955465587
990,1224,1.236363636
1002,354,0.353293413
1004,2184,2.175298805
1005,58151,57.86169154
1006,424,0.421471173
1020,123,0.120588235
1022,1839,1.799412916
1027,1316,1.281402142
1031,478,0.463627546
1032,3252,3.151162791
1033,336,0.325266215
1034,22756,22.00773694
1038,5973,5.75433526
1040,1339,1.2875
1042,22356,21.45489443
1050,5341,5.086666667
1052,2149,2.042775665
1053,34329,32.6011396
1056,456,0.431818182
1058,1025,0.968809074
1062,6710,6.31826742
1070,5428,5.072897196
1075,1156,1.075348837
1080,105,0.097222222
1082,8,0.007393715
1083,5212,4.81255771
1085,11606,10.69677419
1089,5023,4.612488522
1096,449,0.409671533
1099,24726,22.49863512
1101,3289,2.987284287
1104,36436,33.00362319
1108,13236,11.94584838
1111,3785,3.406840684
1112,683,0.614208633
1113,2955,2.654986523
1120,719,0.641964286
1124,961,0.854982206
1126,1042,0.925399645
1129,1981,1.754650133
1134,35,0.030864198
1135,245080,215.9295154
1137,542,0.476693052
1141,552,0.483786152
1155,572,0.495238095
1156,6928,5.993079585
1157,11212,9.690579084
1158,1111,0.959412781
1163,1195,1.027515047
1166,2807,2.407375643
1167,2231,1.911739503
1168,4325,3.702910959
1169,5647,4.830624465
1172,10262,8.755972696
1179,2774,2.352841391
1187,242,0.203875316
1190,1674,1.406722689
1193,1357,1.137468567
1195,198,0.165690377
1198,2379,1.985809683
1201,2931,2.440466278
1202,1302,1.083194676
1215,18099,14.8962963
1218,3548,2.912972085
1219,128,0.105004102
1223,44655,36.51267375
1225,176,0.143673469
1227,2003,1.632436838
1230,1361,1.106504065
1232,37769,30.65665584
1241,2565,2.066881547
1242,635,0.511272142
1246,162,0.130016051
1249,8489,6.79663731
1256,895,0.712579618
1258,2027,1.611287758
1259,947,0.752184273
1262,1010,0.800316957
1264,523,0.413765823
1266,1331,1.051342812
1267,524,0.413575375
1268,3200,2.523659306
1270,44207,34.80866142
1274,722,0.566718995
1276,1366,1.070532915
1283,474,0.36944661
1285,701,0.545525292
1289,1048,0.813033359
1297,931,0.717810332
1310,5052,3.85648855
1317,247,0.187547456
1324,195,0.147280967
1331,15620,11.73553719
1333,35592,26.70067517
1337,1697,1.269259536
1341,17214,12.83668904
1348,169,0.12537092
1351,131,0.096965211
1355,1555,1.147601476
1357,237,0.174649963
1359,50,0.036791759
1363,7708,5.655172414
1369,319,0.233016801
1375,2955,2.149090909
1377,7713,5.60130719
1378,135,0.09796807
1380,697,0.505072464
1381,3401,2.462708182
1382,10350,7.489146165
1384,1119,0.808526012
1389,316,0.2275018
1390,3563,2.563309353
1391,31316,22.51329978
1392,1684,1.209770115
1395,1399,1.002867384
1398,445,0.318311874
1399,4984,3.562544675
1401,1729,1.234118487
1403,21185,15.09978617
1404,42126,30.0042735
1406,1194,0.849217639
1408,907,0.644176136
1416,364,0.257062147
1417,518,0.365561044
1418,2686,1.894217207
1419,1013,0.713883016
1423,36,0.025298665
1435,60287,42.01184669
1436,192,0.133704735
1439,11365,7.897845726
1440,2231,1.549305556
1442,16741,11.60957004
1443,21976,15.22938323
1444,17927,12.41481994
1445,7253,5.019377163
1446,16848,11.65145228
1447,11831,8.176226676
1449,9029,6.231193927
1455,604,0.415120275
1456,441308,303.0961538
1458,1763,1.209190672
1460,13420,9.191780822
1463,7344,5.019822283
1466,5884,4.013642565
1468,52,0.035422343
1472,5526,3.754076087
1483,2434,1.641267701
1484,24242,16.33557951
1485,3654,2.460606061
1489,4822,3.238415044
1490,2362,1.585234899
1491,76791,51.50301811
1492,20040,13.43163539
1493,13646,9.139986604
1495,6663,4.456856187
1497,478,0.319305277
1498,260,0.173564753
1499,50,0.03335557
1500,10227,6.818
1513,553,0.365499009
1514,9,0.005944518
1521,50273,33.05259698
1524,3927,2.576771654
1525,26367,17.28983607
1529,295,0.19293656
1535,12906,8.40781759
1543,3969,2.572261828
1547,2807,1.814479638
1555,55,0.035369775
1558,189098,121.3722721
1559,868,0.556767158
1563,9580,6.129238644
1564,31145,19.91368286
1567,3246,2.071474154
1568,1536,0.979591837
1569,255,0.162523901
1573,22589,14.36045772
1576,7044,4.469543147
1577,553,0.350665821
1581,2566,1.623023403
1584,54607,34.47411616
1585,828,0.522397476
1592,64,0.040201005
1594,19,0.011919699
1600,5653,3.533125
1602,61,0.038077403
1603,1633,1.01871491
1614,702,0.434944238
1615,4515,2.795665635
1616,128657,79.6144802
1626,938,0.576875769
1627,17232,10.59127228
1632,927,0.568014706
1634,18578,11.36964504
1635,2438,1.491131498
1638,1246,0.760683761
1640,1420,0.865853659
1643,734,0.446743761
1644,12009,7.304744526
1645,456,0.277203647
1654,31,0.018742443
1658,16,0.009650181
1660,3506,2.112048193
1664,45726,27.47956731
1669,4108,2.461354104
1671,1993,1.192698983
1673,20044,11.98087268
1676,1904,1.136038186
1677,183,0.109123435
1679,1821,1.084574151
1680,21800,12.97619048
1685,1036,0.614836795
1688,5223,3.094194313
1689,4275,2.531083481
1694,14,0.008264463
1696,312,0.183962264
1697,839,0.494401886
1701,6805,4.000587889
1702,306,0.179788484
1703,15364,9.021726365
1704,1941,1.139084507
1707,7607,4.45635618
1708,24299,14.2265808
1709,970,0.567583382
1710,105,0.061403509
1712,3584,2.093457944
1714,475,0.277129522
1719,12265,7.134962187
1723,905,0.525246663
1727,425,0.246091488
1731,25232,14.57654535
1732,874,0.504618938
1743,2086,1.196787149
1745,3772,2.161604585
1752,3668,2.093607306
1756,3659,2.083712984
1758,5483,3.118885097
1759,21297,12.10744741
1763,157,0.089052751
1771,6019,3.398644833
1780,1397,0.784831461
1783,482,0.270330903
1784,22471,12.59585202
1788,2157,1.206375839
1789,6504,3.635550587
1794,2778,1.548494983
1795,1313,0.731476323
1800,486,0.27
1802,180,0.099889012
1804,31618,17.52660754
1811,225,0.124240751
1816,2263,1.246145374
1819,248,0.136338648
1820,1540,0.846153846
1821,398,0.21856123
1825,9508,5.209863014
1831,7227,3.947023484
1835,68,0.037057221
1837,975,0.530756668
1838,1064,0.578890098
1840,182,0.098913043
1841,4052,2.200977729
1843,852,0.462289745
1856,580,0.3125
1858,926,0.498385361
1860,3412,1.834408602
1863,1281,0.687600644
1865,1464,0.784986595
1869,16666,8.917067951
1873,495060,264.3139349
1875,147241,78.52853333
1877,1516,0.807671817
1878,2467,1.313631523
1881,454,0.241360978
1883,116461,61.84864578
1890,10482,5.546031746
1891,398,0.21047065
1899,1632,0.859399684
1903,3232,1.698370993
1906,3068,1.609653725
1910,3836,2.008376963
1911,3337,1.746206175
1916,3083,1.60908142
1917,305,0.159102765
1921,1826,0.95054659
1925,171,0.088831169
1935,2742,1.417054264
1938,32641,16.84262126
1944,139,0.071502058
1948,896,0.459958932
1951,985,0.504869298
1954,2379,1.217502559
1955,158,0.080818414
1957,10381,5.304547777
1964,32,0.016293279
1965,355,0.180661578
1968,3459,1.757621951
1977,379,0.191704603
1981,7217,3.643109541
1983,2221,1.120020171
1984,6127,3.088205645
1989,825,0.414781297
1990,9348,4.697487437
1993,221,0.110888108
1994,504,0.252758275
1996,803,0.402304609
1997,29878,14.96144216
2001,19108,9.549225387
2004,4473,2.232035928
2005,733,0.365586035
2009,199,0.099054256
2010,52,0.025870647
2011,19793,9.842366982
2012,86,0.042743539
2019,7344,3.637444279
2025,1646,0.812839506
2027,2844,1.403058707
2028,78,0.038461538
2032,203,0.099901575
2035,28624,14.06584767
2037,8502,4.173784978
2038,608,0.298331698
2039,1889,0.926434527
2044,329,0.160958904
2048,653,0.318847656
2053,19,0.009254749
2054,3184,1.550146056
2059,9240,4.487615347
2061,15216,7.382823872
2062,1222,0.592628516
2073,3353,1.617462615
2076,68,0.032755299
2077,787,0.378911892
2085,14718,7.058992806
2092,106939,51.11806883
2093,34272,16.37458194
2094,99,0.047277937
2098,803,0.382745472
2101,107,0.050928129
2105,40239,19.11591449
2111,48,0.022738039
2116,4987,2.356805293
2120,708,0.333962264
2127,1049,0.493182887
2128,236,0.110902256
2130,5863,2.75258216
2131,1473,0.691224777
2132,9619,4.511726079
2133,6833,3.203469292
2136,102,0.047752809
2137,691,0.323350491
2139,13644,6.378681627
2141,8371,3.909855208
2143,3177,1.482501167
2144,25776,12.02238806
2148,1183,0.550744879
2149,25,0.011633318
2152,503,0.233736059
2153,49993,23.22015792
2156,5128,2.378478664
2163,3646,1.685621822
2167,5132,2.368251038
2168,29455,13.58625461
2169,4514,2.081143384
2172,1175,0.540976059
2175,2876,1.322298851
2176,7324,3.365808824
2182,17507,8.023373052
2183,2441,1.118185983
2188,1757,0.803016453
2189,1177,0.537688442
2192,14129,6.445711679
2198,551,0.250682439
2199,10651,4.843565257
2205,16097,7.300226757
2222,511,0.229972997
2223,316,0.142150247
2229,616,0.276357111
2231,3507,1.571940834
2232,1801,0.806899642
2246,2889,1.286286732
2249,23530,10.46242775
2252,17927,7.960479574
2254,4754,2.109139308
2261,1984,0.877487837
2265,2420,1.068432671
2266,13889,6.129302736
2274,21975,9.663588391
2275,10663,4.687032967
2280,686,0.300877193
2284,12090,5.293345009
2286,423,0.18503937
2289,3140,1.371778069
2290,3164,1.381659389
2292,1677,0.731675393
2296,7263,3.163327526
2297,5669,2.468001741
2299,1744,0.758590692
2301,331,0.1438505
2302,20110,8.735881842
2305,3749,1.626464208
2307,267,0.11573472
2308,1021,0.44237435
2311,11,0.004759844
2316,146,0.063039724
2318,37653,16.24374461
2320,14951,6.444396552
2321,7824,3.370960793
2325,100,0.043010753
2326,537,0.230868444
2328,1407,0.604381443
2330,43,0.018454936
2334,886,0.379605827
2335,22971,9.837687366
2341,11390,4.865442119
2343,653,0.278702518
2346,648,0.276214834
2349,647,0.275436356
2352,14285,6.073554422
2357,101,0.042851082
2358,20367,8.63740458
2359,3640,1.543026706
2361,17198,7.284201609
2363,576,0.243757935
2364,810,0.342639594
2367,16950,7.160963245
2377,170,0.071518721
2384,11931,5.004614094
2385,30060,12.60377358
2386,79,0.033109807
2391,1293,0.540777917
2401,4678,1.948354852
2404,8725,3.62936772
2406,1605,0.667082294
2409,2855,1.185139062
2413,2779,1.151678409
2415,9833,4.071635611
2422,354,0.146160198
2423,6513,2.687990095
2424,644,0.265676568
2426,3395,1.399422918
2427,2243,0.924186238
2430,3112,1.280658436
2435,250,0.102669405
2441,4069,1.666939779
2444,2677,1.095335516
2445,1715,0.701431493
2450,2686169,1096.39551
2452,814,0.331973899
2455,145,0.059063136
2456,1687,0.686889251
2457,14663,5.967846968
2466,7240,2.935928629
2477,2393,0.96608801
2479,76,0.030657523
2485,3,0.001207243
2486,3399,1.367256637
2488,1808,0.726688103
2489,1655,0.664925673
2495,5654,2.266132265
2496,27598,11.05689103
2500,6581,2.6324
2503,1426,0.56971634
2507,19306,7.700837655
2511,15272,6.082039028
2517,3764,1.495431069
2518,5852,2.32406672
2519,15,0.005954744
2520,3120,1.238095238
2522,161,0.063838224
2524,308,0.122028526
2526,8273,3.275138559
2532,19142,7.560031596
2536,6197,2.443611987
2541,39162,15.4120425
2547,459,0.180212014
2549,8347,3.274617497
2553,53015,20.76576577
2556,2365,0.925273865
2559,1177,0.459945291
2560,231,0.090234375
2562,5546,2.164715066
2563,52051,20.30862271
2564,112969,44.05967239
2567,5050,1.967276977
2569,2911,1.13312573
2571,233,0.090626215
2574,17628,6.848484848
2583,52147,20.18854046
2585,5154,1.993810445
2590,608,0.234749035
2598,1447,0.556966898
2601,2577,0.99077278
2602,5751,2.210222905
2603,2310,0.887437572
2605,174,0.066794626
2607,719,0.275795934
2608,269,0.103144172
2610,3235,1.239463602
2612,20,0.007656968
2613,2930,1.121316494
2614,2778,1.062739097
2616,1449,0.553899083
2617,10035,3.83454337
2625,851,0.324190476
2626,29898,11.385377
2627,14315,5.449181576
2629,895,0.340433625
2632,1919,0.729103343
2634,1285,0.487851177
2636,363,0.137708649
2640,6738,2.552272727
2641,42811,16.21014767
2650,10854,4.095849057
2653,5181,1.952883528
2655,8602,3.23992467
2659,55403,20.83602858
2661,810914,304.7403232
2663,8048,3.022155464
2670,4310,1.61423221
2671,192,0.07188319
2672,1306,0.488772455
2673,18,0.006734007
2675,9385,3.508411215
2676,3092,1.155455904
2680,2211,0.825
2683,177,0.065970928
2686,2254,0.839166046
2693,1447,0.537318975
2702,3873,1.433382679
2705,2334,0.86284658
2709,22,0.008121078
2715,35105,12.93001842
2719,178,0.065465245
2720,851,0.312867647
2722,1056,0.387950037
2725,7896,2.897614679
2729,6029,2.209234152
2734,572,0.209217264
2737,13573,4.959079284
2740,48,0.017518248
2746,1330,0.484340859
2750,246,0.089454545
2751,2155,0.783351509
2759,356,0.129032258
2761,913,0.330677291
2763,8251,2.986246833
2774,1053,0.379596251
2776,4635,1.669668588
2780,308,0.110791367
2782,1044,0.37526959
2791,326,0.116804013
2796,2697,0.964592275
2797,2285,0.816946729
2801,1452,0.518386291
2811,587,0.208822483
2814,2152,0.76474769
2815,954,0.338898757
2823,4924,1.744243712
2824,9166,3.245750708
2825,22,0.007787611
2827,6644,2.350194553
2828,1491,0.527227723
2829,5900,2.085542595
2830,13599,4.805300353
2835,2089,0.73686067
2836,5489,1.935472496
2840,16502,5.81056338
2842,572,0.201266714
2843,2033,0.715089694
2845,15448,5.429876977
2847,2023,0.710572532
2851,10385,3.64258155
2853,700,0.245355766
2854,1582,0.554309741
2855,3233,1.132399299
2861,5691,1.989164628
2864,6061,2.11627095
2866,1692,0.590369853
2875,16316,5.675130435
2881,6248,2.168691427
2882,4421,1.534004164
2883,2313,0.802289282
2884,16539,5.734743412
2885,75,0.025996534
2889,4627,1.601592246
2890,4378,1.514878893
2892,160,0.055325035
2896,27109,9.360842541
2902,12613,4.346312888
2903,123568,42.56562177
2910,98,0.033676976
2914,5732,1.967055594
2916,5499,1.885802469
2920,693,0.237328767
2931,7972,2.719890822
2943,754,0.256201155
2945,1065,0.361629881
2946,31746,10.77596741
2953,349,0.118184897
2956,708,0.239512855
2959,6650,2.247380872
2962,2329,0.786293045
2967,1316,0.443545669
2974,33,0.011096167
2975,99987,33.60907563
2976,10551,3.545362903
2977,3038,1.020490427
2980,1970,0.661073826
2982,20687,6.937290409
2984,13644,4.572386059
2985,847,0.283752094
2987,15455,5.174087713
2995,22163,7.4
2996,9286,3.099465955
2998,564,0.188125417
3000,1944,0.648
3010,13681,4.545182724
3017,576,0.190918131
3027,78659,25.98579452
3031,112,0.036951501
3041,5,0.001644196
3043,614,0.201774565
3046,5699,1.870978332
3048,20698,6.790682415
3052,276,0.090432503
3064,1348,0.439947781
3066,2532,0.825831703
3078,268,0.087069526
3081,2615,0.848750406
3082,4231,1.372809864
3083,1221,0.396042815
3084,387,0.125486381
3088,470,0.152202073
3089,1457,0.471673681
3096,2303,0.743863049
3097,6046,1.952211818
3102,10139,3.268536428
3103,26732,8.614888817
3105,39695,12.784219
3106,3665,1.179974243
3107,1198,0.385580946
3110,535,0.172025723
3114,1994,0.640333976
3115,4416,1.417656501
3116,32,0.010269576
3118,927,0.297305965
3119,2011,0.644757935
3122,923,0.295643818
3124,642,0.205505762
3126,18338,5.86628279
3136,22869,7.292410714
3137,395,0.125916481
3138,551930,175.8859146
3142,5027,1.599936346
3147,211,0.067047982
3151,10149,3.22088226
3153,6876,2.180780209
3154,9604,3.045022194
3156,373,0.118187579
3157,6266,1.984795692
3161,329,0.104080987
3163,9877,3.122668353
3165,13728,4.337440758
3168,3028,0.955808081
3188,2629,0.824654956
3190,4672,1.464576803
3191,275,0.086179881
3192,491,0.153822055
3193,3208,1.004697776
3197,515,0.16108852
3199,42822,13.38605814
3200,3359,1.0496875
3201,491,0.153389566
3203,1842,0.575085857
3205,31979,9.977847114
3214,100167,31.16583696
3218,14568,4.527035426
3219,381,0.118359739
3223,10134,3.14427552
3229,173,0.053576959
3235,1376,0.425347759
3241,24493,7.557235421
3243,2151,0.663274746
3249,4304,1.324715297
3251,2177,0.669640111
3252,2881,0.885916359
3263,1974,0.604964756
3265,3197,0.979173047
3266,4404,1.348438457
3269,22388,6.848577547
3271,40229,12.29868542
3279,420,0.128087832
3281,1027,0.313014325
3286,842,0.256238588
3287,6404,1.948281107
3288,2371,0.721107056
3289,11449,3.480997264
3291,3144,0.955332726
3295,428,0.129893778
3298,693,0.21012735
3299,19,0.005759321
3304,1094,0.331113801
3313,314,0.094778147
3318,10234,3.084388186
3322,144,0.043347381
3324,163696,49.24669073
3325,12908,3.882105263
3326,977,0.293746242
3327,8080,2.428614367
3334,2425,0.727354529
3337,3505,1.050344621
3343,10473,3.132814837
3344,3191,0.954246411
3345,1753,0.52406577
3346,715068,213.7083084
3353,1434,0.427676707
3360,2697,0.802678571
3369,410,0.121697833
3378,108,0.031971581
3382,48382,14.30573625
3391,3423,1.009436744
3394,1213,0.357395404
3395,33960,10.00294551
3399,1852,0.544866137
3405,35303,10.36798825
3407,71,0.020839448
3408,699,0.205105634
3409,9342,2.740393077
3410,1358,0.398240469
3412,20271,5.94109027
3413,40828,11.96249634
3422,201,0.05873758
3431,54,0.015738852
3440,12075,3.510174419
3443,207,0.060121987
3445,36637,10.63483309
3451,342,0.09910171
3453,101,0.029249928
3455,1453,0.420549928
3457,1547,0.44749783
3460,726,0.20982659
3468,2204,0.635524798
3469,1064,0.306716633
3470,825,0.237752161
3477,1144,0.329019269
3482,26088,7.492245836
3484,250,0.071756602
3486,14993,4.300917958
3502,1063,0.303540834
3505,1183,0.337517832
3512,2573,0.732630979
3513,2005,0.570737262
3519,19715,5.602443876
3530,2178,0.616997167
3531,24117,6.830076466
3532,14142,4.00396376
3534,1410,0.398981324
3543,433,0.122212814
3544,9104,2.568848758
3547,14,0.003946997
3548,4535,1.278184893
3552,636,0.179054054
3553,82723,23.2825781
3557,935,0.262861962
3558,8839,2.484260821
3565,99476,27.90350631
3568,2789,0.781670404
3571,10412,2.915709885
3573,32930,9.216344808
3574,420,0.117515389
3576,4942,1.381991051
3579,182,0.050852193
3582,5069,1.415131212
3583,30,0.008372872
3584,2961,0.826171875
3585,7102,1.981032078
3599,3734,1.03751042
3602,7,0.001943365
3605,3799,1.053814147
3606,10066,2.79145868
3607,219,0.060715276
3611,278,0.076986984
3617,308,0.085153442
3619,7564,2.090080133
3621,100,0.02761668
3623,829,0.228815898
3624,96,0.026490066
3628,1036,0.285556781
3630,540,0.148760331
3639,455,0.12503435
3640,4465,1.226648352
3642,2110,0.579352004
3645,1553,0.4260631
3649,1450,0.397369142
3650,1260,0.345205479
3652,3249,0.889649507
3660,9375,2.56147541
3661,12125,3.311936629
3663,928,0.253344253
3665,227,0.061937244
3671,4475,1.219013893
3677,2976,0.809355453
3686,40967,11.11421595
3689,9263,2.510978585
3692,1225,0.331798483
3696,1150,0.311147186
3698,11997,3.244186047
3699,20272,5.480400108
3703,3189,0.861193627
3709,1078,0.290644379
3713,571,0.153784002
3717,162,0.043583535
3721,4425,1.189196453
3724,2906,0.780343716
3727,341,0.0914945
3729,26,0.006972379
3730,36577,9.80616622
3731,587,0.157330474
3734,20478,5.48419925
3739,174,0.046536507
3740,9880,2.64171123
3744,5157,1.377403846
3745,816,0.217890521
3752,15589,4.154850746
3768,3900,1.035031847
3773,8360,2.21574344
3778,245,0.064849127
3779,18768,4.966393226
3784,200,0.052854123
3785,578,0.152708058
3786,2233,0.589804543
3788,497,0.131203801
3792,5848,1.542194093
3794,4524,1.192409067
3801,107689,28.3317548
3804,10504,2.761303891
3810,3637,0.954593176
3811,4637,1.216741013
3812,967,0.253672613
3815,3387,0.887811271
3825,487,0.127320261
3830,6261,1.634725849
3839,510,0.132847096
3852,278,0.072170301
3855,535,0.138780804
3857,13501,3.500388903
3858,7606,1.971487818
3859,1392,0.360715211
3869,22405,5.790902042
3872,15243,3.936725207
3873,3866,0.998192616
3874,14012,3.616933402
3876,4414,1.13880289
3885,1516,0.39021879
3886,4826,1.241893978
3889,51247,13.1774235
3891,252,0.064764842
3894,11071,2.843091936
3895,9991,2.56508344
3900,1610,0.412820513
3902,32,0.008200923
3907,818,0.209367801
3910,42905,10.97314578
3911,332763,85.08386602
3913,2890,0.738563762
3916,419,0.106996936
3922,686,0.17491076
3925,369,0.094012739
3926,2903,0.739429445
3938,9066,2.30218385
3942,12470,3.163368848
3945,16503,4.183269962
3948,18382,4.656028369
3950,809,0.204810127
3953,5152,1.303313939
3954,6809,1.722053617
3957,10335,2.611827142
3961,12713,3.209543045
3967,795,0.200403327
3977,152,0.038219764
3979,3753,0.943201809
3980,426,0.107035176
3984,2474,0.620983936
3985,1052,0.263989962
3989,1510,0.378540988
3991,21053,5.275119018
3996,5393,1.3495996
3997,12006,3.003752815
3999,14471,3.618654664
4000,1825,0.45625
4001,1248,0.311922019
4002,4412,1.102448776
4016,590,0.146912351
4021,21071,5.240238747
4023,23016,5.721103654
4028,17,0.004220457
4029,7634,1.894762968
4030,544,0.134987593
4032,4634,1.149305556
4034,53773,13.32994546
4035,254,0.062949195
4036,3917,0.970515362
4038,5382,1.332838039
4041,2714,0.671615937
4042,361,0.089312222
4048,72,0.017786561
4053,10151,2.50456452
4054,563,0.138875185
4059,2552,0.628726287
4065,6649,1.635670357
4069,2297,0.564512165
4070,8569,2.105405405
4071,8552,2.100712356
4073,1933,0.474588755
4077,7400,1.815060093
4083,31318,7.670340436
4085,121215,29.67319461
4087,117,0.028627355
4089,1159,0.283443385
4092,1072,0.261974585
4093,1161,0.283655021
4095,953,0.232722833
4100,2056,0.501463415
4105,8479,2.065529842
4106,1110,0.270336094
4107,6469,1.575115656
4109,636,0.154782185
4112,9327,2.2682393
4115,5753,1.398055893
4121,6405,1.554234409
4127,1584,0.383813908
4132,126,0.030493708
4141,4449,1.07437817
4142,1462,0.35296958
4143,164,0.039584842
4144,239,0.057673745
4145,662,0.159710495
4147,92,0.022184712
4148,16392,3.951783992
4151,122,0.029390508
4155,7557,1.818772563
4157,2622,0.630743325
4160,47263,11.36129808
4161,7297,1.753664984
4164,4528,1.087415946
4167,2504,0.600911927
4168,17343,4.160988484
4169,69722,16.72391461
4170,573,0.137410072
4179,594,0.142139268
4182,10535,2.519129603
4187,8140,1.94411273
4188,1001,0.239016237
4192,1189,0.283635496
4193,3397,0.81015979
4196,668,0.159199237
4198,6540,1.557884707
4202,115007,27.36958591
4206,6431,1.529006182
4220,24600,5.829383886
4223,217,0.051385271
4228,7416,1.754020814
4230,2751,0.65035461
