video_id,likes
79088,4218.0
55148,21211.0
55149,2715.0
49980,8086.0
49975,435.0
37619,39640.0
89129,10710.0
78756,18747.0
10595,1236.0
23426,1466.0
74403,357.0
84410,51002.0
83057,5718.0
88859,2450.0
11995,23422.0
80997,4366.0
47160,526.0
57403,2332.0
44122,48279.0
8980,18395.0
60742,319.0
11480,25870.0
46114,26319.0
65940,1272.0
33090,1079.0
36521,3415.0
14901,912.0
54222,1477.0
2023,769.0
38577,4978.0
11069,18341.0
79061,424.0
28026,195.0
40968,48676.0
55499,57975.0
6742,1047.0
32023,169.0
5737,11715.0
82852,807.0
26192,594.0
59591,2449.0
28618,3250.0
23241,22985.0
8587,963.0
8198,636.0
50644,306.0
27869,10227.0
33769,20212.0
2273,119.0
58547,46620.0
54851,225.0
25983,651.0
2505,184314.0
60533,1758.0
8466,4619.0
2872,7576.0
72762,673.0
82766,15.0
86138,2557.0
37224,40801.0
12783,13374.0
46781,3081.0
85480,1832.0
76954,14229.0
42636,1877.0
87707,7196.0
15821,4135.0
22839,7038.0
45655,6.0
85529,6739.0
26191,2316.0
8324,4449.0
24977,145.0
10320,2435.0
78160,31044.0
82093,2733.0
18398,6508.0
52093,39778.0
1847,1322.0
73340,6528.0
55045,252.0
8152,3805.0
45610,21886.0
1386,9229.0
30989,5105.0
11660,6456.0
14512,3077.0
31186,57703.0
85402,2245.0
4972,12009.0
39086,1366.0
78773,8649.0
59115,1110.0
38062,10598.0
83310,189.0
29214,422.0
39143,1855.0
13344,1875.0
46464,6362.0
59158,9967.0
26731,1126.0
80859,5301.0
30047,8272.0
82036,4490.0
67615,161768.0
48251,2825.0
83877,185.0
35563,1111.0
78432,1083.0
10674,7184.0
2707,3061.0
15755,590.0
1302,0.0
10770,5944.0
51951,972.0
88370,1342.0
82403,39652.0
41166,4909.0
26631,11437.0
74981,159.0
70240,3241.0
81438,1825.0
44236,1105.0
48506,3358.0
45700,4972.0
36770,8101.0
79196,1029.0
76047,402.0
86015,15719.0
53931,2185.0
47943,5694.0
46054,301.0
34569,22980.0
40171,8349.0
82905,22.0
86497,2132.0
19873,2581.0
80048,34070.0
13881,2193.0
60902,558.0
64234,9551.0
25909,50336.0
11431,1577.0
59394,1120.0
53888,4225.0
9105,6982.0
34281,2824.0
85375,270.0
37238,2791.0
204,308.0
34769,39126.0
49293,811.0
81966,184120.0
82594,4516.0
77516,37789.0
19943,1943.0
40853,1409.0
46826,165.0
60057,1644.0
61198,1716.0
44911,369.0
38140,286.0
7974,7630.0
16711,6235.0
77194,131773.0
4652,5819.0
10504,2786.0
65418,866.0
9226,42424.0
67431,4409.0
8235,676.0
15441,2261.0
82959,6933.0
8373,743.0
12273,3211.0
10710,6825.0
40027,18767.0
59142,704.0
7585,6274.0
54848,6229.0
71290,499.0
6202,2758.0
1413,93736.0
26640,73.0
25896,29062.0
7232,1747.0
42921,7046.0
16708,1539.0
79931,9299.0
80383,8907.0
33147,1927.0
80,2444.0
37071,6371.0
59448,2770.0
83593,1537.0
82051,2062.0
82374,48992.0
48638,1819.0
68980,3331.0
10037,2631.0
2596,18410.0
78463,28089.0
43360,32288.0
80029,8288.0
81889,149411.0
44061,1286.0
70124,1416.0
60973,5091.0
43017,2882.0
15208,2890.0
9023,2005.0
21972,286.0
48766,4591.0
59061,89.0
15974,25156.0
33824,4954.0
68685,37518.0
57706,5092.0
35872,690.0
30587,1888.0
50352,347.0
10367,17579.0
64108,1766.0
82169,176.0
61239,334.0
21088,4110.0
9048,360489.0
15641,36972.0
61922,3429.0
1204,4067.0
79402,15767.0
78352,271.0
82323,64959.0
61886,3116.0
37919,88631.0
11450,1102.0
60680,4651.0
10683,1051.0
13855,173.0
5478,1083.0
41657,5750.0
41880,16446.0
31696,19091.0
12726,81116.0
80253,355.0
40384,1506.0
69993,4056.0
11142,705.0
56795,36855.0
5677,2652.0
59542,1741.0
16356,3106.0
76090,5834.0
46286,338.0
12138,4612.0
6089,11715.0
25825,7134.0
28653,4134.0
27700,4069.0
85162,1716.0
34169,58292.0
41883,39205.0
65997,510.0
16747,8340.0
82071,21110.0
88956,8567.0
82665,3346.0
50866,6479.0
43929,1802.0
52767,1987.0
20788,32242.0
63082,13784.0
64761,3223.0
60153,29445.0
285,1050.0
21876,7361.0
1428,3601.0
15410,1385.0
18116,2969.0
87472,1184.0
88497,54292.0
50197,2222.0
18079,6846.0
84619,653.0
27660,1765.0
65189,987.0
82058,810.0
66034,207.0
84061,305.0
69006,18644.0
13171,7080.0
25646,17290.0
62836,1474.0
57372,12685.0
12218,22233.0
55767,672.0
81519,176.0
45691,5635.0
66876,8341.0
50952,14701.0
20570,1016.0
13601,547.0
28189,1064.0
9012,186.0
23619,559.0
83835,462.0
49669,605.0
17865,4821.0
3995,20805.0
39858,707.0
68334,3189.0
56953,1667.0
4201,7508.0
32121,7323.0
28043,923.0
32050,10202.0
14101,417.0
81143,4528.0
31315,1396.0
8310,31078.0
24671,1549.0
61528,44039.0
34554,233.0
23803,6026.0
66329,3277.0
46374,276.0
14044,267.0
69666,12794.0
15173,1384.0
56481,391.0
19946,784.0
59964,7369.0
9245,13865.0
72944,5503.0
9677,3389.0
22740,1537.0
62414,9120.0
6521,369930.0
89204,32197.0
68378,340.0
22853,1937.0
84333,568.0
30413,1596.0
21860,19132.0
28951,8500.0
75768,4003.0
45788,1490.0
70691,6092.0
37105,876.0
4310,3073.0
73176,9541.0
40887,7330.0
67454,101417.0
17121,4050.0
80528,2398.0
28949,160.0
73741,1349.0
49760,806.0
78088,377.0
3038,3344.0
4114,479.0
24720,1580.0
81587,3459.0
24558,2954.0
84556,692.0
22821,885.0
86777,7184.0
45110,5788.0
72588,11194.0
14403,216.0
427,509569.0
41442,6279.0
18761,143.0
84666,16438.0
79575,707.0
86572,513.0
41454,4217.0
14358,2145.0
78967,2316.0
57305,651.0
5215,7312.0
7564,9198.0
12604,428.0
45775,9906.0
48090,4935.0
70650,4596.0
68310,5480.0
77132,3825.0
13162,4803.0
88458,1221.0
25776,1457.0
3158,7152.0
46416,76319.0
86452,760.0
40204,807.0
22410,2988.0
83223,840.0
38804,12224.0
83450,2890.0
36144,288.0
29436,4731.0
64593,15167.0
26285,12612.0
57473,3706.0
16051,5051.0
42551,18688.0
7228,213.0
54575,4624.0
39125,614.0
42188,51.0
28860,20935.0
45419,446.0
44259,1555.0
57748,3376.0
78574,248.0
12228,150211.0
54308,1708.0
16771,810.0
33982,2824.0
42442,484.0
6833,1474.0
46962,2762.0
73309,86.0
75932,304.0
87583,4144.0
17862,233.0
56665,525.0
48680,8709.0
15655,497.0
53500,74.0
52637,18498.0
45729,682.0
47315,9088.0
839,37269.0
36291,1265.0
22904,920.0
39583,20544.0
1942,372.0
36161,992.0
89031,1894.0
88804,3373.0
23226,1600.0
29678,5223.0
88917,3378.0
50137,38217.0
80627,19620.0
82046,1247.0
30475,13747.0
28447,2643.0
36934,3737.0
65404,4657.0
85246,13558.0
56080,311.0
51339,8284.0
55505,2059.0
24212,33960.0
80116,5949.0
56397,7254.0
41932,3044.0
51735,4379.0
48467,1746.0
88017,993.0
35395,36044.0
36476,6623.0
21141,3818.0
68582,3000.0
5970,697.0
6181,2822.0
23646,9909.0
9919,400.0
962,246.0
82002,10880.0
73728,1763.0
12796,13638.0
83510,8038.0
45357,255.0
62553,21457.0
71566,2849.0
67174,3278.0
23004,3128.0
1608,2315.0
68114,4963.0
27236,14799.0
89151,9129.0
82525,6628.0
7258,3494.0
12419,155895.0
74768,1711.0
66714,3160.0
4850,2953.0
45964,95858.0
20054,7793.0
52164,2420.0
15220,3671.0
73398,26517.0
68666,9000.0
85625,46.0
3189,3225.0
39768,14354.0
75637,3474.0
30310,2357.0
51323,480.0
64720,231.0
28339,1520.0
14915,7141.0
59865,3606.0
83566,9320.0
12932,142.0
52663,13729.0
62776,4224.0
22865,1402.0
6947,515.0
61625,382.0
64749,402.0
81569,1377.0
14981,27700.0
70434,3947.0
43340,6404.0
15289,83.0
87701,1792.0
81352,551.0
62252,24453.0
33772,5094.0
80823,8769.0
79049,2264.0
22460,349.0
75780,1530.0
22977,2477.0
73797,52.0
8789,2095.0
1733,1112.0
31771,4578.0
22276,10104.0
23897,32.0
11855,4033.0
317,127.0
68440,373.0
50622,5946.0
9463,3093.0
59294,5680.0
49517,14087.0
65217,4860.0
78052,72002.0
29288,5328.0
42174,2331.0
2002,1672.0
85782,84.0
87726,874.0
69303,197313.0
2566,376.0
82135,507.0
80421,55.0
72117,2607.0
45307,4238.0
33676,3535.0
86078,9873.0
12922,315.0
5199,1775.0
51439,33079.0
45272,167.0
21546,1945.0
48378,1066.0
80108,13544.0
9723,3554.0
55259,10502.0
5421,7588.0
69633,17173.0
80020,1767.0
85368,9325.0
54107,16831.0
38003,9343.0
42553,4907.0
3732,28.0
6890,16.0
15568,6116.0
68093,6671.0
5330,350.0
24741,12170.0
64601,789.0
59063,6095.0
641,26482.0
24324,6244.0
18911,6525.0
20823,1690.0
75035,2349.0
50256,15522.0
56686,1310.0
33967,19114.0
78375,18803.0
30459,3024.0
87341,10629.0
5661,65.0
69242,2476.0
6747,813.0
11002,176.0
51199,6256.0
9619,1283.0
44142,1598.0
17717,42012.0
25012,52359.0
37376,32294.0
24608,876.0
27294,3857.0
11943,15200.0
26830,2659.0
58375,52.0
82909,587.0
8050,716.0
89125,34069.0
62876,955.0
30885,3654.0
16022,13119.0
23435,5394.0
74179,1827.0
50415,2402.0
52969,5194.0
8010,41043.0
34107,114.0
85392,10549.0
76687,7516.0
76336,172.0
88252,708.0
4319,9651.0
62715,37866.0
37472,2802.0
59167,3900.0
61989,4047.0
84659,28.0
48521,5720.0
78846,21728.0
71223,75486.0
48392,493.0
68011,10266.0
64612,17966.0
74830,2011.0
65658,10475.0
53794,828.0
1943,1732.0
23327,14748.0
2591,4094.0
10249,278.0
35189,83302.0
19465,15998.0
25241,2998.0
63702,385.0
47545,38.0
89097,4679.0
76476,447.0
63010,126.0
61687,2040.0
62850,1009.0
86718,602.0
34823,6811.0
42329,8750.0
658,290.0
56624,22914.0
83781,11711.0
14282,653.0
38609,986.0
79636,176.0
35252,1054.0
73924,2212.0
16775,17.0
68892,624.0
61060,1166.0
8602,3290.0
51276,7138.0
9780,15867.0
49731,2412.0
27434,3471.0
3507,689.0
70145,856.0
32862,3956.0
25254,4723.0
2418,2866.0
66620,21649.0
14704,12429.0
11548,7.0
32657,3134.0
73459,492.0
80594,27398.0
25741,737.0
12463,4005.0
64439,4443.0
17496,661.0
9429,19.0
53105,1511.0
21849,6618.0
50195,166659.0
81529,5849.0
7793,179.0
25669,530.0
55797,13552.0
85240,400.0
24458,5114.0
37847,3488.0
40370,15083.0
35385,1474.0
66176,6678.0
28535,1347.0
85941,43098.0
23757,2824.0
77953,14069.0
51006,17.0
53932,1863.0
8979,6463.0
15939,966.0
14219,2036.0
25993,46.0
12985,2272.0
74808,2946.0
46647,525.0
7652,3772.0
17754,177.0
31643,2282.0
67282,1370.0
41670,1492.0
16023,9365.0
63191,4216.0
52762,3100.0
4012,3035.0
51115,154.0
61884,379.0
16102,2615.0
35768,1234.0
37871,10356.0
30558,3987.0
71547,2374.0
2443,498.0
13683,1261.0
38886,7008.0
22672,13036.0
4248,1331.0
10019,20172.0
87077,2534.0
69358,16.0
61119,5049.0
83366,2200.0
87201,4900.0
88307,560.0
3446,2117.0
77115,12845.0
87017,12623.0
89074,5621.0
66107,1132.0
9259,30204.0
59044,16194.0
54499,416.0
53353,16547.0
10748,971.0
39725,372.0
23908,2778.0
38792,1315.0
69361,38045.0
71693,3375.0
83868,1746.0
29446,1168.0
6799,4699.0
54313,23499.0
52156,4644.0
47567,3098.0
31363,271.0
81658,31995.0
11186,2838.0
42490,5436.0
66671,4192.0
51802,3182.0
84345,662.0
1785,1003.0
17160,14381.0
13381,12.0
49870,6333.0
50570,1224.0
28721,12454.0
50648,1451.0
72052,2371.0
72023,129.0
7704,1498.0
7285,415.0
49184,151943.0
18017,13714.0
49693,4208.0
5867,5641.0
67091,140.0
29478,2551.0
72213,1158.0
69050,8166.0
70842,878.0
77325,77923.0
54798,5615.0
65142,1016.0
26931,2712.0
74599,2969.0
56229,358.0
57072,5810.0
50722,21552.0
7128,4890.0
16654,9967.0
84586,2185.0
77052,1542.0
21706,1715.0
28542,15504.0
55334,25617.0
29807,5372.0
60960,610.0
67090,1095.0
43269,6539.0
24991,3270.0
28006,6177.0
11112,456.0
43544,3872.0
6223,4627.0
53586,849.0
66260,380.0
23446,762.0
76725,841.0
40299,5315.0
48341,362.0
16231,2785.0
40740,50164.0
46365,2438.0
59692,4248.0
18141,12301.0
25661,7673.0
62115,2520.0
20014,2606.0
69944,641.0
35477,7886.0
59035,10930.0
12845,4633.0
69219,6515.0
44121,930.0
53859,95757.0
75581,4541.0
23213,429.0
374,3056.0
36790,1681.0
31190,2886.0
73024,13763.0
46072,23127.0
58521,446.0
23853,5664.0
42661,1188.0
7396,4355.0
76278,713.0
81848,118.0
32636,9016.0
18908,3628.0
40190,5390.0
81219,8875.0
65421,12460.0
37403,486.0
19615,4008.0
68245,142.0
42417,1540.0
66709,443.0
71763,12500.0
7470,228.0
1023,12915.0
8636,212.0
38286,1074.0
6717,546.0
84800,69.0
25821,323.0
23625,659.0
61210,607.0
53208,693.0
47266,28616.0
40270,8509.0
34328,6939.0
37589,3603.0
24372,680.0
50571,1131.0
5604,471.0
71108,657.0
41648,730.0
13483,5465.0
19835,3539.0
77511,1341.0
55892,1708.0
29388,406.0
61586,3100.0
16966,464.0
64257,8568.0
635,447.0
47981,362.0
10054,46697.0
12917,1579.0
58568,3842.0
53536,861.0
28469,5759.0
55727,953.0
55139,2281.0
54021,2628.0
18063,119.0
30261,1178.0
36684,2416.0
70881,2023.0
65746,1576.0
56167,1274.0
54797,2311.0
12236,8463.0
66756,10696.0
49858,617.0
65422,1897.0
11014,6261.0
58225,3320.0
52104,64.0
54422,1022.0
30207,4845.0
23431,12747.0
34992,640.0
65683,358.0
72603,474.0
27971,14100.0
2592,14.0
9701,1534.0
28323,5779.0
56266,330.0
42420,1347.0
47870,236.0
38090,1737.0
39525,14019.0
22834,236.0
60549,13770.0
4264,755.0
19425,28495.0
19285,16436.0
75897,144286.0
4217,3660.0
15426,25947.0
30345,2387.0
83058,5737.0
21138,77194.0
87090,344.0
9869,7592.0
13590,14066.0
59405,5793.0
8140,10348.0
23384,94896.0
80825,1611.0
38360,117.0
81220,5489.0
66044,3835.0
5409,3210.0
67711,2161.0
61111,5152.0
5120,684723.0
15460,15539.0
62945,1361.0
80455,2502.0
80906,6052.0
17254,67676.0
64655,478.0
71823,1769.0
80545,72.0
45770,10644.0
67027,7316.0
10878,8225.0
83030,71.0
88290,8292.0
61724,6704.0
32401,2290.0
78235,5741.0
20027,755.0
65278,5466.0
68109,16334.0
26214,1548.0
16138,2280.0
50855,4165.0
69978,4145.0
37208,3494.0
15726,8947.0
11109,5394.0
56270,758.0
56989,70.0
59350,2143.0
83827,79345.0
47548,3830.0
30299,2180.0
39011,13741.0
12836,17329.0
58797,2659.0
35579,2272.0
47930,3153.0
19265,4937.0
58377,824.0
72446,8792.0
24611,601.0
41169,482.0
55846,261.0
31717,5390.0
17877,18561.0
32221,9792.0
28450,35576.0
10150,5948.0
15493,64.0
42335,537.0
66028,10047.0
74817,1145.0
19092,9478.0
51304,5352.0
79754,1813.0
19650,3182.0
51515,25072.0
38357,2060.0
86514,10041.0
15697,5046.0
3432,1814.0
81107,5790.0
87718,36629.0
26156,920.0
37799,2561.0
24926,251.0
12937,8479.0
37510,10224.0
47855,20773.0
6113,177.0
51799,1673.0
24692,16217.0
31851,2690.0
9055,1426.0
83213,14558.0
13093,7920.0
53384,1983.0
60200,914.0
27761,6209.0
72183,1520.0
72386,9084.0
14702,9446.0
46280,2452.0
56536,123.0
74469,3013.0
34964,2186.0
30959,31705.0
23042,1131.0
13844,3840.0
64245,8458.0
3506,17616.0
52064,20163.0
66874,29152.0
82087,12750.0
22940,58021.0
61047,697.0
48696,4348.0
44548,5390.0
84940,1581.0
70473,1847.0
82727,372.0
79958,830.0
9550,1312.0
2798,2112.0
86399,3521.0
82983,339.0
69444,13540.0
76627,4117.0
75301,4738.0
15647,5953.0
5832,37.0
35192,6159.0
11991,87755.0
29960,8718.0
38889,1585.0
73509,173.0
72140,11647.0
69231,52.0
77302,216020.0
57364,2198.0
2109,760.0
1588,3237.0
47425,2815.0
44577,136661.0
44967,441.0
36284,2777.0
85935,9364.0
45552,3273.0
58237,566.0
69406,5003.0
20168,38.0
68075,3029.0
30924,14924.0
9024,6690.0
79116,1750.0
56612,1085.0
5629,1057.0
61648,1199.0
85863,632.0
69699,1615.0
52922,27261.0
74674,1662.0
39411,569.0
83331,2423.0
67103,209.0
51089,416.0
17868,20562.0
57939,1266.0
3932,2419.0
25287,5090.0
6149,663.0
41728,21341.0
80191,8290.0
83913,1324.0
34091,9313.0
84918,1181.0
46422,4443.0
40197,2240.0
73704,16558.0
1323,457.0
40885,2978.0
48272,3906.0
10248,24882.0
22557,16160.0
14932,11373.0
10871,48438.0
58058,371.0
45783,4760.0
36993,9156.0
87620,7689.0
9465,657.0
18224,6511.0
48091,57875.0
73110,6454.0
52584,888.0
10299,34974.0
88406,29818.0
19594,6003.0
78718,716.0
82517,8097.0
30038,2169.0
73478,4412.0
26243,4133.0
57338,3825.0
62104,3087.0
60205,458.0
19515,2584.0
32314,422.0
83800,4528.0
82170,4812.0
12627,3177.0
40436,3866.0
86768,33646.0
31881,704.0
8840,4961.0
16154,902.0
60372,58880.0
29831,7514.0
67237,13216.0
19871,6750.0
82841,575.0
54374,504.0
38651,2420.0
2215,8651.0
78006,8487.0
54785,4693.0
55888,13656.0
40224,452796.0
63123,605.0
51217,940.0
64960,1622.0
30072,24144.0
20330,42658.0
63307,7090.0
56564,1409.0
22024,3388.0
64084,6077.0
19874,1354.0
4546,201.0
57460,10055.0
24447,172.0
75408,10398.0
54889,2421.0
39574,14712.0
74993,3529.0
68726,1565.0
87838,2125.0
20587,2975.0
66496,436208.0
58396,1824.0
4581,2150.0
27519,89387.0
18789,631.0
77023,1007.0
78852,457.0
22662,28859.0
88973,2150.0
17012,18094.0
88615,7533.0
34528,241.0
25938,2718.0
69348,3067.0
68143,12933.0
35894,9297.0
74632,442.0
47375,448.0
60926,4592.0
66494,4477.0
41110,1822.0
79421,11693.0
63822,37.0
27720,2501.0
64861,3158.0
34792,7225.0
34153,34682.0
53827,100767.0
87911,557.0
18162,21576.0
46044,3846.0
89005,4874.0
12353,13857.0
59441,19212.0
602,3100.0
73947,2358.0
13929,3940.0
8742,583.0
17175,41053.0
47348,539.0
26978,3010.0
68964,2944.0
39506,1179.0
68171,5840.0
55014,5760.0
69345,1671.0
65357,5042.0
82113,15366.0
41871,36586.0
68313,525.0
34709,6073.0
32592,3054.0
13294,892.0
67523,2101.0
24162,4831.0
66795,25683.0
46295,1248.0
18472,2496.0
48250,692.0
3641,2669.0
87180,1967.0
44602,78.0
66456,6272.0
79287,6759.0
43635,554.0
11926,19462.0
39128,1009.0
21513,4918.0
78999,6271.0
1049,98228.0
54472,2829.0
61476,10364.0
31397,7592.0
83683,1894.0
40315,2886.0
14406,729.0
67685,2344.0
28711,10910.0
52096,588.0
39361,5588.0
40637,3006.0
2718,1340.0
3955,891.0
63497,163.0
6555,326.0
56608,687.0
73754,14558.0
6883,1043.0
49287,4788.0
25106,37959.0
42565,1734.0
80931,1287.0
81868,413.0
21186,362.0
2339,1512.0
29919,6422.0
1782,5476.0
68222,5587.0
40834,712.0
87378,7964.0
24568,8194.0
51486,1858.0
47757,785.0
53776,616.0
8581,6230.0
65828,3499.0
32290,2409.0
73006,9531.0
76594,7921.0
55525,4582.0
20855,931.0
38505,2169.0
87279,2788.0
5801,2646.0
23013,1268.0
29574,30.0
64100,14829.0
9013,3041.0
34952,6622.0
73963,3404.0
41365,6471.0
30697,8151.0
84724,15499.0
29861,6307.0
42189,4004.0
1604,2323.0
30241,788.0
55395,673.0
22732,492.0
68413,6267.0
7162,1951.0
44339,146192.0
80559,4586.0
63114,211.0
69343,5752.0
58017,3613.0
62240,101.0
59632,4237.0
34260,2915.0
4214,888.0
83130,1673.0
56466,369.0
47920,9047.0
16538,1662.0
41121,5803.0
33837,192.0
53687,14608.0
252,4790.0
56613,23276.0
14756,10281.0
23440,5955.0
43888,1820.0
4570,2089.0
53733,1552.0
53223,79457.0
57812,4186.0
49401,12809.0
19717,507.0
43826,1703.0
61162,11872.0
78866,225.0
52078,1446.0
49603,496.0
34767,9708.0
32832,7931.0
75432,8304.0
75157,2568.0
50194,219.0
73800,1597.0
83743,14412.0
4631,1043.0
17863,14647.0
80138,1771.0
48552,88009.0
75358,749.0
88038,2729.0
34197,1071.0
20055,2030.0
1796,2165.0
16445,306.0
13454,278.0
51972,3566.0
26759,1658.0
18884,22621.0
60908,624.0
22205,1801.0
9969,1355.0
28607,607.0
6909,49969.0
84337,1029.0
16511,4061.0
81786,3906.0
81296,2015.0
73887,334.0
12338,313812.0
76525,13.0
49999,3497.0
60232,13202.0
82280,14727.0
20016,2525.0
85809,1997.0
58050,5440.0
22658,906.0
55740,351.0
42020,3084.0
10464,1486.0
62396,42790.0
33932,460.0
26025,1064.0
2146,436.0
9650,687.0
38720,17095.0
86881,43465.0
56390,8296.0
19197,22305.0
1196,3915.0
75523,254.0
25754,7528.0
14575,1062.0
37905,448.0
63467,214646.0
76309,57319.0
81405,4848.0
84667,12459.0
24984,16140.0
34060,71232.0
49806,5788.0
73912,1319.0
37637,1096.0
74542,5086.0
34960,2979.0
57618,4314.0
45123,1647.0
48300,26675.0
72146,336.0
65956,327.0
49427,3224.0
46851,13451.0
42397,487402.0
9977,163.0
1909,71389.0
12790,1969.0
87447,1017.0
83476,2311.0
74386,127573.0
173,875.0
34275,7114.0
44954,1839.0
58456,912.0
34533,17234.0
67707,41775.0
3330,8507.0
13516,985.0
59730,213.0
18545,284005.0
32597,1601.0
85525,12797.0
34828,3604.0
70453,883971.0
79135,457.0
40569,526.0
63455,1300.0
85048,4485.0
72949,7327.0
67912,3080.0
8951,1322.0
73925,295289.0
1861,1953.0
59282,3532.0
48020,1295.0
1681,3628.0
25450,8202.0
31369,15990.0
19043,1899.0
75891,2491.0
12873,3689.0
52883,4032.0
75749,633.0
86794,17559.0
24315,23339.0
38007,3.0
22765,3192.0
71859,201.0
57773,1936.0
68883,10798.0
70618,9415.0
36516,6618.0
61017,30251.0
4173,3583.0
49275,11177.0
23773,8439.0
33281,23565.0
4991,528.0
54123,10644.0
67257,1263.0
36396,2540.0
14939,1298.0
11789,4774.0
20291,5864.0
13113,1121.0
16641,3260.0
61495,13907.0
33006,34.0
7745,3048.0
72925,26062.0
43480,4032.0
82234,7823.0
52030,1104.0
67892,391.0
20022,1804.0
78224,78.0
69470,4276.0
81078,1508.0
62577,184.0
51324,2057.0
62930,42866.0
39404,3557.0
51959,3978.0
72890,3392.0
44916,10301.0
62254,18.0
65503,4146.0
19682,3589.0
61194,354.0
66929,3076.0
24467,4394.0
43610,6802.0
2695,23705.0
71921,2584.0
54993,569.0
17169,162.0
67100,4041.0
68828,489.0
43099,170.0
77431,4102.0
85608,258.0
23947,2350.0
66822,19123.0
77566,708.0
65194,4252.0
21010,1238.0
81544,586.0
88236,6499.0
3129,32172.0
87345,1320.0
82491,34975.0
83971,10240.0
67980,2645.0
54100,2353.0
18787,251.0
81715,72338.0
83286,656.0
76638,10377.0
54970,2403.0
68810,3241.0
45526,291121.0
19990,1897.0
3588,18202.0
49686,6248.0
58821,15352.0
53185,760.0
24434,9531.0
28437,545.0
72966,23643.0
74173,13459.0
76808,5341.0
80129,136843.0
5443,5802.0
62923,605.0
16290,54.0
54248,5876.0
45347,5334.0
77651,4459.0
47422,3886.0
61156,3208.0
88229,16553.0
84096,1343.0
64610,1692.0
33428,5211.0
72675,7522.0
49380,1115.0
13254,62704.0
62053,2891.0
17243,37483.0
88403,3412.0
16251,38.0
60732,1723.0
53395,9045.0
31083,29040.0
53593,1160.0
34513,2629.0
10800,15082.0
33001,5930.0
30621,11982.0
77791,4605.0
68156,4139.0
11783,17901.0
70902,6017.0
32653,7812.0
7692,2397.0
10946,68640.0
28609,14815.0
17144,2711.0
51877,3815.0
75783,8614.0
87965,663.0
214,20346.0
26158,98124.0
73199,961.0
67945,4750.0
34334,164.0
1086,17883.0
47310,18693.0
66411,974.0
28192,10075.0
38603,761.0
44985,4115.0
2537,46.0
38400,11122.0
57719,2477.0
54453,1595.0
69945,7185.0
74627,13391.0
6891,953.0
35180,39431.0
21145,2215.0
81095,477.0
46538,6847.0
60891,295.0
67738,1473.0
29425,466.0
29841,652.0
42864,2829.0
46012,1084.0
8042,2459.0
5506,1831.0
79150,1421.0
80428,24839.0
52371,2853.0
76527,12022.0
1272,364.0
48314,3548.0
82465,3880.0
39244,21294.0
73391,6917.0
17415,560.0
59203,4351.0
69567,194.0
86775,25681.0
