Employee_ID,Attrition_rate
EID_23643,0.176202513
EID_5935,0.193184922
EID_7741,0.19191801
EID_6176,0.19718431
EID_5418,0.198281115
EID_20626,0.205488478
EID_1725,0.180321045
EID_14317,0.208001757
EID_12120,0.18807127
EID_20264,0.176486045
EID_16691,0.176558315
EID_1093,0.174125801
EID_2565,0.180956698
EID_11463,0.188599831
EID_12005,0.1840015
EID_10326,0.190313324
EID_12582,0.19908496
EID_18228,0.192071503
EID_11670,0.206928412
EID_24257,0.181458137
EID_7024,0.186785299
EID_10382,0.191547727
EID_20210,0.187998143
EID_10294,0.172779964
EID_19941,0.205223726
EID_25572,0.191958329
EID_7758,0.182695595
EID_22718,0.188418514
EID_1078,0.183187703
EID_8227,0.185141327
EID_1702,0.189983336
EID_3532,0.191356364
EID_22452,0.192779974
EID_3019,0.185507311
EID_22264,0.198993032
EID_9866,0.178878069
EID_3520,0.171774199
EID_21098,0.196553296
EID_1186,0.184121701
EID_12355,0.183810062
EID_11020,0.190611366
EID_19193,0.16942782
EID_17787,0.179264089
EID_13719,0.202212175
EID_24449,0.196900857
EID_12957,0.184487804
EID_24794,0.193549605
EID_2866,0.179444219
EID_10563,0.192271898
EID_22492,0.19966305
EID_4106,0.199036208
EID_6648,0.206643389
EID_7209,0.195825642
EID_9692,0.190730269
EID_22763,0.1943361
EID_12622,0.189754455
EID_9831,0.187891359
EID_5731,0.169542617
EID_1114,0.173731455
EID_25017,0.212329221
EID_22956,0.19549729
EID_5549,0.188158564
EID_12022,0.197289258
EID_8034,0.177502104
EID_20644,0.185742531
EID_20125,0.188727017
EID_21957,0.190807927
EID_8870,0.178354706
EID_2305,0.195295457
EID_3977,0.180904902
EID_14845,0.181116968
EID_6629,0.183029193
EID_14577,0.18908652
EID_24509,0.189150363
EID_1530,0.183895672
EID_21524,0.210582789
EID_6647,0.170669017
EID_19730,0.199946319
EID_4424,0.182116564
EID_7964,0.181430099
EID_6289,0.182987505
EID_2899,0.185968964
EID_2827,0.185239014
EID_8801,0.189359339
EID_20454,0.2022501
EID_18988,0.19869383
EID_8405,0.200997226
EID_14497,0.191552965
EID_11769,0.204154683
EID_21353,0.195117989
EID_2221,0.189263907
EID_13218,0.182439843
EID_4576,0.204129719
EID_17470,0.201753706
EID_14817,0.199149365
EID_21845,0.203370096
EID_21987,0.181316862
EID_1168,0.185714657
EID_14315,0.199071519
EID_5043,0.193424025
EID_1967,0.190445086
EID_22274,0.173230477
EID_11091,0.175719611
EID_18421,0.189861873
EID_8316,0.189396172
EID_13308,0.205659076
EID_19481,0.182425084
EID_17732,0.205456439
EID_4504,0.187619733
EID_2539,0.198943537
EID_19529,0.180933453
EID_2279,0.183014106
EID_14508,0.187229324
EID_12241,0.194376192
EID_11530,0.182918646
EID_20147,0.171448727
EID_6154,0.202696497
EID_3523,0.178285084
EID_20453,0.204974353
EID_11929,0.199116915
EID_12840,0.1991451
EID_22320,0.198400586
EID_25383,0.189153367
EID_10731,0.203074574
EID_1017,0.175654442
EID_1819,0.199878758
EID_22849,0.19432952
EID_12290,0.19657139
EID_24238,0.192607302
EID_3105,0.184519322
EID_14242,0.195195489
EID_16569,0.196712949
EID_8094,0.197316635
EID_7824,0.190317113
EID_8978,0.18398755
EID_25314,0.19630138
EID_17810,0.201197334
EID_14856,0.172335474
EID_22144,0.190418623
EID_23603,0.177452882
EID_7211,0.194034421
EID_19340,0.199290915
EID_1501,0.186349611
EID_22111,0.184909703
EID_16147,0.191271667
EID_16746,0.186714802
EID_20777,0.190798826
EID_12999,0.19207082
EID_21663,0.189413445
EID_11862,0.195016
EID_17683,0.205932955
EID_19819,0.188817593
EID_21562,0.207090143
EID_24390,0.185190146
EID_14444,0.207600834
EID_3261,0.180863053
EID_7752,0.183254781
EID_3033,0.19462008
EID_22433,0.170984927
EID_23727,0.177946652
EID_24107,0.181030272
EID_22537,0.209636955
EID_13645,0.201981538
EID_16021,0.177318563
EID_19800,0.19655659
EID_1944,0.20107344
EID_15868,0.182204257
EID_22188,0.200812911
EID_13833,0.197026687
EID_15028,0.195181723
EID_24861,0.183958034
EID_13033,0.205339925
EID_23673,0.173049976
EID_13265,0.175520817
EID_23411,0.204402358
EID_3761,0.174529771
EID_7299,0.184859325
EID_2379,0.179218324
EID_18863,0.197643946
EID_12115,0.183408692
EID_23879,0.19242222
EID_16586,0.201298452
EID_19003,0.193425503
EID_11107,0.209361391
EID_15416,0.185983075
EID_19214,0.184135154
EID_5135,0.196691731
EID_22464,0.204404504
EID_22759,0.196083202
EID_17833,0.199282602
EID_17627,0.188279656
EID_25730,0.188323009
EID_2377,0.189930834
EID_18085,0.188700642
EID_14096,0.196495271
EID_8384,0.196257334
EID_17105,0.193728367
EID_9929,0.192812555
EID_13267,0.198570618
EID_12954,0.192038657
EID_4464,0.180998742
EID_11464,0.198655487
EID_19308,0.17807268
EID_17530,0.181776145
EID_6981,0.185532544
EID_19951,0.188615767
EID_1100,0.196503007
EID_25145,0.194017305
EID_15614,0.19374116
EID_2961,0.200392001
EID_1742,0.18336865
EID_2843,0.191119638
EID_9549,0.189813296
EID_12832,0.191034649
EID_17914,0.205501007
EID_22832,0.181323733
EID_5755,0.182294301
EID_1141,0.188476846
EID_18954,0.194740167
EID_10824,0.17919627
EID_24478,0.17794813
EID_14916,0.181419874
EID_4434,0.177063129
EID_23650,0.204482668
EID_16556,0.183644536
EID_24656,0.181275375
EID_25965,0.185009487
EID_9279,0.18867766
EID_13802,0.192925418
EID_2748,0.198357821
EID_17346,0.198346358
EID_1171,0.179197685
EID_1552,0.179843893
EID_20674,0.184644128
EID_2475,0.195982347
EID_16714,0.175297776
EID_7857,0.181503542
EID_3294,0.183756489
EID_2280,0.173162894
EID_10203,0.185157791
EID_22162,0.203160944
EID_10438,0.184721818
EID_12898,0.195359747
EID_4358,0.173127462
EID_6179,0.180798655
EID_2538,0.174616965
EID_13110,0.183527678
EID_24585,0.193647299
EID_1006,0.186937659
EID_11632,0.195376835
EID_21011,0.187500113
EID_16869,0.198528783
EID_20564,0.18369055
EID_12996,0.199338899
EID_1503,0.189057957
EID_23053,0.190214439
EID_22049,0.18818192
EID_4346,0.215625302
EID_1887,0.186584353
EID_16849,0.204608142
EID_10071,0.191539832
EID_11265,0.198051411
EID_12611,0.188022576
EID_25542,0.182810482
EID_11582,0.206564323
EID_19550,0.184274558
EID_5351,0.192622574
EID_3305,0.194707344
EID_18846,0.19504706
EID_24764,0.186372877
EID_2191,0.188271003
EID_6314,0.18166336
EID_23248,0.179755801
EID_4570,0.189326678
EID_16415,0.175466873
EID_11002,0.196675921
EID_20498,0.193065968
EID_7846,0.1942383
EID_24121,0.179204425
EID_7536,0.182193986
EID_2015,0.19622372
EID_7934,0.198986729
EID_20903,0.187330196
EID_17535,0.197338756
EID_19760,0.185228233
EID_9550,0.185445486
EID_4261,0.189881156
EID_19753,0.194071209
EID_13542,0.187703391
EID_24283,0.178869449
EID_7552,0.205125246
EID_11577,0.186241437
EID_3228,0.189112798
EID_17468,0.195826548
EID_15815,0.189147709
EID_2093,0.180429617
EID_21356,0.18548581
EID_12357,0.194833046
EID_18495,0.18440978
EID_5098,0.187127747
EID_12691,0.183834993
EID_13240,0.193689857
EID_19312,0.193912158
EID_23914,0.188943774
EID_23175,0.192734787
EID_15413,0.206356813
EID_4785,0.195086921
EID_25933,0.187413242
EID_22705,0.192431998
EID_19350,0.17392488
EID_5369,0.200566146
EID_20410,0.188108394
EID_12557,0.201274758
EID_17678,0.180087392
EID_1342,0.19020265
EID_12230,0.216335579
EID_1311,0.180503994
EID_5860,0.210991722
EID_4259,0.183634481
EID_10209,0.196417388
EID_2300,0.19262963
EID_17408,0.190098033
EID_1883,0.176100575
EID_1053,0.201520359
EID_23610,0.186330131
EID_17585,0.184040041
EID_20845,0.196767365
EID_15683,0.189681458
EID_11976,0.20081437
EID_12031,0.185613953
EID_1711,0.182178239
EID_6239,0.195457979
EID_25541,0.168759978
EID_9308,0.182475752
EID_18168,0.197828281
EID_11934,0.189622785
EID_23472,0.200662894
EID_13731,0.176359255
EID_16069,0.195095433
EID_18276,0.177910744
EID_6141,0.190215309
EID_12061,0.196374671
EID_9450,0.184695765
EID_21730,0.182109209
EID_19506,0.190762007
EID_13552,0.181492284
EID_9945,0.182270312
EID_1924,0.19148598
EID_18453,0.184400857
EID_20225,0.208252422
EID_18673,0.205449619
EID_11420,0.198078657
EID_16631,0.186989861
EID_21237,0.191846964
EID_5015,0.186787229
EID_20179,0.201430096
EID_12073,0.192060766
EID_21147,0.17129353
EID_6714,0.181646541
EID_10645,0.192819057
EID_18298,0.203625474
EID_2640,0.183475378
EID_2318,0.194326514
EID_25226,0.192598141
EID_24099,0.187043965
EID_20938,0.204327185
EID_8377,0.197185407
EID_7023,0.192176308
EID_11385,0.195198872
EID_15016,0.190343767
EID_25794,0.192849205
EID_11494,0.20867901
EID_2425,0.184698357
EID_9847,0.193895514
EID_3570,0.177110184
EID_13573,0.195670717
EID_13780,0.178740139
EID_2949,0.182618761
EID_19834,0.189314251
EID_11384,0.203772947
EID_23154,0.199761146
EID_9337,0.205984044
EID_3653,0.192537929
EID_4850,0.196429403
EID_16283,0.196677549
EID_5107,0.171635623
EID_25156,0.200308993
EID_17223,0.185659158
EID_14695,0.173989771
EID_11374,0.189988168
EID_13672,0.198000988
EID_6782,0.205745123
EID_25074,0.198456571
EID_21087,0.199392559
EID_13017,0.211592603
EID_9947,0.209647916
EID_21221,0.187723699
EID_21639,0.177934105
EID_20333,0.184066764
EID_2970,0.186877521
EID_7624,0.195002174
EID_15741,0.193926245
EID_1312,0.183511182
EID_19575,0.167307518
EID_21047,0.190795922
EID_11969,0.198052232
EID_19145,0.196685409
EID_9871,0.187917572
EID_18852,0.186268049
EID_22326,0.194995032
EID_7259,0.182580617
EID_21920,0.20203712
EID_1436,0.190310162
EID_8261,0.182791237
EID_23228,0.212829581
EID_5560,0.176362763
EID_22357,0.201101081
EID_4816,0.191320808
EID_10000,0.196416875
EID_21908,0.1732935
EID_14887,0.184310016
EID_12497,0.192700803
EID_17976,0.188536118
EID_17356,0.183548265
EID_9785,0.172760586
EID_16224,0.19498023
EID_6020,0.182667239
EID_20716,0.195065774
EID_11351,0.201517155
EID_20899,0.196443696
EID_9718,0.18487533
EID_9479,0.18297061
EID_25048,0.189437093
EID_23370,0.18532052
EID_13877,0.200601876
EID_12256,0.197600402
EID_1903,0.174537302
EID_8830,0.175612048
EID_22060,0.190812234
EID_11996,0.191221533
EID_21061,0.181419516
EID_22604,0.196414154
EID_18463,0.188886602
EID_11375,0.19408461
EID_2685,0.189427233
EID_16010,0.200372481
EID_19288,0.184995462
EID_9283,0.18816794
EID_11122,0.174751622
EID_6638,0.19331858
EID_25516,0.203575433
EID_3864,0.191805206
EID_9746,0.179824042
EID_8407,0.186777101
EID_25463,0.202307947
EID_23098,0.180721699
EID_22512,0.184657052
EID_14671,0.18508483
EID_18482,0.190858847
EID_8151,0.197712513
EID_16624,0.204508907
EID_1983,0.191892146
EID_18445,0.202221162
EID_11891,0.202039282
EID_2010,0.190182464
EID_4592,0.203357825
EID_17412,0.199744088
EID_24883,0.185546353
EID_15661,0.185133133
EID_11757,0.191149707
EID_2627,0.183135118
EID_13243,0.19426819
EID_10917,0.190232728
EID_4360,0.188255782
EID_13536,0.198951398
EID_10695,0.194960146
EID_5746,0.178350964
EID_1178,0.199382757
EID_15290,0.199802818
EID_3540,0.180542526
EID_14684,0.193472702
EID_7914,0.199362558
EID_23733,0.199526505
EID_5907,0.190040721
EID_5142,0.190632817
EID_7686,0.189615554
EID_12078,0.195359229
EID_4880,0.183085639
EID_1527,0.192730674
EID_15919,0.200801389
EID_1260,0.18547224
EID_22377,0.188788565
EID_7876,0.182568636
EID_1213,0.16978982
EID_4161,0.185544939
EID_3214,0.180252709
EID_17651,0.187368791
EID_8005,0.173696115
EID_12852,0.205605164
EID_21465,0.199429259
EID_7371,0.194320115
EID_25687,0.186225448
EID_17222,0.178258468
EID_1994,0.177819537
EID_22384,0.197616756
EID_6344,0.190422316
EID_18801,0.204495286
EID_13688,0.205470044
EID_13779,0.204789378
EID_24969,0.180704863
EID_15311,0.195859764
EID_9095,0.202846144
EID_11675,0.198950891
EID_14870,0.199232218
EID_1575,0.181845677
EID_7440,0.185316549
EID_24259,0.189927718
EID_19501,0.208338087
EID_23743,0.175090983
EID_13287,0.196539779
EID_2226,0.170407818
EID_22439,0.181610871
EID_16078,0.188506564
EID_18895,0.189346604
EID_19860,0.184279612
EID_24564,0.191631325
EID_21747,0.188498479
EID_4659,0.200761025
EID_24149,0.196576605
EID_13300,0.182995783
EID_16950,0.19296278
EID_23778,0.198087467
EID_14691,0.20020829
EID_10789,0.190814168
EID_5525,0.188085384
EID_19424,0.200032291
EID_6171,0.181211372
EID_19569,0.186288423
EID_4602,0.196027755
EID_17919,0.205175094
EID_4286,0.17622182
EID_1973,0.189622004
EID_25715,0.186488489
EID_23385,0.20336174
EID_13681,0.208107124
EID_25410,0.200832401
EID_18267,0.203077426
EID_15252,0.192121475
EID_23214,0.199339798
EID_18551,0.20431274
EID_2401,0.186915686
EID_7609,0.196897623
EID_21291,0.195958715
EID_10126,0.190311332
EID_19714,0.192096508
EID_4911,0.188173317
EID_12505,0.188806207
EID_10377,0.204070162
EID_3407,0.177425529
EID_3386,0.176663505
EID_7623,0.185119471
EID_19517,0.186850654
EID_21782,0.20803292
EID_12361,0.18240944
EID_21171,0.187977905
EID_17836,0.204816486
EID_20286,0.192949884
EID_25798,0.180969576
EID_15699,0.186728015
EID_17006,0.196144449
EID_22476,0.186446193
EID_9406,0.194049158
EID_13559,0.1825425
EID_1340,0.180666251
EID_17848,0.187520732
EID_20358,0.192960315
EID_14265,0.194982373
EID_9820,0.19368691
EID_13755,0.18059404
EID_13293,0.188244695
EID_25837,0.190418366
EID_20466,0.186604253
EID_11032,0.202113781
EID_2399,0.19225662
EID_23917,0.201610971
EID_17011,0.209525724
EID_8967,0.177352406
EID_24468,0.211727011
EID_8435,0.176782573
EID_17953,0.196684625
EID_7140,0.191806926
EID_24404,0.184709412
EID_14380,0.206154664
EID_1232,0.180826414
EID_1573,0.184750527
EID_3684,0.198530264
EID_15824,0.190955859
EID_9212,0.195956395
EID_21121,0.186395721
EID_6346,0.179140012
EID_9525,0.187884547
EID_9726,0.196834898
EID_2526,0.184100773
EID_4228,0.174725648
EID_14595,0.202312538
EID_15856,0.207462568
EID_6768,0.189724155
EID_23953,0.199999431
EID_19059,0.189491979
EID_5268,0.182516334
EID_7619,0.175725202
EID_23028,0.197108378
EID_22104,0.206177419
EID_10318,0.195766608
EID_25369,0.182386829
EID_16633,0.185843604
EID_15848,0.196881476
EID_2240,0.202712713
EID_1059,0.178101162
EID_9315,0.177784054
EID_15388,0.190046919
EID_9984,0.187178547
EID_4296,0.192400716
EID_10927,0.181331349
EID_25054,0.185140677
EID_1884,0.192926482
EID_21960,0.179626021
EID_5572,0.191206489
EID_16872,0.191889676
EID_24525,0.198233042
EID_14237,0.188685674
EID_7114,0.193390927
EID_7448,0.193004498
EID_17668,0.196149727
EID_7674,0.200205202
EID_5884,0.196502067
EID_13942,0.176038707
EID_13098,0.201562047
EID_7695,0.192646711
EID_5350,0.194901027
EID_22853,0.178716613
EID_2385,0.196028958
EID_18006,0.193056612
EID_12875,0.189751193
EID_5478,0.195364155
EID_18690,0.174289607
EID_12545,0.208231178
EID_13888,0.188150037
EID_9732,0.202365651
EID_18001,0.206345865
EID_17479,0.186084378
EID_23757,0.194144525
EID_1303,0.189744973
EID_5375,0.169846966
EID_5869,0.182195383
EID_8825,0.205482272
EID_22567,0.175889011
EID_16273,0.18742948
EID_20618,0.191396951
EID_3608,0.190387528
EID_8806,0.198725114
EID_23170,0.184063896
EID_12243,0.201180619
EID_20089,0.19480076
EID_16852,0.181361502
EID_18312,0.190078798
EID_14010,0.196031065
EID_14705,0.204065551
EID_20956,0.191195378
EID_18794,0.184949208
EID_1629,0.198264662
EID_25483,0.203208756
EID_4542,0.195998548
EID_10076,0.202774981
EID_9469,0.183475128
EID_25284,0.194909887
EID_11972,0.195986357
EID_1798,0.172115715
EID_21903,0.193223899
EID_20031,0.19169266
EID_20365,0.186595343
EID_9210,0.192813541
EID_19750,0.195137
EID_4006,0.174484796
EID_24922,0.189734922
EID_4760,0.186303071
EID_11035,0.187420973
EID_21008,0.191505442
EID_23731,0.176292251
EID_21788,0.188792842
EID_5428,0.175533752
EID_14023,0.199779872
EID_2937,0.187721882
EID_16931,0.177950025
EID_18299,0.189529926
EID_6660,0.195535921
EID_23187,0.211204226
EID_14868,0.190817005
EID_23247,0.181369516
EID_15971,0.191601226
EID_7852,0.195562867
EID_7017,0.198742418
EID_7494,0.174385046
EID_18706,0.189525397
EID_22784,0.198169887
EID_10756,0.188279295
EID_6854,0.188041664
EID_12554,0.197174403
EID_1162,0.181828322
EID_19581,0.1819762
EID_2169,0.182708252
EID_25149,0.192963159
EID_22575,0.181868555
EID_2265,0.179324582
EID_19668,0.183482473
EID_19245,0.188343727
EID_8194,0.180981829
EID_8081,0.212872253
EID_8670,0.186209889
EID_7992,0.192768745
EID_6596,0.192360831
EID_3699,0.196873332
EID_9698,0.205136134
EID_1847,0.185838652
EID_16179,0.183952177
EID_23663,0.188206054
EID_24287,0.203683956
EID_3527,0.18191492
EID_18652,0.194075955
EID_24110,0.194441344
EID_21419,0.207051631
EID_12865,0.192370946
EID_9237,0.199873252
EID_20408,0.189639877
EID_22934,0.201129692
EID_6492,0.184179495
EID_20285,0.206948313
EID_1286,0.182724479
EID_12542,0.189067132
EID_5523,0.191511775
EID_1979,0.192583917
EID_23146,0.191578314
EID_4773,0.182407646
EID_8785,0.192139836
EID_4463,0.18456802
EID_24028,0.172566089
EID_20920,0.197614583
EID_21392,0.205010565
EID_4079,0.184504745
EID_5173,0.181040403
EID_22915,0.181573693
EID_18347,0.195438523
EID_7984,0.181380017
EID_25148,0.210859331
EID_4350,0.196682145
EID_6909,0.185606146
EID_10582,0.186482293
EID_6248,0.194831582
EID_10035,0.195103859
EID_24603,0.211385116
EID_1794,0.172105914
EID_9407,0.19110769
EID_2114,0.184488906
EID_21125,0.184679437
EID_15046,0.197900783
EID_8058,0.193480178
EID_1961,0.167790185
EID_23324,0.189996083
EID_21521,0.216780272
EID_11043,0.196419946
EID_6461,0.188409617
EID_10398,0.198213169
EID_20635,0.189291765
EID_22940,0.196670396
EID_8582,0.172984425
EID_12770,0.198196772
EID_15982,0.191861934
EID_19692,0.194450251
EID_18304,0.20716944
EID_13603,0.192317927
EID_6145,0.191322367
EID_16587,0.192604807
EID_16835,0.206774748
EID_8399,0.176155424
EID_7012,0.198543369
EID_20575,0.183873158
EID_20747,0.179881665
EID_3907,0.197824646
EID_22626,0.201781162
EID_4442,0.187959614
EID_18034,0.197179897
EID_16055,0.198574763
EID_21684,0.180155341
EID_17499,0.200738355
EID_1222,0.164673303
EID_17204,0.189194162
EID_22732,0.204503629
EID_8539,0.175876906
EID_23136,0.192118925
EID_24470,0.201995536
EID_17404,0.192414633
EID_21498,0.200261769
EID_19495,0.191804633
EID_23966,0.182166898
EID_1388,0.178260367
EID_7374,0.179663252
EID_25441,0.209334152
EID_16616,0.18583807
EID_7654,0.194201795
EID_4217,0.198181861
EID_9968,0.179588073
EID_17830,0.203484507
EID_12023,0.196851763
EID_24002,0.170944097
EID_11371,0.199192961
EID_11096,0.183041211
EID_24835,0.210882004
EID_17439,0.180699251
EID_6587,0.201315116
EID_21946,0.199479016
EID_5431,0.190333653
EID_4723,0.179448999
EID_11535,0.195921138
EID_2330,0.169355275
EID_23531,0.195727732
EID_8913,0.18289787
EID_21273,0.188431566
EID_11927,0.196580726
EID_1385,0.185886485
EID_15758,0.204213105
EID_1023,0.185740667
EID_8959,0.197241617
EID_12911,0.194160759
EID_15925,0.180828597
EID_17769,0.195984331
EID_19842,0.192167355
EID_15875,0.188721205
EID_21284,0.17935754
EID_24825,0.190568705
EID_23825,0.189383666
EID_13001,0.186120598
EID_25601,0.192432379
EID_24670,0.19709813
EID_24412,0.188838799
EID_18712,0.180315702
EID_21138,0.189549459
EID_19335,0.19308205
EID_16753,0.197349384
EID_24399,0.198247942
EID_12567,0.19883149
EID_22161,0.184310846
EID_12609,0.184629672
EID_22249,0.178472352
EID_5314,0.178390137
EID_1897,0.202987483
EID_22507,0.174378506
EID_2878,0.180692158
EID_10098,0.184092571
EID_18435,0.208673867
EID_8063,0.180776353
EID_3512,0.181463205
EID_24444,0.19049672
EID_9813,0.192520505
EID_25132,0.196263167
EID_5613,0.193711574
EID_14062,0.191624543
EID_20073,0.195083851
EID_12506,0.200018583
EID_1092,0.204501638
EID_15895,0.179580292
EID_1039,0.178926843
EID_22016,0.202441612
EID_6764,0.187692743
EID_17384,0.208593542
EID_8705,0.180489339
EID_14832,0.18982196
EID_16473,0.186637525
EID_11186,0.190919496
EID_7476,0.179660991
EID_19671,0.190295083
EID_14001,0.193061074
EID_10658,0.187822329
EID_6668,0.185129928
EID_13786,0.19935077
EID_11224,0.191396376
EID_13296,0.187667986
EID_22145,0.185161493
EID_6494,0.197086874
EID_1649,0.183379992
EID_20878,0.191151748
EID_3790,0.181554533
EID_9257,0.201170701
EID_14917,0.199520267
EID_22052,0.196350621
EID_1198,0.17132693
EID_8478,0.178061628
EID_2071,0.184607899
EID_1250,0.165876072
EID_9000,0.186324792
EID_17319,0.180806904
EID_21794,0.208976451
EID_23350,0.204608517
EID_16278,0.18338284
EID_3330,0.179467575
EID_12584,0.202295019
EID_9354,0.203678593
EID_15007,0.193217712
EID_11656,0.195260851
EID_22526,0.188707731
EID_11027,0.190066959
EID_21588,0.180085783
EID_13717,0.195671258
EID_8073,0.184524903
EID_15972,0.192680195
EID_5730,0.17859582
EID_23968,0.175183223
EID_4299,0.196711221
EID_6302,0.180404612
EID_6974,0.172933133
EID_4829,0.188955684
EID_21139,0.188428574
EID_23456,0.189273283
EID_20110,0.171612633
EID_20342,0.183870374
EID_15238,0.198963804
EID_10349,0.189901071
EID_10077,0.176752417
EID_22330,0.190273477
EID_4368,0.191834374
EID_8859,0.185988349
EID_24277,0.17246389
EID_1061,0.198966275
EID_5597,0.182426844
EID_4820,0.202065383
EID_5863,0.19514205
EID_23680,0.185576357
EID_5542,0.174932989
EID_6203,0.16742691
EID_5355,0.188519896
EID_19669,0.192893101
EID_21725,0.195408916
EID_2138,0.183573758
EID_24278,0.194388587
EID_6591,0.196900511
EID_21056,0.169393546
EID_18759,0.218413108
EID_12059,0.197800914
EID_11077,0.197146991
EID_17216,0.20113877
EID_15655,0.208097935
EID_19017,0.190387352
EID_17846,0.19702379
EID_6418,0.195139059
EID_25942,0.195279522
EID_5420,0.187465645
EID_11764,0.187040168
EID_16483,0.202951409
EID_1901,0.168560757
EID_21480,0.191191111
EID_8006,0.210612006
EID_1282,0.191881891
EID_6895,0.185479981
EID_13677,0.195920421
EID_6071,0.193012964
EID_14425,0.184944028
EID_22685,0.185274146
EID_20203,0.192529135
EID_19161,0.182423996
EID_1947,0.186439644
EID_16574,0.186605398
EID_2561,0.17906674
EID_20668,0.191763935
EID_7831,0.199322216
EID_8769,0.179577943
EID_25191,0.194870491
EID_15590,0.205152872
EID_12458,0.192350947
EID_11406,0.188196114
EID_17629,0.181868947
EID_4632,0.179092024
EID_18455,0.184856025
EID_23077,0.204171566
EID_25024,0.198627984
EID_6269,0.192640385
EID_12100,0.188405428
EID_23190,0.191301415
EID_9030,0.194498696
EID_12359,0.1787275
EID_12041,0.191493903
EID_2019,0.187434846
EID_22974,0.197834103
EID_10351,0.184338766
EID_23630,0.202815109
EID_7309,0.188660678
EID_19821,0.200931397
EID_4033,0.18801272
EID_3435,0.187558824
EID_5759,0.178458465
EID_12826,0.188091632
EID_8148,0.197449229
EID_16088,0.186156742
EID_15783,0.186649197
EID_19521,0.202534244
EID_13016,0.176757789
EID_13708,0.198870387
EID_4237,0.194368063
EID_3620,0.195051595
EID_10042,0.180137019
EID_8833,0.168435095
EID_21028,0.184884539
EID_3485,0.189114844
EID_23372,0.198847054
EID_19410,0.199321519
EID_6598,0.196382299
EID_25371,0.199816446
EID_19483,0.177969641
EID_22826,0.18273551
EID_23606,0.191035324
EID_9346,0.190524238
EID_1608,0.190391315
EID_1603,0.196414076
EID_23041,0.202801398
EID_7801,0.188154651
EID_22456,0.191205475
EID_24428,0.18842684
EID_10811,0.184723453
EID_24566,0.20610993
EID_2531,0.186737259
EID_10878,0.182501954
EID_19548,0.183249315
EID_11988,0.200316657
EID_11378,0.209931071
EID_9896,0.203005113
EID_17323,0.191651986
EID_24976,0.194290601
EID_11249,0.182912332
EID_20395,0.186109856
EID_18262,0.177939751
EID_14670,0.207973692
EID_12880,0.189561831
EID_1406,0.189128242
EID_23014,0.195742208
EID_5224,0.199388794
EID_3232,0.183998547
EID_22327,0.191007435
EID_2285,0.199103912
EID_20468,0.201843711
EID_4443,0.179636984
EID_15641,0.177823834
EID_8106,0.199228298
EID_13958,0.1827221
EID_10214,0.198603083
EID_17739,0.182467791
EID_13347,0.200234429
EID_23453,0.190487919
EID_1477,0.208182641
EID_20224,0.182933478
EID_2362,0.187941441
EID_21421,0.200010172
EID_7860,0.196403708
EID_10286,0.180716132
EID_7184,0.181741424
EID_21742,0.18666324
EID_21610,0.194853888
EID_19375,0.193916146
EID_18564,0.196896696
EID_19108,0.20196803
EID_17928,0.202367657
EID_25613,0.186037702
EID_23787,0.183909746
EID_2392,0.192817482
EID_7574,0.188339245
EID_9810,0.185650209
EID_14332,0.215656122
EID_20937,0.188487798
EID_7827,0.181237936
EID_7457,0.196560477
