ID,PA,PB,PC,PD,PE,PF,PG
PR40036,239.880327,158.7643194,104.706811,72.09263925,51.67122923,39.9930499,34.72996453
PR40037,237.3282599,159.2294144,105.4309548,72.08959143,51.19664942,39.62710841,34.74028319
PR40038,238.9097253,159.6419315,105.511267,72.34238048,51.35624102,39.97737156,34.66596615
PR40039,241.6239566,158.8409555,105.0864396,72.49434562,51.93048769,40.41087894,34.72474108
PR40040,242.8639914,158.6659309,105.0287407,72.31275421,51.64909198,40.12663875,34.69829581
PR40041,248.5470314,159.1513719,104.7081103,73.01006392,52.49068799,40.58026672,34.36152453
PR40042,241.8941556,158.5234079,105.0356616,72.30556032,51.63364323,40.13545261,34.65997928
PR40043,244.9730871,158.5613273,104.492847,72.41537918,51.6023579,40.24035228,34.7038231
PR40044,240.8777847,158.1649313,104.4362215,72.51609969,51.9104097,40.54751103,34.68014536
PR40045,246.9292163,158.4503383,104.6194158,72.21999351,51.75333697,40.17845384,34.59604016
PR40046,249.6734134,158.2093947,103.9640893,72.81711634,52.28620699,41.0455945,34.33968275
PR40047,240.7647468,157.6559955,104.0686875,72.30228551,51.71093155,40.43992401,34.60426574
PR40048,228.0676267,160.5152568,104.1472928,71.24007321,49.62203153,40.52124298,34.29660485
PR40049,228.9002652,160.0379496,103.71267,70.58058568,50.05560174,40.53729888,34.41191242
PR40050,222.5082209,160.8141004,105.0794743,70.39397841,48.97382518,39.53086175,34.86683197
PR40051,223.8933575,160.5533669,104.7944683,70.37518357,49.09520031,39.58486152,34.83638061
PR40052,226.2339616,160.703515,104.5601586,70.24692899,49.21603499,39.47417212,34.80656244
PR40053,229.1849304,160.7840811,104.1570426,69.57046083,48.83955976,39.33335587,34.98477284
PR40054,233.5237443,159.956063,105.6414805,72.22048091,50.94823685,39.76392586,34.61823119
PR40055,246.6808794,157.4795802,103.5925806,72.09439587,51.54168641,40.555305,34.34624721
PR40056,242.6191656,156.5309392,103.845341,72.16846652,51.30342909,40.20481105,34.38136078
PR40057,239.2571865,158.2047092,104.2283891,72.42479041,51.53439713,40.62199107,34.33980883
PR40058,238.4186628,158.7535196,105.2244535,72.1254333,51.22765627,40.25315951,34.58819054
PR40059,239.5395639,160.1935057,105.8441456,72.45175353,51.32251211,40.37450202,34.59081758
PR40060,242.9837964,158.7825566,104.7019801,71.39877734,51.15040046,40.67376164,34.68279708
PR40061,242.0038332,160.871092,104.9775745,71.58519395,51.12888922,40.63728673,34.71544437
PR40062,235.7167359,160.0894325,104.6564327,70.50773936,49.92263027,40.38317069,34.83268935
PR40063,234.9007418,161.0159917,104.8897939,70.45615773,49.52799169,40.15991832,34.58757424
PR40064,239.8737025,159.7542743,104.4050676,70.82118133,49.8200547,40.27440336,34.39533255
PR40065,222.9207859,160.3079304,104.0161861,70.02901749,49.11160423,39.71973405,34.77414438
PR40066,224.5568434,160.444349,104.2751322,69.39045703,48.69921119,38.85547299,34.92667128
PR40067,225.266187,160.8257878,104.3719403,69.96745774,48.99420871,39.33225591,35.00285359
PR40068,224.2511988,160.623375,104.706749,70.49287663,48.95739682,39.06861388,34.87885506
PR40069,224.8575463,160.0838161,104.2538166,70.14781685,49.14800768,39.30088961,34.81082743
PR40070,232.3340713,159.9959875,104.7042454,71.1151225,50.33236391,39.72972577,34.72147183
PR40071,251.0855548,156.479765,103.4614599,71.97188909,51.43990533,40.62985966,34.50540449
PR40072,250.4680384,157.2503256,103.6734955,72.19705891,51.54375222,40.74634124,34.38327541
PR40073,244.2425864,159.9538152,105.3790603,72.0903653,51.38147893,40.43814786,34.63162887
PR40074,230.6043083,156.3467167,102.6613848,71.69118758,49.88373485,39.78737279,33.91849421
PR40075,243.7664327,158.9245287,105.2231532,72.2874669,51.4653503,39.97752607,34.77459308
PR40076,246.4357945,157.3440445,104.024709,72.49914539,52.15530607,40.80945811,34.12178753
PR40077,244.5150464,157.7397215,103.5724032,72.1151102,51.53113301,40.20269135,34.64671335
PR40078,243.9239234,158.5946955,105.0204609,72.37177673,51.60136915,40.36863432,34.66619418
PR40079,242.8011874,158.3667861,104.2169878,72.39296117,51.7270465,40.77299957,34.52974539
PR40080,246.340304,157.527323,104.0944076,72.15257836,51.97930686,40.80920632,34.57881928
PR40081,225.5189213,160.3110048,103.7320817,70.60376005,49.51960199,40.25356641,34.30515677
PR40082,225.6047624,160.3931305,104.5662962,69.72237071,49.0298953,39.56506577,35.10709791
PR40083,232.678091,159.8923773,104.3571917,70.90629332,49.46758426,40.14719065,34.57457265
PR40084,222.093384,160.8512922,104.6703953,69.70725922,48.70334517,38.9488518,35.00606377
PR40085,230.7854075,159.2449028,104.3718818,70.85595028,49.62900649,40.11667767,34.56976728
PR40086,223.5773933,160.0968977,104.9862458,70.61066792,49.1204377,39.38427741,35.02022918
PR40087,233.3533814,159.9779778,104.4624162,71.28478987,50.16173227,40.56832158,34.48768551
PR40088,228.933859,160.0260213,104.2671492,70.09295767,49.1583727,39.80525724,34.56580308
PR40089,230.7827064,160.272657,104.1610222,71.40175672,50.27119698,40.60895755,34.4303214
PR40090,231.5843147,160.2869527,104.6444449,70.81492528,49.50206321,39.49756663,34.74611192
PR40091,236.7469438,159.5043036,104.6305709,71.79219207,51.30165196,40.43723106,34.41298641
PR40092,240.6879226,160.067488,104.7526354,72.44502693,51.48799199,40.88437473,34.32875789
PR40093,245.1493314,159.7308534,105.1564396,71.33379186,50.6595799,40.01593439,34.6841375
PR40094,244.810015,160.0782488,105.2485253,71.47620971,50.91289219,40.06472118,34.55731256
PR40095,241.9026911,159.192594,105.0993615,71.7593255,51.10362658,39.96745021,34.75405652
PR40096,237.6936057,160.0806164,105.1544648,71.85465229,51.33382739,40.49897661,34.58520514
PR40097,240.7663234,159.5803415,105.5650761,72.04004623,51.1725278,39.9759474,34.71138746
PR40098,240.5075258,159.9418312,105.6548426,72.23615064,51.39965264,40.13127645,34.6705011
PR40099,244.1431568,159.1189863,105.3583417,72.28623369,51.86524183,40.70216353,34.65863938
PR40100,240.5578937,159.2778365,105.0181549,71.94109331,51.72670099,40.60465953,34.63910997
PR40101,250.3886275,159.7365801,105.0868781,73.04791252,52.33445966,40.84157762,34.44510216
PR40102,242.1012623,158.6494581,104.649278,71.81670387,51.68804463,40.55867872,34.64099017
PR40103,243.6617543,158.7460406,105.1271941,72.21217365,51.64890749,40.41964437,34.67594466
PR40104,242.3504661,158.6999182,104.6934814,72.02239265,51.87152435,40.70928037,34.65427722
PR40105,241.9845586,158.7150801,104.638491,72.06532407,51.81287738,40.72063984,34.62322587
PR40106,247.7973085,158.9532021,104.3284529,72.98138633,52.22999561,41.28023739,34.39487957
PR40107,245.4230037,157.967194,104.4373875,71.77097404,51.80279913,40.46650746,34.68167558
PR40108,237.8397589,158.1062299,105.0297928,71.78676588,50.1641483,39.59274635,34.2212906
PR40109,250.2142735,158.2824687,104.1178445,72.79307901,52.24006106,41.48401948,34.24842889
PR40110,245.5838903,158.2354357,104.37096,72.07280921,51.8936985,40.75243295,34.66685904
PR40111,241.4958741,158.5543835,104.5479898,72.36581682,51.78250939,40.76486971,34.596319
PR40112,244.7221213,157.9266745,104.7603102,72.28695844,51.73296065,40.36820302,34.68755458
PR40113,243.4758415,157.6515765,104.0694876,72.25061215,51.73910544,40.69916931,34.6518701
PR40114,243.6142432,158.0257441,103.9271355,72.31761896,51.69425513,40.66826282,34.58674492
PR40115,248.5819369,158.452615,104.4921509,72.4049409,51.47706592,40.45406151,34.47509641
PR40116,250.3301085,157.3912771,103.9430906,72.15125299,51.66800768,40.58074642,34.6221505
PR40117,251.1710102,156.984739,103.4838274,72.31472812,51.73273542,40.58745308,34.30319761
PR40118,250.9433056,156.6534021,103.5120026,71.98679013,51.49189592,40.60587271,34.54342609
PR40119,251.4161616,156.8523577,103.5664337,72.13384173,51.55832864,40.68551843,34.4771667
PR40120,250.8411374,157.0352326,103.5340637,72.14520456,51.4906757,40.66560079,34.3650733
PR40121,251.3296447,156.7185641,103.3819813,72.25882669,51.68814741,40.63059157,34.25494033
PR40122,257.6080351,156.6415171,103.7114622,72.30736416,52.21440482,41.0138449,34.30060463
PR40123,246.1163968,157.8914925,104.5533623,72.24809494,51.50161319,40.6096215,34.62902416
PR40124,244.8239992,158.8858278,105.0536103,72.42142087,51.61849875,40.64200302,34.58040498
PR40125,243.9845308,159.1576914,105.5108739,72.45480899,51.75341465,40.69119434,34.61420754
PR40126,243.658464,158.9360434,105.3346034,72.31056987,51.67270756,40.56581016,34.61604899
PR40127,239.7584027,159.5406779,105.0986031,71.80502289,51.14419693,40.45967399,34.72100918
PR40128,220.3552575,159.3567157,103.7816366,69.80512822,48.89927929,39.84306938,34.73015821
PR40129,223.8872432,159.6650162,104.1757899,69.96429855,49.09599147,39.39623639,35.10396619
PR40130,232.8722651,159.0594281,103.88389,70.48045447,49.4125384,39.80902614,34.33570439
PR40131,221.1829334,159.7446241,104.3369269,70.00510252,48.81793029,39.26818695,34.93126475
PR40132,229.0647839,159.4706499,103.9948557,70.81563801,49.31058205,39.85542927,34.45596461
PR40133,218.3685,160.2142708,104.2363049,70.32318906,48.90390442,39.5042135,35.07979635
PR40134,219.5469671,160.0087596,104.603552,69.99766617,48.77369762,39.08263253,35.01965023
PR40135,220.9966271,160.1626105,104.7282461,70.30536091,48.97917985,39.35602094,34.97140634
PR40136,222.3350844,159.6755183,103.9231677,70.28947645,49.55308316,40.07619637,34.93721156
PR40137,221.7677072,159.6092626,104.1973568,70.88757232,49.09615837,39.95858424,34.70956214
PR40138,220.8754688,160.0593992,104.3329998,69.92042591,48.9141129,39.10616887,35.0001998
PR40139,256.7523027,157.3898667,103.5597853,72.68931273,52.03466378,41.29475261,34.23252231
PR40140,246.1300408,158.1174103,104.1359457,72.2516671,51.88484923,40.68343936,34.6818948
PR40141,246.4279233,158.1757508,104.5002945,72.37223239,51.55762117,40.41103975,34.58524096
PR40142,258.7433827,157.3950641,103.6526542,72.70791794,52.2300199,40.98070156,34.15250495
PR40143,249.6833146,157.2180322,104.1832958,72.23051415,51.71539408,40.48146292,34.60408676
PR40144,250.6602031,156.9700477,103.7233131,72.27352194,51.84761392,40.72515156,34.52244364
PR40145,250.4042692,157.8176722,103.8904445,72.30655944,51.66475763,40.67845311,34.45941907
PR40146,251.3023928,157.1516906,103.7656582,72.32996851,51.80882975,40.76341465,34.53219463
PR40147,250.9644018,157.1376512,103.7835432,72.23184297,51.70869902,40.70825954,34.56109971
PR40148,250.8147933,157.3414504,103.7029747,72.2015754,51.61390999,40.66872273,34.46495003
PR40149,251.2418293,156.6127882,103.4489009,72.12435815,51.52025567,40.73531793,34.41934079
PR40150,238.8525265,159.6999382,104.9634652,70.98595198,50.51985523,40.25985946,34.75496796
PR40151,236.228292,159.7732143,105.2492778,70.93510477,50.27614806,40.26627132,34.69879253
PR40152,253.3446767,157.7992017,103.8638016,71.92624657,50.64352673,40.13681767,33.75468467
PR40153,238.7226405,156.4328532,103.2283954,72.07030506,50.79929537,40.52583689,34.149302
PR40154,248.9232898,159.6892884,105.270738,72.77932804,52.27411823,41.08604035,34.64676368
PR40155,245.423815,160.0038748,105.6225684,71.9229296,51.31443115,40.47874699,34.73185151
PR40156,238.1114442,159.8583634,104.9487768,71.66584306,50.80053961,40.63289191,34.52012294
PR40157,236.1507551,159.3709892,105.032187,70.75197663,50.05568637,40.12172582,34.7716975
PR40158,235.0619984,159.845743,105.1556729,70.88581933,49.95768732,40.28452178,34.69973294
PR40159,232.268343,159.3981302,104.2199389,70.21783078,49.62396514,40.0686074,34.96006954
PR40160,228.6106226,159.8445719,104.2475072,70.61791026,49.54007141,40.43762514,34.57089118
PR40161,227.9129926,159.6151963,104.2226302,70.39236738,49.51593391,39.9889066,34.70102325
PR40162,234.1005522,159.0669114,103.837856,70.875631,49.95025014,40.21702645,34.46147649
PR40163,224.2319667,159.4327053,104.2769355,70.24101419,49.29136232,39.74469215,34.82520318
PR40164,235.5635544,159.2514373,104.1033464,70.73811062,49.68173863,39.98562902,34.38645746
PR40165,222.7925372,159.6234121,104.2908006,70.09223051,49.2169441,39.83079219,34.79691083
PR40166,233.028612,159.5091978,104.042608,70.7781747,49.54651701,40.01922977,34.38150947
PR40167,226.1522915,159.8404638,104.3911996,69.86431415,49.20527475,39.97863033,34.97767577
PR40168,232.2178794,159.298433,103.9419789,70.67970945,49.45605111,39.98828195,34.34244884
PR40169,223.3113426,159.9257249,104.4642318,70.00932557,48.95687113,39.55684638,34.9105518
PR40170,221.3843148,159.9969194,104.560607,69.89862713,48.84987581,39.58798811,34.92802344
PR40171,229.9088281,160.0348424,103.7439217,71.007216,49.35653749,40.32620072,34.46319593
PR40172,223.8647714,159.0400657,103.6808331,70.95004584,49.21206446,39.71125793,34.6034791
PR40173,219.9492332,159.3043399,104.3587417,70.15421539,48.89583249,38.95205821,35.04335608
PR40174,225.4884127,159.6854546,104.0224274,69.76619593,49.16965649,39.42207672,35.17227142
PR40175,230.2982874,158.9891249,104.0829625,70.7927641,49.54350803,39.92173257,34.56907266
PR40176,221.0687798,159.425221,104.3521243,70.01831749,48.95369402,39.07104454,35.01975923
PR40177,225.8217714,158.7351655,103.766027,71.02350463,49.39896648,39.74773402,34.65074089
PR40178,225.5151523,159.7920911,104.1757291,70.28583667,49.44652127,39.46821228,35.12505542
PR40179,228.1460865,159.2586265,103.636918,70.86174865,49.8822964,40.2306011,34.47603288
PR40180,224.1335477,159.8385933,104.7860705,70.48983966,49.29257158,39.59713644,35.00028813
PR40181,233.2173561,159.0210502,104.2826259,71.23729191,50.06074789,40.15278427,34.59799614
PR40182,228.9160501,159.7061373,104.070286,70.58915384,50.09200437,39.96141555,34.98337815
PR40183,240.3858234,160.4277787,104.563375,69.93654702,49.68667323,39.83576575,34.71066652
PR40184,231.4045588,160.3636845,104.664281,70.82446173,50.12736391,39.9616709,34.7956181
PR40185,240.0083119,159.4701538,104.2915544,70.17507297,50.17982972,40.23791454,34.68892762
PR40186,240.247509,160.5583194,105.0383759,71.33055257,50.66392089,40.03358526,34.77887616
PR40187,238.7459775,159.3242395,105.0194065,71.55793731,50.90426078,40.00069475,34.85601247
PR40188,240.2063322,160.3749287,105.433568,71.8901138,51.08122367,40.02178492,34.73823424
PR40189,241.3230257,160.3747475,105.5858217,72.21362852,51.35406881,40.15647634,34.70000898
PR40190,238.6713995,158.5948511,104.7545764,72.09873697,51.81114633,40.09874955,34.69498977
PR40191,243.4784337,159.8373679,105.6609087,72.47861603,51.81088857,40.25787525,34.69911782
PR40192,245.6070592,158.2771709,104.0837896,72.83325788,52.70225765,41.24656708,34.25579421
PR40193,242.5476508,157.4470557,104.0756092,72.50863076,51.38296792,40.21236686,34.46629622
PR40194,244.1323815,157.6796301,104.2325425,72.15632587,51.37559938,39.95589073,34.54760771
PR40195,241.2804918,157.1250827,103.7126124,72.32782387,51.73469539,40.52498486,34.55645006
PR40196,248.296779,157.4652414,103.8208477,72.02026833,51.17582238,39.98283513,34.36338479
PR40197,248.8507574,156.2825613,103.2605402,72.0267235,51.51971378,40.25119291,34.39885434
PR40198,246.1019992,156.9994723,103.5859836,72.02113393,51.16307802,39.99571702,34.40894389
PR40199,246.0352065,156.0339832,103.3364652,71.9268092,51.2503134,40.14157691,34.35065852
PR40200,246.278813,157.0193528,103.672926,72.01441538,51.08978829,39.98753048,34.39368522
PR40201,244.6604069,157.3005527,103.8255393,71.92401316,51.03365606,40.03020774,34.32594111
PR40202,245.1675587,156.9767534,103.8183601,71.79859515,51.05342883,39.91672023,34.50582673
PR40203,242.160999,156.999794,103.9630254,72.10316614,51.26169163,40.06338114,34.46824354
PR40204,242.7368519,157.7724328,104.5343162,72.14849544,51.36675985,40.12943104,34.60161523
PR40205,245.9506425,158.4775054,104.3718007,72.76049708,52.11028822,40.49856033,34.22252917
PR40206,241.6736526,158.1330898,104.9771352,72.38352813,51.648617,40.34721747,34.63989995
PR40207,240.0863947,158.5642578,105.0763174,72.36835948,51.60760981,40.27021701,34.67103166
PR40208,239.0805483,160.1726533,105.3793446,72.51577388,51.84707563,40.56414311,34.6709196
PR40209,243.5293057,159.7503685,104.8595644,72.99010066,52.52366486,41.0175454,34.27662764
PR40210,239.2741873,159.8545435,105.5534766,72.43930155,51.79469286,40.44658637,34.66119347
PR40211,238.4109388,159.6543537,104.9755281,71.33756456,51.01243041,40.42418132,34.67458616
PR40212,230.4921346,160.4503229,104.9643011,71.28027527,50.60260016,40.10546466,34.71541065
PR40213,229.219721,159.6543065,104.8104257,71.0277362,50.27700638,40.04294723,34.81233232
PR40214,239.2818317,160.3828738,104.5088982,71.60910104,50.45457503,40.34215938,34.47079994
PR40215,232.355175,160.2763941,105.2685341,70.76784818,49.82370596,39.94085117,34.81621248
PR40216,228.5614835,160.2674215,104.7467799,70.95863945,49.9249573,39.92247939,34.92292908
PR40217,235.3361822,159.9671396,104.4168139,71.47346731,50.00996588,40.1170487,34.45207668
PR40218,237.8194219,159.7651959,105.1022894,71.86160429,51.24663713,40.13862943,34.71990481
PR40219,236.1460796,160.0606823,105.270701,72.47209523,51.83280439,40.40327556,34.62122131
PR40220,242.5543988,159.1330091,104.7790225,71.98564378,51.96817403,40.67076367,34.63315854
PR40221,241.9563357,159.2791296,105.3918597,72.38660462,51.81755662,40.20835802,34.70919723
PR40222,240.733344,159.9586859,105.5527167,72.52129653,51.56361077,40.22012831,34.6485413
PR40223,239.5801968,159.4554919,105.4662526,72.54354503,51.62922342,40.19338134,34.63641971
PR40224,237.2864176,158.6770142,105.2814337,72.47041345,51.56573279,40.09208555,34.62086085
PR40225,240.3103399,158.6147464,104.4387473,72.50824116,51.79979385,40.69547705,34.57587979
PR40226,242.8791516,157.9251496,104.7236701,72.29332261,51.68945287,40.24449225,34.64391275
PR40227,239.1421824,157.5915883,104.0408772,72.44442596,51.94209167,40.76221029,34.57551656
PR40228,251.3030363,157.4567657,104.1429353,72.76075792,52.30309081,40.45197555,34.2477307
PR40229,237.8476462,158.3103844,104.6293262,72.27510297,51.20691544,39.98091764,34.5079351
PR40230,238.3708202,158.3698103,104.0015217,72.49499279,51.50754433,40.35717587,34.44659159
PR40231,238.9955507,157.4081199,104.2822602,71.98822613,51.170438,39.62977998,34.52556226
PR40232,244.7511183,157.3206464,103.9454413,71.98154698,51.23421105,39.87251422,34.51880545
PR40233,244.9550444,157.5009717,103.9761925,72.08662493,51.25023719,39.9345125,34.46763917
PR40234,244.0876885,156.469415,103.6985115,72.05100436,51.29254016,40.04399924,34.43637487
PR40235,248.0545286,157.5574588,103.7449333,72.03947268,51.21023973,40.10866537,34.31440524
PR40236,258.2619552,156.0680683,103.0350407,72.47466548,51.9800752,40.73100719,33.95488798
PR40237,245.7051213,157.2555162,103.6905562,72.02447532,51.07571692,39.99048272,34.36964444
PR40238,252.4662812,156.2280854,103.3285696,72.48640189,51.86372939,40.3323587,34.06600183
PR40239,243.9287601,157.1481043,104.0462896,72.22753495,51.67554511,40.60859534,34.3661025
PR40240,244.5028161,158.0185936,104.4601093,72.38782031,51.63869696,40.38417238,34.61072928
PR40241,240.2453312,159.5215635,105.3245777,72.59626406,51.61539727,40.40712107,34.60527708
PR40242,246.2170382,160.4070423,104.7801682,72.78155471,52.02737948,41.05238984,34.19612038
PR40243,236.7878905,160.5031269,105.6040379,72.24570491,51.48806791,40.43496647,34.68708359
PR40244,245.9314948,160.0385554,104.8181787,72.56337613,51.57131779,40.9331828,34.3541956
PR40245,241.3700883,160.6164668,104.4697488,71.88821272,51.03409095,40.66740958,34.39262348
PR40246,234.8360335,160.6356958,103.9325495,71.66967769,50.56750046,40.63689773,34.34559218
PR40247,235.619901,160.1203839,104.5350593,71.56826173,50.10998538,40.21388125,34.46156371
PR40248,234.6774356,160.1578137,104.2568527,71.67197824,50.13096475,40.11425405,34.37102389
PR40249,228.1444457,159.5557667,104.8926014,71.42594638,50.55072185,39.8721003,34.58793495
PR40250,236.5881218,158.8621274,105.3936912,72.27231345,51.46985361,39.99412507,34.67244482
PR40251,246.9172363,158.6289656,104.9241527,73.02392445,51.55369431,40.10662609,34.31629047
PR40252,237.4564018,157.9708343,104.3331499,72.42355531,51.68026819,40.3205175,34.57089946
PR40253,237.1045608,157.042151,104.3839308,72.17057368,51.26863488,39.84837694,34.56026413
PR40254,243.8193259,157.8397859,104.395524,72.34794565,51.52985238,40.11577385,34.56169071
PR40255,244.2451099,157.6747894,104.269076,72.34502396,51.49052449,40.1009507,34.53588764
PR40256,242.6058408,157.2516634,103.5106588,72.23567222,51.73598472,40.6258665,34.46652756
PR40257,244.6727009,156.9380961,103.33065,72.40335199,52.019619,40.7256598,34.32455829
PR40258,247.352791,157.6366523,103.966762,72.08254909,51.22457093,40.07647803,34.3569213
PR40259,252.6886085,156.4016767,103.4481186,72.49959416,51.9165894,40.26050476,34.05841306
PR40260,232.5404864,160.383587,104.7130314,71.31715176,50.4571643,39.81456023,34.71188308
PR40261,232.4677015,160.9366512,105.5068176,71.50192286,50.5347058,39.70888081,34.68003858
PR40262,233.7327641,160.2159909,105.4722629,71.67314107,50.63464731,39.57047789,34.6935759
PR40263,239.1506365,160.4190345,105.5596844,71.79160213,50.93906967,39.76270543,34.80097825
PR40264,249.3679549,160.907976,105.182437,72.75077604,52.1081849,40.43841812,34.45433882
PR40265,246.9319185,160.6732858,105.2702834,72.83113802,52.24672888,40.36010556,34.40793342
PR40266,239.3608004,159.4193479,104.9951328,72.37489052,51.6118684,39.93005916,34.78590529
PR40267,237.4463064,159.0418542,105.2493539,72.24166779,51.46621862,39.75567465,34.72478554
PR40268,239.1268992,158.7419175,104.5776995,72.36186095,51.64616229,40.06075563,34.73502673
PR40269,240.4799046,159.1908538,105.0677393,72.23302011,51.25661915,39.85355213,34.70712143
PR40270,241.7660938,158.9789994,104.8300846,72.16037552,51.20503787,39.84562728,34.6726125
PR40271,243.43554,158.6593887,104.458721,72.06632788,51.24483312,39.81396917,34.64550806
PR40272,245.1234812,158.065696,104.0116889,71.76242994,51.17249556,39.54840403,34.65775135
PR40273,245.8170155,158.2672125,104.0505212,71.92648522,51.24537633,39.74334356,34.60233785
PR40274,246.5318702,158.7347531,104.135647,72.08637846,51.20955395,39.88079151,34.54063066
PR40275,246.3395661,157.4748114,103.5749464,71.63174627,50.98878696,39.44900764,34.55528948
PR40276,245.570387,157.0469116,103.5056996,71.97008878,51.0325882,39.84484124,34.32110733
PR40277,245.2798742,157.8152858,103.8390528,71.85114709,50.88705961,39.79928875,34.37583224
PR40278,248.8626582,157.4234649,103.6600307,71.643312,51.05695711,39.77051112,34.54842841
PR40279,225.5576406,160.4389962,104.8370686,70.8943722,49.66683,39.95258961,34.76726658
PR40280,227.2755046,160.5945335,105.2035069,70.93101959,49.73543541,39.87285338,34.76525527
PR40281,236.3300201,159.8414253,104.3188793,71.20791659,50.55818523,40.14238099,34.33655129
PR40282,227.3477489,160.6081448,105.0851852,71.05738376,49.8009082,39.69170991,34.76590958
PR40283,228.8187349,160.6638984,105.3011173,71.1166616,50.16848638,39.85709886,34.64311108
PR40284,227.2117282,160.713889,105.2098749,71.26416855,49.85101912,39.55262096,34.5732682
PR40285,228.5991226,160.6141284,105.1892172,71.32634055,49.96093625,39.45926577,34.54925677
PR40286,228.7106072,160.5695462,105.7935461,71.93226876,50.88854876,39.70323877,34.62315762
PR40287,236.3699517,160.5981102,105.6626688,71.84897506,50.69993756,39.63552651,34.69048073
PR40288,244.9818869,160.7001999,105.2155211,72.76576223,51.93994525,40.3077636,34.38668777
PR40289,238.7014315,160.0192926,105.4814077,72.06593783,51.15160083,39.85212984,34.74494329
PR40290,239.2058591,160.6276631,105.7586102,72.13406658,51.01191123,39.7147322,34.76895406
PR40291,241.0139845,159.5927842,105.529579,72.31997583,51.41234113,39.83390635,34.80869875
PR40292,232.9790328,160.1651489,105.3211518,72.54625579,51.31151232,39.83883255,34.63041768
PR40293,241.5510105,160.0748944,105.5034937,72.37047988,51.49177151,39.86686319,34.79167952
PR40294,250.0754401,159.4864702,105.0621623,72.78596216,52.28635192,40.61417981,34.52427294
PR40295,239.5478415,159.9741429,105.4771549,72.43446068,51.23162812,39.880765,34.70791098
PR40296,237.3262986,158.7849695,104.6161975,72.30285288,51.63119092,40.26336497,34.64350701
PR40297,241.4826614,159.1399222,104.8596624,72.36394613,51.34350653,39.87889633,34.71417132
PR40298,238.4534536,158.6756701,104.8742381,71.95698294,51.14144422,39.54527259,34.7126796
PR40299,247.8099545,159.1928641,104.6786405,72.8383656,52.27581679,40.36975823,34.29242618
