ID,datetime,electricity_consumption
255,7/11/2013 15:00,204
256,7/11/2013 16:00,204
257,7/11/2013 17:00,198
258,7/11/2013 18:00,216
259,7/11/2013 19:00,219
260,7/11/2013 20:00,192
261,7/11/2013 21:00,201
262,7/11/2013 22:00,246
263,7/11/2013 23:00,246
264,7/12/2013 0:00,249
265,7/12/2013 1:00,204
266,7/12/2013 2:00,228
267,7/12/2013 3:00,228
268,7/12/2013 4:00,222
269,7/12/2013 5:00,231
270,7/12/2013 6:00,258
271,7/12/2013 7:00,243
272,7/12/2013 8:00,252
273,7/12/2013 9:00,288
274,7/12/2013 10:00,276
275,7/12/2013 11:00,294
276,7/12/2013 12:00,276
277,7/12/2013 13:00,264
278,7/12/2013 14:00,294
279,7/12/2013 15:00,267
280,7/12/2013 16:00,306
281,7/12/2013 17:00,228
282,7/12/2013 18:00,267
283,7/12/2013 19:00,258
284,7/12/2013 20:00,258
285,7/12/2013 21:00,294
286,7/12/2013 22:00,321
287,7/12/2013 23:00,348
288,7/13/2013 0:00,360
289,7/13/2013 1:00,498
290,7/13/2013 2:00,468
291,7/13/2013 3:00,432
292,7/13/2013 4:00,369
293,7/13/2013 5:00,342
294,7/13/2013 6:00,366
295,7/13/2013 7:00,354
296,7/13/2013 8:00,372
297,7/13/2013 9:00,366
298,7/13/2013 10:00,327
299,7/13/2013 11:00,333
300,7/13/2013 12:00,309
301,7/13/2013 13:00,264
302,7/13/2013 14:00,255
303,7/13/2013 15:00,264
304,7/13/2013 16:00,282
305,7/13/2013 17:00,258
306,7/13/2013 18:00,243
307,7/13/2013 19:00,270
308,7/13/2013 20:00,303
309,7/13/2013 21:00,318
310,7/13/2013 22:00,342
311,7/13/2013 23:00,282
312,7/14/2013 0:00,225
313,7/14/2013 1:00,213
314,7/14/2013 2:00,225
315,7/14/2013 3:00,219
316,7/14/2013 4:00,207
317,7/14/2013 5:00,201
318,7/14/2013 6:00,195
319,7/14/2013 7:00,192
320,7/14/2013 8:00,213
321,7/14/2013 9:00,225
322,7/14/2013 10:00,198
323,7/14/2013 11:00,225
324,7/14/2013 12:00,207
325,7/14/2013 13:00,210
326,7/14/2013 14:00,213
327,7/14/2013 15:00,213
328,7/14/2013 16:00,195
329,7/14/2013 17:00,222
330,7/14/2013 18:00,195
331,7/14/2013 19:00,207
332,7/14/2013 20:00,204
333,7/14/2013 21:00,186
334,7/14/2013 22:00,204
335,7/14/2013 23:00,201
336,7/15/2013 0:00,189
337,7/15/2013 1:00,213
338,7/15/2013 2:00,210
339,7/15/2013 3:00,192
340,7/15/2013 4:00,183
341,7/15/2013 5:00,195
342,7/15/2013 6:00,204
343,7/15/2013 7:00,207
344,7/15/2013 8:00,207
345,7/15/2013 9:00,210
346,7/15/2013 10:00,195
347,7/15/2013 11:00,204
348,7/15/2013 12:00,210
349,7/15/2013 13:00,192
350,7/15/2013 14:00,222
351,7/15/2013 15:00,207
352,7/15/2013 16:00,195
353,7/15/2013 17:00,210
354,7/15/2013 18:00,216
355,7/15/2013 19:00,216
356,7/15/2013 20:00,219
357,7/15/2013 21:00,195
358,7/15/2013 22:00,210
359,7/15/2013 23:00,243
360,7/16/2013 0:00,219
361,7/16/2013 1:00,222
362,7/16/2013 2:00,210
363,7/16/2013 3:00,210
364,7/16/2013 4:00,198
365,7/16/2013 5:00,204
366,7/16/2013 6:00,207
367,7/16/2013 7:00,198
368,7/16/2013 8:00,189
369,7/16/2013 9:00,210
370,7/16/2013 10:00,219
371,7/16/2013 11:00,213
372,7/16/2013 12:00,234
373,7/16/2013 13:00,243
374,7/16/2013 14:00,228
375,7/16/2013 15:00,216
376,7/16/2013 16:00,219
377,7/16/2013 17:00,249
378,7/16/2013 18:00,252
379,7/16/2013 19:00,288
380,7/16/2013 20:00,255
381,7/16/2013 21:00,273
382,7/16/2013 22:00,273
383,7/16/2013 23:00,264
384,7/17/2013 0:00,324
385,7/17/2013 1:00,327
386,7/17/2013 2:00,348
387,7/17/2013 3:00,246
388,7/17/2013 4:00,240
389,7/17/2013 5:00,237
390,7/17/2013 6:00,213
391,7/17/2013 7:00,240
392,7/17/2013 8:00,231
393,7/17/2013 9:00,222
394,7/17/2013 10:00,234
395,7/17/2013 11:00,210
396,7/17/2013 12:00,189
397,7/17/2013 13:00,225
398,7/17/2013 14:00,222
399,7/17/2013 15:00,213
400,7/17/2013 16:00,213
401,7/17/2013 17:00,216
402,7/17/2013 18:00,198
403,7/17/2013 19:00,207
404,7/17/2013 20:00,222
405,7/17/2013 21:00,201
406,7/17/2013 22:00,216
407,7/17/2013 23:00,210
408,7/18/2013 0:00,213
409,7/18/2013 1:00,186
410,7/18/2013 2:00,204
411,7/18/2013 3:00,189
412,7/18/2013 4:00,204
413,7/18/2013 5:00,204
414,7/18/2013 6:00,207
415,7/18/2013 7:00,204
416,7/18/2013 8:00,198
417,7/18/2013 9:00,237
418,7/18/2013 10:00,237
419,7/18/2013 11:00,228
420,7/18/2013 12:00,228
421,7/18/2013 13:00,213
422,7/18/2013 14:00,192
423,7/18/2013 15:00,192
424,7/18/2013 16:00,204
425,7/18/2013 17:00,222
426,7/18/2013 18:00,189
427,7/18/2013 19:00,201
428,7/18/2013 20:00,201
429,7/18/2013 21:00,228
430,7/18/2013 22:00,198
431,7/18/2013 23:00,198
432,7/19/2013 0:00,201
433,7/19/2013 1:00,231
434,7/19/2013 2:00,216
435,7/19/2013 3:00,201
436,7/19/2013 4:00,216
437,7/19/2013 5:00,204
438,7/19/2013 6:00,210
439,7/19/2013 7:00,207
440,7/19/2013 8:00,213
441,7/19/2013 9:00,204
442,7/19/2013 10:00,198
443,7/19/2013 11:00,204
444,7/19/2013 12:00,195
445,7/19/2013 13:00,198
446,7/19/2013 14:00,204
447,7/19/2013 15:00,213
448,7/19/2013 16:00,201
449,7/19/2013 17:00,204
450,7/19/2013 18:00,216
451,7/19/2013 19:00,189
452,7/19/2013 20:00,210
453,7/19/2013 21:00,222
454,7/19/2013 22:00,222
455,7/19/2013 23:00,198
456,7/20/2013 0:00,195
457,7/20/2013 1:00,189
458,7/20/2013 2:00,216
459,7/20/2013 3:00,192
460,7/20/2013 4:00,207
461,7/20/2013 5:00,222
462,7/20/2013 6:00,195
463,7/20/2013 7:00,222
464,7/20/2013 8:00,189
465,7/20/2013 9:00,204
466,7/20/2013 10:00,213
467,7/20/2013 11:00,219
468,7/20/2013 12:00,240
469,7/20/2013 13:00,231
470,7/20/2013 14:00,213
471,7/20/2013 15:00,222
472,7/20/2013 16:00,249
473,7/20/2013 17:00,270
474,7/20/2013 18:00,246
475,7/20/2013 19:00,267
476,7/20/2013 20:00,264
477,7/20/2013 21:00,282
478,7/20/2013 22:00,294
479,7/20/2013 23:00,306
480,7/21/2013 0:00,342
481,7/21/2013 1:00,339
482,7/21/2013 2:00,225
483,7/21/2013 3:00,225
484,7/21/2013 4:00,228
485,7/21/2013 5:00,216
486,7/21/2013 6:00,219
487,7/21/2013 7:00,216
488,7/21/2013 8:00,237
489,7/21/2013 9:00,216
490,7/21/2013 10:00,225
491,7/21/2013 11:00,228
492,7/21/2013 12:00,210
493,7/21/2013 13:00,231
494,7/21/2013 14:00,204
495,7/21/2013 15:00,228
496,7/21/2013 16:00,246
497,7/21/2013 17:00,282
498,7/21/2013 18:00,315
499,7/21/2013 19:00,354
500,7/21/2013 20:00,342
501,7/21/2013 21:00,360
502,7/21/2013 22:00,384
503,7/21/2013 23:00,405
504,7/22/2013 0:00,402
505,7/22/2013 1:00,354
506,7/22/2013 2:00,258
507,7/22/2013 3:00,243
508,7/22/2013 4:00,231
509,7/22/2013 5:00,222
510,7/22/2013 6:00,246
511,7/22/2013 7:00,261
512,7/22/2013 8:00,276
513,7/22/2013 9:00,303
514,7/22/2013 10:00,243
515,7/22/2013 11:00,228
516,7/22/2013 12:00,240
517,7/22/2013 13:00,258
518,7/22/2013 14:00,222
519,7/22/2013 15:00,249
520,7/22/2013 16:00,231
521,7/22/2013 17:00,231
522,7/22/2013 18:00,243
523,7/22/2013 19:00,198
524,7/22/2013 20:00,225
525,7/22/2013 21:00,216
526,7/22/2013 22:00,207
527,7/22/2013 23:00,213
528,7/23/2013 0:00,192
529,7/23/2013 1:00,216
530,7/23/2013 2:00,210
531,7/23/2013 3:00,198
532,7/23/2013 4:00,204
533,7/23/2013 5:00,201
534,7/23/2013 6:00,189
535,7/23/2013 7:00,207
536,7/23/2013 8:00,198
537,7/23/2013 9:00,204
538,7/23/2013 10:00,204
539,7/23/2013 11:00,216
540,7/23/2013 12:00,201
541,7/23/2013 13:00,198
542,7/23/2013 14:00,192
543,7/23/2013 15:00,216
544,7/23/2013 16:00,207
545,7/23/2013 17:00,210
546,7/23/2013 18:00,189
547,7/23/2013 19:00,216
548,7/23/2013 20:00,219
549,7/23/2013 21:00,201
550,7/23/2013 22:00,207
551,7/23/2013 23:00,216
744,8/1/2013 0:00,228
745,8/1/2013 1:00,231
746,8/1/2013 2:00,216
747,8/1/2013 3:00,240
748,8/1/2013 4:00,228
749,8/1/2013 5:00,216
750,8/1/2013 6:00,237
751,8/1/2013 7:00,210
752,8/1/2013 8:00,240
753,8/1/2013 9:00,240
754,8/1/2013 10:00,249
755,8/1/2013 11:00,228
756,8/1/2013 12:00,237
757,8/1/2013 13:00,201
758,8/1/2013 14:00,225
759,8/1/2013 15:00,210
760,8/1/2013 16:00,231
761,8/1/2013 17:00,210
762,8/1/2013 18:00,204
763,8/1/2013 19:00,213
764,8/1/2013 20:00,249
765,8/1/2013 21:00,237
766,8/1/2013 22:00,249
767,8/1/2013 23:00,270
768,8/2/2013 0:00,288
769,8/2/2013 1:00,273
770,8/2/2013 2:00,279
771,8/2/2013 3:00,300
772,8/2/2013 4:00,270
773,8/2/2013 5:00,258
774,8/2/2013 6:00,240
775,8/2/2013 7:00,252
776,8/2/2013 8:00,258
777,8/2/2013 9:00,243
778,8/2/2013 10:00,255
779,8/2/2013 11:00,252
780,8/2/2013 12:00,252
781,8/2/2013 13:00,255
782,8/2/2013 14:00,213
783,8/2/2013 15:00,231
784,8/2/2013 16:00,228
785,8/2/2013 17:00,216
786,8/2/2013 18:00,204
787,8/2/2013 19:00,225
788,8/2/2013 20:00,255
789,8/2/2013 21:00,282
790,8/2/2013 22:00,246
791,8/2/2013 23:00,258
792,8/3/2013 0:00,288
793,8/3/2013 1:00,603
794,8/3/2013 2:00,273
795,8/3/2013 3:00,237
796,8/3/2013 4:00,222
797,8/3/2013 5:00,237
798,8/3/2013 6:00,210
799,8/3/2013 7:00,231
800,8/3/2013 8:00,243
801,8/3/2013 9:00,222
802,8/3/2013 10:00,258
803,8/3/2013 11:00,216
804,8/3/2013 12:00,237
805,8/3/2013 13:00,222
806,8/3/2013 14:00,231
807,8/3/2013 15:00,246
808,8/3/2013 16:00,264
809,8/3/2013 17:00,315
810,8/3/2013 18:00,378
811,8/3/2013 19:00,372
812,8/3/2013 20:00,399
813,8/3/2013 21:00,501
814,8/3/2013 22:00,525
815,8/3/2013 23:00,528
816,8/4/2013 0:00,561
817,8/4/2013 1:00,648
818,8/4/2013 2:00,507
819,8/4/2013 3:00,504
820,8/4/2013 4:00,450
821,8/4/2013 5:00,396
822,8/4/2013 6:00,291
823,8/4/2013 7:00,288
824,8/4/2013 8:00,288
825,8/4/2013 9:00,300
826,8/4/2013 10:00,318
827,8/4/2013 11:00,270
828,8/4/2013 12:00,246
829,8/4/2013 13:00,222
830,8/4/2013 14:00,243
831,8/4/2013 15:00,234
832,8/4/2013 16:00,237
833,8/4/2013 17:00,222
834,8/4/2013 18:00,408
835,8/4/2013 19:00,378
836,8/4/2013 20:00,354
837,8/4/2013 21:00,363
838,8/4/2013 22:00,288
839,8/4/2013 23:00,255
840,8/5/2013 0:00,219
841,8/5/2013 1:00,252
842,8/5/2013 2:00,243
843,8/5/2013 3:00,261
844,8/5/2013 4:00,258
845,8/5/2013 5:00,258
846,8/5/2013 6:00,276
847,8/5/2013 7:00,282
848,8/5/2013 8:00,285
849,8/5/2013 9:00,297
850,8/5/2013 10:00,306
851,8/5/2013 11:00,291
852,8/5/2013 12:00,318
853,8/5/2013 13:00,312
854,8/5/2013 14:00,330
855,8/5/2013 15:00,348
856,8/5/2013 16:00,369
857,8/5/2013 17:00,381
858,8/5/2013 18:00,411
859,8/5/2013 19:00,402
860,8/5/2013 20:00,363
861,8/5/2013 21:00,387
862,8/5/2013 22:00,384
863,8/5/2013 23:00,411
864,8/6/2013 0:00,468
865,8/6/2013 1:00,408
866,8/6/2013 2:00,342
867,8/6/2013 3:00,294
868,8/6/2013 4:00,198
869,8/6/2013 5:00,210
870,8/6/2013 6:00,198
871,8/6/2013 7:00,219
872,8/6/2013 8:00,210
873,8/6/2013 9:00,234
874,8/6/2013 10:00,237
875,8/6/2013 11:00,234
876,8/6/2013 12:00,210
877,8/6/2013 13:00,207
878,8/6/2013 14:00,201
879,8/6/2013 15:00,219
880,8/6/2013 16:00,234
881,8/6/2013 17:00,210
882,8/6/2013 18:00,228
883,8/6/2013 19:00,222
884,8/6/2013 20:00,246
885,8/6/2013 21:00,222
886,8/6/2013 22:00,273
887,8/6/2013 23:00,279
888,8/7/2013 0:00,312
889,8/7/2013 1:00,294
890,8/7/2013 2:00,321
891,8/7/2013 3:00,306
892,8/7/2013 4:00,315
893,8/7/2013 5:00,345
894,8/7/2013 6:00,327
895,8/7/2013 7:00,339
896,8/7/2013 8:00,327
897,8/7/2013 9:00,318
898,8/7/2013 10:00,306
899,8/7/2013 11:00,333
900,8/7/2013 12:00,378
901,8/7/2013 13:00,342
902,8/7/2013 14:00,336
903,8/7/2013 15:00,342
904,8/7/2013 16:00,348
905,8/7/2013 17:00,324
906,8/7/2013 18:00,270
907,8/7/2013 19:00,300
908,8/7/2013 20:00,420
909,8/7/2013 21:00,519
910,8/7/2013 22:00,546
911,8/7/2013 23:00,498
912,8/8/2013 0:00,426
913,8/8/2013 1:00,414
914,8/8/2013 2:00,342
915,8/8/2013 3:00,348
916,8/8/2013 4:00,333
917,8/8/2013 5:00,375
918,8/8/2013 6:00,396
919,8/8/2013 7:00,366
920,8/8/2013 8:00,315
921,8/8/2013 9:00,345
922,8/8/2013 10:00,324
923,8/8/2013 11:00,294
924,8/8/2013 12:00,249
925,8/8/2013 13:00,234
926,8/8/2013 14:00,237
927,8/8/2013 15:00,213
928,8/8/2013 16:00,207
929,8/8/2013 17:00,216
930,8/8/2013 18:00,201
931,8/8/2013 19:00,240
932,8/8/2013 20:00,228
933,8/8/2013 21:00,303
934,8/8/2013 22:00,375
935,8/8/2013 23:00,336
936,8/9/2013 0:00,276
937,8/9/2013 1:00,288
938,8/9/2013 2:00,330
939,8/9/2013 3:00,399
940,8/9/2013 4:00,387
941,8/9/2013 5:00,408
942,8/9/2013 6:00,429
943,8/9/2013 7:00,420
944,8/9/2013 8:00,453
945,8/9/2013 9:00,429
946,8/9/2013 10:00,429
947,8/9/2013 11:00,426
948,8/9/2013 12:00,450
949,8/9/2013 13:00,372
950,8/9/2013 14:00,306
951,8/9/2013 15:00,264
952,8/9/2013 16:00,282
953,8/9/2013 17:00,276
954,8/9/2013 18:00,276
955,8/9/2013 19:00,297
956,8/9/2013 20:00,222
957,8/9/2013 21:00,225
958,8/9/2013 22:00,246
959,8/9/2013 23:00,225
960,8/10/2013 0:00,213
961,8/10/2013 1:00,228
962,8/10/2013 2:00,219
963,8/10/2013 3:00,228
964,8/10/2013 4:00,249
965,8/10/2013 5:00,252
966,8/10/2013 6:00,225
967,8/10/2013 7:00,228
968,8/10/2013 8:00,255
969,8/10/2013 9:00,270
970,8/10/2013 10:00,273
971,8/10/2013 11:00,285
972,8/10/2013 12:00,267
973,8/10/2013 13:00,270
974,8/10/2013 14:00,273
975,8/10/2013 15:00,282
976,8/10/2013 16:00,264
977,8/10/2013 17:00,282
978,8/10/2013 18:00,270
979,8/10/2013 19:00,297
980,8/10/2013 20:00,309
981,8/10/2013 21:00,288
982,8/10/2013 22:00,288
983,8/10/2013 23:00,318
984,8/11/2013 0:00,312
985,8/11/2013 1:00,318
986,8/11/2013 2:00,303
987,8/11/2013 3:00,327
988,8/11/2013 4:00,309
989,8/11/2013 5:00,321
990,8/11/2013 6:00,312
991,8/11/2013 7:00,327
992,8/11/2013 8:00,267
993,8/11/2013 9:00,456
994,8/11/2013 10:00,351
995,8/11/2013 11:00,255
996,8/11/2013 12:00,240
997,8/11/2013 13:00,201
998,8/11/2013 14:00,183
999,8/11/2013 15:00,204
1000,8/11/2013 16:00,186
1001,8/11/2013 17:00,207
1002,8/11/2013 18:00,177
1003,8/11/2013 19:00,189
1004,8/11/2013 20:00,204
1005,8/11/2013 21:00,186
1006,8/11/2013 22:00,198
1007,8/11/2013 23:00,213
1008,8/12/2013 0:00,195
1009,8/12/2013 1:00,207
1010,8/12/2013 2:00,183
1011,8/12/2013 3:00,192
1012,8/12/2013 4:00,192
1013,8/12/2013 5:00,186
1014,8/12/2013 6:00,189
1015,8/12/2013 7:00,183
1016,8/12/2013 8:00,201
1017,8/12/2013 9:00,201
1018,8/12/2013 10:00,204
1019,8/12/2013 11:00,225
1020,8/12/2013 12:00,198
1021,8/12/2013 13:00,234
1022,8/12/2013 14:00,243
1023,8/12/2013 15:00,258
1024,8/12/2013 16:00,240
1025,8/12/2013 17:00,237
1026,8/12/2013 18:00,252
1027,8/12/2013 19:00,246
1028,8/12/2013 20:00,234
1029,8/12/2013 21:00,246
1030,8/12/2013 22:00,243
1031,8/12/2013 23:00,264
1032,8/13/2013 0:00,252
1033,8/13/2013 1:00,264
1034,8/13/2013 2:00,258
1035,8/13/2013 3:00,258
1036,8/13/2013 4:00,279
1037,8/13/2013 5:00,276
1038,8/13/2013 6:00,243
1039,8/13/2013 7:00,276
1040,8/13/2013 8:00,282
1041,8/13/2013 9:00,267
1042,8/13/2013 10:00,276
1043,8/13/2013 11:00,300
1044,8/13/2013 12:00,279
1045,8/13/2013 13:00,297
1046,8/13/2013 14:00,288
1047,8/13/2013 15:00,300
1048,8/13/2013 16:00,267
1049,8/13/2013 17:00,312
1050,8/13/2013 18:00,324
1051,8/13/2013 19:00,318
1052,8/13/2013 20:00,318
1053,8/13/2013 21:00,312
1054,8/13/2013 22:00,216
1055,8/13/2013 23:00,198
1056,8/14/2013 0:00,186
1057,8/14/2013 1:00,207
1058,8/14/2013 2:00,195
1059,8/14/2013 3:00,210
1060,8/14/2013 4:00,210
1061,8/14/2013 5:00,210
1062,8/14/2013 6:00,216
1063,8/14/2013 7:00,210
1064,8/14/2013 8:00,225
1065,8/14/2013 9:00,225
1066,8/14/2013 10:00,216
1067,8/14/2013 11:00,216
1068,8/14/2013 12:00,222
1069,8/14/2013 13:00,207
1070,8/14/2013 14:00,207
1071,8/14/2013 15:00,252
1072,8/14/2013 16:00,255
1073,8/14/2013 17:00,249
1074,8/14/2013 18:00,225
1075,8/14/2013 19:00,216
1076,8/14/2013 20:00,228
1077,8/14/2013 21:00,264
1078,8/14/2013 22:00,279
1079,8/14/2013 23:00,300
1080,8/15/2013 0:00,300
1081,8/15/2013 1:00,321
1082,8/15/2013 2:00,366
1083,8/15/2013 3:00,378
1084,8/15/2013 4:00,336
1085,8/15/2013 5:00,306
1086,8/15/2013 6:00,348
1087,8/15/2013 7:00,324
1088,8/15/2013 8:00,333
1089,8/15/2013 9:00,378
1090,8/15/2013 10:00,399
1091,8/15/2013 11:00,450
1092,8/15/2013 12:00,471
1093,8/15/2013 13:00,501
1094,8/15/2013 14:00,501
1095,8/15/2013 15:00,498
1096,8/15/2013 16:00,459
1097,8/15/2013 17:00,429
1098,8/15/2013 18:00,459
1099,8/15/2013 19:00,489
1100,8/15/2013 20:00,561
1101,8/15/2013 21:00,528
1102,8/15/2013 22:00,582
1103,8/15/2013 23:00,579
1104,8/16/2013 0:00,576
1105,8/16/2013 1:00,555
1106,8/16/2013 2:00,540
1107,8/16/2013 3:00,549
1108,8/16/2013 4:00,513
1109,8/16/2013 5:00,534
1110,8/16/2013 6:00,516
1111,8/16/2013 7:00,498
1112,8/16/2013 8:00,504
1113,8/16/2013 9:00,504
1114,8/16/2013 10:00,534
