ID,electricity_consumption
1464,209.2276959
1465,221.3061805
1466,214.2060648
1467,229.2959607
1468,210.8457511
1469,247.6977566
1470,240.0430889
1471,216.8308337
1472,214.9721888
1473,225.5980323
1474,214.7090533
1475,222.4687278
1476,224.9105583
1477,225.3528561
1478,226.752101
1479,233.2424964
1480,225.6828183
1481,217.6181187
1482,224.303883
1483,225.8344639
1484,232.388624
1485,216.657569
1486,246.2802807
1487,236.1422713
2040,214.3628469
2041,211.935551
2042,208.8998442
2043,206.040693
2044,219.0237184
2045,203.6283354
2046,212.4615012
2047,221.9470243
2048,216.036453
2049,282.7880187
2050,214.7535511
2051,240.2047866
2052,279.5520441
2053,275.3039018
2054,286.0701893
2055,240.233768
2056,245.6623787
2057,258.4960971
2058,259.7598059
2059,232.060363
2060,245.806472
2061,249.2364013
2062,305.9678065
2063,307.0758954
2064,267.7059099
2065,297.5014154
2066,293.0928538
2067,299.2882378
2068,249.5699278
2069,300.4634267
2070,260.6340475
2071,304.4985056
2072,275.7681492
2073,308.0395726
2074,280.8358343
2075,270.7779742
2076,329.830662
2077,258.2452038
2078,287.0654391
2079,289.2235708
2080,266.0911442
2081,291.1073566
2082,292.9087857
2083,311.0756191
2084,316.7104882
2085,319.1848658
2086,309.4913213
2087,309.8316782
2088,305.4106583
2089,297.1294176
2090,351.5133805
2091,343.8658675
2092,341.5321982
2093,348.5408773
2094,332.2242104
2095,362.6520321
2096,305.1241541
2097,337.2820054
2098,342.1481503
2099,323.2458614
2100,299.6929358
2101,316.4837167
2102,364.8271567
2103,321.3483803
2104,329.2678687
2105,287.2287409
2106,333.9407968
2107,311.2196972
2108,275.3250748
2109,279.1153008
2110,289.598641
2111,293.6315529
2112,299.3727626
2113,335.1021737
2114,298.5881248
2115,323.6746864
2116,334.5367226
2117,355.4444551
2118,339.6637244
2119,346.8360184
2120,300.0208425
2121,330.2583322
2122,360.5867632
2123,335.3129872
2124,341.8989263
2125,340.2963746
2126,379.7669263
2127,342.0064285
2128,369.6043123
2129,351.5965196
2130,322.1593602
2131,293.9319598
2132,356.6454344
2133,337.728131
2134,352.4501086
2135,350.9818723
2136,357.1601698
2137,353.6224153
2138,340.5066284
2139,336.2380702
2140,339.5446143
2141,361.8600749
2142,329.936559
2143,341.9989632
2144,364.0195663
2145,378.0975769
2146,344.3584435
2147,329.4845192
2148,359.2944081
2149,375.449876
2150,382.8220456
2151,343.1261836
2152,360.4690017
2153,373.7587515
2154,341.1572079
2155,358.1330072
2156,338.9960295
2157,366.0454287
2158,380.9435952
2159,368.256487
2160,366.6119989
2161,385.6695802
2162,347.0819091
2163,345.8921179
2164,332.942826
2165,339.8801948
2166,321.1928415
2167,304.666186
2168,326.63451
2169,302.3775797
2170,290.5318224
2171,312.2608615
2172,294.1440905
2173,260.8823012
2174,282.265841
2175,328.3992066
2176,348.8696957
2177,344.1850353
2178,291.3514621
2179,296.5814651
2180,301.3329842
2181,278.2616741
2182,279.4531452
2183,326.483006
2184,315.2047268
2185,342.0501274
2186,361.5372214
2187,371.5945377
2188,342.3868469
2189,355.3676498
2190,318.9060868
2191,300.5908439
2192,321.6902987
2193,335.3770064
2194,327.6250855
2195,363.5277918
2196,305.0440582
2197,319.2761872
2198,287.3002718
2199,327.1379638
2200,279.5269709
2201,307.7157991
2202,311.2793997
2203,356.4660479
2204,359.912284
2205,351.862972
2206,352.4566358
2207,351.2785795
2760,255.3527624
2761,259.4071529
2762,250.9180902
2763,249.5592609
2764,282.7938857
2765,282.3093849
2766,317.3878514
2767,309.3094249
2768,315.3655397
2769,358.5605254
2770,279.7416712
2771,291.6130047
2772,273.4570857
2773,271.1787548
2774,243.6214307
2775,285.5631131
2776,261.3234465
2777,286.2854691
2778,270.025392
2779,272.118306
2780,279.84364
2781,293.5019853
2782,309.1199146
2783,282.9453946
2784,282.6693615
2785,354.6113608
2786,304.8202317
2787,293.0134596
2788,281.2357505
2789,272.816977
2790,234.8406265
2791,285.7096369
2792,292.9303813
2793,260.2300609
2794,249.0829664
2795,247.523317
2796,258.0513982
2797,242.3897372
2798,244.0513781
2799,258.7813159
2800,282.2883104
2801,277.7019958
2802,281.4643016
2803,267.2994622
2804,273.195422
2805,274.4166758
2806,259.7217113
2807,252.1425665
2808,261.0823991
2809,271.051703
2810,260.8769086
2811,271.6833506
2812,283.8949853
2813,282.3074109
2814,282.3702277
2815,276.409642
2816,257.8161114
2817,286.5785561
2818,263.538526
2819,284.2413365
2820,290.5508596
2821,262.3167048
2822,286.4790759
2823,277.5561322
2824,299.8540416
2825,278.7498489
2826,296.350339
2827,270.2548404
2828,276.2025175
2829,290.3471597
2830,289.7082466
2831,310.3738093
2832,306.7430803
2833,328.1745824
2834,346.1137018
2835,313.743485
2836,311.5195768
2837,328.83657
2838,332.8915784
2839,286.9529308
2840,359.3273459
2841,332.8088404
2842,325.9097625
2843,317.9126896
2844,341.0035326
2845,304.880713
2846,318.0826596
2847,319.6087222
2848,313.9375973
2849,305.2902841
2850,265.0875916
2851,305.3626124
2852,296.50537
2853,284.5830875
2854,329.5050324
2855,325.6730468
2856,336.7008779
2857,323.5580787
2858,324.4353236
2859,323.8529837
2860,326.309796
2861,310.4604076
2862,309.6480147
2863,310.1035009
2864,294.5186205
2865,296.587685
2866,314.5738217
2867,285.3679607
2868,284.26881
2869,265.0070992
2870,287.3575097
2871,290.5096874
2872,238.2824421
2873,275.1964749
2874,244.3489889
2875,233.4797334
2876,276.8758324
2877,236.2835753
2878,253.798051
2879,245.884393
2880,251.1591427
2881,265.290401
2882,242.8185746
2883,231.4214421
2884,232.4425786
2885,229.2939226
2886,253.4604631
2887,226.9304836
2888,229.706808
2889,230.4853352
2890,231.8016961
2891,245.5932293
2892,226.2798708
2893,248.3034974
2894,303.3593101
2895,234.8693473
2896,316.9109519
2897,303.9274645
2898,296.45489
2899,250.3779654
2900,250.6872181
2901,249.0885952
2902,265.3016612
2903,271.1243353
2904,269.7985075
2905,267.4722614
2906,255.650688
2907,237.5415839
2908,270.5706707
2909,274.2024362
2910,277.0596095
2911,253.342079
2912,271.5351895
2913,243.2479878
2914,250.2655084
2915,241.1506643
2916,319.8808646
2917,244.8758434
2918,294.9523172
2919,250.525875
2920,256.543315
2921,255.2977217
2922,248.1301753
2923,253.0443258
2924,262.3979392
2925,251.8956586
2926,255.3201518
2927,245.0998784
2928,235.5478981
2929,257.4713705
2930,249.427232
2931,242.9209124
2932,242.7109249
2933,234.7415826
2934,236.4475542
2935,251.7856672
2936,253.7651855
2937,264.5757467
2938,266.4937393
2939,269.9300814
2940,254.3460402
2941,253.410075
2942,262.7104083
2943,253.2517333
2944,277.2247313
2945,253.3877561
2946,252.57652
2947,247.8976534
2948,245.0261984
2949,254.1958019
2950,249.2931003
2951,267.4085215
3504,305.8725948
3505,308.0338668
3506,318.0362984
3507,317.6426516
3508,310.8916449
3509,296.555611
3510,307.8662715
3511,323.0552265
3512,314.7252325
3513,316.3613091
3514,315.207205
3515,334.3861274
3516,338.8069392
3517,345.7927391
3518,354.1114197
3519,327.3802512
3520,333.5485484
3521,341.803243
3522,335.942387
3523,340.5352262
3524,313.5546515
3525,323.6990892
3526,333.6083655
3527,337.77994
3528,313.9734898
3529,325.9459937
3530,311.3956353
3531,318.8027902
3532,330.2341551
3533,318.332809
3534,354.9509187
3535,342.6372261
3536,317.8521366
3537,341.2526864
3538,335.0643285
3539,345.4851767
3540,294.6011183
3541,294.6694527
3542,332.7017166
3543,313.3457359
3544,329.681209
3545,334.0798492
3546,343.9494298
3547,308.3699891
3548,313.8371393
3549,303.5750726
3550,336.9691412
3551,315.5438769
3552,329.0442291
3553,324.0334907
3554,309.6675946
3555,337.6339777
3556,336.5364157
3557,330.7527113
3558,321.3792311
3559,327.8089087
3560,316.0268139
3561,321.4063221
3562,357.16809
3563,352.4266131
3564,350.7929532
3565,325.3793094
3566,323.3463094
3567,336.985577
3568,371.1379674
3569,336.3478375
3570,350.9827992
3571,349.8225888
3572,342.8538429
3573,346.9227216
3574,337.6018738
3575,331.8511495
3576,341.1458018
3577,298.1794684
3578,325.31697
3579,312.3520166
3580,335.5837504
3581,337.0150209
3582,303.2391888
3583,302.1753004
3584,329.967921
3585,286.5283807
3586,291.012312
3587,307.7733315
3588,274.9785938
3589,292.2056285
3590,290.5547669
3591,218.2922636
3592,237.8684535
3593,248.3233484
3594,257.8925198
3595,244.0371964
3596,276.32755
3597,287.2154806
3598,233.0220076
3599,248.6912876
3600,256.1911006
3601,235.3469579
3602,240.4073925
3603,246.7456923
3604,226.535812
3605,237.6086266
3606,236.1650737
3607,226.607548
3608,238.5672769
3609,222.7013627
3610,252.3839836
3611,260.3213206
3612,242.6797258
3613,258.1515731
3614,285.6652212
3615,261.5318511
3616,250.2064178
3617,255.9718228
3618,246.6977086
3619,233.1807943
3620,237.2222063
3621,218.3616291
3622,229.6516367
3623,228.3142732
3624,235.7318875
3625,227.4316626
3626,214.6027982
3627,226.7128172
3628,215.9890516
3629,231.8402689
3630,245.8102899
3631,215.9034836
3632,245.2928117
3633,216.7406758
3634,256.9361364
3635,241.7188887
3636,237.9147423
3637,222.023616
3638,213.2994315
3639,208.4302008
3640,203.724522
3641,217.8558512
3642,224.8725397
3643,216.1240488
3644,230.3651389
3645,220.8184947
3646,226.3358542
3647,227.3794832
3648,235.4661753
3649,260.3452485
3650,281.6723715
3651,275.7585566
3652,257.0116289
3653,262.7220687
3654,301.2566999
3655,287.895647
3656,302.4084554
3657,275.4697241
3658,269.6212164
3659,240.045871
3660,256.7985319
3661,226.2433518
3662,236.8433526
3663,235.4759218
3664,229.1128189
3665,226.594445
3666,244.5104219
3667,231.6914082
3668,253.0338296
3669,253.021714
3670,223.1616994
3671,260.9287283
4224,272.1646497
4225,247.9272406
4226,247.6401997
4227,267.8020251
4228,253.8004067
4229,234.2917891
4230,237.0353996
4231,228.8715935
4232,221.2535397
4233,230.2398578
4234,244.3184396
4235,218.6733176
4236,228.2807299
4237,230.3031556
4238,224.4216164
4239,220.1221952
4240,223.6736914
4241,216.9092842
4242,235.1711948
4243,220.8788035
4244,229.7562492
4245,285.4384927
4246,257.5820475
4247,250.4391011
4248,281.0283568
4249,241.3285526
4250,259.9042059
4251,247.4517172
4252,300.4853084
4253,280.988106
4254,309.4948102
4255,275.6728184
4256,260.4373667
4257,290.2379001
4258,212.6056065
4259,206.0766118
4260,207.591719
4261,208.1699834
4262,236.1858766
4263,235.1460308
4264,245.0454376
4265,241.7097154
4266,236.9412455
4267,234.6645084
4268,240.1988649
4269,252.6263947
4270,243.967606
4271,317.5423309
4272,273.2715811
4273,287.8248822
4274,254.3852006
4275,259.9534938
4276,291.2653103
4277,263.0845038
4278,250.4311582
4279,306.0008821
4280,294.4528867
4281,257.7572443
4282,248.6696559
4283,329.4372872
4284,358.8786379
4285,330.8934132
4286,277.7129755
4287,370.3748107
4288,248.5564458
4289,249.3591634
4290,340.6350643
4291,304.860617
4292,280.8381024
4293,241.1010071
4294,243.089928
4295,247.0608398
4296,266.194601
4297,267.0973232
4298,264.5085551
4299,327.3401935
4300,310.2192885
4301,330.5266989
4302,273.4294989
4303,325.4223319
4304,336.3898284
4305,342.7319899
4306,360.8717752
4307,348.0915855
4308,313.654793
4309,377.5585988
4310,296.4010389
4311,359.3689158
4312,342.2775904
4313,340.5822773
4314,316.031678
4315,316.6828944
4316,333.7641105
4317,360.0919628
4318,330.3609125
4319,313.0234342
4320,341.9713345
4321,422.3025254
4322,303.631008
4323,355.1332131
4324,334.3838414
4325,313.5646834
4326,301.3406922
4327,252.8816693
4328,249.4686419
4329,336.9426933
4330,299.5470067
4331,298.0649282
4332,298.8540926
4333,348.7524822
4334,340.2816655
4335,368.5522873
4336,396.4849927
4337,331.6568939
4338,348.0633961
4339,332.1188983
4340,382.2863688
4341,364.016271
4342,375.4133117
4343,418.4344899
4344,366.6433718
4345,356.5689855
4346,353.7620083
4347,371.6512452
4348,377.6965084
4349,342.1693188
4350,365.2147033
4351,345.8589279
4352,299.641256
4353,309.2162777
4354,353.358669
4355,315.4416467
4356,393.369935
4357,363.5686963
4358,365.6189789
4359,361.1436887
4360,376.3969164
4361,343.1577219
4362,380.5650296
4363,378.6084385
4364,380.9063406
4365,393.4166128
4366,379.9420434
4367,328.6046468
4368,366.8539998
4369,355.7661306
4370,372.431637
4371,350.7990484
4372,330.8589916
4373,305.5792269
4374,354.9631907
4375,363.8039218
4376,331.945072
4377,357.2310708
4378,363.0647608
4379,370.8426881
4380,374.7435662
4381,366.6424403
4382,377.5849076
4383,369.5799525
4384,352.6450684
4385,373.4265046
4386,353.066254
4387,363.3269227
4388,362.6684655
4389,381.9004368
4390,358.5759296
4391,358.5868609
4392,371.0769342
4393,362.7049743
4394,391.5080809
4395,355.3879695
4396,333.8983305
4397,310.6024418
4398,315.6673501
4399,364.9898977
4400,390.0246206
4401,333.8613494
4402,278.5161276
4403,222.5547233
4404,240.0292652
4405,226.4090856
4406,250.0461685
4407,243.4560767
4408,247.7300992
4409,258.8586861
4410,244.7401292
4411,278.8914831
4412,232.0283217
4413,227.5625203
4414,310.796113
4415,325.2586419
4968,251.8021443
4969,238.4999823
4970,284.7314751
4971,270.9128833
4972,286.7892465
4973,288.1548855
4974,260.6082427
4975,282.6397583
4976,319.1782982
4977,289.9925464
4978,280.6379914
4979,252.5098352
4980,304.4891469
4981,254.0332083
4982,278.9680418
4983,279.1922886
4984,271.7251836
4985,305.0431877
4986,289.0327558
4987,291.2473867
4988,282.1420896
4989,289.4951362
4990,323.7475898
4991,295.7103229
4992,300.0240279
4993,299.8010335
4994,297.6484551
4995,318.9716905
4996,285.7437818
4997,295.1881767
4998,325.3419072
4999,294.2048279
5000,304.6433799
5001,317.8956106
5002,272.5375625
5003,277.9559076
5004,269.7238502
5005,342.5258782
5006,387.6653335
5007,287.9446598
5008,305.2219776
5009,279.9208018
5010,263.0450201
5011,384.1497934
5012,307.1481903
5013,345.9060383
5014,470.477075
5015,323.7435274
5016,400.8505257
5017,282.7417899
5018,290.9503996
5019,349.9456197
5020,285.6037113
5021,433.5902076
5022,280.1282451
5023,290.0016329
5024,324.646699
5025,255.3168642
5026,230.3014855
5027,248.5412769
5028,252.230736
5029,269.5123569
5030,229.1615084
5031,262.7934249
5032,234.2622976
5033,262.6085779
5034,252.6403447
5035,248.1304542
5036,262.112497
5037,245.5063693
5038,258.3643183
5039,269.9752965
5040,246.8465388
5041,230.4638293
5042,225.5937509
5043,227.809866
5044,239.8815962
5045,239.8624762
5046,236.7209025
5047,217.569743
5048,283.3276971
5049,268.2208364
5050,269.375156
5051,284.9694026
5052,270.3839047
5053,305.2762889
5054,287.5602956
5055,268.3140589
5056,291.1496717
5057,281.1410999
5058,276.958446
5059,292.2242071
5060,280.4079052
5061,282.7427904
5062,285.2065439
5063,292.2061798
5064,284.2904905
5065,297.8559582
5066,303.8692005
5067,309.6758752
5068,287.3096357
5069,303.1677232
5070,297.5007326
5071,313.1487644
5072,294.7958262
5073,296.8463184
5074,295.2976011
5075,297.7354443
5076,286.9670787
5077,292.3548334
5078,293.5533449
5079,264.9336576
5080,276.7572175
5081,298.5363924
5082,312.2116296
5083,318.4008791
5084,318.0083963
5085,295.9229268
5086,383.8779103
5087,309.6365851
5088,323.0241297
5089,314.8265196
5090,338.0364978
5091,303.0145147
5092,310.2882815
5093,318.3286441
5094,315.4037687
5095,321.8959035
5096,319.0307658
5097,321.6377409
5098,441.8849101
5099,312.0750632
5100,417.1178378
5101,416.7998476
5102,331.3328233
5103,395.5618136
5104,466.2587624
5105,313.2052824
5106,308.1984566
5107,318.5874458
5108,387.8192778
5109,391.1088995
5110,415.7529311
5111,416.0862562
5112,309.8444044
5113,402.5414123
5114,311.8128898
5115,299.9751302
5116,316.7802187
5117,321.2301802
5118,299.8541551
5119,307.2831888
5120,301.888531
5121,303.9739524
5122,298.5206271
5123,290.5484802
5124,222.1989593
5125,254.7486563
5126,250.40646
5127,256.8931538
5128,231.8413253
5129,263.8410643
5130,287.5357015
5131,292.8399005
5132,319.8491579
5133,269.5684647
5134,295.2449696
5135,309.6430092
5136,292.7409245
5137,282.9347546
5138,307.9671019
5139,303.5002156
5140,291.4175521
5141,288.1763523
5142,285.4116349
5143,307.9419071
5144,312.9121364
5145,296.9665349
5146,323.2375179
5147,329.7328868
5148,295.9351181
5149,307.8022646
5150,300.6916484
5151,301.1417815
5152,251.7819503
5153,290.5307668
5154,274.7144808
5155,317.7494443
5156,295.8541804
5157,281.2422802
5158,286.2868086
5159,304.2601581
5712,300.4242859
5713,292.4563581
5714,286.8502453
5715,288.554182
5716,304.1909072
5717,298.7978511
5718,302.138535
5719,299.6538777
5720,327.1423307
5721,304.9611893
5722,321.1151985
5723,317.7267233
5724,299.1287193
5725,281.603914
5726,278.8715704
5727,285.1886513
5728,243.0891105
5729,255.2897698
5730,260.0637224
5731,288.2327011
5732,293.7169075
5733,279.3377869
5734,265.6732595
5735,272.9307366
5736,280.8253649
5737,277.7654333
5738,285.8203749
5739,270.4956962
5740,287.0153572
5741,275.2065094
5742,282.3365093
5743,288.8830745
5744,286.5502032
5745,294.7195128
5746,286.628712
5747,309.2067662
5748,293.0971262
5749,253.5421293
5750,303.062515
5751,295.0692764
5752,285.3641867
5753,314.3088291
5754,292.8693611
5755,278.0978218
5756,288.3567583
5757,295.6372561
5758,298.2996049
5759,292.4314148
5760,301.9095721
5761,295.8989268
5762,282.4764274
5763,290.520692
5764,278.8850214
5765,299.4238912
5766,281.3826978
5767,293.1341365
5768,292.2873012
5769,314.0581833
5770,309.788055
5771,316.9050025
5772,287.4811221
5773,320.9036985
5774,304.055283
5775,268.6737963
5776,254.1377712
5777,262.5810916
5778,266.5097637
5779,262.9932414
5780,272.1140929
5781,279.9864849
5782,277.2372006
5783,298.7445483
5784,277.9456287
5785,269.2338964
5786,301.0884173
5787,294.6819376
5788,289.5184035
5789,289.253103
5790,278.404392
5791,269.3248777
5792,274.0726678
5793,305.2250463
5794,276.2380587
5795,291.9928427
5796,299.5164264
5797,279.0329507
5798,289.0009101
5799,289.4514695
5800,304.9890329
5801,337.3802737
5802,306.4062767
5803,267.8917295
5804,261.9114264
5805,271.8149053
5806,264.220535
5807,272.6904775
5808,276.0397084
5809,272.4763667
5810,303.8180225
5811,277.0635912
5812,278.2566533
5813,297.8135962
5814,283.2075088
5815,314.2246592
5816,297.0124204
5817,315.4316231
5818,295.0507698
5819,289.6817984
5820,300.881189
5821,296.1489749
5822,283.842036
5823,289.8073686
5824,283.5403428
5825,299.2001381
5826,323.4650549
5827,300.3423087
5828,286.8612587
5829,315.113373
5830,296.3742836
5831,298.5974284
6384,289.3571875
6385,288.0708422
6386,314.3294668
6387,350.1857038
6388,326.1765645
6389,327.7444962
6390,280.6934443
6391,311.5972374
6392,352.1741928
6393,310.0538401
6394,366.9387751
6395,367.502252
6396,381.5360388
6397,340.4547472
6398,319.890355
6399,310.5675286
6400,290.3191262
6401,298.010017
6402,267.4726341
6403,281.0724092
6404,311.5911136
6405,320.9066976
6406,311.9410017
6407,326.1520145
6408,317.2719183
6409,290.088372
6410,323.4028564
6411,322.0291788
6412,308.8739254
6413,292.4261214
6414,329.4885846
6415,315.6649514
6416,333.1433504
6417,309.2608776
6418,374.3281758
6419,363.2701808
6420,402.673068
6421,335.8788882
6422,407.3955245
6423,339.5528974
6424,318.4279449
6425,330.2679984
6426,384.8722946
6427,396.1450516
6428,326.6740538
6429,384.3227806
6430,380.0682775
6431,372.6613373
6432,372.5791415
6433,402.4718184
6434,341.5096526
6435,341.4014037
6436,344.8237977
6437,315.8030788
6438,295.1519808
6439,366.2772656
6440,330.8594922
6441,373.9391466
6442,387.6379859
6443,380.5387986
6444,310.2287162
6445,390.8203095
6446,310.9522519
6447,302.7164972
6448,291.5044221
6449,321.6931889
6450,274.8265547
6451,310.7933404
6452,271.6289841
6453,347.9789275
6454,377.2669187
6455,312.0764785
6456,334.3141325
6457,373.924651
6458,342.5837892
6459,363.9711589
6460,363.5594802
6461,359.9876486
6462,318.8227097
6463,365.8872492
6464,379.1047908
6465,375.9364861
6466,370.4401812
6467,392.9398482
6468,276.1233621
6469,391.7596917
6470,267.5825143
6471,306.4912337
6472,280.8700491
6473,315.9273896
6474,311.3585471
6475,271.2236916
6476,268.3129515
6477,327.5759921
6478,314.4428398
6479,275.340907
6480,326.4959065
6481,275.699259
6482,322.5229632
6483,395.1112416
6484,295.0483065
6485,311.9723705
6486,371.8018081
6487,383.4758945
6488,350.2330608
6489,316.9302041
6490,351.4561161
6491,374.0344037
6492,374.1665122
6493,371.7443706
6494,316.2373017
6495,376.1544432
6496,325.3101489
6497,365.1019138
6498,372.2593334
6499,394.9700358
6500,360.8273973
6501,378.2951034
6502,359.6583667
6503,290.2689151
6504,342.6544287
6505,273.8982797
6506,261.3156433
6507,366.8326225
6508,230.8887469
6509,215.0732861
6510,201.3293749
6511,200.4194889
6512,199.9854469
6513,208.1573985
6514,193.9009962
6515,182.9762174
6516,195.6726398
6517,184.3592833
6518,202.3378068
6519,195.4626745
6520,225.423513
6521,169.3775519
6522,173.9384456
6523,193.4592832
6524,172.4065371
6525,180.4080285
6526,224.1809055
6527,205.9854953
6528,215.8520592
6529,211.1792567
6530,209.8332576
6531,197.0814103
6532,184.0405097
6533,209.5303156
6534,196.4245737
6535,189.4636829
6536,191.5386717
6537,184.8030098
6538,175.6949719
6539,188.7832405
6540,198.0042554
6541,194.0105412
6542,189.5080478
6543,209.3634989
6544,199.0678786
6545,211.6717664
6546,217.9030622
6547,214.8535031
6548,200.2986201
6549,233.2010547
6550,235.8094821
6551,237.5393173
6552,244.3645509
6553,242.568669
6554,208.5155579
6555,226.571716
6556,217.3848686
6557,222.5125957
6558,204.295644
6559,228.4120371
