id,realtionship_status,industry,genre,targeted_sex,average_runtime(minutes_per_week),airtime,airlocation,ratings,expensive,money_back_guarantee,netgain
12941,4,3,4,2,40,1,39,0.027464672,1,2,0
22184,4,1,1,2,40,3,39,0.027464672,2,1,1
24973,1,1,1,2,40,3,39,0.027464672,1,2,0
3445,4,4,4,1,40,3,39,0.027464672,3,1,0
28862,6,4,1,1,40,2,39,0.027464672,1,2,0
62,1,1,1,2,40,1,39,0.027464672,1,2,0
23358,1,1,1,2,40,3,39,0.027464672,2,1,0
28741,2,2,1,2,3,2,39,0.027464672,3,1,0
28859,2,2,1,2,40,3,39,0.027464672,1,2,1
19068,4,3,1,2,20,1,39,0.027464672,1,2,0
3158,2,2,1,2,40,3,39,0.027464672,1,1,1
27104,2,2,1,2,60,3,39,0.027464672,3,1,1
3030,4,1,1,2,40,3,39,0.027464672,1,2,0
23729,2,2,1,2,50,3,39,0.057973411,1,1,0
14089,2,3,1,2,40,3,39,0.027464672,1,1,0
3478,4,3,1,1,40,1,39,0.027464672,1,2,0
8131,5,3,1,1,35,1,39,0.027464672,3,2,0
2927,2,2,1,2,45,3,39,0.027464672,3,1,0
26825,2,2,1,2,40,3,39,0.027464672,1,2,1
3901,4,1,1,1,70,1,39,0.027464672,2,1,0
18324,1,4,1,1,30,1,39,0.027464672,1,1,0
31577,2,2,1,2,40,3,39,0.027464672,1,2,0
21094,1,4,1,1,55,2,39,0.111239703,2,1,1
25341,4,5,1,1,40,3,39,0.027464672,2,1,0
5240,4,1,1,1,38,1,39,0.027464672,1,2,0
28311,4,3,1,1,40,1,39,0.027464672,3,2,0
21971,4,1,1,2,80,1,39,0.027464672,2,1,0
13270,5,4,1,1,35,3,39,0.027464672,1,2,0
11797,2,2,1,2,40,3,39,0.027464672,3,2,1
12658,4,3,4,1,38,3,39,0.027464672,1,1,0
17252,4,1,3,2,35,1,35,0.027464672,3,1,0
23449,4,1,1,2,40,1,39,0.027464672,3,1,0
16804,1,1,1,1,40,3,39,0.027464672,1,2,0
4552,2,2,1,2,40,1,39,0.027464672,2,1,1
2831,2,2,1,2,45,3,39,0.027464672,1,2,1
600,4,1,1,2,40,1,39,0.027464672,1,2,0
20590,4,5,3,2,40,1,35,0.027464672,1,1,0
14705,4,5,1,1,25,1,39,0.027464672,1,2,0
22835,4,4,1,1,40,1,39,0.027464672,3,2,0
4703,4,3,1,2,40,3,39,0.027464672,2,1,0
22647,2,2,1,2,40,1,39,0.027464672,1,1,1
2421,2,2,1,2,60,3,39,0.027464672,3,2,1
6024,4,1,3,1,40,3,39,0.027464672,1,2,0
15811,4,1,1,1,55,1,39,0.027464672,1,2,0
1689,2,2,1,2,65,3,39,0.09844101,1,2,1
6246,4,3,1,2,40,3,39,0.027464672,1,2,0
14287,4,1,4,2,46,3,39,0.027464672,1,2,0
23596,2,2,1,2,60,3,39,0.027464672,1,1,1
10939,4,1,1,1,40,3,39,0.027464672,1,2,0
25488,2,6,1,1,40,1,39,0.027464672,1,2,0
21844,2,2,1,2,40,3,39,0.027464672,1,2,0
21968,2,2,1,2,50,3,39,0.027464672,1,2,0
26192,1,1,1,2,60,3,39,0.027464672,1,2,0
2293,2,2,1,2,38,1,39,0.027464672,1,1,0
6094,2,2,1,2,70,3,39,0.027464672,3,2,1
29486,2,2,4,2,40,3,39,0.027464672,2,1,1
22253,4,3,1,2,20,1,39,0.027464672,1,1,0
18351,2,2,1,2,15,2,39,0.027464672,3,2,1
11228,4,3,1,2,40,3,22,0.027464672,2,1,0
9960,1,4,1,1,48,1,19,0.027464672,1,2,0
19329,2,2,1,2,40,3,39,0.027464672,1,2,0
23620,4,4,1,2,30,1,39,0.027464672,1,2,0
30297,2,2,1,2,50,3,19,0.027464672,1,2,0
27720,2,2,1,2,40,2,39,0.222469681,1,1,1
32351,1,1,1,2,40,3,39,0.027464672,1,2,0
24945,6,4,1,1,42,3,39,0.027464672,2,1,0
24375,3,5,3,1,45,3,30,0.027464672,1,1,0
30637,4,1,1,1,45,1,39,0.027464672,3,2,0
25822,4,1,1,1,45,3,22,0.027464672,2,1,1
18982,2,2,1,2,40,3,39,0.027464672,3,2,1
29836,1,5,1,1,80,3,39,0.027464672,1,2,0
9331,2,2,1,2,56,3,39,0.027464672,3,1,1
2207,2,2,1,2,40,2,39,0.027464672,1,2,0
22255,3,5,1,2,40,3,39,0.027464672,3,2,0
27522,2,2,1,2,40,3,39,0.054977972,1,1,1
22622,2,2,1,2,45,1,39,0.027464672,1,1,0
12514,4,5,1,2,40,1,39,0.027464672,1,2,0
17218,4,1,1,2,15,1,39,0.027464672,1,2,0
27324,2,2,1,2,40,3,19,0.027464672,2,1,0
1895,4,1,1,2,40,3,12,0.038658666,3,1,0
11663,2,5,1,2,40,3,39,0.027464672,3,2,0
20862,4,3,1,2,40,3,39,0.027464672,1,1,0
24816,2,2,1,2,84,3,39,0.027464672,1,2,1
3983,1,4,1,2,40,1,39,0.027464672,1,2,0
23143,2,2,1,2,40,3,39,0.027464672,2,1,1
12649,2,2,1,2,50,2,39,0.089882614,3,2,1
31185,2,2,1,2,50,3,39,0.027464672,1,2,0
2308,4,1,1,1,40,3,39,0.027464672,2,1,0
30030,4,5,1,1,50,3,39,0.027464672,1,1,0
662,2,2,1,2,40,3,39,0.027464672,3,1,1
4050,2,2,1,2,48,1,39,0.027464672,1,2,0
18347,4,3,1,1,20,1,39,0.027464672,2,1,0
27019,2,2,1,2,48,3,39,0.173579841,1,1,1
18546,2,2,1,2,40,3,39,0.027464672,1,1,0
5750,2,2,1,2,40,2,39,0.027464672,1,2,0
23719,4,1,1,2,25,1,39,0.027464672,1,2,0
14873,2,2,1,2,70,3,3,0.027464672,2,1,1
3799,4,3,1,1,40,1,39,0.027464672,3,2,0
17040,4,3,1,2,40,1,39,0.027464672,1,1,0
1326,4,4,1,2,40,3,39,0.027464672,1,2,0
8876,2,2,1,2,40,3,39,0.027464672,1,2,0
25395,2,6,1,1,40,1,39,0.054977972,1,1,0
21301,2,2,1,2,25,3,39,0.027464672,3,1,0
25529,2,2,1,2,40,3,39,0.027464672,1,1,0
30956,2,2,3,2,50,3,30,1,1,2,1
22439,2,2,1,2,45,3,39,0.027464672,2,1,1
2060,4,1,1,1,50,2,39,0.027464672,3,2,0
18092,2,2,1,2,50,3,39,0.027464672,1,2,1
7608,3,1,1,2,30,3,39,0.027464672,1,1,0
19617,2,2,1,2,50,3,39,0.027464672,1,2,0
6376,4,1,1,2,20,1,39,0.027464672,1,1,0
7442,2,2,1,2,50,3,39,0.027464672,2,1,1
22374,2,2,1,2,38,3,39,0.027464672,1,2,1
1406,2,2,1,2,60,1,39,0.027464672,2,2,1
10684,2,2,1,2,40,3,39,0.027464672,2,1,0
17723,2,2,3,2,40,3,36,0.027464672,1,2,1
13082,1,1,1,1,40,3,39,0.027464672,3,2,0
19898,2,2,1,2,40,3,39,0.027464672,1,2,0
19179,2,2,1,2,50,3,39,0.027464672,2,1,1
6129,2,2,4,2,12,1,19,0.027464672,3,1,0
29090,4,5,1,1,99,3,26,0.027464672,1,2,0
5404,4,1,1,2,40,2,39,0.027464672,1,2,0
16014,1,4,1,1,60,3,39,0.027464672,1,2,0
3867,1,1,1,2,40,3,39,0.027464672,1,2,0
7140,2,2,1,2,60,3,39,0.173579841,1,2,1
25151,2,2,1,2,40,3,39,0.027464672,1,1,0
26574,2,2,1,2,65,3,8,0.027464672,2,1,1
28444,2,6,1,1,72,3,39,0.027464672,2,1,0
16429,2,2,1,2,40,3,39,0.027464672,1,2,1
1758,1,1,1,1,40,3,39,0.027464672,2,1,0
24676,1,4,1,1,40,3,39,0.027464672,1,1,0
30986,4,4,1,1,42,1,39,0.027464672,3,2,0
5819,1,4,1,1,40,3,39,0.027464672,1,2,0
16494,4,3,1,2,20,1,39,0.027464672,3,1,0
17714,4,1,1,1,40,1,39,0.027464672,1,1,0
329,2,2,1,2,48,3,39,0.027464672,2,2,0
705,4,1,1,2,20,3,39,0.027464672,1,2,0
4575,4,3,4,1,40,1,39,0.027464672,3,2,0
2183,4,3,1,2,45,1,39,0.027464672,1,2,1
4514,4,3,4,1,40,1,39,0.027464672,1,1,0
24530,4,3,1,1,25,1,39,0.027464672,1,2,0
20213,2,2,1,2,40,3,39,0.027464672,1,2,1
9733,5,4,4,1,16,3,39,0.027464672,1,2,0
30409,4,3,1,2,30,1,12,0.027464672,1,2,0
13181,4,3,1,2,25,1,39,0.027464672,1,2,0
31509,4,3,1,1,40,1,1,0.027464672,1,2,0
13238,2,2,1,2,40,1,39,0.027464672,1,1,0
28033,1,1,1,2,35,3,39,0.027464672,3,1,0
32339,2,2,1,2,40,1,39,0.027464672,1,2,0
964,5,4,4,1,40,3,39,0.04177081,1,2,0
29703,2,2,1,2,40,3,39,0.027464672,2,1,0
3761,4,3,3,1,38,1,39,0.027464672,2,1,0
1366,2,2,1,2,50,3,39,0.09844101,1,2,1
19630,2,2,1,2,99,3,39,0.027464672,3,1,1
28706,2,6,1,1,40,3,39,0.027464672,3,1,0
30990,4,3,1,1,40,1,39,0.027464672,1,1,0
94,2,2,1,2,20,3,39,0.027464672,2,1,0
788,2,2,1,2,40,3,39,0.027464672,3,2,1
27310,2,2,1,2,32,3,39,0.027464672,2,1,0
12512,4,1,1,2,30,1,39,0.027464672,3,1,0
6715,2,2,1,2,40,3,39,0.027464672,1,2,0
15547,4,3,3,1,15,1,18,0.027464672,1,2,0
28355,2,2,1,2,40,3,39,0.027464672,2,1,0
13515,4,1,1,1,40,1,19,0.027464672,1,2,0
23866,1,4,1,1,32,3,39,0.027464672,1,2,0
11487,2,2,1,2,43,1,39,0.027464672,1,2,1
12501,6,1,1,1,40,3,39,0.027464672,1,2,0
6148,2,5,1,2,55,1,39,0.027464672,3,1,0
16249,1,1,1,2,40,1,39,0.027464672,1,1,0
18811,4,5,1,2,10,1,39,0.003695671,1,2,1
7254,2,2,1,2,40,1,39,0.027464672,1,1,0
17198,4,1,1,1,60,3,39,0.027464672,1,1,0
30535,2,2,1,2,40,3,39,0.027464672,1,1,0
7585,2,2,1,2,70,3,39,0.061075829,1,1,0
27176,4,1,4,2,40,3,39,0.027464672,3,1,0
19984,1,4,4,1,40,3,39,0.027464672,1,1,0
10641,2,2,1,2,50,3,39,0.027464672,3,2,0
5605,4,5,4,1,20,1,39,0.027464672,1,2,0
9878,2,2,1,2,40,3,39,0.027464672,3,2,1
14979,1,4,1,1,48,3,39,0.027464672,1,1,0
30486,2,2,1,2,40,3,39,0.027464672,2,1,1
30539,2,2,1,2,40,3,39,0.027464672,1,1,0
1513,2,2,4,2,30,3,39,0.027464672,3,2,0
19961,4,1,1,2,38,3,39,0.027464672,1,2,0
25079,2,2,4,2,40,3,39,0.027464672,1,2,0
6446,2,6,2,1,60,1,39,1,3,1,1
13534,2,2,1,2,48,3,39,0.027464672,1,2,1
10532,2,2,1,2,20,2,39,0.027464672,1,2,0
20139,2,6,1,1,12,2,39,0.027464672,1,2,0
14539,4,1,1,1,24,1,19,0.027464672,1,2,0
205,2,2,1,2,40,3,39,0.027464672,3,2,0
18025,2,2,1,2,50,3,39,0.027464672,1,2,1
23226,2,2,1,2,40,1,10,0.027464672,2,1,1
15370,4,3,1,1,35,1,39,0.027464672,1,1,0
27648,4,3,1,2,10,1,39,0.027464672,3,2,0
8383,2,2,1,2,50,1,39,0.027464672,3,2,0
14999,4,1,1,2,50,1,39,0.027464672,3,2,0
8917,2,2,1,2,40,1,39,0.027464672,1,2,0
25812,1,3,1,2,38,3,39,0.027464672,3,1,0
25172,4,3,1,1,40,1,39,0.027464672,3,2,0
10987,4,4,1,1,58,3,39,0.027464672,1,2,0
17921,2,2,4,2,40,3,39,0.064236601,1,2,0
13373,2,2,1,2,40,3,39,0.027464672,3,2,0
7488,4,3,1,2,38,1,39,0.027464672,3,1,0
11359,2,2,1,2,35,2,39,0.027464672,1,2,0
30182,5,1,1,1,45,1,31,0.027464672,3,1,0
4659,1,4,1,1,55,3,39,0.027464672,1,2,0
12985,5,1,1,1,55,3,39,0.027464672,1,1,0
16966,2,2,1,2,40,1,39,0.027464672,2,1,1
12060,2,2,1,2,40,1,39,0.027464672,1,1,0
3898,4,1,1,1,40,1,39,0.027464672,2,1,0
21838,2,2,1,2,45,3,39,0.102233936,1,1,1
22563,4,1,1,2,30,1,39,0.027464672,2,1,0
7701,4,5,1,2,40,1,39,0.027464672,3,2,0
2533,6,1,1,1,40,3,39,0.027464672,3,2,0
21450,2,2,2,2,8,3,39,0.027464672,2,1,0
20294,1,1,1,2,40,3,39,0.027464672,1,2,0
8887,5,1,1,2,30,3,39,0.027464672,3,2,0
13767,2,2,1,2,40,3,39,0.027464672,1,1,0
28871,6,1,1,1,12,2,39,0.027464672,1,2,0
28257,1,1,1,2,25,3,8,0.027464672,1,2,0
18332,2,2,1,2,40,3,39,0.027464672,3,2,0
6274,5,3,1,1,15,1,39,0.027464672,1,2,0
9925,2,2,1,2,50,1,39,0.027464672,1,1,0
29253,1,4,1,1,40,3,39,0.027464672,3,1,1
22398,4,1,1,1,55,1,39,0.027464672,3,2,0
26761,2,2,1,2,40,3,39,0.027464672,2,1,1
5866,2,2,1,2,40,3,19,0.027464672,3,2,0
17997,4,3,1,2,16,1,39,0.027464672,1,2,0
32299,2,2,1,2,18,3,39,0.027464672,1,2,0
416,2,2,1,2,40,3,28,0.027464672,1,1,0
9806,1,1,1,1,40,3,39,0.027464672,1,1,1
1919,1,4,4,1,35,3,39,0.027464672,1,2,0
19764,2,2,1,2,40,3,39,0.027464672,1,1,0
9049,2,2,1,2,40,3,39,0.027464672,1,2,0
26166,2,2,1,2,40,3,39,0.027464672,1,2,0
892,1,1,1,1,44,3,39,0.027464672,3,1,0
6331,1,4,4,1,40,3,22,0.027464672,1,2,0
1805,2,2,1,2,45,2,39,1,2,1,1
27004,2,2,1,2,40,1,39,0.027464672,2,2,0
9002,2,2,1,2,40,2,39,0.09844101,1,2,0
14901,2,2,1,2,40,1,39,0.027464672,2,1,0
24985,4,1,3,2,50,3,37,0.027464672,1,2,0
4117,2,2,1,2,20,2,39,0.027464672,1,1,0
19531,4,3,1,2,40,1,39,0.027464672,1,2,0
13151,2,2,1,2,40,3,39,0.027464672,1,2,0
9037,2,2,1,2,50,3,39,0.027464672,3,1,0
10445,2,2,1,2,40,2,39,0.027464672,3,2,0
2380,4,3,1,2,35,1,39,0.027464672,1,2,0
4108,4,3,1,2,16,1,39,0.027464672,1,2,0
8949,2,2,1,2,50,3,39,0.102233936,1,2,1
6386,1,1,4,1,40,3,19,0.027464672,1,2,0
2177,2,2,4,2,40,3,39,0.027464672,1,2,1
29875,2,2,1,2,40,3,39,0.027464672,1,2,0
15740,4,4,1,1,40,3,39,0.027464672,1,1,0
11145,2,2,1,2,8,2,39,0.041615203,1,2,0
17769,2,2,4,2,40,3,39,0.027464672,3,1,0
13488,2,2,1,2,45,3,8,0.027464672,1,1,1
14082,4,4,1,2,40,3,39,0.027464672,3,2,0
16667,4,3,4,2,48,1,39,0.027464672,1,1,0
18735,2,2,4,2,35,3,39,0.027464672,1,2,0
26116,4,1,1,1,50,3,39,0.027464672,3,2,0
27694,2,2,1,2,35,3,39,0.027464672,1,2,1
12049,1,1,1,1,10,2,39,0.027464672,1,1,0
10294,4,4,4,2,33,3,39,0.027464672,3,2,0
20379,1,1,1,2,40,3,39,0.027464672,1,2,0
15301,2,2,1,2,40,3,39,0.065471733,3,1,0
27818,2,2,4,2,50,3,39,0.027464672,1,1,0
27403,2,6,1,1,40,1,39,0.027464672,1,1,0
6029,2,2,1,2,40,3,39,0.027464672,1,2,1
5272,3,1,5,2,40,3,39,0.027464672,1,2,0
4322,2,2,1,2,90,3,39,0.173579841,1,1,1
19091,1,1,1,1,40,3,39,0.027464672,3,1,0
26217,2,3,1,1,15,3,39,0.054977972,3,1,0
3567,2,2,1,2,50,3,39,0.027464672,1,2,0
29251,2,2,1,2,40,3,39,0.027464672,1,1,0
31824,4,1,1,1,40,3,39,0.027464672,2,1,0
29570,2,6,1,1,30,3,39,0.027464672,2,1,0
1084,4,1,4,1,40,3,39,0.027464672,1,2,0
29868,1,4,1,1,40,3,39,0.027464672,2,1,0
30124,2,2,1,2,40,3,39,0.027464672,3,1,1
4762,2,2,1,2,40,3,39,0.027464672,1,2,0
13025,2,2,1,2,40,3,39,0.027464672,1,2,1
17952,4,1,1,1,48,1,39,0.027464672,3,1,0
25449,2,2,1,2,42,3,39,0.027464672,3,2,0
18816,4,5,3,2,35,1,39,0.027464672,1,1,0
15206,2,6,1,1,55,3,39,0.027464672,3,1,1
3304,4,3,1,2,40,1,39,0.027464672,1,1,0
12700,4,1,1,1,42,1,39,0.027464672,1,2,0
1124,2,2,1,2,65,1,39,0.027464672,1,1,0
14527,4,3,1,1,40,1,39,0.027464672,3,1,0
28128,2,2,1,2,55,3,39,0.027464672,3,2,0
22040,6,1,1,1,20,3,39,0.027464672,3,1,0
1268,2,2,1,2,40,3,39,0.027464672,3,2,1
21341,4,1,1,1,40,3,39,0.027464672,3,1,0
30473,2,2,1,2,40,3,39,0.027464672,2,1,1
18986,1,1,4,1,40,3,39,0.027464672,1,2,0
23019,2,2,1,2,50,3,39,0.027464672,1,2,1
29903,2,2,1,2,65,3,39,0.027464672,1,2,0
23732,2,6,1,1,8,2,39,0.027464672,1,1,0
23933,2,2,4,2,55,3,39,0.027464672,1,2,1
14049,1,1,1,2,40,3,39,0.027464672,3,1,0
31224,2,2,1,2,50,3,39,0.173579841,1,1,1
370,4,4,4,1,40,1,39,0.027464672,3,1,0
30669,2,2,1,2,60,3,39,0.027464672,3,1,0
16708,4,1,1,1,40,1,39,0.027464672,3,1,0
9839,4,1,1,2,40,1,39,0.027464672,1,2,0
21352,1,4,1,1,40,3,39,0.027464672,1,2,0
12865,2,2,1,2,5,2,39,0.027464672,2,1,0
15291,6,1,1,1,40,2,39,0.027464672,1,2,0
22043,2,2,1,2,68,3,19,0.173579841,3,1,1
24455,2,2,1,2,50,2,39,0.173579841,1,2,1
31939,1,1,4,1,26,3,39,0.027464672,3,1,0
263,2,2,1,2,45,3,39,0.027464672,1,2,1
14552,2,2,1,2,40,3,39,0.027464672,1,2,0
11741,2,2,1,2,50,3,39,0.027464672,1,1,0
20252,4,1,3,1,55,3,18,0.027464672,1,2,1
2220,4,1,1,2,40,3,39,0.027464672,1,2,0
8226,4,3,5,2,35,1,39,0.027464672,1,2,0
10129,6,1,3,1,40,2,39,0.027464672,1,1,0
17635,2,2,1,2,40,3,39,0.089882614,1,2,1
25642,2,2,1,2,40,3,39,0.027464672,3,1,1
21665,1,1,1,2,55,2,39,0.027464672,1,2,0
21472,2,2,1,2,45,3,39,0.027464672,1,2,0
1712,2,6,4,1,40,1,26,0.027464672,3,1,0
25536,2,2,3,2,40,3,35,0.027464672,1,1,0
11858,1,5,1,2,40,3,39,0.027464672,3,2,1
2637,6,1,1,1,40,3,39,0.027464672,1,2,0
20323,4,4,1,2,40,1,39,0.027464672,1,2,0
3485,1,1,1,1,35,3,39,0.027464672,1,1,0
30247,4,1,1,1,40,3,39,0.027464672,3,1,0
1349,2,2,1,2,45,3,39,0.027464672,1,2,1
29888,5,4,1,1,40,3,39,0.027464672,3,1,0
2473,4,3,1,2,40,1,39,0.027464672,3,2,0
787,2,2,1,2,40,3,26,0.027464672,1,1,0
4711,2,2,1,2,40,3,39,0.027464672,3,2,1
14430,4,1,1,2,40,1,39,0.027464672,1,1,0
29605,2,2,1,2,40,3,39,0.027464672,1,1,1
24609,4,3,1,2,5,1,39,0.027464672,3,1,0
17335,4,1,1,2,50,1,39,0.027464672,3,1,0
12517,4,3,1,1,16,1,39,0.027464672,1,1,0
29112,4,1,4,2,45,2,39,0.027464672,1,1,0
9949,4,1,1,1,40,3,39,0.027464672,1,2,0
22947,4,3,1,2,30,1,39,0.027464672,3,1,0
26271,2,2,1,2,40,1,39,0.027464672,1,2,0
1937,4,3,1,2,40,1,39,0.027464672,1,1,0
4888,4,5,1,1,22,1,39,0.027464672,1,2,0
28476,4,3,4,2,40,1,39,0.027464672,3,1,0
17813,4,3,1,2,10,1,39,0.027464672,3,1,0
19251,2,2,4,2,40,1,39,0.027464672,1,1,0
31776,1,1,4,1,40,3,39,0.027464672,1,1,0
5457,2,2,1,2,45,1,39,0.027464672,2,1,0
7653,2,2,1,2,40,3,39,0.027464672,2,1,1
19860,4,1,1,2,90,3,39,1,3,1,1
3390,1,5,1,1,40,3,39,0.027464672,3,1,0
19588,2,2,1,2,99,1,39,0.027464672,3,2,1
16221,2,2,1,2,40,3,39,0.027464672,1,2,1
12819,2,5,1,2,40,3,39,0.070120498,1,2,0
16578,4,3,1,1,15,1,39,0.027464672,3,1,0
30332,1,1,1,2,45,3,39,0.027464672,1,1,0
4410,4,1,1,2,50,1,39,0.027464672,1,2,0
4482,2,2,1,2,45,1,39,0.027464672,1,2,1
9174,4,3,5,2,40,1,33,0.027464672,3,1,0
23653,2,2,1,2,50,3,39,0.027464672,2,1,1
4754,2,2,1,2,70,3,19,0.29810451,1,1,1
1810,5,4,1,1,40,3,27,0.027464672,3,1,0
16133,4,1,1,2,40,3,39,0.027464672,3,2,0
15380,2,2,1,2,40,3,39,0.027464672,3,2,1
19109,2,2,1,2,65,3,39,0.027464672,3,2,0
12310,2,2,1,2,40,1,39,0.027464672,1,2,0
31362,2,2,1,2,25,2,39,0.027464672,2,1,0
11714,4,4,1,1,40,1,39,0.027464672,1,2,0
32331,4,1,4,2,40,3,39,0.027464672,1,2,0
23469,1,4,1,1,40,3,39,0.027464672,3,1,0
26943,2,6,1,1,10,3,39,0.027464672,1,2,0
12758,4,3,1,2,35,1,19,0.027464672,1,1,0
7634,2,2,1,2,40,3,39,0.027464672,2,1,1
23680,2,2,1,2,30,3,39,0.027464672,1,2,0
12490,4,3,1,1,30,3,39,0.027464672,1,1,0
32485,4,1,1,1,20,1,39,0.027464672,1,2,0
7425,2,2,1,2,25,2,39,0.027464672,2,1,0
23644,4,3,1,1,8,1,39,0.027464672,3,1,0
28552,2,2,1,2,55,3,39,0.027464672,1,2,0
29475,4,4,4,2,40,3,39,0.027464672,2,1,0
27035,1,1,1,2,40,1,39,0.027464672,1,2,0
8616,4,3,1,2,40,3,39,0.027464672,1,1,0
27710,1,4,1,1,24,3,39,0.027464672,1,2,0
20644,4,4,1,1,30,1,39,0.027464672,1,1,0
21948,2,6,1,1,40,3,39,0.057642745,1,2,0
9466,2,2,1,2,40,3,39,0.027464672,2,1,1
11303,4,3,4,1,24,1,39,0.027464672,1,2,0
7450,2,2,1,2,40,3,39,0.027464672,3,1,0
384,6,4,2,1,40,3,10,0.027464672,1,2,0
9483,5,4,1,1,40,3,39,0.027464672,1,2,0
21775,4,4,1,2,40,1,22,0.027464672,3,1,0
31076,2,2,1,2,40,3,39,0.027464672,1,1,0
11071,2,2,1,2,40,3,10,0.027464672,1,1,0
26588,2,2,1,2,50,3,39,0.027464672,1,1,0
14020,2,2,1,2,40,3,39,0.027464672,1,1,0
2164,4,5,1,1,40,1,39,0.027464672,1,1,0
23646,2,6,1,1,40,1,26,0.027464672,1,2,0
26783,2,2,1,2,60,2,10,0.027464672,1,1,0
25057,2,2,1,2,50,3,39,0.027464672,1,1,1
17734,2,2,1,2,40,3,39,0.027464672,1,2,1
29257,2,2,1,2,40,3,39,0.027464672,1,2,0
5303,2,2,1,2,45,3,39,0.027464672,1,2,0
