UniqueID,loan_default
731079,0.194559711
719048,0.41877499
654797,0.395377062
689189,0.32127685
720137,0.383265256
755456,0.252683266
726293,0.21051279
735185,0.388765532
755082,0.411800713
719369,0.335935237
696157,0.21947345
654131,0.22641334
656815,0.314224833
757029,0.201734697
673338,0.229725411
764929,0.251961037
743413,0.226838921
665039,0.33171978
742395,0.156483937
731100,0.261021477
719376,0.231387771
654491,0.275297489
719367,0.200697434
724758,0.302712837
672220,0.156108585
719111,0.356341933
740263,0.425116398
747778,0.369627448
665238,0.453879547
693374,0.314191421
673366,0.462116523
750783,0.407650663
708010,0.379493273
726274,0.23510869
686036,0.386623777
685614,0.128817262
730736,0.385934133
660279,0.452583713
744514,0.227389407
740218,0.210214508
671479,0.458933845
665166,0.131412123
680551,0.43524166
665032,0.160081161
744022,0.438380468
719757,0.424320805
749080,0.240856681
731697,0.233619583
672293,0.181160092
702068,0.385643848
730529,0.376570221
740573,0.255810213
755286,0.135168465
747249,0.350523503
735619,0.430703225
735572,0.338364087
702118,0.355976754
743749,0.180097255
713196,0.423845164
695693,0.414044739
720715,0.3492905
665047,0.163524334
660287,0.184828893
742295,0.198734841
662043,0.215366097
665028,0.388635678
740350,0.253660052
726266,0.175632914
656520,0.185245118
687532,0.302242269
672983,0.328784537
660218,0.136636689
672317,0.13350843
742862,0.326247667
740194,0.203966412
719261,0.265658716
755624,0.275229653
719258,0.179907758
742291,0.331167567
731111,0.324817113
748547,0.132687622
665224,0.325833345
735356,0.280796716
744932,0.326728091
719181,0.191914755
756186,0.426385878
735577,0.296731382
719247,0.374637747
660249,0.273632105
731114,0.373032259
689078,0.351988123
655531,0.410487172
655540,0.340433113
748454,0.368781761
709046,0.414922404
669264,0.345167767
719781,0.355420476
702271,0.253986001
654764,0.37977745
663158,0.167649159
707175,0.419189236
657596,0.125590847
669667,0.233237817
661823,0.422510891
661806,0.276801934
732908,0.216388393
665290,0.343297285
763465,0.306382045
665245,0.361785578
665183,0.391649332
763563,0.303344895
665195,0.140216319
724240,0.179550477
669674,0.226349817
700311,0.277696477
763736,0.212877251
672951,0.249594515
702822,0.254340871
745572,0.453819055
713383,0.234090177
733303,0.3824407
673223,0.220745442
745816,0.286691109
724978,0.437935019
735433,0.423535319
668800,0.211600046
751042,0.3743427
726358,0.431676531
689739,0.36182866
754254,0.189396137
713214,0.312838803
734877,0.476798417
674443,0.321520783
760989,0.185244616
688840,0.451011425
713738,0.449206354
673230,0.30843265
763187,0.372733359
671174,0.400572466
677099,0.397007263
731498,0.156930293
725543,0.412307453
692688,0.448132898
731681,0.107694558
754417,0.288406791
768625,0.42548043
690461,0.373010566
732198,0.444457181
751363,0.186235591
754168,0.3057293
753805,0.182314157
750703,0.294498936
760051,0.176197456
761542,0.397183888
684765,0.300642193
754377,0.404878596
666963,0.188329549
710450,0.256621772
686352,0.211582871
668757,0.21321382
709207,0.177258408
758471,0.170532762
741750,0.232579972
748789,0.428546625
715206,0.308844456
732122,0.352690603
747698,0.371422558
684554,0.200273416
656335,0.087912271
667455,0.108346582
753470,0.42673811
759073,0.302862238
709736,0.260890346
765702,0.286310401
657576,0.218555437
716103,0.302859312
706077,0.315754932
760206,0.155950592
706462,0.299917664
709521,0.405635325
706149,0.267224334
746636,0.3138712
710631,0.224725614
685386,0.416426116
742413,0.173827705
682109,0.237947462
683698,0.357141876
749335,0.207665913
681621,0.192455256
683374,0.208083616
677735,0.372985267
672766,0.187500382
672044,0.406671646
742234,0.185592985
769578,0.416061201
672367,0.125929858
665458,0.200476258
685292,0.42919181
666776,0.243263938
724616,0.18768904
749376,0.309067741
769312,0.250337455
681929,0.20031797
722221,0.362993362
763493,0.412213898
682640,0.366001311
764740,0.304367961
665625,0.393480165
769610,0.350577358
742677,0.330765781
672493,0.215027029
752650,0.194359969
665667,0.204773464
761540,0.277689047
667480,0.405520448
749386,0.360538815
672600,0.267151237
674062,0.387836966
702089,0.223884286
733602,0.20198779
733669,0.297206784
717222,0.377585985
702218,0.207612084
696298,0.358924623
751606,0.184044352
751199,0.325884133
709742,0.42803213
696550,0.154074616
696736,0.207231038
732696,0.312569986
728279,0.342961206
675798,0.145361443
747957,0.264649792
709468,0.287743075
734301,0.190608044
734175,0.182755315
733858,0.327265778
717951,0.305606461
697071,0.192279475
654861,0.357294448
716964,0.243108521
718886,0.185547423
732625,0.32777584
698246,0.2341834
717198,0.311822508
733798,0.17511545
747042,0.157044515
697188,0.174817966
738224,0.192287013
733735,0.548967975
747033,0.277440035
698088,0.369741497
747056,0.386107983
703547,0.300304922
747134,0.168112905
750271,0.164845383
655291,0.33423297
733327,0.332139393
747064,0.346146721
710847,0.188227232
746682,0.262313282
709847,0.279211271
675551,0.275366502
733282,0.169671796
669088,0.15335083
668956,0.328068891
724037,0.209290099
672794,0.185428389
742638,0.388519327
728065,0.321855136
664283,0.293582408
723634,0.320212292
714770,0.212494186
724016,0.334094571
740678,0.200377226
745664,0.208408815
723989,0.376140752
740783,0.157612063
724018,0.395408778
741927,0.171893929
740485,0.353454073
673162,0.368559295
760295,0.232504924
740659,0.488669864
752746,0.304117301
717384,0.379373288
762452,0.35315668
717201,0.36116835
732145,0.324975361
756011,0.265546519
740789,0.424234135
754816,0.372949292
759492,0.344671627
724614,0.279552169
671324,0.12528286
664084,0.353781153
741979,0.381920291
724102,0.193269249
737827,0.198091238
721970,0.209281627
752191,0.463806131
762298,0.32518117
714974,0.348139958
718763,0.409691778
736776,0.267289771
672900,0.231537977
735913,0.17945728
739402,0.347449567
750696,0.373198073
730514,0.188339817
662992,0.380092917
663740,0.235218125
719352,0.218813738
727744,0.323305723
759598,0.378382861
711847,0.339450295
720133,0.206400887
769104,0.298381606
764582,0.363104966
697393,0.353023902
677121,0.338401886
697996,0.360700051
759477,0.241393585
760279,0.246349717
753149,0.233897547
716937,0.369062545
769449,0.283701546
739172,0.328466052
730753,0.288120368
743859,0.402535933
760603,0.267411155
748317,0.511640458
741413,0.190320522
723227,0.360784415
758792,0.488904656
716529,0.253861027
759957,0.403633872
718159,0.433037612
762469,0.363037007
711993,0.375032334
741366,0.498169839
697547,0.397711936
669578,0.281145758
752554,0.370819473
746848,0.342871606
762621,0.434970915
663404,0.370962907
759630,0.285351939
744196,0.358548467
677214,0.210729065
759788,0.27762284
728216,0.248967728
695223,0.227488092
765619,0.199215888
745707,0.205757682
767131,0.225554352
744806,0.1930217
768885,0.2015524
746748,0.186687719
698385,0.203990709
761146,0.185511349
730896,0.138688834
727955,0.216157799
724681,0.286750172
744015,0.248102926
723232,0.248591664
735323,0.357848437
721346,0.251421537
729855,0.411138343
710652,0.213991021
716157,0.411380533
747585,0.333530533
753056,0.391188575
669389,0.348398546
727344,0.267938855
714569,0.355110631
742647,0.198977711
655855,0.22534493
708217,0.453025924
716220,0.343885887
755603,0.348428286
727755,0.283051799
674447,0.230694318
683341,0.246842342
754696,0.260221494
663907,0.374132836
719384,0.350498054
721230,0.355402954
699824,0.278189926
761059,0.256514548
741968,0.262820193
705073,0.246773219
716184,0.430096641
669594,0.344432127
671597,0.290660861
699587,0.378911837
718537,0.320232434
761106,0.324993449
670451,0.379925839
669346,0.242696118
670396,0.374861839
720926,0.224998937
753275,0.378403669
718395,0.379350323
669216,0.381910571
709691,0.405267663
670409,0.327455901
715826,0.218741555
754723,0.246287249
699519,0.247560513
670363,0.196049974
752984,0.363644244
755818,0.409523432
699651,0.208577849
671596,0.299165497
738990,0.173428656
663933,0.38715598
670425,0.38415888
700749,0.379675781
757721,0.413746625
731972,0.3469362
761113,0.40678577
754784,0.464395459
699898,0.235164745
747770,0.35611146
702081,0.330389345
656152,0.387383936
706126,0.401936363
663859,0.391945491
670377,0.201849946
719411,0.391614147
684454,0.347704198
732817,0.280375579
699504,0.352067016
699141,0.390094322
684696,0.141202024
752748,0.137320025
712145,0.220276861
735307,0.232889404
765081,0.288670608
732536,0.247435351
752103,0.04898589
748916,0.229297219
765025,0.218681623
729104,0.260126058
698683,0.369983538
674535,0.165541475
729148,0.168154054
765177,0.142316986
674186,0.340038723
728574,0.06426307
732139,0.238212472
699413,0.404499865
720671,0.181205698
704233,0.16593613
766680,0.138786581
760053,0.233910828
718828,0.247626778
663770,0.300540112
758162,0.385648107
754182,0.368741362
752742,0.214130119
703444,0.21212491
691716,0.247365846
755090,0.402560227
769250,0.208435277
738644,0.233321707
684657,0.126689673
685166,0.436474317
685167,0.387799138
718257,0.156183821
739011,0.317073271
758113,0.267092316
758178,0.419754748
762428,0.24414859
762527,0.245925523
753913,0.21771262
680347,0.18484428
666283,0.285513758
669816,0.270373445
711734,0.179486538
705172,0.340059806
691754,0.25416531
701757,0.295670043
692365,0.153720024
735022,0.278757323
692433,0.129138116
730103,0.290662527
741752,0.209363362
724391,0.249836723
692649,0.09431294
694869,0.358971942
668256,0.389128163
724488,0.394513359
694607,0.380392549
726238,0.331002875
691455,0.391197948
744130,0.21344642
726672,0.137714294
692578,0.384431736
692583,0.431700438
692659,0.384805645
746226,0.351803719
726714,0.323101779
692658,0.198776481
709757,0.406682997
730075,0.278587182
724584,0.271623844
762494,0.256432918
695078,0.116035944
690695,0.273229121
725553,0.286431587
673798,0.397769235
741180,0.392466183
730159,0.239530722
738483,0.245238037
677606,0.282626833
737030,0.387572924
689651,0.387206048
757561,0.223957609
716294,0.283388401
682224,0.360769508
680528,0.251138009
722592,0.382298865
697178,0.371449929
681773,0.196669284
751498,0.392323499
723428,0.267306605
710656,0.227930258
710936,0.360127333
680030,0.367215692
719576,0.11435042
754730,0.386657646
682127,0.228877627
682943,0.278248882
720005,0.237046536
718532,0.386392647
723459,0.38923666
752347,0.520421
720430,0.412934932
747148,0.237530965
721413,0.330164301
734099,0.392551567
761018,0.377640634
682993,0.305551097
709059,0.362448902
715828,0.205640832
711295,0.388513064
696840,0.376501199
696892,0.195434137
677178,0.207629876
708451,0.2827383
688783,0.369999927
751056,0.376563221
715935,0.181489866
761140,0.368011603
716043,0.29249186
692586,0.259190831
728556,0.303739996
720246,0.281556288
705052,0.339238055
711094,0.263723316
706867,0.190026127
708335,0.283850975
685331,0.176284674
748777,0.249465737
723701,0.313433061
700885,0.284516334
697315,0.209122704
694343,0.319227143
706492,0.408044471
768113,0.161776658
682180,0.191363053
694095,0.334222885
727522,0.393866828
728230,0.238243283
728736,0.412956737
765851,0.261601864
682921,0.285370443
677287,0.18654022
688856,0.393169727
721935,0.388513064
739769,0.301892844
711104,0.517817787
691653,0.3112301
738340,0.275223326
715838,0.334883321
752322,0.50484029
682066,0.246274278
697699,0.245831851
677211,0.165244287
746153,0.367921056
757563,0.348865596
700696,0.322849859
695229,0.206277774
688245,0.210962656
728118,0.179592947
687570,0.435704431
714917,0.199203068
707239,0.435753564
738572,0.298360974
729583,0.249849974
711185,0.231660225
695957,0.292349343
735856,0.253389217
739932,0.406685735
703834,0.321275302
766141,0.264194108
687731,0.310430461
687441,0.269355869
697209,0.446629591
753410,0.40067541
690761,0.222617488
735917,0.33904338
702792,0.301332287
714304,0.362218098
734794,0.344083843
703223,0.190340263
696915,0.162316867
735595,0.225912732
697742,0.26798231
758116,0.228271458
689932,0.496960661
688493,0.211979594
686805,0.456205761
711345,0.109548376
711276,0.13230532
714641,0.134647601
724950,0.339808
736614,0.326833639
723941,0.246274081
736734,0.289460963
714863,0.309659377
735434,0.457467227
736519,0.148245033
688429,0.360753895
729388,0.183421292
688719,0.445600474
713728,0.247131383
718139,0.187657516
716257,0.198923112
752531,0.13727527
712081,0.178071767
695178,0.257992036
714607,0.295114008
713742,0.299471227
714885,0.254877033
765686,0.25716094
700290,0.338191271
752581,0.44681938
735300,0.262983736
717476,0.406122012
725245,0.289460963
707231,0.25205761
697294,0.248972044
691564,0.136988587
718324,0.176941458
700303,0.209932458
728503,0.31298698
755797,0.263931683
713828,0.282346415
691645,0.439722992
728159,0.352735654
706912,0.311507412
713030,0.352835162
715454,0.228688121
718124,0.330200803
723711,0.179323131
742667,0.189433602
685523,0.334506852
759513,0.361828444
672047,0.289267249
675066,0.255978022
680108,0.228167908
728476,0.561523696
675613,0.292255666
723630,0.274521234
677615,0.20956503
670656,0.154118117
667297,0.354509065
706992,0.24719619
666296,0.226305612
737699,0.342200043
747391,0.28809867
670293,0.210918341
673564,0.329031367
714657,0.198049083
688768,0.200028807
667652,0.214420859
759188,0.242644191
673056,0.212289871
703639,0.182520523
703871,0.171751926
672229,0.19796949
714587,0.213655503
671182,0.193660131
706044,0.289639068
675731,0.284829755
676497,0.309175942
761808,0.317095506
717993,0.243263369
667147,0.251486463
708114,0.364476054
696806,0.217130764
695003,0.186024741
733539,0.18095318
734210,0.39363035
662385,0.29442833
726909,0.269334209
676448,0.153818895
658436,0.198004666
697797,0.250352725
745993,0.218535539
742105,0.188613387
721865,0.220443581
754603,0.207860357
668345,0.244635011
694704,0.219629346
663185,0.352718983
657421,0.225574234
717663,0.178219792
679809,0.210770825
699185,0.178265339
737448,0.300549664
750390,0.282958745
686325,0.207060854
660394,0.253418248
677295,0.130388875
686273,0.269885832
732079,0.251486463
757238,0.211943978
728395,0.178281014
701886,0.127056969
734182,0.286423339
750363,0.247579222
748516,0.265784444
734649,0.210948154
658596,0.298869151
660183,0.283403848
673975,0.30867284
679129,0.240734195
701848,0.21654143
729058,0.183135043
703155,0.25801752
750930,0.342257169
702881,0.3845677
677073,0.193107183
703190,0.130085081
700352,0.225826268
698921,0.237218445
739520,0.218490638
755088,0.397767863
699313,0.171453335
700115,0.218165503
698917,0.121947545
682954,0.337297226
760099,0.354322268
755979,0.3528472
722521,0.262754286
703333,0.142410107
716470,0.172715162
670829,0.287446952
685010,0.287989912
699025,0.120021455
675669,0.200308135
698705,0.184260657
673926,0.210005957
700124,0.383705332
663037,0.370323465
705700,0.416444368
756498,0.450508764
718331,0.446428271
734641,0.456331
739002,0.499770319
724282,0.516171944
689322,0.364784635
658292,0.460758785
738656,0.535596676
674254,0.561249114
738347,0.561522901
674342,0.458179703
723312,0.510675986
728135,0.52597893
655032,0.420296415
743398,0.501060295
759783,0.525365256
761008,0.509345316
661169,0.486237893
675257,0.530830771
759501,0.531399785
764950,0.473576292
765273,0.608311612
755881,0.594199488
711541,0.32950248
709980,0.453093061
733553,0.389738725
751945,0.37892741
681966,0.590962683
662652,0.509968118
659497,0.432705815
752616,0.45385057
661439,0.488596413
767316,0.462010754
660756,0.32093686
742827,0.457409509
750728,0.377823796
702609,0.602478526
747074,0.403033729
716194,0.513222401
750951,0.348277496
746832,0.522920125
703525,0.577710612
683185,0.417192639
662900,0.317453192
698318,0.498887811
676561,0.454026485
676826,0.566613853
715958,0.462850487
690095,0.330903149
747572,0.422576482
723188,0.316456237
757093,0.390359867
727606,0.522379465
688628,0.412333683
703543,0.555123286
722680,0.38636266
709131,0.409679436
674821,0.225177615
709487,0.353038951
686985,0.354779992
674813,0.387623901
764244,0.384618047
737417,0.280452499
754458,0.272495819
721290,0.225961486
710472,0.328274882
676088,0.423134989
694298,0.37737697
743048,0.299786073
679509,0.368662597
666775,0.273940257
747341,0.348523752
660782,0.422674179
665825,0.450375135
682219,0.22886179
674856,0.191846622
665855,0.430728509
667068,0.193881217
667065,0.231095535
759795,0.480096928
722555,0.230428992
737432,0.200872993
722878,0.249552027
698780,0.593622615
761825,0.427843981
718057,0.311296402
654390,0.380076759
698010,0.430869344
737471,0.237568257
766573,0.29840525
730844,0.443680342
736991,0.304078109
675045,0.379451794
667380,0.274071588
732263,0.271516228
743085,0.374530216
734495,0.19726011
747635,0.195894455
750835,0.216691878
751993,0.263267299
767653,0.255000269
761599,0.365067029
706168,0.465894921
663186,0.341066474
747081,0.497908266
660673,0.390596061
660741,0.23810129
715379,0.24186253
746149,0.411900709
709811,0.252143755
750704,0.377294383
747481,0.373714483
663574,0.245673763
716399,0.295570341
661160,0.293364136
698723,0.542210685
756036,0.386474274
663265,0.358603245
681203,0.371150696
763114,0.176893703
699481,0.448662785
683330,0.594720189
655989,0.543690699
662595,0.550973941
683239,0.542319873
668246,0.58264689
738847,0.387658868
691230,0.340451212
735353,0.450518092
767409,0.586534831
661612,0.416793296
736521,0.508942097
664378,0.511813596
692661,0.470810396
690035,0.394201466
723548,0.342090241
730605,0.399911322
719051,0.587811014
659976,0.390235697
755740,0.62309891
679790,0.584528916
663566,0.524159757
726850,0.383936611
763562,0.544669722
733873,0.429203885
761999,0.267231732
763565,0.390736281
690284,0.528301098
711807,0.413920725
753079,0.428021722
733659,0.561101119
692663,0.545881339
739754,0.535139328
730940,0.418068529
664388,0.415768805
740233,0.421886744
663042,0.57690032
740164,0.393098318
662513,0.356393537
761827,0.533646956
655921,0.554903577
667595,0.582782017
767391,0.526109606
723440,0.506653231
691155,0.344465761
676899,0.533428905
691060,0.302096761
730490,0.537189603
761848,0.595543122
743988,0.39994622
748534,0.50824664
676783,0.516878908
705891,0.395309518
713906,0.532716214
743167,0.480962801
726768,0.522425311
706016,0.366910634
753745,0.560579817
662588,0.595076525
657409,0.384166391
728741,0.513792097
668373,0.525059471
683100,0.476581792
710733,0.484686516
735464,0.534496219
664237,0.586983611
748525,0.545051591
763579,0.56478233
756060,0.530614902
726421,0.512452913
684607,0.460025524
701696,0.591054556
757031,0.561256597
692628,0.402409612
752962,0.371916703
692621,0.56187172
663085,0.408629023
705572,0.388898777
733800,0.373052702
735613,0.470017179
656158,0.306126036
705309,0.439404331
713904,0.169229749
662548,0.466107609
672127,0.193157598
700539,0.37439826
707089,0.25638146
662514,0.233193665
655940,0.378964389
713751,0.3577862
655778,0.272922007
655871,0.463907732
710055,0.522070392
697239,0.365682017
710314,0.444515649
674396,0.248446995
677359,0.302513885
674382,0.279407472
662475,0.365884325
672180,0.111859413
664341,0.237544762
675956,0.465203715
739006,0.520263921
738569,0.459658205
699933,0.282811477
682895,0.509526476
672677,0.259271385
658325,0.449749976
655638,0.511507145
664302,0.270804777
711928,0.280232508
687231,0.180878894
676750,0.169412449
746249,0.272647112
685139,0.301085546
667298,0.287832074
705322,0.422539579
710151,0.285734712
668718,0.330259966
764381,0.458329399
686713,0.186178454
654840,0.494988898
693063,0.49837049
738017,0.418449745
748501,0.27966782
692697,0.317110888
669116,0.323278665
672330,0.349941849
731962,0.257660839
688230,0.440724254
693701,0.42315672
764542,0.352324128
685454,0.119316536
703394,0.406978325
673883,0.568530029
703651,0.558839232
757348,0.540050586
703056,0.386522092
731511,0.319195249
753867,0.323055212
694130,0.305798488
674246,0.401085701
703676,0.345850348
731943,0.187809233
672146,0.445031522
708261,0.280735112
704407,0.528154487
702073,0.489182272
687511,0.484626119
702275,0.533401555
730819,0.426972732
728016,0.489947239
739594,0.278716963
759588,0.197212287
672201,0.346215292
755584,0.439480608
668960,0.556270175
703355,0.261302704
716823,0.416968765
658994,0.335211532
706019,0.469313763
761810,0.525282019
737367,0.47867634
664697,0.441460031
726473,0.363441819
743215,0.457450676
729755,0.446808627
694333,0.32074869
724392,0.232253881
746047,0.530355622
665450,0.490820019
687358,0.31461936
659050,0.235919381
735927,0.499922083
682339,0.350070048
739548,0.520504417
723187,0.36445218
699432,0.373653505
710625,0.115416372
700880,0.292688669
666066,0.351612564
656099,0.526976012
678922,0.550262022
764968,0.306671616
696402,0.505089336
660789,0.309574077
742887,0.50046697
665474,0.13933121
753628,0.508967675
723200,0.542588195
767963,0.376535471
748651,0.502675703
679296,0.350704693
704893,0.182860382
678801,0.525254684
761071,0.480633376
742937,0.245478771
694317,0.268061716
687348,0.5342672
665490,0.427980002
667057,0.501444036
700739,0.499031144
667798,0.123569344
721707,0.271017387
709941,0.535671427
694319,0.25861178
722562,0.324703018
767375,0.370022455
710123,0.526975864
748245,0.270864969
761800,0.311086302
706425,0.571728531
721629,0.534269951
685177,0.511807408
729777,0.351523332
764827,0.551113729
742844,0.487833943
742714,0.494939739
658693,0.39127597
710441,0.539522842
659399,0.551917357
721786,0.201945719
665259,0.388272568
745996,0.438540399
679097,0.547903364
745977,0.409920561
743959,0.487688264
678796,0.554031666
724311,0.49654137
743364,0.520732934
678749,0.532455482
665770,0.527684954
686859,0.30672507
659172,0.517019601
689419,0.538602074
765015,0.42585862
733921,0.526540603
699634,0.53044359
659434,0.503048743
667594,0.525099323
710433,0.540406409
761491,0.359123328
766373,0.451879584
706504,0.404145431
738783,0.337997239
704302,0.340945711
686925,0.338954604
721777,0.528547031
739003,0.465813078
681622,0.519858474
749809,0.266508467
699732,0.53166948
760856,0.349999606
710498,0.51292544
742789,0.517201588
687601,0.504948166
707788,0.393234329
670806,0.195199766
709809,0.320224532
710174,0.575022356
720925,0.508784937
658580,0.286961278
677538,0.28280465
760948,0.496679514
738971,0.469671979
761855,0.558907651
698399,0.187800315
658043,0.307317415
700092,0.432842801
751829,0.41793122
717499,0.346167904
673535,0.475503367
655626,0.506229645
694441,0.297437622
761957,0.304749073
685697,0.442933529
666618,0.464721555
657717,0.501154611
658312,0.398210132
655132,0.242423742
706325,0.461663477
693411,0.47392939
700243,0.296339735
671063,0.545651958
674263,0.522215628
749332,0.5096973
743275,0.415799459
681805,0.361699308
729064,0.513697588
744350,0.525193573
745946,0.247780611
728452,0.323668563
759197,0.306198437
734065,0.186450674
658228,0.402827194
697607,0.471139993
756569,0.530539072
672697,0.281297429
708782,0.339444044
736703,0.499805861
673822,0.49334696
681230,0.300244184
705498,0.453548691
721195,0.310278788
678637,0.467617545
665774,0.499445306
681461,0.505009055
691796,0.305555325
666043,0.474764801
681717,0.261746727
742826,0.283230404
760864,0.440560049
674301,0.45375304
757380,0.508316011
730072,0.189511616
748907,0.271549713
693498,0.375865219
720797,0.17820004
691874,0.442286907
678750,0.204066805
685330,0.306762441
678475,0.334377663
742716,0.229338001
689686,0.382547643
678666,0.284230865
719029,0.121646228
679291,0.388169323
678479,0.372090537
687830,0.184526124
722288,0.269169636
680606,0.088041035
678419,0.39677025
751984,0.35680338
745109,0.29098586
689007,0.448796512
678560,0.182747133
742912,0.303512359
734854,0.169943194
719977,0.204786973
725604,0.335504119
748771,0.399433121
680278,0.19928687
763640,0.445344947
730883,0.461485367
669791,0.398519905
732985,0.384834358
689317,0.366124507
693746,0.289078771
700065,0.160170107
726024,0.411341277
753345,0.41863717
700531,0.337022432
719195,0.1843587
678458,0.425498651
743590,0.399505299
678586,0.255560115
678439,0.143266913
711272,0.372251741
764275,0.198459736
701672,0.310695284
763221,0.427324483
761748,0.315512945
709817,0.415053019
