id,Country Name,Country Code,Year,Inflation,GDP,Exports,Trade
63,Seychelles,SYC,1986,6.741130655,-0.176801263,18000000,59.65822851
64,Tanzania,TZA,2004,7.022323797,7.828298381,1479100000,32.788438
65,St. Kitts and Nevis,KNA,1990,7.516461354,4.890818842,28000000,66.11081066
66,Seychelles,SYC,2011,4.496235805,7.887279597,483093000,143.7656838
67,Greece,GRC,1996,7.635700009,2.862128846,11711000000,27.38828896
68,Singapore,SGP,1992,0.996002493,7.087600945,63472000000,260.0696387
69,Greece,GRC,1987,15.25267951,-2.258863527,6533000000,30.00788186
70,Netherlands,NLD,1998,2.0546455,4.525415041,2.14E+11,94.7140243
71,Azerbaijan,AZE,2012,2.848503574,2.200000188,32634038000,61.78077135
72,Croatia,HRV,2007,4.105009445,5.15000498,12340119050,63.16398367
73,Senegal,SEN,1998,2.755980193,5.898672563,968000000,48.16767927
74,Mauritius,MUS,1984,7.463674732,4.698385727,372000000,80.67536672
75,El Salvador,SLV,1992,4.255763912,7.543337489,796000000,44.51945522
76,Kenya,KEN,2002,0.933205556,0.54685953,2116250000,40.77574097
77,Barbados,BRB,1998,8.689516793,3.740458015,252000000,43.90390909
78,Uruguay,URY,1978,46.80166099,5.373985348,686050000,29.39459008
79,Italy,ITA,1991,7.581328697,1.538447552,1.69E+11,28.35048191
80,Honduras,HND,1990,21.20055873,0.096880396,933798199,61.38305168
81,Kenya,KEN,2000,6.079848488,0.599695392,1734000000,38.08629668
82,Myanmar,MMR,2003,20.49653941,13.84399689,2483000000,43.6987861
83,Tonga,TON,2012,2.39161018,0.890322581,15583000,45.46379775
84,Netherlands,NLD,2015,0.805313303,2.260757029,5.71E+11,142.8747507
85,Netherlands,NLD,2003,2.170980328,0.283922581,2.96E+11,98.05080594
86,Dominican Republic,DOM,1990,50.45925301,-5.454312395,2170000000,73.17271721
87,Ecuador,ECU,2012,4.985253061,5.641962067,23764756000,56.00452929
88,Djibouti,DJI,2015,2.114685457,6.500508308,133580913.8,70.29137394
89,India,IND,1977,5.637229334,7.254764586,6378200000,10.8660912
90,Papua New Guinea,PNG,1979,16.09984205,1.832395513,963968000,81.38717039
91,Paraguay,PRY,2002,14.94457121,-0.021401975,2328800000,63.25223729
92,Hungary,HUN,2012,3.381494747,-1.643779899,1.04E+11,155.4440759
93,Pakistan,PAK,1977,9.094894676,3.947698287,1212540000,25.11539746
94,Angola,AGO,2009,-7.418798779,2.412869693,40827900000,84.09828378
95,Sweden,SWE,2006,1.821122617,4.688127152,1.48E+11,65.55210227
96,Panama,PAN,1990,0.565205375,8.098993006,340000000,29.20437733
97,Thailand,THA,1980,12.70248279,5.173541006,6505000000,48.58524981
98,Dominica,DMA,1986,6.168166584,7.077737298,43000000,88.3344349
99,Tunisia,TUN,1987,5.17071148,6.701371095,2139000000,53.4019713
100,Albania,ALB,2005,2.621017641,5.720819947,658000000,40.15420038
101,Swaziland,SWZ,2015,7.554897974,0.391128861,1812209516,79.65973171
102,Ecuador,ECU,2014,3.030703069,3.788868549,25724432000,52.54363298
103,Romania,ROU,1995,43.5825555,7.138212933,7910000000,48.2926117
104,Tunisia,TUN,2005,4.175577641,3.486535815,10493600000,73.34488414
105,Nepal,NPL,1997,7.279092987,5.048612536,406000000,42.67394737
106,Costa Rica,CRI,2008,11.41769325,4.649598462,9503700000,81.25748735
107,Uganda,UGA,2010,10.56721956,5.637611638,1618603000,31.12447468
108,Jordan,JOR,2016,1.007517544,2.003733642,7509080845,69.11474127
109,Paraguay,PRY,1998,13.29685246,0.068035126,1014000000,43.33725696
110,"Egypt, Arab Rep.",EGY,2002,3.185476353,2.370460092,5545895677,20.84871634
111,Mauritania,MRT,1992,5.741941641,1.874125895,425000000,56.81537208
112,France,FRA,1983,9.654606154,1.256296474,94943000000,35.74783936
113,"Gambia, The",GMB,2011,3.715208556,-4.295121773,94913000,48.48970402
114,St. Lucia,LCA,2009,-0.706990639,-0.799344538,165956000,54.34524559
115,Guyana,GUY,2010,5.734214539,4.138443121,879766000,100.1601671
116,Singapore,SGP,1996,1.47140698,7.531933911,1.25E+11,265.9149425
117,Burundi,BDI,2010,12.30329598,3.785902543,101193000,30.09525349
118,Canada,CAN,2003,3.255939918,1.802273312,2.73E+11,58.02006182
119,Grenada,GRD,2007,2.319965834,6.122911893,33411000,52.52993485
120,Guinea-Bissau,GNB,1987,94.26345721,2.900000007,17000000,50.04706667
121,Netherlands,NLD,2005,1.933833773,2.160366002,4.06E+11,113.5087002
122,Bolivia,BOL,1976,8.602894139,4.614567334,568200000,41.09683367
123,Colombia,COL,2015,2.453469416,3.052016573,35981223000,30.88602761
124,Cyprus,CYP,2010,2.008104077,1.317777804,1402160491,39.00731217
125,Kenya,KEN,1984,10.19071998,1.755216977,1081000000,41.18591485
126,Djibouti,DJI,2013,2.37010841,4.999907255,119626000,57.66831615
127,Switzerland,CHE,2004,0.343441109,2.7762235,1.23E+11,60.54413608
128,South Africa,ZAF,1975,10.82002435,1.695448177,8788520000,44.81620296
129,Albania,ALB,2003,5.379724414,5.773490561,447950000,40.23145572
130,Switzerland,CHE,1994,1.184387088,1.269757693,70360000000,47.27783365
131,Philippines,PHL,1979,14.83954359,5.639675746,4567280000,40.65246676
132,Sweden,SWE,1990,9.47382069,0.754674751,57540000000,43.30898496
133,Kenya,KEN,2014,8.067750442,5.351839858,6114950000,39.89114001
134,Peru,PER,2016,3.642463084,3.882496839,37019781000,38.12746185
135,United States,USA,1988,3.500903602,4.203971979,3.22E+11,14.88719268
136,Mexico,MEX,1989,26.52824948,4.198293258,35171000000,32.09792421
137,Finland,FIN,1979,8.3049795,7.121926394,11172400000,50.72218109
138,El Salvador,SLV,1998,3.94984649,3.748726161,2452000000,53.41261117
139,Sweden,SWE,2012,1.061201134,-0.286320615,1.72E+11,61.92174433
140,St. Lucia,LCA,1983,3.039349412,4.737037153,55000000,100.8980547
141,Saudi Arabia,SAU,1982,6.311986125,-20.72988831,79077000000,78.12696917
142,Malaysia,MYS,2003,3.299202446,5.788499277,1.05E+11,170.6000204
143,China,CHN,1982,-0.064555702,8.93442623,22321000000,20.28673309
144,Nepal,NPL,1985,11.42183276,6.144905238,160000000,23.39771498
145,Djibouti,DJI,2000,2.40000001,0.416213954,31600000,43.19424337
146,Fiji,FJI,2015,5.143930335,3.844406665,895160000,67.77404085
147,Senegal,SEN,1984,7.791238935,3.74576436,634000000,59.69242862
148,Niger,NER,1993,-0.142229061,1.449437876,287000000,41.20549748
149,Niger,NER,1979,4.586519941,7.146996066,447726000,43.08086204
150,Australia,AUS,2000,2.557370074,3.867868797,63870000000,32.59122283
151,Bulgaria,BGR,1997,958.6464101,-1.099999912,4940000000,88.15939368
152,Japan,JPN,2005,-1.037514828,1.662752768,5.95E+11,23.35880832
153,Myanmar,MMR,2001,24.84446478,11.34399707,2381000000,81.16964955
154,Jordan,JOR,2011,6.386512793,2.586784331,8006449000,93.39834607
155,Mexico,MEX,2013,1.758811772,1.360077144,3.8E+11,61.09283872
156,France,FRA,1987,2.490577326,2.577322066,1.48E+11,32.70122774
157,Norway,NOR,1989,5.612084724,1.038285105,27062000000,49.42621745
158,St. Kitts and Nevis,KNA,2016,1.355800033,2.209122477,51081000,42.25169513
159,Botswana,BWA,1998,9.663393362,0.721993155,2058000000,89.94963001
160,"Venezuela, RB",VEN,1988,21.76790239,5.82136842,10244000000,39.31306914
161,Samoa,WSM,2004,7.015162865,4.625001948,85436514,70.25107207
162,"Gambia, The",GMB,2003,12.89394099,6.869999803,8000000,33.77020326
163,Ethiopia,ETH,1996,0.239137919,12.42617378,417000000,21.26828285
164,Bolivia,BOL,1994,7.952208243,4.667266263,1032000000,37.46711667
165,Tonga,TON,1987,11.01204465,2.985637788,6000000,66.12207104
166,Burundi,BDI,2002,1.027858567,4.446519419,30000000,19.31270464
167,Panama,PAN,1996,-0.942383915,4.07970309,623000000,34.46636004
168,St. Kitts and Nevis,KNA,1986,6.813193757,10.58358644,25000000,70.24699684
169,St. Lucia,LCA,1988,0.24122565,14.26879795,115000000,91.39494144
170,Botswana,BWA,1996,16.11219538,5.829800078,2447000000,86.01923686
171,Jordan,JOR,1996,2.061126798,2.087347509,1816000000,88.17383438
172,Germany,DEU,2011,1.070476908,3.660000155,1.47E+12,72.620369
173,Ecuador,ECU,2003,10.59309045,2.722877337,6222690000,39.852885
174,Switzerland,CHE,1998,-0.117098605,2.989891846,78856000000,53.87311024
175,Indonesia,IDN,1981,10.15071465,7.927156824,22260000000,39.02320449
176,Dominican Republic,DOM,1973,4.507193842,12.89576373,442100000,39.72806925
177,"Congo, Rep.",COG,1985,2.498540154,-1.185660855,1087000000,77.9777598
178,Libya,LBY,2002,27.24724117,-0.958849381,9803000000,69.32465785
179,Finland,FIN,1981,11.65332587,1.294774467,14005000000,53.72337533
180,Morocco,MAR,1986,7.490749486,9.271105769,2454000000,32.14954082
181,Latvia,LVA,2004,6.762208315,8.3355468,4009170565,77.25922595
182,Sri Lanka,LKA,1986,5.917284933,4.355546917,1215000000,47.96095256
183,Spain,ESP,1981,12.35119229,-0.132468613,20334000000,25.94915782
184,Sri Lanka,LKA,2012,10.82842829,9.144579388,9380000000,41.74801033
185,Togo,TGO,2011,7.529588068,4.883763946,1178724000,89.61600759
186,United States,USA,1983,3.948367013,4.632457181,2.06E+11,13.07034342
187,Czech Republic,CZE,2000,1.76630394,4.266741357,29093889517,99.05705958
188,Turkey,TUR,1988,69.01813111,2.320736794,11662000000,28.61441364
189,Singapore,SGP,1983,3.168113948,8.540483535,21833000000,281.2388831
190,Armenia,ARM,2008,5.989562359,6.900000002,1057200000,47.01835755
191,Kenya,KEN,2012,9.379789942,4.563200169,6127070000,44.46673283
192,Seychelles,SYC,1977,43.80524769,-6.190226813,11089300,88.09805162
193,Russian Federation,RUS,2015,8.150911262,-2.828240813,3.41E+11,39.12819654
194,Canada,CAN,2004,3.280222606,3.085961209,3.17E+11,58.31658824
195,Trinidad and Tobago,TTO,2001,2.793947537,4.168524081,4280000000,88.94178726
196,Netherlands,NLD,2011,0.141896333,1.663626344,6.67E+11,141.142043
197,Albania,ALB,1996,41.27559451,9.100000008,211250000,34.63273678
198,Tunisia,TUN,1983,12.7007164,4.681917384,1850000000,59.36401263
199,Norway,NOR,1996,4.26149734,5.027995447,49645000000,52.14111773
200,Kiribati,KIR,2010,1.523756313,-1.607639217,3894000,50.22772245
201,Malta,MLT,1997,5.588162396,5.256980145,1641000000,113.160027
202,Canada,CAN,1999,1.903893879,5.1632109,2.38E+11,67.83623228
203,United Kingdom,GBR,1975,25.77763713,-1.479061659,43422900000,40.02529202
204,Papua New Guinea,PNG,1991,6.994854718,9.546897887,1460000000,81.16488162
205,Botswana,BWA,1994,9.46380484,3.627916021,1878000000,82.59513057
206,Guinea,GIN,1997,1.434126666,5.181603459,685000000,34.48136656
207,"Korea, Rep.",KOR,2009,3.54229743,0.707509946,3.64E+11,76.1272284
208,Swaziland,SWZ,2009,9.7699243,1.565048852,1660000000,96.07819245
209,Benin,BEN,2001,1.972079109,5.330410857,374000000,37.19852316
210,Slovak Republic,SVK,2003,5.354755649,5.418715934,21837272266,94.92433411
211,Japan,JPN,2008,-0.980957076,-1.093479004,7.81E+11,30.6465688
212,Colombia,COL,1995,18.85095726,5.202437593,10056000000,25.84553363
213,Zimbabwe,ZWE,1994,-3.895672489,9.235198742,1884000000,59.86351119
214,Japan,JPN,2003,-1.617002341,1.528242023,4.72E+11,19.22655738
215,Malta,MLT,1971,0.633192914,2.453993612,46309700,78.21974225
216,Latvia,LVA,2001,2.29280089,6.461310185,2000708756,65.94937982
217,Spain,ESP,1999,2.664837615,4.48477443,1.04E+11,37.86811525
218,Grenada,GRD,2004,2.031148013,-0.647450316,31574000,44.23564938
219,Singapore,SGP,1994,3.673480078,10.92545611,96825000000,270.3997961
220,United Kingdom,GBR,1997,0.932569152,4.038248414,2.8E+11,37.86990016
221,Oman,OMN,2012,3.248188804,9.331575403,52138101000,105.3255585
222,"Venezuela, RB",VEN,1987,33.28644996,3.581649938,10577000000,44.62793828
223,Guinea-Bissau,GNB,1983,23.30706729,-3.398287429,9000000,39.12517614
224,Bolivia,BOL,1983,265.197962,-4.042121789,755000000,24.5636075
225,Cyprus,CYP,1991,3.888005908,0.739501448,952000000,61.9042952
226,Israel,ISR,2014,1.039252253,3.410136515,68507000000,46.68685849
227,Fiji,FJI,1991,5.993130648,-2.700002821,450000000,79.63326151
228,Burundi,BDI,2007,6.90187529,4.785831951,58836000,27.87014629
229,Morocco,MAR,2014,0.377809577,2.669493927,23919540836,63.77314455
230,Oman,OMN,1992,1.273075738,8.413883633,5428000000,74.92606362
231,Solomon Islands,SLB,2006,4.262975323,6.946649998,121478000,74.07268993
232,Kiribati,KIR,2008,8.141374406,-1.847437264,7517744,59.4271708
233,Swaziland,SWZ,2006,4.041161947,5.992166838,1660000000,108.4660045
234,St. Vincent and the Grenadines,VCT,1994,2.370780003,-1.247737074,50000000,62.189381
235,Cabo Verde,CPV,2011,2.676410906,3.968886345,68547000,54.4831553
236,Kenya,KEN,1995,11.22107084,4.406216526,1878000000,53.82295495
237,Maldives,MDV,2014,4.640863234,7.329606245,300900000,62.02818265
238,Sweden,SWE,2008,3.321822446,-0.557047628,1.83E+11,68.45395748
239,Madagascar,MDG,1975,4.691046149,1.258691634,301119000,29.20905035
240,Ecuador,ECU,1992,4.303229428,2.114310675,3007000000,30.05376609
241,Germany,DEU,1991,3.085079746,5.108261508,4.03E+11,42.5781253
242,Costa Rica,CRI,2014,5.816588286,3.656803633,11249693000,56.77669843
243,Netherlands,NLD,2006,2.550428742,3.518636961,4.64E+11,121.1674172
244,Hungary,HUN,2014,3.380941298,4.227733353,1.11E+11,153.8283473
245,Nicaragua,NIC,2012,6.243359263,6.496136471,4686100000,108.8492097
246,India,IND,2011,8.539714396,6.6383638,3.03E+11,42.09250544
247,Kazakhstan,KAZ,2002,5.803224095,9.800000002,9670300000,65.97624863
248,Swaziland,SWZ,1987,1.113116956,14.60659024,423000000,146.8837131
249,"Macedonia, FYR",MKD,2006,3.252624178,5.137025162,2401000000,89.83406603
250,Comoros,COM,1995,8.3207386,3.610129478,11000000,31.910825
251,Saudi Arabia,SAU,2003,2.316558662,11.24206139,93245300000,62.53233534
252,Cyprus,CYP,2004,3.553120099,4.570303485,947584495,37.01632822
253,Benin,BEN,1998,5.231604748,3.961012138,407000000,46.55628909
254,Uganda,UGA,2000,11.11730588,3.141907338,402824000,31.30545336
255,Senegal,SEN,1994,33.89108165,-0.017328658,791000000,46.76058606
256,Mexico,MEX,2012,3.252454327,4.018173869,3.71E+11,63.31098304
257,Canada,CAN,1970,6.056642029,3.25561362,16786500000,35.35139976
258,Thailand,THA,2000,1.330799542,4.455676031,69057000000,103.6305148
259,Malaysia,MYS,2013,0.174474486,4.69372252,2.28E+11,134.3205813
260,Sudan,SDN,1985,46.16914524,-6.28104358,373000000,9.223029625
261,Madagascar,MDG,1992,14.41502328,1.186152287,327000000,26.38487912
262,Nepal,NPL,1982,9.347409673,3.779374654,88000000,20.16339571
263,Dominican Republic,DOM,2008,10.39168751,3.209504262,6747500000,47.09233034
264,Slovak Republic,SVK,1997,4.862724544,6.06754301,9635000000,77.22300983
265,Maldives,MDV,2011,12.63498651,8.566733614,346400000,65.30174103
266,Poland,POL,1992,38.62546694,2.514978621,14500000000,35.02335483
267,Norway,NOR,1984,6.209997955,6.052445183,18886000000,52.80708973
268,Algeria,DZA,1984,8.433505562,5.59999653,12795000000,42.98648014
269,Dominican Republic,DOM,1984,18.33184837,1.252895975,1254000000,28.06280574
270,Bahrain,BHR,2001,-3.363876178,2.491033565,5577000000,110.1021758
271,Belize,BLZ,2011,4.220394774,2.103950804,603700000,96.51699256
272,Tunisia,TUN,2011,4.279310702,-1.91717768,17846965000,91.24321841
273,Papua New Guinea,PNG,1980,7.09131507,-2.303451199,1031000000,86.68557462
274,Philippines,PHL,2013,2.045459051,7.064032939,56698000000,45.02839039
275,Israel,ISR,1999,6.232580752,3.615838883,25794000000,50.31149428
276,Latvia,LVA,2009,-9.679660604,-14.40169178,7701989486,66.92091428
277,Mauritania,MRT,1976,6.030640977,8.54610493,178000000,68.07677349
278,Israel,ISR,1979,76.8614207,6.20781574,4546400000,61.02105537
279,Romania,ROU,2006,10.54989769,8.055560146,32457880300,67.68906938
280,Niger,NER,1991,-5.138194122,2.504203274,307000000,28.43659449
281,Jordan,JOR,1977,14.26095078,6.509946267,249198000,77.75839505
282,Ghana,GHA,1988,33.40285419,5.628168765,1009000000,36.82298112
283,"Venezuela, RB",VEN,2000,29.45282511,3.686944167,33529000000,42.46345635
284,Costa Rica,CRI,1980,18.8295804,0.751895407,1002000000,52.61363727
285,Denmark,DNK,1978,8.954720808,2.22630861,11883400000,44.21891578
286,Mexico,MEX,1986,73.61946507,-3.753919881,21804000000,30.42099879
287,Indonesia,IDN,1986,2.253771484,5.875045104,16075000000,31.47333406
288,Kuwait,KWT,1997,-4.719444713,2.473325247,14224000000,74.02542769
289,Turkey,TUR,2005,7.104863112,9.009853214,73476000000,37.94252388
290,Bolivia,BOL,1992,13.19920412,1.646500039,710000000,31.89287765
291,Finland,FIN,2012,2.953564395,-1.42618936,73076854400,58.2551284
292,Zambia,ZMB,2013,9.727272475,5.059376378,10606851708,75.56723112
293,Bangladesh,BGD,1998,4.736212562,5.177026873,5121000000,25.23979432
294,Portugal,PRT,1987,10.09678186,6.381393841,9320000000,48.3256423
295,Benin,BEN,2000,4.338065007,5.859992101,392000000,39.11743831
296,Oman,OMN,1996,7.415750176,3.045940005,7346000000,79.02989292
297,Belize,BLZ,2016,0.51437892,-0.594298268,460000000,82.13198553
298,Niger,NER,1989,1.423209931,0.933929138,244000000,27.84956687
299,Uruguay,URY,2015,9.016280623,0.370741267,7677483000,32.22360433
300,St. Lucia,LCA,2013,3.523312051,0.168242984,174395000,53.34590167
301,Turkey,TUR,1984,48.23683261,6.712015712,7134000000,29.8233489
302,Colombia,COL,1976,25.35124968,4.817187269,1873800000,23.04678293
303,Vanuatu,VUT,2003,0.788437031,4.293431178,27000000,41.97630231
304,Italy,ITA,2000,1.965319917,3.710106587,2.41E+11,41.97680589
305,Israel,ISR,1994,12.53792945,7.427845262,16884000000,48.80361225
306,Honduras,HND,2001,8.08434938,2.723193273,3422675948,100.1155503
307,El Salvador,SLV,2009,-0.47436696,-3.13305645,3866200000,54.16767702
308,Burundi,BDI,2006,2.845127974,5.384657398,58284000,38.40986904
309,Colombia,COL,1983,20.39022511,1.584376304,3001000000,20.56296525
310,Israel,ISR,2016,0.843294245,4.094335591,60160200000,40.59720449
311,Nicaragua,NIC,1995,13.39268393,5.911907795,466000000,34.80281224
312,Czech Republic,CZE,2015,1.16589854,5.309238519,1.58E+11,160.2491332
313,Mauritania,MRT,1997,12.07706339,-4.044696622,429194468,61.50592392
314,Senegal,SEN,1982,9.767329836,7.843064628,548000000,49.522821
315,Albania,ALB,2012,1.039992951,1.419967541,1967989000,55.60377164
316,Malta,MLT,1974,3.363716158,10.03640396,134010000,131.6635887
317,Thailand,THA,1992,4.490454131,8.083388023,32472000000,65.64030196
318,Madagascar,MDG,2014,6.626032068,3.315854149,2196096000,50.81279363
319,Jordan,JOR,1982,6.056048408,7.385024588,752000000,85.28880538
320,Kyrgyz Republic,KGZ,2010,10.03390382,-0.471566848,1755900000,103.8449822
321,Botswana,BWA,1986,14.06124987,8.172924333,862000000,113.0949788
322,Barbados,BRB,1997,0.914306306,4.740148487,283000000,50.17070445
323,Solomon Islands,SLB,2005,5.300840984,5.421193232,103428000,69.69021212
324,Sierra Leone,SLE,2002,-3.935269946,26.26857661,48668700,25.25840331
325,Trinidad and Tobago,TTO,1999,4.303181823,8.024817633,2804000000,81.43654332
326,Germany,DEU,2001,1.276999699,1.695471452,5.72E+11,54.22629441
327,Lesotho,LSO,2011,8.410637332,6.901334072,1172166000,131.7121898
328,Chile,CHL,1990,22.4709371,3.333565473,8372000000,48.66236211
329,Chile,CHL,2013,1.976645267,4.045004298,76769937000,56.08177748
330,Guyana,GUY,1983,8.91968461,-6.792386689,189000000,85.83106267
331,Sierra Leone,SLE,2015,19.63849449,-20.49283375,511694410.1,48.02627979
332,Ghana,GHA,1995,43.04533048,4.11241904,1724000000,56.14729672
333,France,FRA,2005,1.939513948,1.607713814,4.63E+11,43.90623765
334,Croatia,HRV,2008,5.702517446,2.0533655,14111700000,63.61976924
335,Colombia,COL,1998,14.77304541,0.56978409,10852000000,25.8899144
336,Indonesia,IDN,2002,5.896051693,4.499475391,59166000000,46.80475026
337,"Congo, Rep.",COG,1981,27.78912692,17.61972247,811000000,63.05453865
338,Japan,JPN,2001,-1.104431738,0.406249445,4.03E+11,17.48756268
339,South Africa,ZAF,2011,6.532210955,3.284197135,1.09E+11,55.95032362
340,Lao PDR,LAO,2003,13.45008984,6.067002304,335470000,39.42027275
341,Benin,BEN,1999,8.543260489,5.341449372,422000000,43.53503086
342,Fiji,FJI,1995,1.156904346,2.499998538,619000000,76.68697174
343,Nigeria,NGA,1997,1.013132276,2.802256439,15207000000,68.97371359
344,Singapore,SGP,2001,-2.242820051,-0.952290066,1.22E+11,266.2796457
345,Greece,GRC,2011,0.798356141,-9.132494153,33819303114,35.19640102
346,Seychelles,SYC,2014,3.14922847,3.316985028,539617000,118.1999722
347,Tonga,TON,2009,-2.342333004,2.290612704,7844000,47.94941325
348,Antigua and Barbuda,ATG,2001,1.483866161,-4.954075415,41000000,53.32565661
349,Vanuatu,VUT,1999,3.075150935,0.334788215,26000000,46.26879047
350,Malta,MLT,1995,0.781587412,6.342493183,1914000000,139.6678809
351,Sweden,SWE,1980,11.71650993,1.699971419,30906000000,45.93092062
352,Zambia,ZMB,2008,10.64024482,7.773895815,5098688000,56.72073687
353,Ethiopia,ETH,1991,19.08429008,-7.137479708,189000000,4.909435999
354,Tanzania,TZA,1997,20.58723215,3.525278191,753000000,27.19989746
355,Belize,BLZ,1988,4.238190082,9.237596458,116000000,94.31565576
356,Israel,ISR,1969,1.596261454,13.56570351,729300000,44.69602202
357,St. Lucia,LCA,2012,0.602767762,-0.660101451,182433000,57.49088834
358,Mali,MLI,2002,3.512881723,3.106308252,874000000,46.3267892
359,Sri Lanka,LKA,2006,11.27702945,7.6682919,6885530000,60.62178994
360,Peru,PER,1985,165.7349725,2.061132066,2979000000,28.67876977
361,Paraguay,PRY,1986,29.70501761,4.964835664,233000000,23.57752406
362,United States,USA,1973,5.442039936,5.643124848,71404000000,10.12236892
363,Bulgaria,BGR,2012,1.555323994,0.030943608,26685938400,110.191272
364,Czech Republic,CZE,2002,2.715458864,1.652494055,38491919841,96.62743231
365,Sierra Leone,SLE,1979,11.53571229,4.511265607,199786000,46.48726798
366,Syrian Arab Republic,SYR,1979,16.11329728,3.632355619,1644150000,50.08538952
367,Guinea,GIN,1987,27.25999011,3.299938845,544000000,49.57046951
368,Togo,TGO,2010,1.17724555,3.99567877,976221387.2,83.79961145
