id,Country Name,Country Code,Year,Balance,Inflation,GDP,Exports,Trade
102,Maldives,MDV,1984,-16300000,,,18000000,64.8380829
103,Paraguay,PRY,1977,-58600000,11.31773164,11.4940816,278890000,30.70562264
104,Zambia,ZMB,1998,-570400000,16.90687281,-0.385746146,1032000000,60.26543283
105,Poland,POL,1978,-2545000000,,,12238000000,
106,"Korea, Rep.",KOR,1994,-4463700000,8.101918071,9.206141515,96013000000,43.53812781
108,Singapore,SGP,2010,55421003416,-0.045987608,15.24037704,3.52E+11,280.2863957
109,Tanzania,TZA,2005,-1092558910,26.46165764,8.173335834,1679100000,29.33353139
110,Thailand,THA,1984,-2108581331,1.447866579,5.752430251,7413000000,42.61250167
111,India,IND,2004,780195721.5,5.72540656,7.922943418,76648600000,25.21463637
112,"Korea, Rep.",KOR,1986,2762200000,4.955869459,11.22408642,34715000000,57.38415184
114,St. Kitts and Nevis,KNA,2010,-138581159.6,-0.272726554,-2.249103079,32013000,42.81254178
115,Cambodia,KHM,2007,-423329899.8,6.518033506,10.21257391,4088480000,110.2800083
116,Japan,JPN,2016,1.87E+11,0.273557738,0.938193886,6.45E+11,25.30678679
117,Bangladesh,BGD,2011,-161842538.7,7.859446035,6.46438388,24439200000,47.15024246
118,Dominican Republic,DOM,1970,-101900000,2.104839305,18.22668288,249090000,37.24531862
119,Aruba,ABW,1986,-18659217.88,,,29553100,
120,"Bahamas, The",BHS,1980,-75300000.08,10.00686562,6.495281921,2983000000,636.7108515
121,Cabo Verde,CPV,2000,-60148009.93,-7.901103461,14.28486883,11000000,44.69358469
124,United Kingdom,GBR,2014,-1.61E+11,1.715349139,3.054251012,5.05E+11,39.55471313
125,Azerbaijan,AZE,2011,17144935000,22.56608671,0.065922768,34494900000,67.71837617
126,Solomon Islands,SLB,2004,-18921689.01,7.166980195,4.898370946,97224000,58.28554172
127,Ethiopia,ETH,2015,-7511062047,10.83654278,10.39246302,3049637421,30.96769668
128,Slovenia,SVN,2007,-2015268559,4.16865333,6.941645669,30101741714,128.1537664
129,United Kingdom,GBR,2000,-38668725256,2.05069932,3.66412896,2.85E+11,38.44062807
130,"Gambia, The",GMB,1995,-8138919.18,3.963250567,0.881848176,16000000,25.1909364
131,Barbados,BRB,1978,-31450000,,,130584000,
132,Zambia,ZMB,2009,912561851,5.55968566,9.220348406,4312055000,53.12796934
133,Hungary,HUN,2009,-992180622.7,4.038553809,-6.59997406,83008126260,123.1058021
136,Swaziland,SWZ,1996,-51962748.63,7.682365133,3.842053638,856000000,119.6685642
137,"Gambia, The",GMB,2014,-84557301.95,6.617630206,0.900000083,104000000,58.95078523
139,Kuwait,KWT,1976,6929162787,0.931851562,9.098076499,9845960000,100.3138295
140,Mali,MLI,1988,-241129526.6,-4.252931555,7.389721044,214000000,33.10219058
141,Netherlands,NLD,2014,75933419192,0.149996599,1.419690296,6.73E+11,143.4812787
144,Solomon Islands,SLB,2013,-38546482.69,-0.377027096,3.014386846,486647000,96.61306783
145,Honduras,HND,2004,-683390969.5,6.451983852,6.232302961,4533851390,118.1123278
148,Guyana,GUY,2012,-366670137.8,5.693309627,5.276306143,1415500000,119.2425564
149,Madagascar,MDG,2005,-771959651.9,18.31994277,4.602899965,854641190,50.82000341
150,Mexico,MEX,1996,-2507747000,29.24924675,5.874766683,96000000000,47.30168784
151,Armenia,ARM,2006,-152931434.5,4.619857666,13.19800352,985100000,49.75681853
152,Cameroon,CMR,2011,-748216473.8,2.670232542,4.129277161,4517028000,38.57730635
154,Paraguay,PRY,2016,414532812.9,5.279240562,4.019554951,8493659000,66.53358922
156,Mongolia,MNG,2010,-885472136.5,39.17818796,6.365161685,2899200000,85.91996129
157,St. Kitts and Nevis,KNA,1981,-4696296.296,15.40281054,1.126758011,24000000,91.10921248
158,Benin,BEN,1975,-53379894.45,14.24693576,-4.895345445,31840700,32.50412256
159,Kenya,KEN,2013,-4842146935,5.168843141,5.879763868,5855514000,40.31745926
160,Indonesia,IDN,1989,-1108000000,9.485029636,7.456586925,22160000000,38.38714175
161,St. Kitts and Nevis,KNA,2006,-85109481.85,15.04638054,1.812032581,39706000,45.46224457
162,Italy,ITA,2009,-40321254521,1.957826338,-5.48205504,4.07E+11,37.61801637
164,Swaziland,SWZ,2010,-388309494.7,3.197175459,3.793754968,1800000000,84.70799037
166,St. Lucia,LCA,2002,-106003341.1,0.297158441,0.312087498,44000000,47.17065642
167,Grenada,GRD,1979,-1111111.111,9.621622164,5.602078063,21407000,63.67382357
169,Lesotho,LSO,1986,137653411.9,16.25327235,4.684856037,26000000,119.1734798
170,Nicaragua,NIC,1989,-361700000,4709.182308,-1.697612729,311000000,90.78728063
171,Zimbabwe,ZWE,1977,1112764.776,8.509999101,-6.860703193,876978000,36.37323597
172,Tunisia,TUN,1998,-675316691.9,3.271675884,4.783762572,5738000000,64.61385802
173,Oman,OMN,2007,2462158648,8.26366459,4.452694304,24692000000,96.74803694
174,Kuwait,KWT,1994,3243108695,-5.870476134,8.436165768,11260000000,72.26597855
175,Seychelles,SYC,2004,-60318300.96,24.67412016,-2.850453659,290791000,93.81702667
176,Spain,ESP,2009,-63719821417,0.252533821,-3.573751449,2.27E+11,34.72458191
177,Bulgaria,BGR,1994,-31800000,72.7049684,1.818011241,4005000000,88.58028919
178,United States,USA,1982,-11607000000,6.203739761,-1.910891068,2.16E+11,14.09050129
179,Denmark,DNK,1980,-2388928524,8.810594977,-0.482992254,16749000000,50.73839645
180,"Congo, Rep.",COG,1999,-230648368.1,29.35534193,-2.582199357,1560000000,101.1508751
184,Turkey,TUR,1989,938000000,75.40483061,0.290244069,11625000000,25.58908261
186,Aruba,ABW,2014,-135498655.9,,,258939000,
187,Haiti,HTI,2016,-72459348.34,12.70684553,1.439907846,994850000,55.06667012
188,Sweden,SWE,1973,1451714466,7.033770496,3.967981131,12200700000,39.45540743
190,Philippines,PHL,1977,-754000000,8.272875998,5.602055577,3127400000,37.64785244
192,Guatemala,GTM,1996,-451000000,8.900004498,2.957779899,2031000000,33.02742345
193,United Kingdom,GBR,2012,-1.13E+11,1.563467122,1.481329829,4.73E+11,43.8758435
195,Guinea,GIN,2001,-59514979.66,1.752426317,3.658346471,731000000,47.00994929
197,Cabo Verde,CPV,1994,-45729294.08,-29.17246227,19.18264182,5000000,52.63408349
198,Mongolia,MNG,2009,-353045252.2,1.826703689,-1.268598941,1902600000,88.0024363
199,"Macedonia, FYR",MKD,2002,-378756588.7,0.943605604,1.494028679,1115530000,77.41182816
200,Mongolia,MNG,1984,-740000000,-3.08759377,5.933419453,674000000,78.57115426
201,Denmark,DNK,2016,22459550689,-0.046444164,1.964077129,95345930820,58.93944389
202,Belarus,BLR,2015,-1831000000,16.02249234,-3.829569366,26660400000,100.8806447
204,"Korea, Rep.",KOR,1996,-23830900000,4.255407795,7.594509089,1.3E+11,46.82401499
205,Kenya,KEN,1977,36730232.06,16.89982061,9.453797849,1186260000,55.07924631
206,United States,USA,1981,4810000000,9.336242988,2.594470388,2.39E+11,15.94749352
207,Tanzania,TZA,1986,-321068673.4,,,361000000,
208,Uruguay,URY,2009,-381285464.9,7.747542217,4.243494178,5404763000,38.88546001
209,"Venezuela, RB",VEN,2012,2586000000,14.05943006,5.625956975,97340000000,38.99196594
210,Liberia,LBR,2007,-223159911.4,11.69923971,9.534892858,200200000,94.66498662
211,Ethiopia,ETH,1987,-216859903.4,-6.119491996,13.8593304,355000000,13.49818836
212,Jordan,JOR,2001,-24030934.39,0.780561216,5.268616571,2293000000,79.81559216
213,Tanzania,TZA,1979,-345225913.3,,,497398000,
214,"Venezuela, RB",VEN,1984,4651000000,14.60905093,1.442164633,15997000000,42.37866786
215,Tanzania,TZA,2013,-4987954732,7.674203125,7.26306003,4558530000,37.55628911
216,Oman,OMN,2015,-10969045831,-18.43514848,5.652702701,31926516000,87.25765828
217,Botswana,BWA,1980,-151050210.9,10.19028253,11.98690138,502000000,112.5434237
219,Maldives,MDV,2005,-273009395.2,9.158170549,-13.12905331,161600000,77.91767838
220,Honduras,HND,1997,-272200000,22.27968573,4.993718608,2439551047,108.7409656
222,Djibouti,DJI,1996,68478120.2,3.512804101,-4.115498865,29000000,40.72836175
224,Jordan,JOR,1986,-39758700.7,6.245280944,7.014158032,733000000,49.44246397
225,Malaysia,MYS,2008,38914368952,12.00439625,3.319594256,1.99E+11,154.1342113
226,Czech Republic,CZE,2007,-8945618936,3.51814694,5.602643685,1.22E+11,127.1845885
227,Israel,ISR,2007,5363400000,1.169986042,5.773553319,54091395000,63.30483623
228,"Bahamas, The",BHS,1987,-54800000,6.586347651,2.984519345,712000000,65.43846962
229,Mauritius,MUS,1980,-117122051,26.56956991,-10.0612585,431000000,91.5055565
230,Bulgaria,BGR,2008,-11875334885,9.741788045,3.637816116,22362153038,108.9344759
231,Poland,POL,1982,-1941000000,,,11220000000,
232,Israel,ISR,1976,-676000000,31.3729378,0.322503206,2414500000,53.2639295
233,Botswana,BWA,1983,-78947908.27,8.745485397,13.14672905,635000000,116.8684528
235,Bahrain,BHR,1989,-193085106.4,3.974660365,0.364007138,2831000000,154.3911338
238,Czech Republic,CZE,2003,-5785485093,1.156069288,3.602989459,48701510965,100.8049974
240,Estonia,EST,1992,36229906.38,,,,
241,Costa Rica,CRI,1994,-233600000,15.65798565,4.48726748,2869000000,63.81906356
242,Ukraine,UKR,2005,2534000000,24.55229271,2.699999975,34228400000,81.68452699
243,Indonesia,IDN,2009,10628489686,8.274753032,4.628871183,1.2E+11,37.15056932
245,Tunisia,TUN,1976,-396478340.4,2.897552926,7.876852653,787970000,51.40520062
246,Ghana,GHA,2007,-2378784232,18.63027689,4.346819153,4194720000,49.50171349
248,Vanuatu,VUT,2008,-141579314.1,7.322855794,6.448521358,56717000,60.90677723
249,Moldova,MDA,1995,-84610000,,,745000000,90.41767505
250,Myanmar,MMR,1982,-503943870.6,3.374468429,5.603876426,391000000,
251,Togo,TGO,1978,-217370822.8,-12.30418654,11.04543451,234143000,82.96275604
252,Kuwait,KWT,2003,9424132295,4.924563112,17.32000038,20678000000,66.13983318
253,Dominican Republic,DOM,1986,-183400000,9.387266237,3.5219932,1312000000,54.24522537
254,Nicaragua,NIC,2013,-1198700000,4.349157943,4.927094134,4793600000,104.5363653
255,Dominican Republic,DOM,1993,-532900000,5.008565494,7.222621361,3211000000,60.60999315
257,France,FRA,2010,-22034288150,1.079825499,1.965657375,5.24E+11,42.87520521
258,Romania,ROU,2016,-3903909504,2.161152225,4.589382574,63520895470,73.59675078
260,Costa Rica,CRI,1977,-225600000,16.93877815,8.90447443,828200000,60.19996544
261,Canada,CAN,1963,-841519609.2,2.061158446,5.181776082,6776990000,29.60707153
262,Sudan,SDN,1991,-954744588.2,88.77284578,7.510910626,305000000,10.50159648
263,Cameroon,CMR,2013,-1127766813,2.041154858,5.40426571,4515183000,34.51389961
264,Bangladesh,BGD,1989,-1099566161,8.33797325,2.836582129,1305000000,17.21579149
265,Cambodia,KHM,2004,-182913053.6,4.823737963,10.34052878,2798000000,112.2419851
266,Lesotho,LSO,1993,-111904463.9,11.29797376,3.509766247,133000000,120.0345428
267,Namibia,NAM,2008,-9491787.003,10.90850533,2.649811967,3140525138,88.14387006
268,"Gambia, The",GMB,1987,14242903.78,18.4980119,2.454332596,40000000,75.69354177
269,"Egypt, Arab Rep.",EGY,1998,-2566000000,3.892266738,4.036373365,3130000000,22.74698956
270,Senegal,SEN,1980,-386076162.6,11.52872107,-3.310647728,477000000,43.64478666
272,Ghana,GHA,1991,-252052000,20.04135936,5.28182629,617000000,25.3465973
273,United States,USA,2002,-4.51E+11,1.535124592,1.786127687,6.93E+11,17.24737495
274,"Bahamas, The",BHS,2004,-307120000,1.194487245,0.882884233,477000000,33.57571655
275,Swaziland,SWZ,1980,-129688362.7,8.209537783,12.44905217,369000000,183.0256568
276,Niger,NER,2004,-230860319.8,1.492208578,0.100000001,437000000,38.88107996
277,Spain,ESP,1975,-3893003631,16.78178182,0.542203325,7690490000,20.92781825
278,Grenada,GRD,1985,2774074.074,8.748099656,5.979697752,23000000,54.85056533
280,Libya,LBY,1999,2136000427,,,7947000000,33.64676375
281,Philippines,PHL,2014,10755931843,3.15743752,6.145298786,62100000000,45.61698144
282,Cambodia,KHM,2006,-233868557.3,4.631109399,10.77108367,3692380000,116.3448849
283,Jordan,JOR,2010,-1881948409,8.430456424,2.311392474,7028334000,85.49316029
285,"Congo, Rep.",COG,2002,-34451085.22,-1.738927561,4.581870061,2280000000,97.84788498
286,Malawi,MWI,1987,-60603068.9,16.72386678,1.625239182,277000000,48.34780146
287,"Egypt, Arab Rep.",EGY,1987,20142857.14,31.13815729,2.519411233,4351000000,50.79498726
288,United States,USA,1999,-2.88E+11,1.530321885,4.685199608,6.96E+11,18.16898163
289,Hungary,HUN,1988,-572012791,,,10000000000,
290,"Bahamas, The",BHS,1985,-2700000,8.460727143,4.829180114,862000000,89.36959061
291,Zambia,ZMB,1987,-245200000,62.01289826,2.675661713,873000000,74.40873678
292,Norway,NOR,1987,-4099259584,7.221366181,1.753376587,21490000000,46.83113014
294,Guinea,GIN,2007,-454590000,13.94021909,6.511587435,1203000000,38.53434134
295,Uruguay,URY,1992,-8780000,59.6236227,7.931588413,1703000000,29.10354262
296,Moldova,MDA,2009,-485190000,2.17013051,-6.000000259,1282981000,83.85543489
297,Azerbaijan,AZE,2000,-167773000,12.49336968,11.09999925,1745000000,55.32356876
298,Bangladesh,BGD,2006,1196063083,5.875972258,6.671868265,11802240000,38.7588348
299,Myanmar,MMR,2002,95581258.88,41.508928,12.02551343,3046000000,79.58531228
300,Portugal,PRT,1994,-2195757409,7.277627077,0.96483816,17989000000,45.18625769
301,Dominican Republic,DOM,2006,-1287410000,5.399655896,10.67115484,6609754000,52.24524984
302,Costa Rica,CRI,2010,-1213874254,6.570813123,4.951863844,9448100000,61.76158537
303,United Kingdom,GBR,1987,-12589592392,5.526837633,5.306559401,1.31E+11,38.33579367
304,Croatia,HRV,2016,1389873897,-0.104514875,2.982292544,13824627550,70.45534095
305,Djibouti,DJI,2004,3151006.353,3.131553456,3.8264761,37981000,44.94108058
306,Haiti,HTI,1999,-59820000,7.031403569,2.71024702,334000000,32.71761331
307,Colombia,COL,2003,-945976951.9,6.829014842,3.918271904,13079800000,28.48225003
308,Indonesia,IDN,2016,-16790373412,2.450128244,5.0155584,1.45E+11,30.08743777
309,Fiji,FJI,1982,-84251286.85,12.10856836,-5.9784862,377000000,74.20339531
311,Jamaica,JAM,2006,-1182858296,8.848192933,2.89912535,1948200000,63.8243746
313,Nicaragua,NIC,2006,-891900000,8.229617338,3.804864617,1932100000,78.89797594
314,Kuwait,KWT,2014,53965916438,-6.757188409,0.500109942,1.02E+11,81.85956287
315,Sao Tome and Principe,STP,1981,-18370047.88,,,8000000,
316,Jordan,JOR,2009,-1243195603,2.82619821,5.47658105,6375105000,86.52853898
317,Japan,JPN,2000,1.31E+11,-1.383598909,2.779542546,4.79E+11,17.5704664
318,Romania,ROU,1992,-1506000000,199.8588956,-8.767228452,4500000000,42.83155311
319,El Salvador,SLV,2005,-621590000,4.477895773,3.562814501,3418000000,59.13255098
320,South Africa,ZAF,2010,-5492240011,6.350977419,3.039777063,91347294532,50.14219958
321,Jamaica,JAM,1983,-335087537.6,16.96059681,1.909078402,718000000,61.11688982
323,Dominica,DMA,1991,-34185185.19,7.830890208,0.607930897,54000000,90.89043064
324,Niger,NER,1983,-61834427.03,8.804221097,-4.750943229,299000000,34.55161398
325,Romania,ROU,2003,-3311000000,23.40680218,5.52427784,17662278129,69.56209043
328,Grenada,GRD,2001,-102873241.9,2.144176943,-2.023900041,43000000,48.99660852
329,Liberia,LBR,1981,1624430.166,1.203427294,-2.136750115,529000000,115.532575
330,Haiti,HTI,1992,7260000,,,73000000,15.55072236
332,Ghana,GHA,2006,-1056074433,80.7509418,6.399912419,3726680000,51.35101041
333,Pakistan,PAK,1983,43256335.48,5.274081895,6.778378339,3077000000,29.297477
334,Vietnam,VNM,2004,-957000000,8.433312129,7.536410612,26485000000,128.6739169
336,Finland,FIN,1996,5002580419,-0.099840953,3.658833063,41124000000,54.91773427
337,Comoros,COM,1992,-14190208.45,-6.764690274,8.530923433,22000000,34.18597406
338,Jamaica,JAM,1976,-263800000,11.1311301,-6.694245095,630060000,52.01681317
340,India,IND,2010,-54515877624,8.983819558,10.25996306,2.26E+11,34.80491716
341,Angola,AGO,1999,-1710410000,556.9392569,3.239799671,5157000000,134.3426543
342,Portugal,PRT,1993,232902407.9,7.376430031,-2.043277034,15428000000,41.71792671
343,"Bahamas, The",BHS,1992,35800000,3.905565902,-3.825582728,192000000,39.56256031
344,Senegal,SEN,2001,-245464594.6,2.613853305,4.580916442,1003000000,56.03163125
345,Morocco,MAR,1999,-166863530.8,0.56954637,1.081332562,7367000000,41.53532988
346,Samoa,WSM,1991,-25558188.53,6.111367917,-2.300007023,6000000,79.61960592
347,Spain,ESP,2008,-1.53E+11,2.135441392,1.11768686,2.81E+11,42.95349829
348,Tanzania,TZA,1987,-407364236.8,,,289000000,
349,Solomon Islands,SLB,1988,-27850917.56,,,82000000,57.9366306
351,Malta,MLT,2014,991367813.1,2.282910251,8.168193562,2930272450,86.89896147
352,Syrian Arab Republic,SYR,2002,1440000000,-1.305178723,5.9,6536363000,51.07955181
353,Burundi,BDI,1989,-11489495.8,14.75718482,1.34950223,78000000,23.78977102
354,Uganda,UGA,1992,-99600000,45.06802909,3.418356892,142000000,22.64250364
355,Benin,BEN,2011,-516162493.4,3.733877525,2.962750351,1410146101,45.28911372
356,Slovenia,SVN,2005,-680500000,1.550230144,4.003007364,19247716894,108.9069447
357,Australia,AUS,1998,-17780527378,1.272447623,4.44013975,55893000000,30.14741563
358,Slovak Republic,SVK,1993,-579688781,15.57790973,1.901327059,5460000000,71.63175266
359,Tunisia,TUN,1981,-453621122.7,11.41074801,5.514072828,2500000000,74.63949543
360,Cyprus,CYP,2000,-488055775.3,3.860878978,5.724401738,951000000,47.10645564
362,Honduras,HND,1991,-172400000,26.02834035,3.252033819,949155597,63.04859222
363,Canada,CAN,1973,-2056316198,9.686715636,6.964202919,26436900000,38.95025574
364,Algeria,DZA,2015,-27229373551,-6.571977498,3.763466958,34668000000,52.06953936
365,Italy,ITA,1989,-12829875345,6.197387864,3.388383509,1.41E+11,31.71646637
366,Finland,FIN,1983,-1124269736,8.201045961,3.121057312,12518000000,49.68039171
367,Brazil,BRA,1985,-280000000,231.7234991,7.945861749,25639000000,17.9288148
368,Morocco,MAR,2016,-4531144683,1.601841423,1.222443647,22772513447,62.06222079
369,Slovak Republic,SVK,2014,1198818629,-0.160089648,2.750335017,86460374200,166.8314561
371,Togo,TGO,1990,-84248867.33,2.975944444,-0.243656136,268000000,52.1361861
372,Belize,BLZ,2009,-82838728.49,-3.005532351,0.71311775,380979824,78.50833106
373,Tanzania,TZA,1982,-523280048,,,450000000,
374,Bolivia,BOL,1980,-6400000,25.04894521,-1.371773316,942000000,35.41607285
376,Sierra Leone,SLE,1992,-5479717.191,82.02357923,-19.01290963,149000000,43.38248069
377,Romania,ROU,2012,-8200067936,4.685619394,0.640965688,57840925120,74.59182872
379,Dominica,DMA,1984,-7101925.926,6.628206257,5.426393654,26000000,93.49107548
380,Bulgaria,BGR,2007,-11437006354,11.06609982,7.675350682,18518284156,108.2960377
381,Bangladesh,BGD,1991,64593233.33,2.729531996,3.485227815,1689000000,16.47743763
382,Albania,ALB,1987,5200000,2.86E-05,-0.787842655,,
383,Poland,POL,1986,-1106000000,,,12070000000,
384,Papua New Guinea,PNG,2010,-633031917.3,9.917502701,10.12879671,5741652000,68.00812676
385,St. Vincent and the Grenadines,VCT,1979,-3600000,13.02527761,3.382858933,14555600,86.00748488
386,Indonesia,IDN,1998,4096965770,75.27116877,-13.12672549,50370000000,84.28177811
387,Argentina,ARG,2003,8139930000,10.49570302,8.837040796,29566000000,34.01601183
389,Ukraine,UKR,2012,-14335000000,7.794923262,0.238681306,68530000000,87.13607825
391,Sudan,SDN,2004,-818230000,15.67380935,3.883307291,3778000000,36.59797696
392,Kenya,KEN,1993,-261869235.6,25.69848361,0.353197256,1374000000,54.73078896
393,Trinidad and Tobago,TTO,2007,5166460781,12.75187154,4.754189958,13396245000,97.30514346
395,Libya,LBY,2008,35701700000,21.82955491,2.66735579,62100000000,81.76424439
396,Portugal,PRT,2016,1200978378,1.517649335,1.619414633,55692898670,60.12243306
398,Canada,CAN,1989,-22215690204,4.713338852,2.323973923,1.22E+11,42.7610909
399,Fiji,FJI,1999,12692771.47,6.81109454,8.799998029,609000000,77.85102345
400,Niger,NER,1984,1196915.028,11.72490751,-16.825355,259000000,37.43387497
401,Sierra Leone,SLE,2008,-225444486.2,9.992262197,5.399676742,215667000,29.92689516
402,South Africa,ZAF,2002,1009383967,12.24055287,3.667796877,29723000000,50.96411504
403,Sri Lanka,LKA,1994,-757411776.4,9.770584818,5.599918727,3208000000,68.05998784
405,Switzerland,CHE,1995,20702527127,0.737757712,0.480866443,81641000000,47.22269959
406,Cameroon,CMR,1978,-186359144.2,3.409806634,22.00300492,802429000,42.13293504
408,Tonga,TON,2013,-32502494.46,0.745671769,-3.120603658,17156000,47.79377016
