Frame_ID,Emotion
frame145.jpg,Unknown
frame146.jpg,angry
frame147.jpg,angry
frame148.jpg,angry
frame149.jpg,angry
frame150.jpg,angry
frame151.jpg,angry
frame152.jpg,Unknown
frame153.jpg,angry
frame154.jpg,angry
frame155.jpg,Unknown
frame156.jpg,happy
frame157.jpg,happy
frame158.jpg,Unknown
frame159.jpg,Unknown
frame160.jpg,surprised
frame161.jpg,surprised
frame162.jpg,surprised
frame163.jpg,surprised
frame164.jpg,surprised
frame165.jpg,surprised
frame166.jpg,surprised
frame167.jpg,surprised
frame168.jpg,surprised
frame169.jpg,surprised
frame170.jpg,surprised
frame171.jpg,surprised
frame172.jpg,surprised
frame173.jpg,surprised
frame174.jpg,sad
frame175.jpg,Unknown
frame176.jpg,Unknown
frame177.jpg,Unknown
frame178.jpg,surprised
frame179.jpg,surprised
frame180.jpg,surprised
frame181.jpg,happy
frame182.jpg,happy
frame183.jpg,happy
frame184.jpg,happy
frame185.jpg,Unknown
frame186.jpg,Unknown
frame187.jpg,Unknown
frame188.jpg,Unknown
frame189.jpg,happy
frame190.jpg,happy
frame191.jpg,happy
frame192.jpg,happy
frame193.jpg,happy
frame194.jpg,Unknown
frame195.jpg,Unknown
frame196.jpg,Unknown
frame197.jpg,Unknown
frame198.jpg,Unknown
frame199.jpg,Unknown
frame200.jpg,sad
frame201.jpg,sad
frame202.jpg,sad
frame203.jpg,sad
frame204.jpg,sad
frame205.jpg,sad
frame206.jpg,sad
frame207.jpg,sad
frame208.jpg,happy
frame209.jpg,happy
frame210.jpg,happy
frame211.jpg,happy
frame212.jpg,happy
frame213.jpg,Unknown
frame214.jpg,Unknown
frame215.jpg,Unknown
frame216.jpg,Unknown
frame217.jpg,Unknown
frame218.jpg,Unknown
frame219.jpg,Unknown
frame220.jpg,Unknown
frame221.jpg,Unknown
frame222.jpg,Unknown
frame223.jpg,Unknown
frame224.jpg,Unknown
frame225.jpg,Unknown
frame226.jpg,Unknown
frame227.jpg,angry
frame228.jpg,angry
frame229.jpg,Unknown
frame230.jpg,Unknown
frame231.jpg,angry
frame232.jpg,angry
frame233.jpg,angry
frame234.jpg,surprised
frame235.jpg,surprised
frame236.jpg,angry
frame237.jpg,angry
frame238.jpg,angry
frame239.jpg,angry
frame240.jpg,surprised
frame241.jpg,surprised
frame242.jpg,angry
frame243.jpg,angry
frame244.jpg,sad
frame245.jpg,sad
frame246.jpg,sad
frame247.jpg,Unknown
frame248.jpg,Unknown
frame249.jpg,Unknown
frame250.jpg,Unknown
frame251.jpg,sad
frame252.jpg,sad
frame253.jpg,sad
frame254.jpg,surprised
frame255.jpg,angry
frame256.jpg,angry
frame257.jpg,Unknown
frame258.jpg,Unknown
frame259.jpg,angry
frame260.jpg,Unknown
frame261.jpg,angry
frame262.jpg,Unknown
frame263.jpg,Unknown
frame264.jpg,Unknown
frame265.jpg,Unknown
frame266.jpg,happy
frame267.jpg,Unknown
frame268.jpg,Unknown
frame269.jpg,Unknown
frame270.jpg,surprised
frame271.jpg,surprised
frame272.jpg,Unknown
frame273.jpg,Unknown
frame274.jpg,sad
frame275.jpg,Unknown
frame276.jpg,Unknown
frame277.jpg,surprised
frame278.jpg,surprised
frame279.jpg,Unknown
frame280.jpg,Unknown
frame281.jpg,Unknown
frame282.jpg,Unknown
frame283.jpg,Unknown
frame284.jpg,Unknown
frame285.jpg,Unknown
frame286.jpg,Unknown
frame287.jpg,Unknown
frame288.jpg,Unknown
frame289.jpg,Unknown
frame290.jpg,Unknown
frame291.jpg,Unknown
frame292.jpg,Unknown
frame293.jpg,Unknown
frame294.jpg,Unknown
frame295.jpg,Unknown
frame296.jpg,Unknown
frame297.jpg,Unknown
