"predict","no","yes"
"no",0.9248441060154896,0.07515589398451043
"yes",0.5729675627615252,0.4270324372384748
"yes",0.7803078556289539,0.2196921443710461
"yes",0.4036208969614955,0.5963791030385045
"no",0.9141319516811595,0.08586804831884051
"no",0.866975578389633,0.133024421610367
"no",0.8935877525682792,0.10641224743172085
"no",0.8611779551085063,0.13882204489149375
"no",0.8688472631437405,0.1311527368562595
"no",0.8671816184754297,0.13281838152457026
"no",0.8398287353912005,0.16017126460879952
"no",0.8178301124573168,0.1821698875426832
"no",0.8436123096854944,0.15638769031450567
"no",0.908290324388228,0.09170967561177201
"no",0.908376279073768,0.091623720926232
"no",0.8272762155618464,0.17272378443815362
"no",0.8545067628259955,0.14549323717400453
"no",0.886814929752006,0.11318507024799401
"no",0.9017583399631384,0.09824166003686169
"yes",0.4875999886135314,0.5124000113864686
"no",0.9026556508207982,0.09734434917920179
"no",0.871930734932508,0.12806926506749203
"no",0.8891622834298688,0.1108377165701312
"no",0.852512977736964,0.14748702226303603
"no",0.8670196997217999,0.1329803002782001
"no",0.8472753898725336,0.15272461012746638
"no",0.8988688340554346,0.10113116594456543
"no",0.8416921042222977,0.15830789577770232
"no",0.8824745139541795,0.11752548604582047
"no",0.8996573134105231,0.10034268658947688
"yes",0.2643763347550332,0.7356236652449668
"no",0.8695607563810415,0.13043924361895853
"yes",0.2712728698245599,0.7287271301754401
"no",0.8420123408211333,0.15798765917886665
"no",0.8555221156035412,0.14447788439645878
"no",0.9012800573147055,0.09871994268529455
"no",0.8291278063521603,0.17087219364783968
"no",0.8722883439636213,0.1277116560363787
"yes",0.46891682716746375,0.5310831728325363
"no",0.9144319314766842,0.08556806852331575
"no",0.8829275036219184,0.1170724963780816
"no",0.8689291054079632,0.13107089459203677
"no",0.8249242830626387,0.17507571693736135
"yes",0.3728406121255319,0.6271593878744681
"no",0.822321750015331,0.17767824998466897
"yes",0.42122653653431585,0.5787734634656841
"no",0.8906524785926815,0.10934752140731856
"no",0.8864417816482288,0.11355821835177113
"no",0.9202674898053756,0.07973251019462435
"no",0.8553591615843602,0.1446408384156398
"no",0.854316998360471,0.14568300163952894
"yes",0.7630489639742611,0.2369510360257389
"no",0.9057075009256405,0.09429249907435959
"no",0.9111200420309167,0.08887995796908338
"yes",0.2381662851571794,0.7618337148428206
"no",0.8854247708841978,0.1145752291158022
"no",0.9118955469423904,0.08810445305760957
"no",0.8202930137848379,0.17970698621516218
"yes",0.18422034659265762,0.8157796534073424
"no",0.9220651381908019,0.07793486180919809
"no",0.908841995514036,0.09115800448596398
"no",0.8239377359650077,0.1760622640349922
"yes",0.6778861811043915,0.3221138188956085
"yes",0.7651534084036419,0.2348465915963581
"no",0.8909408007953654,0.10905919920463458
"no",0.9121294318651315,0.08787056813486853
"no",0.8317080494064788,0.16829195059352114
"no",0.8607916038417383,0.1392083961582617
"yes",0.3510767955484344,0.6489232044515656
"yes",0.12029151119966475,0.8797084888003353
"no",0.9231077489402221,0.0768922510597779
"no",0.8526535009255006,0.1473464990744994
"no",0.8580400120653189,0.14195998793468118
"yes",0.7815456369049725,0.21845436309502758
"no",0.9217044753982268,0.07829552460177322
"yes",0.33636848436521893,0.6636315156347811
"no",0.8131304407710184,0.1868695592289816
"yes",0.3890651149528792,0.6109348850471208
"no",0.8382937436031849,0.16170625639681513
"no",0.8978902632714187,0.10210973672858126
"yes",0.1917281203475908,0.8082718796524092
"no",0.9151875599034884,0.08481244009651155
"no",0.861155436947191,0.13884456305280896
"yes",0.4102988577993225,0.5897011422006775
"no",0.9130868088020669,0.08691319119793312
"no",0.8632985058539784,0.13670149414602167
"no",0.8946963078915173,0.10530369210848271
"no",0.8378929570489251,0.16210704295107486
"no",0.8315423341976358,0.16845766580236426
"no",0.9076127962189907,0.09238720378100931
"no",0.8627083623033379,0.13729163769666208
"no",0.8422394457526812,0.15776055424731888
"no",0.9212181044444787,0.07878189555552134
"no",0.8798862430719564,0.12011375692804359
"no",0.889956093815999,0.11004390618400092
"yes",0.7293888501627064,0.2706111498372937
"yes",0.23330931063211247,0.7666906893678875
"no",0.8915781733485287,0.10842182665147125
"no",0.8586849592649157,0.14131504073508433
"no",0.9100689269524647,0.08993107304753532
"no",0.9001527211712415,0.09984727882875853
"no",0.8834183421724208,0.11658165782757923
"no",0.8942107338889969,0.1057892661110031
"yes",0.5959010427077205,0.40409895729227946
"no",0.8204922079790005,0.1795077920209996
"yes",0.4267816048867027,0.5732183951132973
"no",0.8770165416204134,0.1229834583795866
"no",0.9217053160723141,0.07829468392768585
"no",0.9132198529225241,0.08678014707747593
"no",0.9023551006721636,0.0976448993278364
"yes",0.49147863646276535,0.5085213635372346
"yes",0.1745432413604553,0.8254567586395447
"yes",0.23620157102152084,0.7637984289784792
"yes",0.3509068923114155,0.6490931076885845
"yes",0.1116345104956834,0.8883654895043166
"no",0.9211695047582759,0.0788304952417241
"yes",0.6736781320016134,0.32632186799838664
"no",0.9072659608139685,0.09273403918603154
"yes",0.5612878078222046,0.4387121921777954
"yes",0.3475783614391946,0.6524216385608054
"no",0.8664506828738179,0.13354931712618218
"no",0.9040873863591508,0.09591261364084928
"no",0.8220396892998669,0.17796031070013307
"no",0.8622471270604536,0.1377528729395464
"no",0.834423674068073,0.16557632593192698
"no",0.883393336863315,0.11660666313668495
"yes",0.6296666743122971,0.37033332568770294
"no",0.8875144483151245,0.11248555168487545
"no",0.9128087276145408,0.0871912723854592
"no",0.8836840583927308,0.11631594160726921
"yes",0.20294008224116855,0.7970599177588314
"no",0.854234768463012,0.14576523153698795
"yes",0.44196114372320117,0.5580388562767988
"no",0.9133246028695626,0.08667539713043734
"no",0.8599578846512791,0.1400421153487209
"no",0.884093492825434,0.11590650717456598
"no",0.8724280516051836,0.12757194839481642
"yes",0.3353728188281362,0.6646271811718638
"no",0.8893004941229771,0.1106995058770229
"no",0.791751150148752,0.20824884985124809
"yes",0.5721157378007979,0.42788426219920206
"no",0.8970040609132985,0.10299593908670145
"yes",0.7834364168187462,0.21656358318125385
"no",0.8570327855266787,0.1429672144733213
"no",0.7888307292068767,0.21116927079312328
"no",0.8919603504097873,0.10803964959021277
"no",0.8332550752157328,0.16674492478426714
"no",0.8446582962826645,0.15534170371733544
"no",0.9006585535009726,0.09934144649902743
"no",0.8355487618173453,0.1644512381826547
"no",0.8989133447100381,0.1010866552899619
"no",0.8926582984295831,0.10734170157041685
"no",0.794995461245639,0.20500453875436095
"yes",0.6532599089995119,0.34674009100048814
"no",0.8718104925943069,0.12818950740569313
"no",0.8627167219498293,0.13728327805017068
"no",0.7884167706734968,0.21158322932650325
"no",0.9204294660147001,0.07957053398529994
"no",0.9048408420166121,0.09515915798338796
"yes",0.7374673520275052,0.2625326479724948
"yes",0.7687892340287833,0.2312107659712167
"no",0.9107920431650531,0.0892079568349469
"no",0.8925906276500388,0.10740937234996122
"no",0.9130719487299326,0.08692805127006745
"yes",0.7389681045074608,0.26103189549253925
"yes",0.18993268498757065,0.8100673150124293
"no",0.862326147589306,0.1376738524106939
"no",0.90326874714483,0.09673125285517
"no",0.8468870238878683,0.15311297611213165
"no",0.7931010033856097,0.2068989966143903
"no",0.8260741155623317,0.17392588443766838
"yes",0.20828967144290522,0.7917103285570948
"no",0.9042035714915229,0.0957964285084772
"yes",0.2356888882322702,0.7643111117677298
"no",0.8467861259076723,0.15321387409232773
"no",0.8661502596571605,0.13384974034283947
"no",0.8847492118643844,0.1152507881356156
"no",0.91786304621251,0.08213695378748995
"no",0.8522723211958483,0.14772767880415175
"yes",0.7145541322921903,0.28544586770780966
"yes",0.21385265008785015,0.7861473499121499
"no",0.8732801635716595,0.12671983642834053
"no",0.8290246049052103,0.1709753950947897
"yes",0.6244765037145816,0.37552349628541837
"yes",0.7510812919147323,0.2489187080852677
"no",0.8727242767546808,0.1272757232453192
"no",0.8904986491689951,0.10950135083100491
"yes",0.17140177072674234,0.8285982292732577
"yes",0.6512363016429676,0.3487636983570324
"no",0.8721117210676079,0.1278882789323921
"no",0.8977939202978024,0.1022060797021976
"no",0.906265537782712,0.09373446221728803
"yes",0.6834420972564774,0.3165579027435226
"no",0.789499697774144,0.210500302225856
"no",0.8483599760215368,0.15164002397846316
"no",0.8772741115547888,0.1227258884452111
"yes",0.7718139056167967,0.22818609438320323
"no",0.9015589923080178,0.09844100769198215
"yes",0.7579977133704607,0.24200228662953932
"yes",0.6161624669414418,0.3838375330585581
"no",0.875731097584413,0.12426890241558702
"no",0.8526367103602203,0.14736328963977974
"no",0.8891878345194968,0.11081216548050327
"no",0.8240275386857344,0.17597246131426558
"no",0.8737254186155543,0.1262745813844457
"no",0.8883302986800795,0.11166970131992045
"no",0.8748447925955052,0.12515520740449484
"yes",0.6881634933620088,0.31183650663799123
"no",0.8959576075456297,0.1040423924543703
"no",0.8782305107425094,0.12176948925749068
"no",0.8706723001981428,0.12932769980185724
"no",0.8743596302248167,0.1256403697751833
"no",0.8546434552216994,0.1453565447783006
"no",0.9242387538699438,0.07576124613005619
"yes",0.5733983102578282,0.4266016897421718
"no",0.8746486655358184,0.12535133446418154
"yes",0.3143715519113861,0.6856284480886139
"yes",0.7644956107928027,0.23550438920719724
"no",0.8242870906542525,0.17571290934574751
"no",0.7933527239827068,0.20664727601729313
"no",0.8499708574113107,0.15002914258868932
"no",0.899845107920315,0.10015489207968502
"yes",0.5140577145658606,0.4859422854341394
"no",0.8874634802333065,0.11253651976669352
"yes",0.7516785716155605,0.24832142838443955
"no",0.8601699726344861,0.13983002736551384
"no",0.8978972721708862,0.10210272782911374
"yes",0.5269023306651281,0.4730976693348718
"yes",0.7755773331850724,0.22442266681492765
"no",0.8872862235302805,0.11271377646971949
"no",0.8881815005265346,0.11181849947346542
"no",0.8643190865223577,0.13568091347764236
"no",0.8539449620077239,0.14605503799227615
"no",0.8627884160990738,0.1372115839009263
"no",0.8192949450991831,0.18070505490081687
"no",0.9109377562275277,0.08906224377247227
"no",0.9222605697362137,0.07773943026378625
"no",0.8512599822062734,0.14874001779372653
"no",0.826364013574586,0.17363598642541397
"no",0.8277481801693818,0.17225181983061824
"no",0.8536325516514363,0.14636744834856374
"no",0.8728589950014687,0.1271410049985313
"no",0.8661719057263065,0.13382809427369344
"no",0.8735973016719538,0.12640269832804624
"no",0.8782543561347148,0.12174564386528516
"yes",0.15022831003650572,0.8497716899634943
"yes",0.6576215030478254,0.34237849695217465
"no",0.819514628835947,0.18048537116405303
"no",0.842351756139403,0.15764824386059698
"no",0.835874660910873,0.16412533908912694
"no",0.8854163779862589,0.11458362201374102
"no",0.8038953064946777,0.19610469350532236
"no",0.8413268985307564,0.15867310146924365
"no",0.8663229467677854,0.13367705323221454
"no",0.8452629929182629,0.15473700708173707
"no",0.898193112869287,0.10180688713071301
"no",0.8903511275114507,0.10964887248854926
"no",0.860955332209151,0.13904466779084906
"no",0.8874164262802121,0.1125835737197879
"no",0.895942555426713,0.104057444573287
"no",0.8955064148938544,0.10449358510614556
"no",0.9020226151135753,0.09797738488642473
"no",0.8567383528147061,0.14326164718529386
"no",0.9005560668562888,0.09944393314371126
"yes",0.747993852870521,0.25200614712947894
"no",0.865273623718984,0.13472637628101608
"no",0.9060333709148479,0.09396662908515203
"yes",0.20113006435110237,0.7988699356488976
"no",0.9111986288600918,0.08880137113990812
"yes",0.7722947526790623,0.2277052473209377
"no",0.8139250195780727,0.1860749804219273
"no",0.8315534400263516,0.16844655997364838
"no",0.8846938231721804,0.11530617682781957
"yes",0.21422177944920062,0.7857782205507994
"no",0.8284551684250785,0.17154483157492148
"no",0.877341203664859,0.122658796335141
"yes",0.37278742400932696,0.627212575990673
"no",0.8812068984342569,0.11879310156574312
"no",0.8610723314162533,0.13892766858374675
"no",0.8732889267786873,0.12671107322131267
"no",0.883988995366823,0.11601100463317701
"no",0.8754427269988101,0.12455727300118996
"no",0.8304199779834567,0.16958002201654337
"no",0.9030574689490862,0.0969425310509138
"no",0.824379513739719,0.17562048626028107
"no",0.9171670632823744,0.08283293671762558
"yes",0.7137712743134459,0.2862287256865541
"no",0.8107398027301789,0.18926019726982116
"no",0.8595020674066848,0.1404979325933152
"no",0.8991429399354083,0.10085706006459169
"no",0.8269821138585087,0.17301788614149127
"no",0.9123928355834534,0.08760716441654663
"no",0.89164964711158,0.10835035288842003
"yes",0.27764219343803576,0.7223578065619642
"no",0.8613533900505606,0.1386466099494395
"no",0.8779913428727729,0.12200865712722708
"yes",0.19847266340947445,0.8015273365905256
"no",0.8966339665766927,0.10336603342330726
"no",0.8572654286576226,0.1427345713423774
"yes",0.7226405689922648,0.27735943100773525
"no",0.8606910648855459,0.13930893511445408
"no",0.9086768788378867,0.09132312116211329
"no",0.8572543099745783,0.14274569002542173
"no",0.8786377573751196,0.12136224262488034
"yes",0.38131596641882426,0.6186840335811757
"no",0.8890947922445205,0.11090520775547953
"no",0.8726045042919268,0.12739549570807324
"no",0.8717649487641884,0.1282350512358116
"no",0.8398229486887995,0.1601770513112005
"no",0.8529285242125282,0.14707147578747184
"no",0.8171705994516187,0.18282940054838123
"no",0.9187278054082268,0.0812721945917731
"no",0.9015546850060558,0.0984453149939442
"yes",0.7141477812851666,0.28585221871483335
"no",0.9075456089103243,0.0924543910896757
"no",0.8961471733712864,0.10385282662871362
"no",0.8773529838497712,0.12264701615022873
"no",0.9136012054352793,0.08639879456472069
"no",0.9143948669362297,0.08560513306377023
"yes",0.747768203368963,0.252231796631037
"no",0.7921503624760393,0.20784963752396063
"yes",0.4318644932786865,0.5681355067213135
"no",0.9189405250627085,0.08105947493729153
"no",0.8480187557690443,0.15198124423095571
"no",0.919692229820499,0.08030777017950101
"no",0.8669379148619807,0.1330620851380193
"yes",0.5210933200273873,0.4789066799726127
"yes",0.2122865282662877,0.7877134717337123
"no",0.8025617253541435,0.19743827464585645
"no",0.8448359284400084,0.1551640715599915
"no",0.9167373616531341,0.08326263834686591
"no",0.8999600391997606,0.10003996080023932
"no",0.923630944626144,0.07636905537385592
"no",0.8734205919659137,0.12657940803408624
"no",0.8346395862666994,0.16536041373330054
"yes",0.23851527126580951,0.7614847287341905
"yes",0.5056220729077106,0.4943779270922894
"no",0.914017738048144,0.08598226195185595
"yes",0.5885198601262582,0.4114801398737417
"no",0.8377450064204339,0.16225499357956605
"no",0.8694253665766045,0.13057463342339548
"no",0.8844500932287229,0.1155499067712771
"yes",0.3830524056697925,0.6169475943302075
"no",0.9009915189334246,0.09900848106657546
"yes",0.33480143145267005,0.66519856854733
"no",0.8190727311203466,0.1809272688796534
"no",0.867251606844741,0.13274839315525902
"yes",0.6165272199039873,0.38347278009601266
"no",0.8865530405796348,0.11344695942036517
"no",0.8330255518995844,0.1669744481004156
"yes",0.39263543552277913,0.6073645644772209
"no",0.9140737728564393,0.0859262271435607
"no",0.85240712416855,0.14759287583145003
"no",0.8092518319781509,0.19074816802184913
"no",0.8491569606749627,0.15084303932503731
"no",0.8519654686738246,0.1480345313261754
"no",0.9064812946265937,0.0935187053734064
"no",0.8790052778582302,0.12099472214176973
"no",0.9114235619653815,0.08857643803461843
"no",0.8289442241149898,0.17105577588501014
"yes",0.42100146623966805,0.578998533760332
"yes",0.5846508415979446,0.4153491584020555
"no",0.8960758101043996,0.10392418989560034
"no",0.8308385188780723,0.1691614811219277
"no",0.8811654227766516,0.11883457722334849
"no",0.9182616759352792,0.08173832406472081
"no",0.8788680155163097,0.12113198448369036
"no",0.8949296129922152,0.10507038700778486
"no",0.9111850832503323,0.08881491674966766
"no",0.8603741220731871,0.13962587792681286
"no",0.8750777881211047,0.12492221187889528
"yes",0.5573146625468688,0.44268533745313127
"yes",0.5888934988254217,0.4111065011745783
"yes",0.261373737678554,0.738626262321446
"no",0.8261087028983439,0.17389129710165607
"yes",0.7328753760012694,0.26712462399873066
"no",0.7910533991436471,0.2089466008563529
"no",0.8730933100266033,0.1269066899733967
"no",0.8633067286989005,0.1366932713010996
"no",0.8841775617769201,0.11582243822307987
"no",0.8645497834851332,0.13545021651486677
"no",0.9164422580649229,0.08355774193507716
"no",0.8491147762119728,0.1508852237880271
"no",0.8267069828184161,0.17329301718158388
"yes",0.13911400076842628,0.8608859992315737
"no",0.9184520244795675,0.08154797552043246
"no",0.9070150072534686,0.09298499274653133
"yes",0.5057758717895131,0.49422412821048683
"no",0.8418411848658371,0.15815881513416286
"no",0.910862702582031,0.08913729741796907
"no",0.8361594473859058,0.16384055261409422
"yes",0.6185243136750816,0.38147568632491835
"no",0.8842717266888641,0.11572827331113587
"no",0.916110547377411,0.08388945262258897
"no",0.9176328217974453,0.08236717820255471
"no",0.8870415615196822,0.11295843848031788
"no",0.9158120348636439,0.08418796513635604
"no",0.9129316327011228,0.08706836729887721
"no",0.9239856245614999,0.07601437543850006
"no",0.8699771598488373,0.13002284015116272
"no",0.8002333167335743,0.1997666832664257
"no",0.7878582640511909,0.21214173594880908
"yes",0.4454363493880299,0.5545636506119701
"no",0.8991195073705872,0.10088049262941282
"no",0.877757616990329,0.1222423830096711
"no",0.912378656899977,0.08762134310002297
"no",0.9130797146506057,0.08692028534939433
"no",0.8987035051258785,0.10129649487412146
"yes",0.7119819750311426,0.2880180249688574
"no",0.9074830523159199,0.09251694768408011
"no",0.9035377151637851,0.09646228483621494
"yes",0.7624625931185074,0.23753740688149266
"no",0.9049121897766719,0.0950878102233281
"no",0.9068776150626315,0.09312238493736844
"yes",0.4782406702664642,0.5217593297335358
"no",0.8265351066001205,0.17346489339987947
"no",0.9030734605969948,0.09692653940300527
"no",0.8593544143065035,0.14064558569349653
"no",0.8635479896367293,0.13645201036327065
"yes",0.6033384801304615,0.3966615198695384
"no",0.899347388471174,0.10065261152882597
"no",0.9108069934320037,0.0891930065679963
"no",0.917806678971212,0.08219332102878796
"no",0.8967330778799937,0.10326692212000631
"no",0.8173430762961347,0.1826569237038653
"no",0.9155394202925993,0.08446057970740078
"no",0.8940217941691384,0.10597820583086154
"no",0.8539129481895439,0.1460870518104561
"yes",0.7451239060155781,0.25487609398442196
"no",0.8586068283159932,0.14139317168400675
"no",0.8813497599917222,0.11865024000827788
"no",0.8052207814844106,0.19477921851558946
"no",0.8797981347423467,0.12020186525765332
"no",0.885080076712004,0.11491992328799609
"yes",0.5146007465276695,0.4853992534723305
"no",0.8466375871168461,0.15336241288315383
"no",0.8889157190246966,0.11108428097530346
"no",0.9213951225902867,0.07860487740971331
"yes",0.22596564285368603,0.774034357146314
"no",0.9119719630536339,0.0880280369463661
"no",0.795187005342378,0.20481299465762207
"yes",0.6467993257984228,0.35320067420157725
"no",0.9132157160734317,0.08678428392656833
"no",0.8570569048884318,0.14294309511156825
"no",0.8959542857007223,0.10404571429927773
"no",0.9036584709445027,0.09634152905549732
"no",0.9053663479967607,0.09463365200323927
"no",0.9055334150135652,0.09446658498643483
"no",0.8366994009228391,0.16330059907716088
"no",0.8473610794699327,0.1526389205300673
"no",0.8850030959312156,0.11499690406878436
"yes",0.7310639922022973,0.26893600779770266
"no",0.9132967859893274,0.08670321401067263
"no",0.8253973378845627,0.17460266211543732
"no",0.896271471680303,0.10372852831969702
"yes",0.6554083209416453,0.3445916790583548
"yes",0.6056234416127295,0.3943765583872705
"no",0.8593576626039501,0.14064233739604992
"no",0.8015746714861264,0.19842532851387365
"no",0.8889675036038746,0.11103249639612547
"no",0.8929609684226314,0.10703903157736855
"no",0.8769526628122568,0.12304733718774323
"yes",0.7256463127064237,0.2743536872935763
"no",0.9118362046872767,0.08816379531272338
"yes",0.4180363197768683,0.5819636802231317
"no",0.8678605166411673,0.13213948335883274
"no",0.8078453528821312,0.19215464711786873
"yes",0.7274779901585395,0.2725220098414605
"no",0.8764442398237329,0.12355576017626715
"yes",0.574491719932217,0.4255082800677829
"no",0.8876241294142189,0.11237587058578119
"yes",0.4205771644905151,0.5794228355094849
"yes",0.4909744788370569,0.5090255211629431
"yes",0.47039220442880514,0.5296077955711949
"no",0.9095256153099487,0.09047438469005128
"no",0.8386428329211314,0.16135716707886863
"no",0.8747263736400581,0.12527362635994183
"no",0.8671508357076857,0.13284916429231433
"no",0.8821664237511889,0.11783357624881105
"no",0.8498451284606452,0.15015487153935483
"no",0.8201006721492574,0.17989932785074259
"yes",0.41583120331877954,0.5841687966812205
"no",0.904699084479179,0.09530091552082098
"no",0.8094627694441411,0.19053723055585894
"no",0.8521089411676442,0.1478910588323558
"no",0.9003159897256845,0.0996840102743155
"no",0.8071878539032354,0.1928121460967646
"no",0.8743748587796857,0.12562514122031432
"yes",0.7348997609927738,0.26510023900722623
"yes",0.6604693205497691,0.33953067945023085
"no",0.8799113388011013,0.12008866119889872
"no",0.8197818395619424,0.18021816043805758
"no",0.845236067676145,0.15476393232385505
"no",0.8628635011987339,0.13713649880126608
"no",0.8850908653014948,0.11490913469850518
"yes",0.5210944054203843,0.47890559457961573
"no",0.848477105865381,0.15152289413461897
"yes",0.7801671230685121,0.2198328769314879
"no",0.8643689627323731,0.13563103726762693
"yes",0.7645429229385937,0.2354570770614063
"yes",0.7406685287103607,0.2593314712896393
"no",0.9137495288097802,0.08625047119021981
"no",0.8907584165455265,0.10924158345447355
"no",0.8247656431314749,0.17523435686852504
"yes",0.751718081952238,0.248281918047762
"yes",0.6633369333992679,0.3366630666007321
"no",0.8915579402184761,0.10844205978152392
"no",0.8620945585177772,0.13790544148222286
"yes",0.41935558257075256,0.5806444174292474
"yes",0.19397390458717712,0.8060260954128229
"no",0.8464659163899717,0.15353408361002835
"no",0.8728634770124043,0.1271365229875957
"no",0.888817368741346,0.11118263125865402
"no",0.8856495219579554,0.11435047804204458
"no",0.8665122270720792,0.13348777292792077
"no",0.8236407926852289,0.176359207314771
"no",0.8876139478444383,0.11238605215556172
"no",0.9134713897185146,0.08652861028148544
"no",0.9030111504605277,0.09698884953947232
"yes",0.6677456376012803,0.3322543623987198
"no",0.8337177285052944,0.16628227149470565
"no",0.917253562223546,0.082746437776454
"yes",0.33609664754867963,0.6639033524513204
"no",0.8313275179361169,0.16867248206388305
"no",0.9220042854282646,0.07799571457173532
"no",0.8662580541925746,0.13374194580742543
"yes",0.3562062342448131,0.6437937657551869
"yes",0.6876681113118708,0.3123318886881293
"no",0.911144317957226,0.08885568204277403
"yes",0.32005125031253834,0.6799487496874617
"no",0.9149013709838977,0.08509862901610232
"no",0.8286488851439948,0.17135111485600518
"yes",0.16560038306710934,0.8343996169328907
"yes",0.4602986412810487,0.5397013587189513
"no",0.8203821041013131,0.1796178958986869
"no",0.9155808668646314,0.08441913313536867
"no",0.879615915877185,0.12038408412281498
"no",0.8813500205834139,0.11864997941658609
"no",0.9192020949958493,0.08079790500415072
"no",0.8702087283684257,0.12979127163157436
"no",0.8458741984364657,0.15412580156353425
"no",0.901313682590605,0.09868631740939508
"yes",0.7224981321658399,0.2775018678341601
"no",0.9048531938802767,0.0951468061197233
"no",0.9013752627928825,0.09862473720711751
"no",0.9022723665092889,0.0977276334907111
"no",0.8561156824259746,0.14388431757402545
"no",0.9075995781703636,0.0924004218296364
"no",0.8136212723944511,0.18637872760554888
"no",0.8158971479922066,0.1841028520077934
"no",0.8110548225892651,0.18894517741073488
"yes",0.6899670242616041,0.3100329757383959
"yes",0.7775836712024394,0.2224163287975606
"no",0.877347515278674,0.12265248472132594
"no",0.910732058514515,0.08926794148548499
