"predict","no","yes"
"no",0.7858478097509893,0.2141521902490106
"no",0.905795116994342,0.09420488300565796
"no",0.9038886321149822,0.09611136788501783
"yes",0.7328741688506278,0.26712583114937216
"no",0.8706960944180467,0.1293039055819533
"no",0.881184196062611,0.11881580393738903
"yes",0.2812592709942301,0.7187407290057699
"no",0.8718263983822795,0.12817360161772054
"yes",0.6458999724417382,0.35410002755826175
"no",0.9098206526399185,0.0901793473600815
"no",0.8616387037533442,0.13836129624665577
"no",0.8362977244794325,0.16370227552056746
"no",0.8571696114828798,0.14283038851712013
"no",0.8608315816396511,0.13916841836034888
"no",0.8882824669684874,0.11171753303151256
"no",0.8670222246555364,0.13297777534446362
"yes",0.6695173336953022,0.33048266630469775
"no",0.8903670633073792,0.10963293669262071
"no",0.8738354936900372,0.12616450630996276
"no",0.9191430802130338,0.08085691978696616
"no",0.8769078620086773,0.12309213799132264
"no",0.8547529962167507,0.14524700378324926
"yes",0.2338419366457335,0.7661580633542665
"yes",0.7412141885780104,0.2587858114219896
"no",0.8951738683098809,0.10482613169011909
"no",0.8820300493557067,0.1179699506442933
"no",0.8044930685675182,0.1955069314324818
"yes",0.548112300313814,0.4518876996861861
"no",0.8637567327709873,0.1362432672290127
"no",0.8908139699502688,0.10918603004973121
"no",0.821990070716481,0.178009929283519
"no",0.8780513831142457,0.12194861688575435
"no",0.8843343827082839,0.11566561729171605
"no",0.9079055470514846,0.0920944529485154
"yes",0.1253190641014963,0.8746809358985037
"no",0.8980560018769459,0.10194399812305406
"yes",0.7720607858764378,0.22793921412356222
"no",0.8555865071586499,0.14441349284135005
"no",0.8198067108966692,0.1801932891033308
"yes",0.384193074142096,0.615806925857904
"no",0.8677750247554602,0.13222497524453983
"no",0.8477766013676264,0.1522233986323735
"yes",0.7183145621009497,0.2816854378990504
"no",0.8796532401591649,0.12034675984083512
"no",0.9135864103821919,0.08641358961780807
"yes",0.42197300169273055,0.5780269983072694
"no",0.902861164367432,0.09713883563256798
"no",0.837424416801734,0.1625755831982661
"yes",0.30917044741735433,0.6908295525826457
"no",0.9144535103684773,0.08554648963152264
"yes",0.7135098472076612,0.2864901527923388
"yes",0.5283722889698304,0.47162771103016965
"yes",0.5839413745761587,0.4160586254238413
"no",0.8309645999089583,0.1690354000910417
"yes",0.6838667914225585,0.31613320857744154
"no",0.8421539477008619,0.1578460522991381
"no",0.8427348496006363,0.1572651503993637
"no",0.9204032271432795,0.07959677285672048
"yes",0.2576732642752453,0.7423267357247547
"no",0.8988284849380613,0.10117151506193864
"no",0.9225970900063041,0.07740290999369587
"yes",0.5434128835743705,0.45658711642562955
"yes",0.7446653445173667,0.25533465548263334
"yes",0.37249355856063016,0.6275064414393698
"no",0.9131377828840448,0.08686221711595521
"no",0.8570240724463383,0.14297592755366167
"no",0.8961376549379872,0.10386234506201279
"no",0.8322468769454413,0.16775312305455872
"no",0.8648733790497858,0.1351266209502142
"no",0.8521408571536692,0.14785914284633087
"no",0.8278207901183027,0.17217920988169735
"no",0.7987660454786203,0.20123395452137974
"no",0.8416971257013565,0.15830287429864356
"no",0.9072980687507828,0.09270193124921725
"no",0.905654637705734,0.09434536229426599
"no",0.833613245422998,0.16638675457700203
"no",0.8541513974994126,0.14584860250058734
"no",0.8789094538968572,0.12109054610314288
"no",0.9033695908331876,0.09663040916681248
"yes",0.3953061094929611,0.6046938905070389
"no",0.8996188842929032,0.10038111570709687
"no",0.8799295202009414,0.12007047979905855
"no",0.8981821911924761,0.1018178088075239
"no",0.8717140931368121,0.1282859068631879
"no",0.8712239284432575,0.12877607155674256
"no",0.8508939796276037,0.1491060203723963
"no",0.8985574848880287,0.10144251511197137
"no",0.8628989369715987,0.1371010630284013
"no",0.8797215177179241,0.1202784822820759
"no",0.8966711810077197,0.10332881899228029
"yes",0.24058116272624108,0.7594188372737589
"no",0.8853718445021145,0.11462815549788552
"yes",0.22693442526830043,0.7730655747316996
"no",0.8440523819005268,0.15594761809947316
"no",0.8405720566393972,0.15942794336060281
"no",0.9064953757995572,0.09350462420044277
"no",0.8661470175409052,0.13385298245909477
"no",0.8767631542229232,0.12323684577707682
"yes",0.4055024046235276,0.5944975953764724
"no",0.9139751408613008,0.08602485913869919
"no",0.8856588186897099,0.11434118131029017
"no",0.893233751452957,0.10676624854704293
"no",0.8411578845368466,0.1588421154631534
"yes",0.33115264504750896,0.668847354952491
"no",0.8377295784985638,0.1622704215014362
"yes",0.34001211164027945,0.6599878883597206
"no",0.8593985554738917,0.14060144452610837
"no",0.8743620420513744,0.12563795794862562
"no",0.920579813442878,0.07942018655712203
"no",0.8681869235859099,0.13181307641409007
"no",0.8471298089672594,0.15287019103274058
"yes",0.7610805878281329,0.2389194121718671
"no",0.9041080485382103,0.0958919514617897
"no",0.9093041766406234,0.09069582335937659
"yes",0.20974963816166048,0.7902503618383395
"no",0.8729466117565843,0.12705338824341578
"no",0.9167007185351879,0.0832992814648121
"no",0.8058540361401013,0.19414596385989866
"yes",0.16471636882902652,0.8352836311709735
"no",0.9175594623692457,0.08244053763075432
"no",0.9026369150041064,0.09736308499589359
"no",0.8380490723991769,0.16195092760082305
"yes",0.718474878227831,0.2815251217721691
"yes",0.7445793953080521,0.25542060469194794
"no",0.891182852991225,0.108817147008775
"no",0.9047647375445298,0.09523526245547016
"no",0.8339053061686831,0.16609469383131692
"no",0.8520497805660603,0.1479502194339397
"yes",0.351723357439651,0.648276642560349
"yes",0.12343513362998926,0.8765648663700107
"no",0.9212539491583519,0.07874605084164812
"no",0.8465739165557741,0.1534260834442259
"no",0.8732542786831583,0.12674572131684167
"no",0.824706222122422,0.17529377787757808
"no",0.9197018658466858,0.08029813415331426
"yes",0.38552286729413343,0.6144771327058666
"no",0.8257723777271413,0.17422762227285876
"yes",0.4151212565391247,0.5848787434608753
"no",0.8001405310546784,0.19985946894532158
"no",0.8969696046180554,0.10303039538194458
"yes",0.2071417855365285,0.7928582144634715
"no",0.9140498139712019,0.08595018602879817
"no",0.8337160977758014,0.1662839022241986
"yes",0.32833247662572707,0.6716675233742729
"no",0.9101248435750919,0.0898751564249081
"no",0.8810934295128486,0.1189065704871514
"no",0.8853546016301544,0.11464539836984557
"no",0.8066310082256744,0.19336899177432562
"no",0.8417984625670569,0.1582015374329431
"no",0.8979707581996487,0.10202924180035136
"no",0.8959995701487032,0.10400042985129676
"no",0.8419561454215946,0.1580438545784054
"no",0.9214593113299195,0.07854068867008043
"no",0.860712684500027,0.13928731549997297
"no",0.8827696975908691,0.11723030240913092
"yes",0.7328301249725031,0.26716987502749695
"yes",0.2516865383510044,0.7483134616489956
"no",0.8942194519295761,0.10578054807042392
"no",0.8530209602433301,0.14697903975666993
"no",0.9084039729036355,0.0915960270963645
"no",0.8937454949989523,0.10625450500104766
"no",0.8855646983977442,0.11443530160225579
"no",0.8992952951118401,0.10070470488815986
"yes",0.5544370826378853,0.4455629173621148
"no",0.8303482928396102,0.1696517071603898
"yes",0.5344292436943812,0.46557075630561884
"no",0.8728221661197937,0.1271778338802063
"no",0.9193661357101678,0.08063386428983223
"no",0.9125761239034774,0.08742387609652262
"no",0.9050161343376304,0.09498386566236965
"yes",0.3673183843479243,0.6326816156520757
"yes",0.1581471785929056,0.8418528214070944
"yes",0.2933877290501842,0.7066122709498158
"yes",0.44096082923248836,0.5590391707675116
"yes",0.10494262945733157,0.8950573705426684
"no",0.9201961592726103,0.07980384072738966
"yes",0.7151102471874615,0.2848897528125384
"no",0.9115492717004168,0.08845072829958327
"yes",0.5648841784606231,0.4351158215393769
"yes",0.4551248221989287,0.5448751778010713
"no",0.8712987897119177,0.12870121028808237
"no",0.9065816308952459,0.09341836910475415
"no",0.8416821894012044,0.1583178105987956
"no",0.8672074745784821,0.13279252542151793
"no",0.8224632148161548,0.17753678518384514
"no",0.9029893656284194,0.09701063437158068
"yes",0.6127506578103107,0.3872493421896893
"no",0.8818198774124973,0.11818012258750263
"no",0.9127613647896052,0.08723863521039472
"no",0.8656861834816292,0.13431381651837088
"yes",0.26558099946224,0.73441900053776
"no",0.8688612027748257,0.1311387972251743
"yes",0.5003189877923968,0.49968101220760314
"no",0.9121363715433785,0.08786362845662157
"no",0.8666232231147526,0.1333767768852474
"no",0.8904790577615302,0.10952094223846975
"no",0.8736427286425901,0.12635727135740996
"yes",0.3940200070251435,0.6059799929748565
"no",0.8812415481116254,0.1187584518883746
"no",0.81386277097406,0.18613722902593996
"yes",0.3687650914351729,0.6312349085648271
"no",0.9064647424394173,0.09353525756058263
"no",0.8425320947777146,0.15746790522228543
"no",0.8733053067410358,0.12669469325896424
"no",0.816723645798371,0.18327635420162902
"no",0.8917973372535886,0.10820266274641145
"no",0.8334188546895065,0.16658114531049356
"no",0.8664725445495007,0.13352745545049927
"no",0.8953239371491679,0.10467606285083211
"no",0.8572004747087303,0.14279952529126966
"no",0.9043645931440113,0.09563540685598867
"no",0.8832814611543356,0.11671853884566437
"no",0.8266921313211111,0.17330786867888887
"yes",0.6630993295804284,0.33690067041957167
"no",0.8746960977277762,0.1253039022722237
"no",0.879247017749585,0.12075298225041492
"no",0.814347965377574,0.18565203462242602
"no",0.9163420189610267,0.08365798103897328
"no",0.9090159346803249,0.09098406531967503
"yes",0.6982979511220921,0.30170204887790786
"no",0.7909403596766001,0.20905964032339983
"no",0.9021765100557143,0.09782348994428573
"no",0.8950222326287427,0.10497776737125732
"no",0.9118478827638306,0.08815211723616949
"yes",0.7405334041447856,0.25946659585521437
"yes",0.17385729259355354,0.8261427074064465
"no",0.861862028175285,0.138137971824715
"no",0.9025532811901662,0.09744671880983376
"no",0.8323221557416499,0.16767784425835008
"no",0.7919849629839211,0.20801503701607899
"no",0.8192174127682245,0.18078258723177554
"yes",0.23429959434781455,0.7657004056521854
"no",0.9015760879334785,0.09842391206652147
"yes",0.30092027561831325,0.6990797243816868
"no",0.8712626130240414,0.12873738697595857
"no",0.8804821660217569,0.11951783397824313
"no",0.8885137108605304,0.11148628913946958
"no",0.9185975686685095,0.08140243133149055
"no",0.8738487283663154,0.12615127163368453
"yes",0.7569821367984321,0.2430178632015679
"yes",0.21507534876914913,0.7849246512308509
"no",0.8709915841078707,0.12900841589212927
"no",0.8419518170592808,0.15804818294071918
"yes",0.6229015320619891,0.37709846793801094
"yes",0.746212522371239,0.25378747762876097
"no",0.8799399184710506,0.12006008152894945
"no",0.8937567621701139,0.10624323782988614
"yes",0.21090758512646368,0.7890924148735363
"yes",0.619641518801385,0.38035848119861504
"no",0.8783615278914595,0.12163847210854052
"no",0.8983921426510152,0.10160785734898477
"no",0.9051863353093369,0.09481366469066307
"no",0.779766204985459,0.220233795014541
"no",0.8068312809225644,0.19316871907743563
"no",0.8402603399055184,0.15973966009448165
"no",0.8798685280663259,0.12013147193367418
"yes",0.7342296505207114,0.26577034947928857
"no",0.8927073118801243,0.10729268811987566
"yes",0.7204519434492211,0.2795480565507788
"yes",0.6441610276203844,0.35583897237961565
"no",0.874663721385017,0.12533627861498292
"no",0.8663288101305255,0.1336711898694744
"no",0.8828326365822199,0.11716736341778014
"no",0.8330947252388512,0.16690527476114883
"no",0.8588866186877002,0.1411133813122998
"no",0.8935713167173324,0.10642868328266766
"no",0.8735062088524967,0.1264937911475032
"no",0.7872458821671152,0.2127541178328848
"no",0.9050675096192885,0.09493249038071151
"no",0.8699938144347057,0.1300061855652943
"no",0.8653916540953118,0.13460834590468818
"no",0.865460208100757,0.134539791899243
"no",0.8454857042153812,0.15451429578461884
"no",0.921158699209471,0.07884130079052898
"yes",0.47363518922285686,0.5263648107771431
"no",0.8677793018524101,0.13222069814758985
"yes",0.26602051472736377,0.7339794852726362
"yes",0.7012159211021387,0.29878407889786124
"no",0.8338192129769495,0.16618078702305047
"no",0.7934437916031825,0.2065562083968176
"no",0.856499790535614,0.14350020946438607
"no",0.8933931669318442,0.10660683306815574
"yes",0.5763921082705616,0.4236078917294384
"no",0.8898919915875064,0.11010800841249362
"yes",0.7686875793716006,0.23131242062839935
"no",0.8870746947854219,0.11292530521457814
"no",0.892483996002937,0.10751600399706292
"yes",0.5628112773399888,0.4371887226600112
"yes",0.7420257672058057,0.2579742327941943
"no",0.8957333521499025,0.1042666478500975
"no",0.8919412810506986,0.10805871894930137
"no",0.8702923109486178,0.12970768905138225
"no",0.8611032180320056,0.13889678196799435
"no",0.8351066038706376,0.16489339612936244
"no",0.8204448443002533,0.1795551556997467
"no",0.9100268453658265,0.08997315463417357
"no",0.9200767746488561,0.07992322535114398
"no",0.8659557266792939,0.13404427332070612
"no",0.8358923088545357,0.16410769114546434
"no",0.8624225329862163,0.13757746701378365
"no",0.8777765307908646,0.12222346920913538
"no",0.8486147347535054,0.15138526524649462
"no",0.827960428156493,0.17203957184350707
"no",0.8612711726754005,0.13872882732459943
"no",0.8520120970586387,0.14798790294136138
"yes",0.1594028372406443,0.8405971627593557
"yes",0.6446536374550447,0.3553463625449554
"no",0.8165178892515854,0.18348211074841456
"no",0.811853024796731,0.18814697520326892
"no",0.8608558557602296,0.13914414423977042
"no",0.8860574400669805,0.11394255993301951
"no",0.7937819896280214,0.20621801037197865
"no",0.8339764831895597,0.1660235168104402
"no",0.8631753150077778,0.1368246849922222
"no",0.864451878175677,0.13554812182432294
"no",0.8939027406179857,0.10609725938201432
"no",0.8907621484413254,0.1092378515586746
"no",0.8687187949752757,0.13128120502472426
"no",0.8729262904666859,0.12707370953331407
"no",0.8724505586059801,0.12754944139401997
"no",0.901410802551136,0.09858919744886395
"no",0.8978944279279027,0.10210557207209729
"no",0.8453439792610528,0.15465602073894724
"no",0.8988644838831762,0.10113551611682382
"yes",0.6824674220070549,0.3175325779929451
"no",0.886442601274753,0.113557398725247
"no",0.9062970050991305,0.09370299490086953
"yes",0.2556377292123735,0.7443622707876265
"no",0.9150869877474732,0.0849130122525268
"no",0.815580422417685,0.184419577582315
"no",0.7799998910101252,0.22000010898987477
"no",0.8461493729640724,0.15385062703592753
"no",0.8794501492792339,0.12054985072076604
"yes",0.21493163156794048,0.7850683684320595
"no",0.813556754546243,0.186443245453757
"no",0.885907755046961,0.11409224495303899
"yes",0.4118043012832583,0.5881956987167417
"no",0.8862076814217433,0.11379231857825668
"no",0.86192616196314,0.13807383803686005
"no",0.8810327888237772,0.11896721117622283
"no",0.8881995374921858,0.11180046250781418
"no",0.8704820499629755,0.12951795003702452
"no",0.8120814792912934,0.18791852070870657
"no",0.8934345763581176,0.10656542364188235
"no",0.8281470467170255,0.1718529532829744
"no",0.9140867767819342,0.08591322321806578
"yes",0.67412298182479,0.32587701817521
"no",0.8324379005737278,0.16756209942627223
"no",0.8705966599365711,0.12940334006342896
"no",0.8973292928932376,0.10267070710676239
"no",0.7879647720683687,0.21203522793163138
"no",0.9147907528644361,0.08520924713556383
"no",0.8970535842193832,0.1029464157806168
"yes",0.3651114360854294,0.6348885639145706
"no",0.8658899494591323,0.1341100505408677
"no",0.8808804399870653,0.11911956001293461
"yes",0.155725384376721,0.844274615623279
"no",0.8977415543059268,0.10225844569407319
"no",0.8481391635129212,0.1518608364870788
"yes",0.7105747303427639,0.28942526965723614
"no",0.8782991865213511,0.12170081347864894
"no",0.9108315169928235,0.0891684830071765
"no",0.8444834234432386,0.1555165765567614
"no",0.8879463808628545,0.11205361913714555
"yes",0.2998808553429182,0.7001191446570818
"no",0.8831674219485188,0.11683257805148112
"no",0.8710534113360526,0.12894658866394737
"no",0.8995554597186807,0.10044454028131936
"no",0.8176330136954463,0.18236698630455375
"no",0.8342911277933964,0.16570887220660363
"yes",0.7685880846373132,0.23141191536268682
"no",0.9161738388270387,0.08382616117296131
"no",0.9088039411075947,0.0911960588924053
"yes",0.7059503207930443,0.2940496792069557
"no",0.9087070922071128,0.09129290779288728
"no",0.8944929632495604,0.10550703675043958
"no",0.8732375457238595,0.1267624542761405
"no",0.9074182570473376,0.09258174295266243
"no",0.9120531384366194,0.08794686156338063
"yes",0.7559348610107964,0.2440651389892036
"yes",0.7282075933150768,0.2717924066849232
"yes",0.4466785973942894,0.5533214026057106
"no",0.9113398472361691,0.08866015276383088
"no",0.8774281378856422,0.12257186211435779
"no",0.9173181329343646,0.08268186706563538
"no",0.8709194212649681,0.12908057873503184
"yes",0.48504193778659,0.51495806221341
"yes",0.2205787663623633,0.7794212336376367
"no",0.8067805771318506,0.19321942286814936
"no",0.8456590466723473,0.15434095332765277
"no",0.9169154936676949,0.08308450633230519
"no",0.8988025029515747,0.10119749704842525
"no",0.9206192050906374,0.07938079490936252
"no",0.8674418035696955,0.13255819643030456
"no",0.8127556892495629,0.18724431075043718
"yes",0.22370593494154567,0.7762940650584543
"yes",0.4939914102169717,0.5060085897830283
"no",0.9120464960758633,0.08795350392413674
"yes",0.6220559365425106,0.37794406345748943
"no",0.8406909426105655,0.15930905738943446
"no",0.8490973257169007,0.15090267428309934
"no",0.8922051228399481,0.10779487716005189
"yes",0.5393690012169565,0.46063099878304353
"no",0.8932294952484153,0.10677050475158466
"yes",0.4679844150697593,0.5320155849302407
"no",0.8552471584564155,0.14475284154358448
"no",0.8682899510360169,0.13171004896398314
"yes",0.6750835191592905,0.3249164808407094
"no",0.8870053900322701,0.1129946099677299
"no",0.8031606890907109,0.19683931090928908
"yes",0.3431787446532618,0.6568212553467382
"no",0.9120162329699278,0.08798376703007219
"no",0.8319043867255419,0.16809561327445807
"yes",0.7652435808486637,0.23475641915133633
"no",0.8666857347133948,0.1333142652866052
"no",0.8565233435675874,0.14347665643241256
"no",0.9020813599728382,0.09791864002716173
"no",0.896201400204347,0.103798599795653
"no",0.9136322257220926,0.08636777427790737
"no",0.8232002319599687,0.1767997680400313
"yes",0.32987537041954695,0.670124629580453
"yes",0.638924144500927,0.3610758554990729
"no",0.8952277543566616,0.10477224564333848
"no",0.82581639090314,0.17418360909686
"no",0.8733102598526086,0.1266897401473914
"no",0.9206641256398879,0.07933587436011218
"no",0.8628295188665883,0.13717048113341168
"no",0.8955059410488386,0.10449405895116141
"no",0.9129050701120973,0.08709492988790268
"no",0.8638373146305314,0.13616268536946866
"no",0.8888159243905703,0.11118407560942967
"yes",0.5037456628072273,0.4962543371927727
"yes",0.5856492014004524,0.4143507985995476
"yes",0.2646058104361645,0.7353941895638355
"no",0.8049365907230547,0.19506340927694535
"no",0.8021890834888026,0.19781091651119748
"no",0.7782515268688199,0.22174847313118012
"no",0.8566450608786796,0.14335493912132033
"no",0.869174607285783,0.13082539271421703
"no",0.8823515063748215,0.11764849362517843
"no",0.8742995766393737,0.1257004233606263
"no",0.9137140541530023,0.08628594584699771
"no",0.8415716158960748,0.15842838410392526
"no",0.8696221234029556,0.13037787659704436
"yes",0.1343535926169882,0.8656464073830118
"no",0.9171720859628442,0.08282791403715586
"no",0.9032480478072606,0.09675195219273931
"yes",0.5568634195163573,0.44313658048364274
"no",0.8738134023487999,0.1261865976512001
"no",0.9025621566637552,0.09743784333624485
"no",0.8083222374561794,0.1916777625438206
"yes",0.6137682059368031,0.38623179406319685
"no",0.8959329177687771,0.10406708223122291
"no",0.9103535018884026,0.08964649811159738
"no",0.9137741419036957,0.08622585809630438
"no",0.8971068952827147,0.1028931047172853
"no",0.9125010759085096,0.08749892409149043
"no",0.9017794377542128,0.09822056224578729
"no",0.9201236793152247,0.07987632068477533
"no",0.8844531617020049,0.11554683829799507
"no",0.8020578538890663,0.19794214611093378
"no",0.7797985491443663,0.2202014508556337
"yes",0.3251352765328954,0.6748647234671046
"no",0.8898838145333824,0.11011618546661757
"no",0.8793281101758995,0.12067188982410049
"no",0.895264766793503,0.10473523320649708
"no",0.9111093603949313,0.08889063960506874
"no",0.8878953882078826,0.11210461179211739
"yes",0.6604956210093682,0.33950437899063174
"no",0.9070812446975132,0.09291875530248679
"no",0.905748492202668,0.09425150779733205
"yes",0.7331275854119559,0.26687241458804406
"no",0.8985336135733175,0.10146638642668245
"no",0.8973315929853466,0.10266840701465345
"yes",0.49951588106074074,0.5004841189392593
"no",0.8832695028208364,0.11673049717916356
"no",0.8986941805266803,0.1013058194733197
"no",0.8113629702547626,0.18863702974523744
"no",0.8760254830425375,0.1239745169574625
"yes",0.6055030001536074,0.39449699984639264
"no",0.893553958142948,0.10644604185705196
"no",0.9140140681793153,0.0859859318206847
"no",0.9152286127937405,0.0847713872062595
"no",0.8892210228904559,0.11077897710954412
"no",0.8113474714842017,0.18865252851579822
"no",0.9055085006470839,0.09449149935291616
"no",0.8959952589698903,0.10400474103010976
"no",0.8741003917019253,0.1258996082980747
"yes",0.7576887425220163,0.24231125747798368
"no",0.8349941873477844,0.16500581265221556
"no",0.8766864413972922,0.12331355860270775
"yes",0.7571300232933351,0.24286997670666483
"no",0.8816899792371578,0.1183100207628423
"no",0.8858652811333513,0.11413471886664876
"yes",0.4580455826221346,0.5419544173778654
"no",0.8362284645710925,0.16377153542890754
"no",0.8842822142807002,0.11571778571929985
"no",0.9189621676078734,0.08103783239212661
"yes",0.183662728375933,0.816337271624067
"no",0.9059451825181573,0.09405481748184269
"no",0.7895645373029138,0.21043546269708624
"yes",0.7282404023205813,0.2717595976794187
"no",0.9092440970233604,0.09075590297663956
"no",0.8508558797026686,0.14914412029733137
"no",0.8832562516120825,0.11674374838791748
"no",0.8981338871079909,0.10186611289200907
"no",0.9042271503405177,0.09577284965948224
"no",0.8833081628824324,0.11669183711756764
"no",0.8448416633557582,0.1551583366442418
"no",0.7983850687980714,0.2016149312019287
"no",0.88874325203344,0.1112567479665601
"yes",0.7661505733661255,0.23384942663387454
"no",0.9146540629933925,0.08534593700660753
"no",0.786027841959976,0.21397215804002395
"no",0.9029533162826449,0.09704668371735516
"yes",0.6557208059168615,0.34427919408313845
"yes",0.5880237505034016,0.4119762494965984
"no",0.8671855947755569,0.13281440522444304
"no",0.832961588914674,0.16703841108532602
"no",0.8951484924086334,0.10485150759136667
"no",0.9017526593273129,0.09824734067268719
"no",0.8869467372852629,0.11305326271473719
"yes",0.6749038470637769,0.32509615293622307
"no",0.9086647947567739,0.09133520524322616
"yes",0.32195630553605015,0.6780436944639499
"no",0.8667002715907645,0.13329972840923554
"no",0.7786818070889764,0.2213181929110236
"yes",0.6804722740703064,0.31952772592969364
"no",0.8539468882408959,0.14605311175910407
"yes",0.6455022559032051,0.35449774409679485
"no",0.8866611893241293,0.1133388106758707
"yes",0.3466851467132669,0.6533148532867331
"yes",0.5016451939247419,0.4983548060752581
"yes",0.4668500632223178,0.5331499367776822
"no",0.9100723878898619,0.08992761211013808
"no",0.8480350452537149,0.15196495474628507
"no",0.8817687487145625,0.1182312512854375
"no",0.8723454002706318,0.12765459972936824
"no",0.8545876017436068,0.14541239825639315
"no",0.8615549515725232,0.13844504842747685
"yes",0.7624595475087075,0.23754045249129255
"yes",0.39359349593053483,0.6064065040694652
"no",0.90484116471023,0.09515883528977002
"no",0.8211352134194223,0.17886478658057764
"no",0.8542584255352523,0.14574157446474773
"no",0.8786156426888977,0.12138435731110227
"no",0.8290038851901036,0.17099611480989635
"no",0.8703119807754529,0.1296880192245471
"yes",0.7073451701890876,0.29265482981091234
"yes",0.6978711129822373,0.3021288870177627
"no",0.8623427298336619,0.13765727016633808
"no",0.8095536014713701,0.19044639852862988
"no",0.855621064729421,0.14437893527057896
"no",0.876938457460115,0.12306154253988498
"no",0.8760263154610799,0.12397368453892005
"yes",0.49184517584463827,0.5081548241553617
"no",0.8686950415207946,0.1313049584792054
"yes",0.7304766941043137,0.26952330589568635
"no",0.8672267333901205,0.1327732666098795
"no",0.7913146126342646,0.20868538736573541
"yes",0.7202968045711817,0.2797031954288183
"no",0.9078895375615103,0.09211046243848979
"no",0.8967284422967675,0.10327155770323247
"no",0.8137244351997919,0.18627556480020813
"yes",0.7601254045489471,0.23987459545105294
"yes",0.6113957875575103,0.38860421244248966
"no",0.8789355129072128,0.12106448709278718
"no",0.861860037782727,0.13813996221727295
"yes",0.29814773489691293,0.7018522651030871
"yes",0.20962934630627406,0.7903706536937259
"no",0.853861020264896,0.14613897973510398
"no",0.8809644379199053,0.1190355620800947
"no",0.8992772350329623,0.10072276496703766
"no",0.8780951493719968,0.12190485062800314
"no",0.8791943941880307,0.12080560581196925
"no",0.821276803116308,0.178723196883692
"no",0.8886286097644897,0.11137139023551035
"no",0.9103576693354106,0.08964233066458942
"no",0.9032394348307438,0.09676056516925619
"yes",0.6478878549236184,0.3521121450763815
"no",0.8670086935961729,0.13299130640382711
"no",0.9138774756320158,0.08612252436798423
"yes",0.27898092783237427,0.7210190721676257
"no",0.8383006715151975,0.16169932848480245
"no",0.9188781269284548,0.08112187307154513
"no",0.8655047286452399,0.13449527135476017
"yes",0.3445236577252151,0.6554763422747849
"yes",0.7476186365444344,0.25238136345556555
"no",0.9119022555300027,0.08809774446999734
"yes",0.33676273211934626,0.6632372678806537
"no",0.9109896418771776,0.08901035812282246
"no",0.8277553269289958,0.1722446730710042
"yes",0.18230269960912215,0.8176973003908778
"yes",0.47277266432116694,0.5272273356788331
"no",0.853562046515172,0.146437953484828
"no",0.9096842431902162,0.09031575680978379
"no",0.8847760269482982,0.11522397305170184
"no",0.8960392414330192,0.10396075856698085
"no",0.9152105491743501,0.08478945082564987
"no",0.8624195796758517,0.13758042032414827
"no",0.8521713019746078,0.14782869802539217
"no",0.9007256799878836,0.09927432001211646
"yes",0.7456408805394468,0.2543591194605533
"no",0.8999406910621733,0.1000593089378267
"no",0.9031693890008676,0.09683061099913241
"no",0.9008950034821888,0.09910499651781123
"no",0.840310590898643,0.15968940910135695
"no",0.9015581640154207,0.0984418359845794
"yes",0.7726147204222225,0.22738527957777754
"no",0.8097196424001252,0.19028035759987486
"no",0.8077709169959928,0.1922290830040072
"yes",0.688454569907242,0.31154543009275804
"yes",0.7610758094984541,0.2389241905015459
"no",0.8580649642687774,0.14193503573122251
"no",0.9100670531923074,0.08993294680769263
