id,redemption_status
1114,50.83935261
1117,29.12311554
1118,38.14708591
1120,59.12233591
1124,13.38321865
1125,40.23731649
1133,18.95016283
1137,4.266914725
1143,6.922844052
1146,3.606996313
1148,44.99496222
1149,65.27573466
1152,15.90926498
1153,77.04659104
1155,37.02859581
1157,29.57480252
1158,29.68744636
1161,55.53984642
1162,59.98674631
1166,23.91079217
1171,75.58456659
1175,4.500859231
1179,3.767070174
1182,33.34672749
1183,17.29386151
1184,71.48973346
1185,36.63790822
1186,2.809460647
1187,61.52985692
1192,40.60572386
1193,61.27979159
1194,3.380335495
1197,2.017393522
1198,57.58418441
1199,6.468316913
1204,4.999055713
1205,52.3391068
1208,3.215010092
1209,4.576462135
1210,46.15380764
1212,3.686147183
1215,18.96167696
1216,68.9915657
1217,50.87503195
1219,77.27438807
1223,58.71599317
1224,60.93111038
1226,44.55164969
1233,53.6804378
1234,23.56883883
1237,3.624293581
1239,4.88861464
1241,70.33612132
1246,2.132868394
1247,9.398887306
1248,46.82864547
1251,17.46442467
1261,12.11462766
1263,49.85645115
1264,34.17029977
1267,66.45069122
1268,63.65394592
1269,4.535728693
1270,24.72878397
1271,56.02608919
1273,30.21076322
1276,3.758194298
1277,42.6542908
1278,40.94383717
1280,39.6104455
1282,14.86567557
1283,18.61604005
1284,83.65311623
1285,5.828373879
1289,5.84493205
1295,72.2080946
1298,87.50683069
1300,18.09511036
1301,49.45642054
1306,11.95846498
1314,16.31378084
1315,47.78147936
1317,51.26923323
1318,22.27403969
1320,3.754568473
1321,40.97382128
1322,18.57530326
1323,78.05747986
1325,19.48084384
1326,64.24927711
1327,31.00153506
1328,30.55806458
1329,36.16622388
1332,69.64958906
1337,42.75973439
1338,48.61044884
1343,78.44100595
1344,31.74418807
1349,17.99956262
1350,4.565177485
1353,3.477819264
1354,50.33734441
1355,34.44231749
1359,71.93493843
1366,1.542476844
1367,62.16859221
1369,23.98904413
1373,44.526124
1377,47.41230607
1378,65.43988585
1381,45.65891922
1382,69.35485005
1384,6.040457264
1385,80.91070056
1386,91.23333693
1387,26.76532567
1390,17.26201922
1392,12.75728047
1394,42.52123535
1400,26.96007788
1401,14.06572908
1410,12.00256869
1411,20.91435641
1413,36.70097589
1414,9.112805873
1417,84.07591581
1423,47.95210958
1427,28.60061824
1428,40.28850496
1430,42.77146459
1431,74.48593974
1432,3.866972402
1440,11.88876256
1441,72.81227112
1450,60.50586104
1454,5.191344023
1457,41.21242464
1458,23.24460596
1459,9.778193384
1460,10.02935991
1462,45.5550015
1468,86.64128184
1469,61.22871041
1470,7.442582399
1472,22.86943942
1475,88.86461258
1476,67.42095351
1482,22.84664512
1487,56.46079183
1489,47.25610018
1492,3.159787506
1494,65.69085121
1495,34.21808183
1496,3.1910941
1497,8.988112211
1499,2.30850596
1507,18.15782338
1511,44.24640238
1517,27.9428184
1518,1.482012961
1519,22.96954989
1520,16.97781533
1521,84.01045203
1523,71.40851021
1527,18.8527301
1528,42.57957339
1531,24.40768182
1534,74.79009628
1535,20.3252852
1536,21.70326263
1539,3.1507615
1540,5.716587976
1541,17.59646088
1543,15.53038806
1545,29.0712446
1546,35.81806123
1551,12.19707578
1552,66.0953939
1555,47.07356989
1556,4.659026489
1557,9.649989009
1560,47.78963327
1566,63.81695867
1572,33.16807747
1574,31.63180649
1575,58.56989026
1576,19.14538741
1577,48.56051207
1581,25.22013485
1586,44.31195855
1587,20.60898691
1589,47.72183001
1590,8.506254107
1592,66.65588021
1595,2.057250403
1600,72.16277719
1602,79.76808548
1610,16.93109125
1611,48.63937795
1612,80.09118438
1613,2.862487175
1614,25.13195574
1618,12.64483631
1620,43.02664399
1622,38.17636967
1627,14.79232013
1632,8.433383703
1633,50.41415691
1634,51.09306574
1636,48.98875356
1642,64.50871825
1643,81.07587099
1645,48.81817102
1651,88.44070435
1652,46.30230963
1654,22.07796872
1659,30.60248494
1662,18.90997589
1665,3.108900785
1666,79.85963225
1667,3.266493604
1673,72.00348377
1674,83.82818699
1677,18.44499409
1679,35.45180857
1686,83.52921605
1687,35.92821658
1689,46.87508047
1691,2.941324562
1697,3.283585235
1698,88.23398352
1700,4.772593454
1702,68.63307953
1703,85.26089191
1704,61.06758714
1708,46.9940722
1711,33.88951123
1712,9.559598565
1713,6.869842857
1716,92.47986674
1717,14.69429582
1720,82.16068745
1722,19.05959696
1726,31.03783727
1727,57.95032382
1728,9.285055846
1730,3.737948462
1731,24.86697733
1734,9.300199896
1735,61.14699244
1739,3.636657819
1740,87.06770539
1741,24.15295094
1742,49.75516796
1744,14.37851936
1748,50.72218776
1749,38.498649
1750,39.69862163
1751,2.816271596
1752,5.317682773
1753,23.74987006
1754,16.20672494
1755,3.400728852
1757,22.20615149
1759,35.22144854
1764,70.48210502
1765,4.526757821
1766,35.37477553
1767,25.47204494
1769,5.029926822
1770,31.49557412
1777,77.28965282
1778,13.01764548
1780,6.115108356
1783,77.24260092
1786,24.55128431
1788,2.887218818
1793,55.86856604
1794,17.61751324
1796,19.71556246
1799,5.015362054
1800,87.98465133
1801,13.54829222
1803,28.31505537
1805,47.93933928
1807,16.78387821
1808,45.21049261
1811,55.13492823
1815,60.34734249
1819,40.09814858
1820,90.1452601
1822,20.76892704
1825,30.50167859
1826,38.76926899
1829,63.75033259
1830,23.85659367
1831,48.49454761
1835,12.43968904
1836,18.09761226
1838,11.49888039
1839,3.208285198
1842,12.66785562
1846,56.42012358
1847,67.81383157
1848,41.27712548
1849,33.56876075
1850,50.29844046
1852,42.82127023
1854,37.5009805
1855,32.88104534
1856,8.435831219
1858,90.67861438
1869,49.30665791
1872,36.61558926
1876,30.8601886
1879,9.662249684
1880,74.76602793
1882,50.08858442
1887,23.67437631
1888,89.27718997
1892,24.22508746
1894,4.228649288
1895,3.095803782
1898,23.61111045
1900,31.63914382
1901,19.13933456
1903,12.55137026
1904,47.11415768
1907,70.81831694
1908,38.53184283
1911,7.583600283
1914,48.60133529
1917,16.83945358
1923,52.10122466
1925,15.22972733
1928,58.08236003
1929,68.02845001
1934,5.790739506
1936,70.14446855
1937,85.4652822
1938,81.14423156
1939,25.02302825
1942,24.94416833
1944,31.68435991
1945,7.656443864
1946,23.93329591
1948,31.81168437
1951,59.01077986
1952,71.88903689
1957,27.81739235
1960,6.621734053
1961,35.27284563
1962,25.17192066
1965,38.12943399
1966,42.6750809
1973,22.35198468
1976,48.02049398
1978,76.3556838
1979,65.37553668
1980,58.27087164
1984,55.28722405
1985,64.72703815
1990,25.1324296
1991,42.19307899
1993,58.05462003
1999,93.14541221
2000,81.04298115
2001,20.57276368
2002,35.93588769
2007,81.17340207
2009,68.94956827
2011,64.01017308
2012,8.943516761
2014,35.65567434
2017,24.11540747
2019,12.20033988
2022,71.39865756
2025,34.09361243
2029,7.614392787
2030,2.467928454
2031,22.53022939
2032,16.10783935
2034,73.24905992
2036,4.165061936
2038,69.55060363
2039,2.169161104
2040,50.02603531
2044,52.65797377
2045,4.482043535
2046,45.12110054
2050,9.876585752
2052,60.97772717
2053,3.77343595
2054,70.44250369
2055,15.59531987
2057,10.40881276
2059,34.54569578
2061,13.77946138
2062,34.24479663
2064,74.18323755
2065,5.038175359
2070,46.43138647
2074,37.28963733
2077,4.20364365
2078,18.72677952
2081,21.09596282
2083,47.5136131
2086,24.96405095
2089,31.53817952
2099,37.61369884
2100,70.27663589
2103,5.687388778
2104,46.53608203
2105,10.30745134
2107,44.88697946
2108,4.137318209
2109,65.94472528
2110,15.7307893
2113,65.76464772
2117,13.56345564
2119,18.4224084
2121,2.47583054
2123,17.30276346
2126,28.16974819
2127,25.20284057
2128,22.98283577
2130,14.14101422
2131,5.368544161
2133,52.88296342
2135,14.209117
2142,60.61967611
2144,24.7559607
2145,44.0350771
2146,6.23966977
2149,4.666494206
2155,81.54768944
2156,3.445031121
2157,49.62835908
2158,36.72083616
2163,5.166751519
2167,11.27918512
2178,6.827823818
2179,65.78320861
2181,41.2697494
2182,65.53196907
2190,25.18932819
2192,16.18377566
2196,7.567269355
2198,10.67548916
2199,27.13888884
2206,46.49789035
2211,17.72601604
2214,70.70457935
2215,55.30198216
2216,59.85924006
2217,10.51182523
2219,43.27094257
2220,18.49532872
2223,2.042968944
2225,5.62171489
2226,26.14738643
2227,11.37249172
2229,65.51010013
2230,82.50924945
2239,2.076139487
2241,20.80599219
2242,4.749881104
2243,56.48726821
2245,3.095529601
2247,26.84117556
2248,50.92707872
2250,88.98749352
2251,37.74122298
2252,27.16323435
2253,8.916398138
2254,46.18319273
2255,57.81958699
2256,2.875759825
2257,9.91229564
2259,6.076307595
2268,9.898781031
2272,7.302752882
2275,58.46788287
2278,8.696145564
2280,44.49763
2285,18.00795048
2292,35.08180678
2293,76.61735415
2294,7.038339972
2296,29.79635298
2297,29.72464263
2298,72.87669182
2300,65.67634344
2301,15.19531161
2303,78.44388485
2305,19.40583587
2310,66.6087389
2315,82.4842751
2316,5.67196086
2317,24.64369684
2318,40.33473432
2322,10.72864234
2323,9.118705988
2331,64.88573551
2333,54.66955304
2337,48.03599119
2341,3.931363299
2344,70.65883279
2350,35.39431095
2352,52.98833251
2353,3.840433434
2354,63.84575367
2356,12.55299598
2357,9.192343801
2368,37.27567792
2369,4.416002706
2370,74.49108958
2371,60.84191203
2374,30.40246964
2382,62.07122803
2383,46.17653191
2386,2.89897155
2390,84.16268826
2393,47.62206674
2394,27.59438753
2395,4.702844471
2396,31.75147772
2400,5.301525444
2401,3.107763268
2403,63.15441132
2404,67.84745455
2407,36.95737123
2412,21.35039568
2414,89.47717547
2415,56.543082
2424,24.13352877
2426,68.3966279
2429,67.84849763
2432,64.61084485
2434,41.821298
2435,33.1453532
2436,91.43380523
2437,14.73757774
2440,2.900996245
2442,37.02914715
2445,27.61902213
2446,40.33993483
2447,84.71966386
2448,9.455817938
2450,16.27609283
2452,36.17795408
2455,5.009069294
2456,75.63970089
2457,34.51419175
2458,11.64070666
2466,59.2440486
2467,20.46902776
2472,58.89362097
2478,50.11172891
2480,6.915511936
2483,0.94018802
2487,15.41173458
2488,5.817840993
2490,53.05832028
2493,66.67827964
2497,41.72990024
2499,53.35998535
2501,29.02387977
2502,26.90294087
2510,40.54003954
2511,45.62265277
2517,54.17438745
2518,88.30333948
2520,50.42218566
2526,49.93494153
2533,40.77454209
2536,74.09342527
2540,54.29664254
2541,63.68808746
2542,76.12720728
2547,74.45616126
2548,23.04203659
2549,6.635387987
2553,82.98062086
2554,50.14743209
2556,71.11713886
2558,44.37756538
2560,30.89268506
2561,71.56416178
2565,39.92242217
2566,57.10468292
2568,10.56096479
2569,19.87395883
2573,13.06151301
2575,8.012973517
2576,50.16921759
2578,55.1794827
2579,51.15478635
2581,68.85177493
2582,15.40112942
2583,19.21334714
2584,7.961315662
2586,76.62611008
2588,54.772228
2591,14.94031996
2593,52.72758603
2596,17.40647703
2602,4.755670577
2606,62.14571595
2609,51.90622807
2611,19.32166666
2612,44.22219098
2614,78.70631218
2629,6.277797371
2630,41.45504832
2633,96.99248075
2634,46.6703862
2635,88.48907948
2639,58.9641571
2640,50.55585504
2641,69.93941665
2646,64.52385187
2647,7.322584093
2650,77.48548388
2651,47.72561491
2654,33.03788006
2655,3.302018717
2659,49.11490679
2660,17.32966453
2662,66.51476026
2669,77.37720013
2674,31.77656233
2675,38.67405057
2676,75.47301054
2678,82.39367604
2680,11.07416674
2681,29.85908091
2683,28.9626509
2695,31.50962591
2696,25.67753494
2697,45.55707872
2698,51.04823112
2701,80.0768733
2708,9.32180956
2710,18.94821376
2711,47.31332958
2712,65.67772627
2716,5.488462746
2717,66.48710966
2723,43.52913201
2726,25.29843152
2727,61.96555495
2728,27.31118202
2729,29.20011878
2733,1.809467934
2734,77.55751014
2737,40.61103761
2739,13.35405856
2744,24.26445931
2745,14.5835489
2755,20.67979574
2756,10.5958052
2757,74.64906573
2759,28.01565528
2764,66.05090499
2769,50.63943267
2771,75.90124011
2773,68.50257516
2774,6.831715256
2775,28.23976576
2776,22.85254002
2777,75.31113625
2779,62.19491959
2780,21.16968334
2781,8.736880124
2783,12.01606989
2786,8.615170419
2787,39.54618871
2788,2.431196161
2789,20.42408139
2790,48.52516353
2792,88.92275095
2796,30.57876229
2797,70.78929543
2799,55.8844924
2801,22.12434411
2805,74.77716804
2808,75.65927505
2809,35.16748846
2811,1.542985998
2812,15.4878363
2814,6.06360063
2818,54.43347096
2819,9.253074974
2822,21.32195085
2823,26.5457958
2825,9.28837359
2827,27.28508413
2829,66.05822444
2831,1.909055375
2837,54.60236073
2838,3.452825174
2846,92.53684878
2849,8.905237913
2853,11.02127805
2854,5.03414385
2855,6.06424585
2858,50.79787374
2859,11.99933738
2863,42.81046689
2867,35.46398282
2869,17.39461273
2870,79.08633351
2872,7.12852627
2875,86.51301265
2878,10.82319617
2879,51.7596364
2880,48.06754589
2883,31.17144108
2888,70.80760598
2890,95.07006407
2895,5.283124745
2896,25.3724426
2905,47.97974527
2906,7.823450118
2907,3.371055797
2910,58.63089561
2912,35.97429991
2913,49.93201792
2914,10.81792861
2916,47.99359143
2917,58.72065425
2918,16.6505307
2919,87.6355052
2924,54.6381712
2927,82.22549558
2928,4.342071712
2929,13.60022724
2930,27.22382843
2932,9.056681395
2933,64.24506307
2939,83.2470417
2943,4.86995168
2946,3.505020961
2947,28.48784029
2948,66.9093132
2950,4.937427118
2954,45.27166188
2957,74.68485832
2958,77.83411741
2965,3.470893577
2966,57.35978484
2967,64.65682983
2968,63.79013658
2974,34.33561325
2982,3.251150995
2984,89.8909688
2988,12.61154711
2989,57.4658215
2990,10.98889858
2993,64.42419887
2995,32.01472461
2996,57.00389743
2998,12.52767593
3000,2.684926987
3001,62.77914047
3003,48.31577539
3005,32.55398571
3008,72.09693789
3010,85.13144851
3017,61.07689738
3018,61.39983535
3020,13.04843128
3021,13.62263709
3022,51.87556744
3027,78.95491719
3029,14.92917836
3031,6.470593065
3035,5.944409594
3036,8.14287588
3037,14.81646299
3043,11.88777611
3046,92.99205542
3050,59.78782773
3053,29.55560386
3054,33.74204338
3057,5.773289502
3061,69.66143847
3064,61.65414453
3068,26.12455487
3069,73.86387587
3071,50.35822392
3073,6.978605688
3074,81.02326989
3075,44.30884421
3076,72.78458476
3077,9.91429612
3078,26.13224387
3079,5.642203614
3080,54.19837832
3081,55.48020601
3085,5.954904854
3086,12.25966513
3089,5.263988674
3091,39.2449975
3092,42.80888736
3096,16.21227264
3097,68.38030219
3100,38.43191564
3102,34.09872353
3103,79.51114774
3106,74.08292294
3108,83.31720829
3109,80.07206917
3111,64.3093884
3112,15.65649807
3114,9.118621051
3117,86.77635789
3120,83.9147985
3123,23.09508473
3124,45.72996497
3128,14.75022584
3129,78.5959065
3131,24.44747686
3141,79.45427895
3143,50.45993924
3148,94.62801814
3152,69.19338703
3158,72.13317752
3159,6.615526229
3160,35.29539406
3161,9.907423705
3162,6.279654801
3163,32.4414283
3166,48.24154675
3168,29.87556159
3169,7.886596769
3170,73.8343358
3172,34.75715816
3175,74.81085658
3176,66.71698689
3182,46.34370506
3183,14.66015577
3184,56.0970068
3188,52.04380751
3191,2.558562346
3193,10.93366295
3194,1.601167023
3196,5.396790057
3200,42.54718423
3202,5.309858918
3204,22.51131237
3208,26.47900581
3209,40.13299048
3210,58.88518691
3211,18.22594404
3212,87.08842397
3213,30.84954023
3214,18.08666736
3223,9.486110508
3226,50.61984062
3232,79.37732339
3234,74.37885404
3235,83.63845348
3237,41.0415709
3238,89.26968575
3239,92.97517538
3240,12.76345849
3242,27.03471482
3249,41.62530303
3250,40.58838189
3251,50.18997788
3253,65.9013927
3257,5.872917175
3258,5.127649009
3259,32.07761049
3265,23.53665233
3266,43.65155399
3270,53.57182622
3271,31.38250709
3272,64.87276554
3277,42.13835001
3279,4.202654213
3280,26.40175223
3281,11.55330539
3282,28.37921977
3290,2.480221912
3293,76.48286223
3294,50.8749783
3295,9.364983439
3297,2.239513583
3298,6.306675076
3300,18.67823154
3302,76.98655128
3307,26.25989914
3310,79.03999686
3314,3.345818445
3321,92.96839237
3323,86.90672517
3324,2.975641005
3326,42.1900034
3327,27.52691209
3330,26.00626647
3331,7.438623905
3332,41.90722704
3340,5.248273537
3349,3.146185726
3351,18.60788763
3352,51.22618079
3358,41.80583656
3359,40.0857091
3360,91.39934182
3361,85.49135923
3363,3.469178826
3367,16.75727367
3369,26.76229179
3371,67.81250238
3376,67.0383215
3379,69.69493628
3380,2.757697552
3386,18.16559583
3390,39.45409358
3391,63.11056018
3392,17.16624945
3401,18.64378005
3403,23.21638465
3405,53.82035971
3411,33.19471776
3415,17.82782674
3416,33.15299153
3420,16.02922231
3424,23.10878187
3425,10.93963534
3433,78.8113296
3434,83.81348252
3436,36.24309003
3441,5.660118535
3447,33.15991759
3450,65.41548371
3452,4.840822145
3456,3.259249404
3458,16.74260646
3469,39.85766172
3472,5.437337235
3473,3.25492546
3474,16.28310084
3475,59.14917588
3484,28.32449973
3485,56.37387037
3491,85.22309661
3492,43.71523857
3493,3.037833422
3498,7.681246102
3499,31.57097995
3500,49.90467131
3505,66.56636596
3506,20.27201355
3508,32.27566481
3510,3.044680506
3512,7.345435768
3513,3.265224397
3514,50.72407722
3516,29.57772911
3523,82.08985329
3524,6.8341434
3525,4.290819541
3531,3.365825117
3532,73.1654048
3538,65.70416093
3542,37.20200956
3543,43.73263717
3546,64.5257771
3547,27.42010951
3550,49.45016801
3551,12.90223151
3554,5.523762107
3557,84.88950133
3561,32.7103287
3568,2.972701192
3569,10.44374928
3570,31.75036013
3571,35.82439721
3572,32.35023916
3573,49.98671114
3575,29.07196879
3581,40.78844488
3584,17.03326553
3586,6.467047334
3588,19.38315928
3591,43.39878857
3592,8.297310024
3593,14.91336524
3594,12.07755655
3595,57.23034143
3597,59.52911973
3598,32.83540606
3599,33.2478404
3601,37.39698827
3607,24.46732521
3609,47.72086143
3612,71.08368278
3614,37.25078106
3615,45.98972201
3617,15.45843929
3618,72.21217752
3619,8.893710375
3621,10.44394001
3624,24.31592792
3629,63.86513114
3632,22.93578088
3633,29.60739434
3634,75.6308198
3635,57.30547905
3636,39.53641951
3637,67.60617495
3638,19.15653199
3645,2.678904682
3649,57.5772047
3650,5.187983811
3658,20.14547437
3660,70.62661648
3662,50.20993948
3666,8.128109574
3667,85.8694911
3668,69.5214808
3670,36.82661653
3671,90.43254852
3672,57.72482753
3675,7.47640878
3678,24.63359386
3679,63.03696632
3681,59.10913944
3682,30.59994876
3685,38.52375746
3690,46.64335251
3694,10.46926081
3695,10.92703044
3696,52.06567049
3697,4.92369011
3702,4.759803414
3709,81.24064207
3711,6.031760201
3714,31.20031953
3715,54.12690043
3722,46.01933062
3725,23.32476974
3726,10.91007665
3727,29.51465845
3730,86.25448346
3734,67.78133512
3735,16.08261466
3738,51.44241452
3745,16.76099002
3748,3.599860147
3753,90.30277133
3755,38.07927966
3758,58.7004602
3760,79.47305441
3762,17.96684116
3763,12.45965287
3768,54.22224402
3775,71.86536193
3783,4.43530269
3786,21.29423469
3787,8.436246961
3789,5.339583755
3791,4.440182075
3794,41.27586484
3797,7.382992655
3802,58.98932219
3803,71.64222598
3804,30.56674004
3805,36.59677804
3806,3.816360235
3808,7.919387519
3809,27.70671546
3813,19.33950186
3816,19.62621063
3817,82.53901005
3818,89.32820559
3823,66.67565107
3824,40.79407156
3825,7.491926849
3827,81.2731564
3830,26.88868344
3832,59.6852839
3834,5.383466929
3837,61.06587052
3845,63.17896843
3846,3.014217503
3847,31.86011016
3849,3.419647366
3852,5.854507908
3853,79.24761176
3856,30.76674044
3862,32.9230696
3864,41.76325798
3867,7.282285392
3869,80.08688092
3871,35.44715047
3872,3.216751665
3876,74.68051314
3878,1.957930066
3880,10.24012193
3882,10.41304693
3887,18.52866858
3888,35.78216732
3890,83.75613093
3892,86.27402186
3893,85.52104831
3896,17.58495569
3898,34.95441973
3900,41.32762253
3902,31.46764934
3904,13.18071038
3906,79.60095406
3907,56.43464327
3908,3.897489235
3912,10.45908481
3919,83.87636542
3920,88.93016577
3922,72.96088934
3923,36.60277426
3925,17.11562574
3928,64.09184337
3930,8.899134398
3935,92.29401946
3936,74.94173646
3939,7.340267301
3941,5.4624632
3943,44.35214996
3945,23.06696475
3946,4.547543451
3948,39.1042918
3950,79.06396985
3951,43.43496263
3952,66.97143912
3954,16.27744883
3956,6.73866421
3957,5.137839541
3960,64.06741738
3962,48.98719192
3963,14.10861611
3966,10.76975763
3968,10.51427498
3969,81.67945743
3970,62.30973601
3974,18.31900775
3975,3.137572482
3978,68.00026298
3979,11.07481271
3981,81.772089
3983,37.67729104
3985,4.52247113
3986,24.17053431
3988,12.93918341
3989,29.58577275
3992,29.75127101
3993,19.87206489
3994,65.33988714
3995,10.56669578
3997,21.34936154
3998,21.18686289
4001,85.04363298
4006,1.914378814
