id,label
60548,0
60549,4
60550,9
60551,6
60552,1
60553,5
60554,1
60555,1
60556,1
60557,9
60558,3
60559,4
60560,5
60561,3
60562,6
60563,2
60564,6
60565,4
60566,0
60567,0
60568,5
60569,8
60570,2
60571,6
60572,4
60573,0
60574,7
60575,7
60576,8
60577,9
60578,6
60579,6
60580,8
60581,7
60582,0
60583,7
60584,9
60585,0
60586,4
60587,0
60588,0
60589,5
60590,0
60591,1
60592,1
60593,5
60594,9
60595,4
60596,6
60597,5
60598,7
60599,8
60600,1
60601,2
60602,9
60603,7
60604,7
60605,1
60606,0
60607,9
60608,3
60609,2
60610,9
60611,0
60612,7
60613,6
60614,8
60615,2
60616,7
60617,0
60618,2
60619,3
60620,8
60621,2
60622,2
60623,6
60624,9
60625,3
60626,0
60627,7
60628,8
60629,6
60630,2
60631,9
60632,4
60633,4
60634,6
60635,6
60636,8
60637,0
60638,3
60639,4
60640,2
60641,7
60642,5
60643,8
60644,4
60645,9
60646,1
60647,0
60648,5
60649,4
60650,4
60651,4
60652,0
60653,0
60654,4
60655,5
60656,6
60657,0
60658,6
60659,5
60660,4
60661,1
60662,3
60663,1
60664,3
60665,4
60666,4
60667,3
60668,8
60669,2
60670,8
60671,6
60672,7
60673,0
60674,4
60675,0
60676,8
60677,5
60678,0
60679,8
60680,2
60681,9
60682,6
60683,8
60684,9
60685,6
60686,3
60687,2
60688,9
60689,2
60690,2
60691,5
60692,0
60693,9
60694,5
60695,3
60696,6
60697,6
60698,2
60699,3
60700,3
60701,8
60702,3
60703,2
60704,0
60705,9
60706,7
60707,9
60708,4
60709,8
60710,9
60711,1
60712,3
60713,7
60714,3
60715,0
60716,2
60717,4
60718,7
60719,1
60720,6
60721,0
60722,4
60723,7
60724,2
60725,6
60726,6
60727,6
60728,4
60729,1
60730,5
60731,9
60732,0
60733,0
60734,1
60735,6
60736,5
60737,0
60738,3
60739,3
60740,3
60741,3
60742,8
60743,1
60744,1
60745,8
60746,5
60747,7
60748,7
60749,8
60750,7
60751,2
60752,0
60753,7
60754,0
60755,8
60756,0
60757,9
60758,7
60759,6
60760,1
60761,6
60762,6
60763,2
60764,8
60765,0
60766,6
60767,3
60768,6
60769,8
60770,0
60771,0
60772,8
60773,9
60774,2
60775,4
60776,5
60777,9
60778,1
60779,4
60780,4
60781,9
60782,2
60783,1
60784,7
60785,9
60786,5
60787,8
60788,3
60789,7
60790,7
60791,1
60792,1
60793,1
60794,6
60795,9
60796,5
60797,3
60798,8
60799,2
60800,2
60801,9
60802,2
60803,8
60804,3
60805,2
60806,2
60807,4
60808,7
60809,1
60810,4
60811,9
60812,3
60813,5
60814,8
60815,5
60816,4
60817,7
60818,2
60819,8
60820,5
60821,9
60822,3
60823,3
60824,2
60825,7
60826,1
60827,7
60828,0
60829,5
60830,4
60831,4
60832,5
60833,8
60834,3
60835,7
60836,1
60837,2
60838,6
60839,1
60840,9
60841,8
60842,2
60843,7
60844,1
60845,3
60846,7
60847,5
60848,9
60849,9
60850,1
60851,8
60852,4
60853,3
60854,7
60855,1
60856,9
60857,8
60858,1
60859,1
60860,0
60861,2
60862,1
60863,7
60864,1
60865,1
60866,5
60867,7
60868,1
60869,5
60870,2
60871,6
60872,3
60873,3
60874,1
60875,1
60876,4
60877,9
60878,4
60879,3
60880,7
60881,7
60882,6
60883,8
60884,9
60885,9
60886,6
60887,1
60888,1
60889,4
60890,0
60891,0
60892,5
60893,9
60894,4
60895,3
60896,5
60897,5
60898,1
60899,9
60900,7
60901,8
60902,7
60903,9
60904,3
60905,6
60906,6
60907,0
60908,4
60909,0
60910,2
60911,0
60912,2
60913,5
60914,5
60915,1
60916,2
60917,0
60918,9
60919,1
60920,7
60921,8
60922,4
60923,8
60924,3
60925,4
60926,7
60927,6
60928,7
60929,4
60930,8
60931,8
60932,3
60933,4
60934,4
60935,3
60936,6
60937,9
60938,0
60939,2
60940,4
60941,9
60942,1
60943,8
60944,1
60945,7
60946,9
60947,5
60948,6
60949,0
60950,2
60951,1
60952,0
60953,5
60954,4
60955,0
60956,0
60957,6
60958,7
60959,5
60960,0
60961,6
60962,5
60963,9
60964,4
60965,8
60966,2
60967,0
60968,3
60969,6
60970,2
60971,9
60972,6
60973,7
60974,7
60975,1
60976,4
60977,4
60978,0
60979,5
60980,0
60981,9
60982,9
60983,8
60984,8
60985,3
60986,0
60987,2
60988,2
60989,6
60990,6
60991,3
60992,2
60993,3
60994,7
60995,2
60996,9
60997,0
60998,4
60999,7
61000,7
61001,0
61002,3
61003,5
61004,5
61005,6
61006,4
61007,5
61008,9
61009,6
61010,3
61011,7
61012,5
61013,1
61014,9
61015,8
61016,8
61017,7
61018,9
61019,2
61020,7
61021,2
61022,6
61023,3
61024,8
61025,7
61026,6
61027,4
61028,5
61029,4
61030,2
61031,6
61032,1
61033,4
61034,9
61035,3
61036,1
61037,6
61038,5
61039,0
61040,7
61041,7
61042,5
61043,2
61044,3
61045,3
61046,9
61047,6
61048,3
61049,6
61050,0
61051,4
61052,5
61053,0
61054,2
61055,9
61056,2
61057,0
61058,3
61059,6
61060,7
61061,0
61062,2
61063,1
61064,1
61065,4
61066,6
61067,6
61068,5
61069,9
61070,0
61071,1
61072,6
61073,5
61074,1
61075,4
61076,4
61077,8
61078,4
61079,7
61080,7
61081,3
61082,8
61083,1
61084,1
61085,9
61086,8
61087,1
61088,3
61089,3
61090,7
61091,5
61092,0
61093,5
61094,7
61095,8
61096,9
61097,2
61098,3
61099,5
61100,8
61101,4
61102,6
61103,3
61104,8
61105,6
61106,5
61107,5
61108,2
61109,7
61110,1
61111,9
61112,3
61113,5
61114,4
61115,8
61116,6
61117,6
61118,1
61119,1
61120,7
61121,9
61122,2
61123,2
61124,7
61125,0
61126,4
61127,8
61128,2
61129,2
61130,0
61131,0
61132,4
61133,4
61134,9
61135,6
61136,8
61137,4
61138,5
61139,9
61140,0
61141,6
61142,9
61143,4
61144,9
61145,8
61146,7
61147,4
61148,2
61149,2
61150,7
61151,3
61152,7
61153,0
61154,7
61155,2
61156,9
61157,3
61158,7
61159,0
61160,9
61161,3
61162,0
61163,2
61164,4
61165,7
61166,2
61167,4
61168,6
61169,2
61170,0
61171,7
61172,8
61173,4
61174,2
61175,4
61176,5
61177,5
61178,0
61179,4
61180,5
61181,5
61182,8
61183,1
61184,1
61185,7
61186,2
61187,4
61188,9
61189,0
61190,8
61191,7
61192,2
61193,0
61194,1
61195,6
61196,7
61197,7
61198,6
61199,9
61200,8
61201,5
61202,1
61203,1
61204,0
61205,2
61206,0
61207,9
61208,3
61209,1
61210,9
61211,6
61212,5
61213,5
61214,2
61215,0
61216,7
61217,0
61218,2
61219,6
61220,1
61221,3
61222,1
61223,3
61224,6
61225,7
61226,2
61227,4
61228,9
61229,5
61230,2
61231,9
61232,6
61233,3
61234,4
61235,2
61236,0
61237,0
61238,5
61239,2
61240,2
61241,5
61242,4
61243,1
61244,4
61245,2
61246,5
61247,4
61248,4
61249,8
61250,0
61251,2
61252,6
61253,0
61254,6
61255,3
61256,6
61257,8
61258,3
61259,8
61260,2
61261,0
61262,4
61263,4
61264,8
61265,8
61266,4
61267,5
61268,2
61269,2
61270,3
61271,0
61272,1
61273,9
61274,0
61275,9
61276,1
61277,9
61278,6
61279,5
61280,2
61281,4
61282,7
61283,3
61284,8
61285,5
61286,6
61287,8
61288,0
61289,7
61290,5
61291,5
61292,9
61293,5
61294,0
61295,0
61296,0
61297,3
61298,2
61299,4
61300,4
61301,0
61302,7
61303,1
61304,3
61305,4
61306,0
61307,6
61308,5
61309,1
61310,6
61311,7
61312,3
61313,4
61314,8
61315,8
61316,4
61317,8
61318,9
61319,4
61320,1
61321,6
61322,5
61323,2
61324,7
61325,8
61326,5
61327,0
61328,8
61329,5
61330,2
61331,4
61332,8
61333,9
61334,8
61335,4
61336,3
61337,3
61338,8
61339,8
61340,6
61341,0
61342,9
61343,2
61344,2
61345,8
61346,1
61347,3
61348,6
61349,1
61350,9
61351,2
61352,1
61353,6
61354,2
61355,7
61356,9
61357,2
61358,6
61359,0
61360,4
61361,4
61362,2
61363,4
61364,5
61365,0
61366,4
61367,8
61368,3
61369,7
61370,6
61371,4
61372,0
61373,0
61374,5
61375,2
61376,8
61377,2
61378,2
61379,3
61380,0
61381,2
61382,1
61383,7
61384,7
61385,5
61386,4
61387,7
61388,2
61389,2
61390,7
61391,3
61392,3
61393,1
61394,3
61395,3
61396,6
61397,0
61398,1
61399,7
61400,7
61401,4
61402,7
61403,1
61404,0
61405,6
61406,5
61407,8
61408,4
61409,6
61410,7
61411,9
61412,5
61413,0
61414,7
61415,9
61416,5
61417,1
61418,6
61419,9
61420,5
61421,5
61422,3
61423,9
61424,9
61425,1
61426,6
61427,7
61428,8
61429,0
61430,1
61431,7
61432,2
61433,7
61434,1
61435,1
61436,5
61437,5
61438,6
61439,4
61440,5
61441,9
61442,5
61443,5
61444,2
61445,3
61446,9
61447,3
61448,8
61449,5
61450,4
61451,0
61452,6
61453,0
61454,5
61455,7
61456,6
61457,5
61458,2
61459,6
61460,2
61461,4
61462,7
61463,6
61464,0
61465,5
61466,1
61467,7
61468,2
61469,3
61470,2
61471,8
61472,7
61473,8
61474,7
61475,1
61476,6
61477,3
61478,2
61479,9
61480,7
61481,5
61482,6
61483,3
61484,4
61485,7
61486,1
61487,2
61488,2
61489,9
61490,0
61491,6
61492,4
61493,4
61494,3
61495,4
61496,6
61497,6
61498,3
61499,6
61500,1
61501,3
61502,5
61503,2
61504,5
61505,0
61506,9
61507,1
61508,1
61509,8
61510,4
61511,9
61512,5
61513,0
61514,5
61515,4
61516,6
61517,7
61518,1
61519,1
61520,5
61521,3
61522,2
61523,7
61524,8
61525,1
61526,8
61527,9
61528,0
61529,6
61530,1
61531,1
61532,3
61533,5
61534,2
61535,7
61536,1
61537,9
61538,9
61539,2
61540,2
61541,7
61542,0
61543,1
61544,3
61545,9
61546,6
61547,3
61548,7
61549,2
61550,8
61551,1
61552,8
61553,0
61554,7
61555,9
61556,8
61557,5
61558,8
61559,2
61560,0
61561,4
61562,0
61563,6
61564,5
61565,8
61566,3
61567,6
61568,5
61569,5
61570,7
61571,3
61572,7
61573,0
61574,7
61575,0
61576,4
61577,2
61578,5
61579,3
61580,5
61581,1
61582,1
61583,7
61584,7
61585,6
61586,3
61587,6
61588,4
61589,6
61590,8
61591,6
61592,3
61593,1
61594,2
61595,9
61596,9
61597,4
61598,5
61599,2
61600,2
61601,7
61602,8
61603,0
61604,7
61605,9
61606,1
61607,4
61608,9
61609,4
61610,9
61611,3
61612,4
61613,3
61614,3
61615,1
61616,8
61617,8
61618,5
61619,3
61620,8
61621,0
61622,3
61623,4
61624,0
61625,6
61626,0
61627,2
61628,7
61629,3
61630,0
61631,8
61632,3
61633,7
61634,7
61635,3
61636,1
61637,7
61638,5
61639,8
61640,8
61641,6
61642,0
61643,6
61644,4
61645,4
61646,6
61647,7
61648,7
61649,0
61650,6
61651,0
61652,7
61653,7
61654,0
61655,9
61656,2
61657,5
61658,9
61659,7
61660,3
61661,7
61662,2
61663,4
61664,5
61665,1
61666,4
61667,5
61668,4
61669,5
61670,0
61671,4
61672,2
61673,1
61674,4
61675,4
61676,7
61677,4
61678,5
61679,9
61680,4
61681,1
61682,1
61683,5
61684,2
61685,3
61686,5
61687,0
61688,3
61689,9
61690,7
61691,5
61692,3
61693,8
61694,8
61695,8
61696,9
61697,1
61698,1
61699,6
61700,3
61701,1
61702,4
61703,3
61704,4
61705,9
61706,5
61707,0
61708,0
61709,6
61710,9
61711,4
61712,9
61713,0
61714,6
61715,1
61716,8
61717,9
61718,2
61719,9
61720,4
61721,8
61722,0
61723,7
61724,2
61725,3
61726,6
61727,2
61728,5
61729,6
61730,1
61731,9
61732,6
61733,4
61734,2
61735,9
61736,9
61737,0
61738,8
61739,3
61740,6
61741,6
61742,6
61743,0
61744,4
61745,2
61746,6
61747,6
61748,5
61749,0
61750,2
61751,7
61752,8
61753,7
61754,4
61755,4
61756,6
61757,6
61758,5
61759,2
61760,2
61761,2
61762,9
61763,5
61764,6
61765,6
61766,7
61767,0
61768,1
61769,9
61770,5
61771,5
61772,0
61773,7
61774,7
61775,5
61776,0
61777,5
61778,3
61779,8
61780,4
61781,7
61782,9
61783,8
61784,2
61785,4
61786,7
61787,0
61788,0
61789,7
61790,7
61791,7
61792,8
61793,2
61794,9
61795,5
61796,7
61797,6
61798,7
61799,7
61800,5
61801,1
61802,3
61803,0
61804,4
61805,9
61806,9
61807,8
61808,3
61809,7
61810,0
61811,4
61812,4
61813,9
61814,3
61815,3
61816,1
61817,7
61818,9
61819,1
61820,2
61821,7
61822,2
61823,5
61824,6
61825,5
61826,5
61827,3
61828,7
61829,5
61830,5
61831,4
61832,0
61833,7
61834,0
61835,3
61836,2
61837,0
61838,2
61839,9
61840,9
61841,0
61842,3
61843,0
61844,8
61845,3
61846,8
61847,0
61848,4
61849,4
61850,1
61851,8
61852,4
61853,4
61854,5
61855,0
61856,4
61857,6
61858,3
61859,0
61860,0
61861,1
61862,6
61863,8
61864,2
61865,9
61866,0
61867,7
61868,6
61869,7
61870,7
61871,1
61872,5
61873,8
61874,7
61875,4
61876,9
61877,9
61878,1
61879,6
61880,4
61881,1
61882,1
61883,1
61884,8
61885,8
61886,1
61887,3
61888,7
61889,5
61890,2
61891,0
61892,8
61893,4
61894,8
61895,9
61896,6
61897,1
61898,3
61899,1
61900,9
61901,8
61902,1
61903,1
61904,1
61905,8
61906,0
61907,9
61908,9
61909,7
61910,6
61911,0
61912,2
61913,2
61914,1
61915,1
61916,7
61917,9
61918,2
61919,2
61920,0
61921,3
61922,6
61923,4
61924,8
61925,1
61926,7
61927,2
61928,4
61929,2
61930,2
61931,4
61932,8
61933,7
61934,1
61935,8
61936,5
61937,5
61938,7
61939,9
61940,6
61941,6
61942,2
61943,7
61944,0
61945,2
61946,0
61947,5
61948,5
61949,0
61950,2
61951,1
61952,0
61953,3
61954,7
61955,9
61956,1
61957,7
61958,4
61959,5
61960,7
61961,9
61962,8
61963,9
61964,1
61965,2
61966,8
61967,3
61968,2
61969,0
61970,6
61971,0
61972,4
61973,3
61974,8
61975,0
61976,3
61977,6
61978,0
61979,8
61980,8
61981,2
61982,2
61983,9
61984,3
61985,2
61986,0
61987,8
61988,5
61989,7
61990,0
61991,1
61992,1
61993,1
61994,9
61995,5
61996,1
61997,3
61998,3
61999,6
62000,0
62001,8
62002,6
62003,1
62004,0
62005,8
62006,8
62007,0
62008,7
62009,5
62010,0
62011,6
62012,7
62013,3
62014,3
62015,2
62016,4
62017,2
62018,5
62019,5
62020,4
62021,4
62022,1
62023,9
62024,1
62025,1
62026,7
62027,3
62028,8
62029,7
62030,2
62031,2
62032,9
62033,3
62034,9
62035,9
62036,0
62037,1
62038,7
62039,1
62040,4
62041,8
62042,1
62043,6
62044,9
62045,3
62046,4
62047,0
62048,0
62049,9
62050,6
62051,9
62052,7
62053,5
62054,7
62055,5
62056,0
62057,9
62058,3
62059,3
62060,6
62061,9
62062,8
62063,4
62064,2
62065,6
62066,1
62067,9
62068,4
62069,3
62070,6
62071,7
62072,4
62073,0
62074,3
62075,0
62076,1
62077,8
62078,7
62079,3
62080,4
62081,5
62082,2
62083,6
62084,9
62085,1
62086,9
62087,4
62088,9
62089,1
62090,6
62091,2
62092,8
62093,8
62094,7
62095,7
62096,7
62097,7
62098,2
62099,6
62100,0
62101,7
62102,5
62103,8
62104,5
62105,0
62106,0
62107,2
62108,4
62109,9
62110,2
62111,4
62112,3
62113,1
62114,9
62115,0
62116,1
62117,2
62118,2
62119,2
62120,3
62121,7
62122,5
62123,7
62124,4
62125,4
62126,6
62127,1
62128,2
62129,3
62130,5
62131,4
62132,2
62133,9
62134,1
62135,5
62136,9
62137,3
62138,6
62139,4
62140,4
62141,0
62142,1
62143,7
62144,7
62145,4
62146,6
62147,7
62148,7
62149,0
62150,0
62151,6
62152,3
62153,2
62154,7
62155,8
62156,7
62157,2
62158,8
62159,0
62160,8
62161,7
62162,4
62163,6
62164,2
62165,7
62166,0
62167,9
62168,9
62169,3
62170,1
62171,5
62172,9
62173,3
62174,1
62175,0
62176,3
62177,3
62178,5
62179,9
62180,7
62181,9
62182,2
62183,4
62184,5
62185,9
62186,3
62187,7
62188,9
62189,3
62190,6
62191,6
62192,6
62193,5
62194,7
62195,7
62196,2
62197,2
62198,5
62199,3
62200,1
62201,1
62202,9
62203,4
62204,3
62205,9
62206,5
62207,5
62208,7
62209,2
62210,4
62211,9
62212,0
62213,2
62214,1
62215,9
62216,7
62217,1
62218,5
62219,0
62220,5
62221,5
62222,0
62223,6
62224,5
62225,0
62226,3
62227,3
62228,7
62229,4
62230,2
62231,6
62232,8
62233,5
62234,9
62235,2
62236,1
62237,0
62238,5
62239,5
62240,8
62241,5
62242,3
62243,7
62244,4
62245,4
62246,0
62247,9
62248,0
62249,0
62250,0
62251,9
62252,1
62253,4
62254,3
62255,0
62256,5
62257,3
62258,0
62259,5
62260,1
62261,1
62262,2
62263,9
62264,4
62265,0
62266,5
62267,2
62268,8
62269,0
62270,2
62271,9
62272,8
62273,4
62274,4
62275,8
62276,3
62277,8
62278,0
62279,4
62280,8
62281,6
62282,4
62283,8
62284,5
62285,4
62286,9
62287,0
62288,9
62289,5
62290,8
62291,0
62292,9
62293,1
62294,4
62295,7
62296,2
62297,1
62298,2
62299,0
62300,0
62301,6
62302,5
62303,2
62304,4
62305,8
62306,5
62307,5
62308,2
62309,0
62310,3
62311,8
62312,3
62313,0
62314,1
62315,9
62316,0
62317,9
62318,7
62319,3
62320,6
62321,2
62322,8
62323,3
62324,4
62325,8
62326,5
62327,6
62328,8
62329,3
62330,3
62331,1
62332,4
62333,4
62334,0
62335,4
62336,9
62337,6
62338,4
62339,1
62340,9
62341,9
62342,8
62343,1
62344,8
62345,8
62346,3
62347,3
62348,3
62349,8
62350,5
62351,9
62352,6
62353,6
62354,8
62355,7
62356,0
62357,3
62358,0
62359,0
62360,4
62361,5
62362,7
62363,5
62364,0
62365,7
62366,9
62367,1
62368,8
62369,4
62370,8
62371,9
62372,3
62373,5
62374,1
62375,0
62376,4
62377,4
62378,7
62379,5
62380,9
62381,1
62382,8
62383,3
62384,5
62385,5
62386,3
62387,1
62388,1
62389,8
62390,8
62391,3
62392,0
62393,7
62394,0
62395,1
62396,8
62397,8
62398,0
62399,6
62400,9
62401,8
62402,9
62403,8
62404,8
62405,6
62406,9
62407,1
62408,8
62409,4
62410,2
62411,7
62412,7
62413,0
62414,5
62415,1
62416,1
62417,0
62418,0
62419,2
62420,3
62421,0
62422,4
62423,3
62424,5
62425,1
62426,6
62427,3
62428,3
62429,4
62430,2
62431,5
62432,0
62433,9
62434,8
62435,3
62436,3
62437,1
62438,0
62439,2
62440,1
62441,4
62442,4
62443,4
62444,8
62445,2
62446,9
62447,0
62448,5
62449,9
62450,5
62451,0
62452,0
62453,0
62454,5
62455,0
62456,3
62457,9
62458,8
62459,3
62460,4
62461,1
62462,9
62463,2
62464,1
62465,6
62466,4
62467,5
62468,4
62469,1
62470,2
62471,8
62472,5
62473,9
62474,4
62475,5
62476,3
62477,6
62478,8
62479,3
62480,0
62481,6
62482,8
62483,9
62484,0
62485,5
62486,0
62487,2
62488,2
62489,9
62490,0
62491,2
62492,2
62493,8
62494,5
62495,9
62496,2
62497,3
62498,1
62499,0
62500,3
62501,6
62502,2
62503,7
62504,6
62505,1
62506,2
62507,6
62508,3
62509,3
62510,2
62511,8
62512,5
62513,0
62514,8
62515,5
62516,2
62517,7
62518,8
62519,1
62520,5
62521,9
62522,8
62523,0
62524,9
62525,0
62526,9
62527,3
62528,9
62529,5
62530,9
62531,9
62532,6
62533,0
62534,7
62535,1
62536,5
62537,5
62538,9
62539,5
62540,4
62541,4
62542,0
62543,4
62544,5
62545,9
62546,7
62547,4
62548,2
62549,6
62550,9
62551,9
62552,8
62553,2
62554,1
62555,4
62556,7
62557,1
62558,8
62559,7
62560,7
62561,1
62562,8
62563,9
62564,3
62565,7
62566,7
62567,7
62568,1
62569,7
62570,4
62571,4
62572,2
62573,2
62574,3
62575,5
62576,2
62577,8
62578,9
62579,0
62580,8
62581,0
62582,0
62583,7
62584,7
62585,5
62586,0
62587,1
62588,9
62589,6
62590,0
62591,4
62592,9
62593,2
62594,6
62595,6
62596,9
62597,1
62598,0
62599,5
62600,8
62601,7
62602,2
62603,8
62604,6
62605,3
62606,6
62607,1
62608,7
62609,3
62610,8
62611,7
62612,4
62613,1
62614,7
62615,8
62616,6
62617,4
62618,6
62619,4
62620,4
62621,1
62622,8
62623,6
62624,7
62625,2
62626,9
62627,6
62628,5
62629,0
62630,3
62631,3
62632,8
62633,8
62634,2
62635,0
62636,7
62637,2
62638,4
62639,0
62640,3
62641,1
62642,0
62643,8
62644,1
62645,7
62646,7
62647,2
62648,6
62649,3
62650,1
62651,2
62652,7
62653,2
62654,6
62655,0
62656,0
62657,6
62658,7
62659,2
62660,0
62661,3
62662,6
62663,3
62664,0
62665,9
62666,7
62667,3
62668,5
62669,4
62670,9
62671,6
62672,6
62673,5
62674,0
62675,6
62676,8
62677,6
62678,0
62679,3
62680,4
62681,0
62682,6
62683,1
62684,6
62685,6
62686,3
62687,7
62688,1
62689,0
62690,4
62691,4
62692,1
62693,1
62694,5
62695,4
62696,6
62697,8
62698,3
62699,3
62700,1
62701,5
62702,4
62703,9
62704,8
62705,8
62706,4
62707,5
62708,5
62709,6
62710,7
62711,3
62712,9
62713,1
62714,0
62715,5
62716,3
62717,7
62718,6
62719,1
62720,1
62721,8
62722,2
62723,2
62724,0
62725,5
62726,9
62727,6
62728,3
62729,8
62730,1
62731,0
62732,4
62733,6
62734,6
62735,2
62736,8
62737,6
62738,4
62739,2
62740,3
62741,9
62742,0
62743,7
62744,9
62745,5
62746,7
62747,6
62748,1
62749,5
62750,8
62751,8
62752,2
62753,6
62754,4
62755,6
62756,3
62757,1
62758,6
62759,4
62760,0
62761,3
62762,9
62763,8
62764,4
62765,0
62766,8
62767,4
62768,3
62769,9
62770,7
62771,1
62772,1
62773,7
62774,5
62775,1
62776,9
62777,2
62778,4
62779,4
62780,0
62781,8
62782,0
62783,7
62784,1
62785,3
62786,0
62787,5
62788,3
62789,5
62790,8
62791,1
62792,4
62793,2
62794,3
62795,2
62796,8
62797,8
62798,8
